Carrier,HSCode,dist
594,10,1.3139287233352661
473,58,1.3240734562277794
543,54,1.3615400748593467
430,39,1.3314960449934006
331,10,1.3572037943771906
331,26,1.3610827390636717
404,10,1.3624097774071353
187,32,1.3676914886704512
406,93,1.3128883753504073
33,61,1.3794479215783733
464,24,1.3835108780435152
186,75,1.282982668706349
485,93,1.357831590941974
322,92,1.372958087495395
473,51,1.3901819879455226
245,50,1.3512402634535516
359,91,1.3164797446557455
59,89,1.3488636229719435
178,88,1.3428219429084234
280,42,1.3743825586778777
84,91,1.2935261321919305
336,42,1.360244717981134
373,92,1.331357838852065
83,65,1.3339361399412155
86,58,1.3540972476559026
511,91,1.3261123193161828
541,45,1.373835135783468
292,54,1.3822846817118781
505,91,1.3584883755871229
130,34,1.3620783516338892
371,33,1.3309006243944168
187,83,1.3955696307654892
244,83,1.3775228128901549
49,65,1.3860595843621664
532,93,1.3522535360285215
511,58,1.3493239347423827
511,26,1.3472099219049727
121,65,1.3304958056126321
375,88,1.3131357282400131
345,91,1.3246967664786748
573,50,1.3281673129115785
172,65,1.3532148918935232
108,93,1.3191172501870565
121,93,1.3155399284192495
187,54,1.3599991452481066
22,42,1.3571799312319075
492,88,1.3287132414323943
109,26,1.3669559827872686
398,83,1.4031402340957098
244,81,1.370699011853763
244,86,1.3820320500859193
117,91,1.2955413588455744
130,94,1.3492029309272766
425,91,1.256393596796053
121,32,1.342905433582408
375,39,1.3385930332754339
109,79,1.4118731852088655
62,88,1.344054496714047
121,61,1.3426061889954977
61,50,1.3522903323173523
564,91,1.2530461847782135
499,78,1.418568273207971
210,93,1.3427527227572031
4,93,1.311223953962326
446,91,1.3144589619977134
203,61,1.3004726214068276
552,91,1.2611887838159288
395,34,1.3697850092181139
172,70,1.408502605344568
109,39,1.3734824077359267
308,58,1.3436391992228371
532,94,1.3688452573759216
304,10,1.3516938356416566
455,65,1.3576174761567796
245,39,1.351050382213933
285,49,1.3060453832149506
244,96,1.3418050706386566
107,96,1.376449459365436
304,61,1.368889117879527
33,92,1.3528528649892126
28,10,1.3484662441270692
30,24,1.3221742303243704
172,42,1.373223361160074
336,24,1.3652606308460236
373,62,1.3462354178939546
245,40,1.3531363106199674
33,39,1.3723973661128963
373,28,1.384610268686499
155,20,1.3224925696849823
172,81,1.3834601491689682
245,24,1.3648418220026153
227,42,1.3002273429717337
48,40,1.3080672807991505
586,45,1.312744751572609
331,16,1.4131732593689645
120,75,1.4002453067473002
435,93,1.3558224907943182
499,93,1.3773522233324391
22,89,1.3376408517360687
247,89,1.3651376345327921
116,45,1.3462820244686944
183,93,1.3584773306335722
418,93,1.3440784343651362
505,92,1.36131368045296
121,91,1.3228842094540596
208,10,1.3499869044337953
406,92,1.3164923361369543
158,39,1.3642616117639201
465,93,1.3252692062939917
120,93,1.3723175036055701
49,88,1.3756136851651328
178,93,1.3441831852708543
478,50,1.3221173398196697
304,83,1.399148334882089
142,93,1.2878821609275681
142,88,1.2924314231744833
140,93,1.3522042844976698
149,33,1.3505739931549345
594,24,1.335501566529274
413,65,1.3437230842454093
469,88,1.3363760198865617
572,32,1.3241183012723923
586,92,1.3010895614113127
278,96,1.3216150828770228
62,93,1.3425225189753942
187,96,1.3483477937323707
512,93,1.3530650708292211
405,65,1.3235797839505332
187,74,1.4212944849527307
301,93,1.3533653297594614
473,39,1.3268091497676713
566,88,1.3611878433397837
415,10,1.3515902353184563
148,54,1.3359932920762472
555,92,1.3723504777465547
583,88,1.317377501300403
109,92,1.3487483795200075
247,90,1.3603243348853928
304,13,1.4134170591299022
244,50,1.3525126257113047
40,94,1.360582858324051
304,94,1.3523766174912453
277,42,1.3141187748738699
238,93,1.3544661700725555
544,54,1.33433373644948
236,89,1.325144729443959
566,92,1.3649135380983353
331,91,1.3478638104030065
343,81,1.3810651493924004
233,92,1.3577239151511873
116,10,1.337884052523545
359,92,1.3155477600438255
59,92,1.3345162336315428
233,88,1.3533944913319178
373,54,1.3479856827429362
75,93,1.3457138857671194
544,93,1.3266110739537649
359,88,1.31252464226314
306,65,1.3226191912378584
523,91,1.3194335869380407
208,70,1.4060568530112505
368,65,1.3357010845627104
238,88,1.3507149645260401
208,32,1.3611841733966554
247,50,1.3805393730955464
304,44,1.3572192383663995
237,32,1.3034013594899858
572,54,1.3283034328903471
80,91,1.2804772704839706
511,65,1.3392625216926848
142,96,1.3023730399353164
130,61,1.3614132106304169
158,88,1.339216675077166
253,91,1.3490926367895943
33,89,1.363920550261225
456,54,1.3641022922737258
187,50,1.3710419067314692
371,26,1.3410148003271647
301,88,1.3549348025449686
44,50,1.3771619158131736
331,82,1.4110475022877966
375,42,1.3427256058369363
22,94,1.3370207846164703
158,62,1.3601801597646304
398,32,1.3804143858807427
22,26,1.3454128567661559
197,91,1.3092054022209985
119,93,1.3790234263454164
289,93,1.3615414811564344
109,67,1.4072008659797055
116,26,1.344006471335888
468,81,1.3057953034128462
4,94,1.3258817217179708
304,89,1.3530696502753667
373,45,1.3474793114832468
383,88,1.293027828846659
375,91,1.317180844289916
399,32,1.3144344006265913
109,88,1.3480784999472755
274,92,1.3533452493803841
373,39,1.349660510463374
304,14,1.3781050848109382
336,40,1.3533458997096335
245,58,1.3505213782191277
455,54,1.3593670640672957
590,42,1.3663087817175048
116,65,1.3364888642515456
590,50,1.3581453476633345
244,94,1.3403976155178887
172,90,1.3521696137530463
304,45,1.3550748782498496
33,96,1.367273598776332
359,61,1.3440041967800684
236,81,1.3471863333668028
244,62,1.3469079562595911
359,62,1.3354348433869225
594,92,1.300371338214193
499,90,1.3788768510733331
77,94,1.3869295141526632
187,51,1.4251992902053254
130,92,1.339004499571664
446,96,1.3174472919532232
553,96,1.3169749230146408
208,65,1.3473576509526797
89,92,1.317581981420517
368,94,1.3357974056686674
394,96,1.36153977896486
299,24,1.3622359484434128
515,92,1.3203264389719283
448,54,1.3413608116762978
480,88,1.2912902172122682
258,33,1.3757097087800503
586,93,1.2970431447029114
286,83,1.3623115803514207
381,32,1.2916086401258196
308,90,1.3267620546477181
245,34,1.365877651210342
402,32,1.2970736686672484
425,93,1.2572738655975886
59,45,1.35333066540105
473,24,1.3412032702139445
398,94,1.3767708374985628
245,45,1.350163769509111
62,76,1.3965542438839162
253,64,1.3989169871700662
75,54,1.346203910452979
187,45,1.3660544604063034
22,65,1.3384405629975455
42,33,1.3408769539424352
248,94,1.3009779304265976
75,96,1.3476400524377823
33,94,1.3638363097395216
77,88,1.3698377492172378
149,29,1.402247884443828
590,58,1.3595897310546465
139,93,1.3497153648308344
116,90,1.3405161776712962
95,93,1.3231237466846193
86,40,1.3550173086779458
257,91,1.3198481585298265
262,41,1.301229271106422
187,90,1.3508152472121375
464,62,1.3745652469141143
524,93,1.3675886222294398
331,14,1.3843875761543
578,93,1.3392444550991058
469,92,1.3419140236718314
552,88,1.257397751723017
109,96,1.356477985424655
172,63,1.3674124628305435
262,65,1.3224221297672816
59,65,1.34315459217344
336,36,1.4170545350228037
22,58,1.350366981966155
28,0,1.408486293894904
473,16,1.382237285375595
280,65,1.3553577193192072
104,92,1.326880320906639
404,40,1.3719223482268197
533,92,1.3269216833370072
172,62,1.3618640452623367
359,10,1.3258831713880812
109,90,1.356256827712059
404,23,1.3975641642298018
505,32,1.37826830807275
187,81,1.3816502434866769
532,32,1.376967893647296
247,65,1.3631192153053624
238,44,1.3574681878089905
59,90,1.3469349848372596
505,88,1.3564715598310744
108,92,1.3239745114530836
308,92,1.3226832790034158
59,42,1.3651972455637795
253,39,1.3689135419470924
149,32,1.3474050547395433
497,91,1.3489615810768945
16,7,1.275361498019525
253,76,1.4145097651385836
177,26,1.2972439591373717
59,39,1.3554166672485215
116,61,1.3650805343474661
375,93,1.3107467996222633
373,42,1.3588320495826858
116,63,1.359891058078834
399,96,1.3145903710808073
499,65,1.3806572407484055
59,94,1.348784253001213
528,88,1.3583518138953619
130,96,1.3500289874417442
28,93,1.3417941459587641
367,91,1.2965635798339332
450,32,1.3349721048559462
121,42,1.3502974174916744
444,93,1.3530368655920029
226,88,1.33592854653086
368,26,1.344916209578514
245,61,1.3706964648195676
172,26,1.3605518553938185
172,20,1.370547549000808
373,47,1.3678747271852834
30,40,1.3113643999344535
455,4,1.3818301132747106
373,70,1.3963958323001862
121,92,1.3208291083574295
306,96,1.322512034858976
280,44,1.3559797278472356
245,44,1.3486310350043433
116,96,1.3460824681179864
245,94,1.344634392431804
336,69,1.4193724321999721
373,94,1.3432729159082686
280,10,1.361084250467164
244,84,1.39246141298541
81,91,1.2676175264641643
55,87,1.3094535012330328
289,46,1.3640181406268053
70,93,1.3543041401675768
65,93,1.3331484411443983
142,12,1.3476289569267206
22,52,1.3735411443880625
368,57,1.382295430770942
260,93,1.3160265290311404
48,10,1.3160322968448912
149,88,1.3401067895548684
77,27,1.441158723618303
0,90,1.290669219834464
211,93,1.2876392900943756
445,10,1.3727117372410638
208,44,1.356766055737223
62,92,1.3485673367977142
369,40,1.3542984340872084
106,96,1.3499990403652191
443,93,1.410613362278257
81,93,1.2786994746753149
170,93,1.3159661324960845
55,40,1.2900295401258128
22,44,1.3443904433931624
187,62,1.363035676734788
208,93,1.3313881786806243
336,31,1.3889998450343097
584,76,1.3841244014246123
473,33,1.333671863589968
430,10,1.3252094579594476
477,88,1.3533212350947517
208,23,1.3929356426399733
336,90,1.3440903957401003
395,92,1.3432344517537527
484,93,1.3631419731037957
410,81,1.320130365235465
336,58,1.3508978592497962
405,93,1.319608313696725
77,92,1.3756421623485429
456,91,1.3478531603302275
299,93,1.352134226688317
396,63,1.3302722977740424
172,96,1.3575309099895614
262,50,1.3058071721877371
359,50,1.3347111493349075
33,65,1.360588617090668
445,89,1.3671757014734405
104,15,1.3735002470867974
70,65,1.3487958572804928
22,38,1.3724552946431297
27,93,1.3592823509659087
473,34,1.340833684163434
33,14,1.391626924746171
430,42,1.3356981256178446
121,94,1.3327100723981857
84,88,1.2942719693694795
413,94,1.354711624128478
20,92,1.3254321771008628
515,93,1.3187840921538216
109,94,1.3587807076317924
75,44,1.3450624346733093
244,65,1.340514947261129
532,78,1.4248107053406005
485,88,1.3563949465751648
368,96,1.338420882821083
178,34,1.3509805500507355
181,94,1.3383165150880814
172,33,1.373940376298768
534,34,1.3458369842597417
552,54,1.2746340760162898
153,91,1.2919307414974486
247,42,1.3867466396519117
22,45,1.3490109422377177
33,32,1.3766058396015848
227,39,1.2976179676396506
399,54,1.3139700506414687
570,91,1.3188519307545252
395,72,1.4183241075703077
236,40,1.338902737413134
51,92,1.3475225120782852
208,94,1.349658275289195
62,54,1.3646192092980658
44,93,1.3745851516723633
522,93,1.3612298710005624
208,85,1.4108099437185697
590,96,1.3515082757387842
149,94,1.3515668490103312
233,62,1.3756918907165527
500,93,1.2543476543256216
247,94,1.3660908410591739
27,88,1.3548757987362998
28,65,1.3515732639602251
533,88,1.322335188942296
100,88,1.3163040216479982
107,92,1.3658627995422907
257,45,1.3242642262152262
104,65,1.3352400809526443
257,4,1.3206335306167603
30,50,1.3150982090405055
336,26,1.3466191728200232
285,50,1.334626664008413
30,57,1.3446472718247346
594,44,1.3197950422763824
236,44,1.3226850501128606
9,10,1.3502220511436462
257,94,1.3308967880106397
584,20,1.35808527469635
336,47,1.3660621287833368
304,62,1.3622219509312086
86,88,1.3434617487447602
308,65,1.3303533302886146
288,65,1.3179369760411126
375,92,1.3149268222706658
187,85,1.4149445508207594
299,50,1.3536786064505577
236,61,1.338071882724762
253,74,1.4170528851183397
61,62,1.344884216785431
178,44,1.3522989941494805
89,23,1.305945276681866
261,92,1.347980980362211
344,93,1.353904400553022
369,10,1.3606059955699104
253,90,1.3561975806951523
427,88,1.2976973950862885
425,32,1.2668889548097337
393,34,1.3202014459030968
149,45,1.3503923692873545
395,96,1.3510524236730166
524,89,1.375591026885169
210,91,1.3319647078003203
145,81,1.3932975136807986
434,39,1.332890191248485
368,32,1.3500894329377584
368,81,1.3652502511228835
560,50,1.3049235471657343
314,93,1.3487372142927987
583,93,1.3177988486630576
295,93,1.358932653175933
17,45,1.3080211782029696
142,10,1.306727034838072
39,39,1.3035906212670463
200,9,1.3345137281077248
473,65,1.3179494908877782
298,45,1.3236863549266542
590,40,1.3665286025830679
151,93,1.3512968676430839
359,94,1.3266561201640539
555,93,1.3716886448008674
469,94,1.3528064106191908
336,20,1.3558295741677284
473,11,1.4046309374139778
257,32,1.3157947941550188
77,96,1.3861237306679999
258,50,1.3657360481364387
398,93,1.3607278589957528
181,93,1.3337748582874025
172,32,1.3667158505746297
149,93,1.3369025545460838
504,39,1.2808620844568526
342,88,1.3507419100829534
22,50,1.351105347275734
158,32,1.3674971966871194
59,33,1.3628561741539411
172,61,1.3698637102331435
120,42,1.3987206356333834
336,68,1.4358183730925833
15,91,1.302894292133195
119,65,1.3733095590557372
59,50,1.35607944216047
301,39,1.3793177343904972
187,69,1.4237695977623974
399,45,1.3165753803082876
109,89,1.3613755702972412
504,93,1.2785627501351493
233,32,1.3762124896747991
497,88,1.3422331192663737
22,32,1.3500320677246367
368,54,1.343589614544596
175,14,1.2419527013387
497,42,1.366411623678037
306,88,1.3131076310362135
108,39,1.344290288431304
116,12,1.3961232583969831
112,65,1.3296634597437722
584,28,1.367799987750394
104,91,1.3289918026753835
473,26,1.3195479160973005
336,89,1.3466128345046724
107,44,1.376837628228324
116,64,1.3883071050679843
359,23,1.3709813941802298
178,92,1.3468128251177924
583,92,1.3208354775394713
46,88,1.328203673873629
586,10,1.312929657953126
299,40,1.351031287440232
59,10,1.347795003226825
266,92,1.3328692423445838
27,92,1.3606226635830743
200,32,1.3178578615188599
21,44,1.3379518623862947
321,91,1.3487027053322111
456,33,1.3758842764156205
61,96,1.343224789415087
590,62,1.3596593865326472
413,92,1.3417280273778098
478,10,1.3277286943048239
179,93,1.3372789600065775
283,92,1.3363097161054611
253,40,1.3749054606471742
404,26,1.3671701050230436
586,12,1.3404863902500697
505,54,1.3760898632795684
101,91,1.3465967534908228
86,54,1.355380464877401
149,96,1.3487037079674857
373,79,1.3943174571863242
473,15,1.358554513326713
91,92,1.3561734493289674
405,45,1.3155190199613571
245,26,1.346632151731423
107,65,1.374716124364308
121,62,1.3382248378225736
236,42,1.33914181802954
464,83,1.4022499663489205
59,47,1.3733295159680503
369,20,1.3560989541666848
304,33,1.3699850107410125
116,32,1.3515855206974916
290,93,1.3396968437092645
253,32,1.370581949395793
550,91,1.3376250405396735
27,65,1.3702424764633179
411,93,1.341593480535916
105,32,1.3577384948730469
542,96,1.379102488713605
150,62,1.3812441325613432
3,93,1.3161131973777498
187,39,1.3674462703721864
108,79,1.3752202923808778
109,65,1.3578753641673498
534,33,1.3573105835488863
144,92,1.324973123414176
368,91,1.3247039083923613
142,63,1.3288859927228518
1,91,1.3076786994934082
316,93,1.3129098457949502
122,96,1.3558804265090398
507,92,1.347248192344393
158,91,1.347237626356738
543,88,1.345240977193628
321,32,1.3594476325171334
511,42,1.3596010570015227
120,88,1.37274533616645
172,79,1.405441224974181
304,32,1.363119984311717
304,58,1.3625703459339482
455,93,1.3461201361247472
336,54,1.3469886902187551
517,20,1.301422618329525
430,40,1.3202226449336325
590,39,1.3608547544905119
86,39,1.3589627223887615
594,19,1.3756561194147383
473,32,1.327541274683816
104,94,1.3392264672688075
33,48,1.416965261633907
530,93,1.3290003724396229
484,89,1.3505193027002471
30,10,1.312461627913373
538,93,1.3526680086340224
225,93,1.356499386685235
511,94,1.3415361493825912
478,58,1.3210267653422696
301,57,1.4042704568377562
77,24,1.4063858246164662
586,88,1.2971474805048533
250,93,1.350617955837931
142,61,1.3268763242023331
524,88,1.3660067468881607
30,31,1.3295172133616038
459,20,1.3037559145263262
477,91,1.3548155299254827
22,76,1.3967641294002533
150,93,1.3704111501574516
565,54,1.3492618118013655
398,81,1.3884258344769478
244,10,1.3425433178033148
4,26,1.3323613234928675
257,93,1.3284948939191443
62,61,1.3636826957975114
308,81,1.3537610215800149
446,75,1.3513597154191561
120,81,1.3985306141631944
343,75,1.3905897438526154
396,86,1.3156691629971777
4,75,1.365055029945714
280,96,1.3534452936479024
208,81,1.3816756073917662
33,10,1.3630184366234712
404,65,1.3614238343600715
552,42,1.2816496193408966
261,33,1.3789886151041304
261,88,1.3441540939467294
181,82,1.304661369749478
16,65,1.2892279561076845
375,61,1.3437547045094627
100,42,1.3334343539816993
456,39,1.3659248756510871
22,34,1.3598774416106088
486,88,1.3206087393420083
258,88,1.350111844284194
552,32,1.2739449015685491
308,42,1.350887036749295
550,96,1.3488707723362106
209,93,1.3784498061452592
377,93,1.3238853854792458
245,32,1.353210762143135
100,93,1.319186121225357
375,94,1.3264439872332983
178,33,1.3583970729793822
227,38,1.2733136766723223
107,70,1.419405557747398
304,16,1.408870774188212
245,62,1.355128186089652
455,10,1.355047149317605
28,94,1.3544432446360588
336,16,1.4047147742073451
331,20,1.3725119147981917
594,62,1.3251576934541975
33,54,1.3701429665088654
245,15,1.3843999542295933
33,15,1.3993282690644264
104,89,1.3339186693940843
280,89,1.3550178515059608
245,31,1.3911605905741453
590,63,1.3657307119241782
473,57,1.3664763048291206
336,63,1.3656869232654572
591,75,1.2989250123500824
120,91,1.3783354918871606
187,26,1.362079602267061
359,46,1.3880366629787855
410,44,1.3055239160146033
187,94,1.3525393764887537
294,85,1.265810013216521
62,94,1.3555337211915426
505,39,1.3806088616672372
136,91,1.3713045120239258
59,0,1.4209646409643548
51,93,1.342054769396782
238,91,1.3446324978555952
4,92,1.3170601619141442
131,42,1.2651387602090836
253,94,1.3590090019362313
22,62,1.3473222149269921
543,42,1.371536215501172
345,71,1.370760633477143
125,88,1.3283497073820658
352,93,1.33930732522692
86,10,1.352675844516073
208,39,1.358172238937446
245,91,1.3331380039453506
499,83,1.4080359499369348
30,34,1.3226172852196865
92,92,1.32862423147474
120,84,1.4156027679730738
533,89,1.334136188030243
142,45,1.3197026699781418
339,3,1.2677503765693732
359,65,1.3225508715425218
499,74,1.4137819068772453
594,94,1.316577781523977
336,14,1.3736684960978371
532,65,1.3648112320474215
446,93,1.3153231207813536
576,88,1.323327205010823
594,28,1.362385249563626
121,70,1.3829782091945941
411,39,1.3474175855517387
274,88,1.3472451035465514
253,81,1.386162981390953
247,39,1.377816146472469
108,65,1.3332366730485643
542,95,1.4344642111765487
331,24,1.3817451064075743
590,47,1.3753383670534407
325,91,1.3318880615489823
486,96,1.318954891392163
196,42,1.340037118111338
456,44,1.3620172717741557
187,73,1.4283627926238947
590,49,1.4117064710174287
353,54,1.3273068709032876
160,91,1.3080950900912285
590,25,1.4169448741844721
410,83,1.3228526094130106
533,93,1.320350855588913
566,90,1.3644998456750597
497,62,1.3543860859104566
353,42,1.337134180324418
107,94,1.3770638438207763
404,45,1.3664371142429965
181,81,1.3224016151257925
368,45,1.346554879631315
129,54,1.2734656408429146
539,88,1.3189661162240165
283,93,1.3373824443135942
258,93,1.3470895418098994
446,95,1.381851579461779
1,93,1.323868649346488
499,44,1.3796878733805247
187,89,1.3566651131425584
276,93,1.3370218170540673
125,96,1.3392224141529627
352,96,1.3367495685815811
91,88,1.3493694003139223
367,43,1.2735862510411866
4,42,1.3465488595621926
142,71,1.3737618630485875
172,14,1.3847488377775465
517,93,1.312686888729721
430,24,1.3337827346154623
373,91,1.3309974712984902
384,54,1.352564985198634
143,93,1.316228034240859
280,39,1.3656862729362078
304,31,1.3984589224149073
410,93,1.3012432679533958
550,93,1.3518813316311156
371,91,1.3303710498980112
528,63,1.3488108898912157
108,88,1.319569815482412
572,93,1.328486287168094
390,96,1.3585340806416102
100,54,1.3230531130518233
541,93,1.3747899367340974
368,62,1.3449392829622542
376,93,1.3024898256574358
451,94,1.372302879180227
158,33,1.3747098280915193
113,32,1.2454203345945902
505,96,1.3692233972251415
49,93,1.3774541190692358
208,86,1.3958860062328833
283,88,1.3304604079042162
111,32,1.297352590731212
121,44,1.3368123258863176
304,91,1.3438978450638908
257,10,1.3265390124704157
107,69,1.4208290395992142
331,96,1.3598699910300118
304,54,1.3571514700140273
430,31,1.3254577262060983
33,34,1.3884388964091028
359,58,1.3360166251659393
59,38,1.3855374253221922
168,93,1.326725687299456
473,31,1.363380212868963
400,93,1.356508446591241
494,93,1.390267470053264
187,76,1.4185707915042127
375,26,1.3319269961544447
586,42,1.3232218538011824
464,26,1.372321031987667
170,89,1.318169389452253
331,54,1.3616456389427185
473,91,1.3064625476087843
395,62,1.361665622464248
445,65,1.3707202332360404
430,58,1.3249696642160416
396,93,1.3289965156997954
386,81,1.3058791096721376
245,28,1.4000975626653858
481,91,1.3119249386446816
280,69,1.3979913124016352
473,93,1.2993562774998801
22,7,1.3951099781053407
552,93,1.258408090897969
369,58,1.3577306834714753
464,92,1.3576077818870544
28,45,1.3591650085789817
236,54,1.3287909967558724
430,20,1.3261295557022095
441,45,1.3046550623008184
187,7,1.4188627491572074
301,32,1.3776339896555458
108,45,1.3412954317671912
27,94,1.372998167361532
130,88,1.334804390157972
130,32,1.3572548585278648
280,62,1.356302180460521
22,81,1.369794366615159
311,92,1.3307118628706252
419,93,1.354281203023025
116,33,1.3598481347518308
399,4,1.3527585821492332
253,34,1.38126005338771
120,32,1.3878681909825121
187,91,1.3436664885708265
331,90,1.355894603899547
523,93,1.3291874953678675
175,54,1.2672182534422194
421,45,1.3110226818493433
142,83,1.345650137002979
541,32,1.373729817835348
286,93,1.3845532217196055
22,90,1.3315846281392234
292,39,1.3867014657173837
33,58,1.373681536343481
398,88,1.3615370698805367
