Carrier,ShipperPanjivaID,dist
165,3118,0.9522311783262661
22,3491,0.7187754841787475
108,5788,0.8029543906450272
172,6030,0.8490340430289507
308,6808,0.7867774492395776
304,6847,0.8512953424027988
280,5627,0.8119996371013778
253,5282,0.8572333896798747
368,4011,0.9598051455936262
534,790,0.8079674136159676
236,2547,0.7147089317440987
245,1859,0.699686165366854
121,2509,1.117340843060187
345,5342,0.9760996910876462
456,2678,0.8564038963190147
399,1220,0.7891882945384298
158,4204,0.8647277536136764
244,6531,1.1164760807961491
33,742,0.8414525442889759
22,4441,0.9596009716458086
236,4528,0.8797134985881192
534,3441,0.7544634094727891
331,3919,0.7489814654524837
293,5378,0.9921959255422864
173,2362,0.953552113047668
368,2494,0.9017037621233612
399,6039,0.6926868866596904
534,2663,1.0266420317015477
105,332,0.9987348651214104
392,2126,0.9048523208392518
116,153,0.7759271423731532
172,6844,0.7410632221560393
336,2539,0.7461296703134265
590,1528,0.7547002304345369
566,6066,0.8200983812234232
116,430,0.7496446456227984
59,2380,1.008694778861744
57,3677,0.892161662025111
511,1913,0.6768356263637543
473,4528,0.8882024445171867
572,1837,1.0641014473512769
104,5238,0.7017371931246349
22,4337,0.7451470025948116
393,3441,0.7675408313849142
107,4528,0.8071182040231568
292,5353,0.7841525599360466
456,1197,0.8277440608612129
22,6751,0.7862547295434135
172,2174,0.8154338262975216
497,1115,0.8618724974138396
116,5926,0.7684273001338754
511,140,0.7300802671483585
22,3980,0.8444641008973122
116,5736,0.9771691188216209
450,6657,0.7453584905181613
345,2426,0.9629325142928532
395,6891,0.6673643652881894
59,2389,0.699004779968943
336,3472,0.8075745935950961
336,5901,0.8756773469171354
172,6808,0.7550026242222104
456,2225,0.7053318406854358
172,3520,0.9436468354293278
247,2281,0.8264135218092373
247,6844,0.7334851947213922
33,1528,0.7451129268322673
109,4010,0.9044832063040563
172,5626,0.7384760938584805
59,2459,0.7211685907095671
331,2487,0.9508183768817356
511,6295,0.7563225254416466
373,4344,0.9910655777369227
399,2390,0.7926533663911479
242,3645,0.9453786388039589
116,4183,0.6799681553883212
67,3915,0.9461773157402474
582,6812,0.9191755737577166
499,5834,0.8318442207029355
244,3483,0.9984249497896859
566,2430,0.9226672360673547
158,1912,0.8565669719661985
187,140,0.7623861913702318
456,1107,0.7097126905407224
104,4528,0.7979889256613595
104,2154,0.673653065093926
456,5980,0.8911909876125199
261,2560,0.7481263241331492
22,2329,0.9544666297733784
59,4555,0.7611356478716645
28,1837,1.0497694247003113
590,2547,0.6852504531187671
121,6812,0.7376486212015152
247,1216,0.6058932119714362
244,2575,0.8072132851396289
336,1528,0.7513953958238874
108,1279,0.7258700198893037
532,4582,0.7490788549184799
22,6585,0.7536771169730595
187,1158,0.7335216743605477
247,6748,0.7517602092453411
511,1656,0.9771221216235842
22,4582,0.7355780133179256
511,4337,0.7538214581353324
16,6135,0.7904388936502593
247,4337,0.7602326763527734
542,6159,0.9912451103861842
331,6844,0.7428398047174726
261,1622,0.7342346810868808
450,2231,0.9395618976226875
386,6248,0.8362802990845272
304,544,0.7091111817530223
511,3554,0.722624536337597
109,2181,1.0120544359087944
511,6812,0.7580580644841705
343,6886,0.9292631468602589
261,6039,0.7466806519244399
116,6827,0.7954802933548178
445,6812,0.7807523672069822
336,476,1.009372684173286
292,3518,0.8780886807612011
590,6847,0.8021540603201304
304,6630,0.8516366300838334
158,3439,0.9101321026682854
445,3644,0.8139247471200568
368,6647,0.8595491482743195
492,6406,0.793858175357205
22,3958,0.8355158381164074
107,6825,0.7178310645478112
187,3875,0.8972229180591447
395,1271,1.0017270404912
61,2154,0.7512921233262334
28,5736,1.0708737415926797
253,2126,0.7436550217015403
456,6812,0.711692671158484
247,1490,0.9789761081337929
511,6663,0.7944356330803463
59,5533,0.9131863308804375
399,1483,0.8367400957005364
280,5733,0.7580330352440277
59,3541,0.7715311103633472
520,6329,1.1120793585266386
304,3977,0.9047281986900738
511,4779,1.1000572964549065
542,3643,0.7592262285096305
322,6438,0.7053155366863523
78,6770,0.9271371903430138
22,150,0.8084774169006518
373,3467,0.9301621626530375
331,2438,0.9191326844239873
456,5853,0.7820597445326192
107,1354,0.9936229384703827
425,2225,0.7980467586645058
109,942,0.6306493181203093
359,4240,1.1228492057749204
373,4569,0.990461029112339
393,3318,0.6939983900104251
373,3765,0.8132514490612915
511,3467,0.8605541075978961
322,2309,0.8385864496231079
536,2560,0.9717203846999577
345,3622,0.8170654603413173
244,2187,0.6556777557624238
109,2281,0.8733335456677845
517,3433,0.996688290898289
304,6658,0.8337493368557521
172,80,0.9281046012682574
304,3683,0.7338148728013039
107,4190,0.8064072535905454
236,2187,0.6966507120856217
336,3625,0.8523823084043605
373,3383,0.8893941252359322
455,6791,0.6194310709834099
336,5855,0.6504897197176304
304,6891,0.6496979658092771
116,5333,0.6679171706948962
245,4173,0.6128114845071521
373,1019,0.6440425898347583
33,5269,0.8641959457392139
331,5492,0.669955520757607
359,2992,0.7279668152332306
304,1019,0.6702288516930172
280,1019,0.6539447265011924
172,1200,0.8385545773697751
236,1807,0.729838691319206
336,6656,0.7375789480283856
172,5051,0.7907092326453754
172,4752,0.6460351305348533
336,5261,0.8560218922793865
116,5918,0.6678802530680384
245,2987,0.6368897621120725
473,5333,0.6614882243531091
590,6197,0.8823528365631189
336,14,0.6502640758241925
64,1731,1.0295366392071759
304,4731,0.6980248117553336
116,1019,0.6500406520707267
336,1100,0.7090370229312352
33,1200,0.8801649446998324
336,648,0.8120495815362249
245,3380,0.8509002679160663
172,4535,0.7836156753557069
245,840,0.7019770879830632
336,5814,0.8812445553817919
304,4345,0.9886694148049823
244,4734,0.799893455845969
236,986,0.8177856590066638
116,3919,0.7350627960903304
373,5873,0.6612733613167491
245,3311,0.7636560371943882
336,355,0.7112444998430354
336,5569,0.7443480829575232
116,988,0.8401757478713989
236,1021,0.7489672771521977
373,6516,0.7694218142756394
336,6573,0.7443467756467206
104,2491,0.6778537082884993
473,4618,0.8651911775980677
172,843,0.7537280696311167
280,4988,0.9897985495626926
172,5251,0.6921053563377687
244,6099,0.6935694749866214
172,751,0.7381203270384243
244,815,0.7491204799818141
172,745,0.7595464363694191
172,595,0.8412761387548277
172,6099,0.6719852435801711
28,1072,0.7810918523796967
172,457,0.6043952160647937
172,1458,0.7775016218157751
172,426,0.8282587267458439
336,4556,1.0673825502661722
244,3158,0.6539455992834908
172,505,0.6669612787663937
304,4212,0.8107094487973622
331,6891,0.6199703216552734
33,1225,0.6812326740473509
594,3816,0.9047122185251543
336,3919,0.7798122101064239
584,1386,0.6641323247126171
172,3506,0.7212476670808557
331,755,0.7995194712919849
172,3934,0.980792508277643
116,2270,0.9467707510505404
245,1332,0.8251685888639518
236,5178,0.8964831371392522
336,406,0.7803944657955851
336,5751,0.7496121251689536
116,4374,0.7504174621509654
33,3242,0.7880736070552042
245,3683,0.713953299181802
336,6169,0.5902104505470821
590,2973,0.5777613648346492
245,2916,0.729238370965634
590,4233,0.788132058190448
244,6825,0.7189379036426544
304,5873,0.61454981139728
359,654,0.8370334766805172
116,5573,0.7373857269329684
336,365,0.7776316276951027
430,6468,0.7558151057788304
116,1355,0.899072968667107
280,3130,0.8489798514638096
121,1019,0.6462916774409158
116,643,0.8374089138316256
107,3919,0.7401153019496373
172,4394,0.8751470441264766
172,5337,0.793089818741594
336,6658,0.762308519333601
304,4618,0.8333835176059178
116,421,0.8538792630923646
33,2176,0.9387181156447956
245,5006,1.0193462087107557
331,6532,0.688330851495266
331,2987,0.6712048947811127
594,6891,0.5895263126918248
244,583,0.9482888238770621
172,6573,0.7808262269411769
373,1183,0.9622777016567332
373,4978,0.7276452279516629
336,2256,0.7273923081478902
121,1200,0.8558458180299827
172,5096,1.0005258292491948
336,6907,0.6656801147120339
336,5823,0.7793492249080113
116,1135,0.7735761872359684
33,2225,0.7326770031026432
331,1107,0.7411193262253489
331,3511,0.7182772341849548
172,3524,0.881898903154901
116,4901,0.9396566957501429
236,806,0.7989849360393626
172,5839,0.7050542283271041
336,3035,0.9251863328473908
172,130,0.8615545907190868
336,535,0.688355239374297
331,426,0.8084050180124385
61,1519,0.9584560101585728
22,3172,0.8160776644945145
409,3391,0.9080350973776409
105,3317,1.003593712645982
59,2686,0.8746543829994542
22,786,0.674814259899514
22,5660,0.814894512295723
130,6812,0.7527584103601319
120,3611,0.8178645812440664
456,1639,0.8026689306965896
464,2699,0.7251731029578617
40,1019,0.6531640035765511
542,1828,0.86009602780853
61,840,0.6646174107279096
445,840,0.6941935510507652
26,3860,0.6859199069440365
187,2857,0.6569035383207458
136,2007,0.91013075198446
187,1846,0.6632727640015739
233,6891,0.5980326873915536
542,1482,0.8660820496401617
368,1326,0.7800959029367992
395,1225,0.7004370428621769
4,1041,0.8145640806428024
456,2922,0.8893915361591748
368,6532,0.6660673251109464
247,2866,0.8244062470538276
253,456,0.733272700969662
296,117,0.9925197538520608
136,4420,0.9458855991916997
187,5970,0.9072445013693401
208,5375,0.9610051688339029
368,1346,0.7707402360226426
497,4943,0.6982438931507724
578,6401,0.8331270809950573
469,2025,0.6781772715704781
368,818,1.0106340519019537
469,2023,0.7742841919617993
483,4743,0.9318885099408882
253,1654,0.6282697745731899
412,5661,0.854964389066611
456,1259,0.6775730709944453
464,3126,0.904360388405621
247,2896,0.8704949117132595
399,852,0.7981046315814767
477,4754,0.6694153866597584
413,281,0.9543205107163105
48,6562,0.763461671769619
438,1466,0.9309719705155918
253,5207,0.6778266302176884
233,2767,0.6840838619640895
187,3011,0.8549013832317931
497,1355,0.8896488374365228
109,4773,0.7144442575850657
586,4438,0.762640123388597
116,1367,1.0253167019358702
40,24,0.7566968266453061
22,2045,1.0788776599136847
594,6722,0.6751246659883431
367,1224,0.8684970693928855
247,6589,0.665786724537611
61,1156,0.6462311287011419
40,516,0.781327490827867
142,1630,0.9290106152849538
247,6863,0.8115366558943476
77,4383,0.9906636012851128
505,5962,0.8277900325400489
368,2049,0.9342799653698292
511,6048,0.6391346305608749
253,1895,0.7490629883749145
404,807,0.6647507809102535
40,3945,0.6172937325068882
158,786,0.7033123073966375
253,1156,0.6637218935149056
456,1149,0.6258561887911388
253,822,0.7366906524236713
253,3015,0.9059778566339186
511,2898,0.8029496353119612
187,4707,0.9379190706780979
512,1548,0.8225387553019183
136,4641,0.9799989451255117
253,3227,0.8733086729688304
61,5861,0.8655209301837853
447,5207,0.796784894540906
247,5201,0.7397069191294057
22,4866,0.7510374737903476
368,1280,0.7707951542522226
452,5479,0.9387234763375351
584,1419,0.7312125473150185
454,3013,0.9163443680320468
244,6718,0.8239173104188272
77,5457,0.7557150253227779
304,863,0.7831925260169166
321,1391,0.8362460588105023
456,1450,0.7639243703867707
116,5808,0.9345459319385034
308,3506,0.7324979209474155
473,6169,0.5602206949676786
331,5738,0.6273955021585736
336,1318,0.7684176521641868
245,6471,1.0765967310539313
368,739,0.8101154259805169
473,5461,0.8276720259870801
121,2973,0.5902731674058097
336,1044,0.7841091930334058
447,1542,0.8445003133799348
245,3888,0.8256587552438889
336,221,0.815242345311812
499,4301,0.8561781144567898
373,1820,0.8099991157650948
245,738,0.7432113492728344
469,4893,0.7246555920158114
