PortOfLading,PortOfUnlading,dist
169,9,1.3414211427526814
218,20,1.3258888929017953
178,46,1.2841361175690378
88,6,1.298106943390199
83,59,1.179375242974077
85,0,1.2454814169572532
165,17,1.2630530148744583
167,6,1.2586200231952327
6,2,1.213934029851641
113,0,1.3527187695726752
118,16,1.2609791516193323
155,62,1.274036525615624
205,53,1.2731303003217493
13,2,1.218329906463623
229,8,1.2467633741242545
18,46,1.2806775734892912
189,46,1.272852171744619
164,45,1.2637609360473496
85,2,1.2268210862364088
222,62,1.3216640172260148
108,46,1.245116924867034
221,60,1.34934677050582
73,51,1.295092866889068
78,31,1.2763468152178186
57,51,1.2723139795873846
32,16,1.2944587852273668
176,56,1.232759248997484
90,16,1.2862612860543388
184,20,1.20543028361031
99,2,1.2155395820736885
217,61,1.2430124612791198
8,6,1.2777535193433454
109,63,1.281037806400231
108,6,1.2460304275155067
5,56,1.2985096599108406
223,29,1.2751206388430936
156,17,1.2596648576602871
250,16,1.2598795273474284
217,32,1.2471010243254048
177,46,1.254186331161431
249,63,1.2653194591403008
202,46,1.277541832798826
124,2,1.2541705997926849
158,29,1.3028135922338282
27,61,1.3468096990670477
8,45,1.2648915579276425
30,58,1.2437564991414547
56,53,1.3000697786254543
218,27,1.3664894987429892
103,34,1.2259152667330844
141,50,1.2846441338104861
120,16,1.2679095497088773
226,46,1.2725483876253878
45,20,1.209689091575066
153,46,1.2488454628203596
126,0,1.366916801248278
204,16,1.2772922165957945
21,10,1.2602576613426208
156,45,1.239074462226459
40,16,1.2678907723831279
155,2,1.2530207229512078
119,6,1.261505120566913
135,63,1.2557301968336105
178,6,1.2867000778870923
75,60,1.3322348168918066
74,51,1.2838312621627535
218,64,1.3642896791653973
185,45,1.2907831381474222
83,63,1.2745550477078982
131,6,1.2205736619819487
169,60,1.3349971394719822
107,2,1.234236332987036
234,10,1.3210385577487094
73,53,1.2938987676586424
73,16,1.3005039308752333
234,17,1.312055064897452
158,44,1.2756349753056253
203,16,1.2809327812200146
111,16,1.2647305011217083
142,16,1.257890818906682
226,44,1.274131535419396
65,35,1.2032077961734362
233,16,1.2827740891703538
123,17,1.2731191730459355
236,46,1.2200910254780735
109,46,1.278882582405848
166,10,1.3084753781024898
81,34,1.218221753835678
173,2,1.2366729038102287
151,31,1.2693543976971082
63,63,1.2533829542143005
144,6,1.3169152651514326
108,17,1.2549335419067316
144,44,1.29964294391019
155,6,1.2675633781722613
48,52,1.369170863713537
157,31,1.255889393389225
200,56,1.2796751920666014
183,22,1.1851966987763132
114,4,1.3662739007600717
22,16,1.2715276338692223
75,29,1.33945516284023
233,8,1.2812416859503304
28,62,1.2483561730810575
126,62,1.3258861545473337
233,62,1.2832348839147016
180,35,1.1952009541647775
130,53,1.3243685753217764
222,16,1.327227549361331
90,6,1.2796483686459916
178,53,1.2919603772461414
162,46,1.2668872943946294
100,31,1.2564771446798528
40,34,1.2309199550322123
179,53,1.2481943777363216
235,61,1.3391768112778664
177,53,1.265079709834286
106,56,1.2309214951071357
199,53,1.2719428270523037
96,46,1.2521859338240964
182,22,1.1901045595960957
131,17,1.2283229982214314
221,45,1.3486273831554823
246,48,1.3600552973470517
165,34,1.2303213886916637
34,2,1.2490051306917198
75,6,1.3384823607546943
74,32,1.3149145932069846
70,60,1.2105370600308691
219,16,1.3169960345008545
6,45,1.2047676422766276
103,8,1.247367815779788
218,56,1.3492255133709736
132,62,1.2915362259040453
132,38,1.2497749582757283
51,6,1.234098166759525
195,63,1.2788018669400896
217,8,1.2816682867705822
79,6,1.2549075079815728
78,13,1.2108272685602839
107,16,1.2611934228667192
140,8,1.241130478946226
148,34,1.273903479533536
51,62,1.2326694444886275
77,17,1.2598609706120831
184,62,1.2494264229067735
11,60,1.288313643740756
44,2,1.2265861394948192
210,62,1.3084949340139116
105,62,1.2511206878615277
233,51,1.2736114580184221
72,31,1.288209931658847
235,45,1.3361640822674548
219,53,1.3148005796330315
0,10,1.2733623694096292
57,31,1.2751264442423624
190,8,1.2566294856369495
88,44,1.2835858812821763
238,2,1.2413689738937788
126,60,1.3493022761706794
17,63,1.2458797177033765
221,4,1.3628634815769536
86,63,1.28108024969697
78,6,1.2780369299330883
217,45,1.2809556052088737
20,65,1.3195005825587682
82,8,1.270571988608156
9,0,1.3131798708013125
21,31,1.2584609401944493
156,20,1.223018794719662
117,8,1.2493709472141095
242,34,1.2144585177634977
107,29,1.2409489279878991
105,34,1.2366948231522525
239,59,1.1692968245063509
125,52,1.313301597422521
242,8,1.2426103891006537
64,62,1.3009474367967673
239,50,1.2542448512145452
247,58,1.2411614507436752
64,29,1.3043307244245494
143,44,1.2251473447041852
61,63,1.2605883992676223
210,63,1.3167103401252203
82,55,1.1910574319107192
8,34,1.2597255515200751
164,53,1.2724145124001163
221,34,1.316784065748964
7,45,1.2380359470844269
32,53,1.2910882873194558
157,62,1.249676767204489
73,62,1.2947066075035505
113,8,1.305814277447228
221,29,1.3250634848539318
239,30,1.1819966930363859
151,58,1.2780269629188947
166,18,1.3079732893300908
154,8,1.2746840066143446
60,21,1.220425667507308
65,34,1.2543233675616128
202,0,1.3514529732721192
23,46,1.2986524105072021
237,30,1.361322736101491
239,11,1.1762534656694956
27,34,1.312269940440144
230,51,1.3062894228579742
119,62,1.2643325020159994
74,16,1.2897348584873336
12,63,1.2637526345040118
159,6,1.2831574997731618
66,44,1.2656055380191122
112,50,1.2484349241214139
238,17,1.267178709352655
3,56,1.2628400618476527
244,3,1.3399017264268227
7,34,1.2428675501474313
112,30,1.217441656759807
60,22,1.2274610650326525
237,11,1.359695281301226
75,46,1.3336414226463862
84,29,1.2362390880339913
49,16,1.2923254509057318
247,51,1.2591776858483041
78,27,1.2028086786823613
84,55,1.1700580407466208
233,58,1.2838647567800112
72,2,1.266884919255972
175,6,1.2507449971245868
94,48,1.3401263277046382
222,31,1.320141979892339
7,17,1.271464355422982
172,6,1.2484337440026658
169,4,1.3488155965294157
11,8,1.2757161344800676
34,20,1.2332045027453984
128,17,1.2672853857012731
84,18,1.175050102174282
223,25,1.276112537831068
63,62,1.2430041661219937
237,1,1.3627505632383483
210,44,1.303460764033454
130,34,1.3270175377173083
60,44,1.2774061096299971
4,30,1.1597505190542765
116,38,1.1753709731357438
7,62,1.261927972414664
217,16,1.2863397137927157
172,16,1.259260346514306
75,16,1.3425053198422705
144,16,1.3190646469593048
88,60,1.3294861484318972
105,53,1.2536639105528593
28,16,1.2627372326595443
148,29,1.2883582572851862
39,46,1.264523500177477
246,52,1.3663163680051054
223,45,1.2862633445433207
238,10,1.271046039648354
73,6,1.2919050359300204
221,0,1.3683010840322822
184,8,1.2504877927047866
66,16,1.2765373278941428
150,46,1.2620556758982795
26,63,1.2757942325302534
4,50,1.246964275112467
60,34,1.2671162619122438
63,2,1.2190807943365403
4,11,1.1530784294009209
82,10,1.2676604988851718
194,14,1.2116721836583955
173,16,1.27201043799453
122,31,1.279521922980036
4,59,1.1474249892468964
94,60,1.3350306491899704
124,46,1.261124037206173
218,57,1.3634580155568463
244,12,1.3353530917582768
18,63,1.2875198413218771
16,23,1.1806985512375832
65,42,1.2006337589451246
246,56,1.3501288167400551
199,45,1.2287429768059934
99,16,1.2503015979060106
58,42,1.1960319953837566
164,62,1.2733395269938879
144,56,1.3429152348211832
124,63,1.2678755878337793
206,2,1.2160190689776624
162,3,1.251168786415032
87,50,1.2656261771917343
205,6,1.2675588077732496
179,6,1.2439595901274256
124,6,1.2689179698271411
114,52,1.3638011839772974
112,29,1.2410412191113989
138,8,1.3011322056076355
143,46,1.230424624468599
134,16,1.255988440343312
13,8,1.2424641527634646
107,6,1.2501606177538633
144,50,1.3111309281417303
35,2,1.2455079004700695
49,45,1.271487606689334
225,58,1.2146369421056338
92,46,1.2684473390025752
119,51,1.2664705919367927
11,2,1.2596605638308185
32,34,1.2915962902562959
169,52,1.3466213010251522
222,10,1.3245206480579717
56,8,1.2960089945367403
53,44,1.269236730677741
169,58,1.3385577973510538
44,62,1.2524541994290692
135,46,1.2434134650975466
34,53,1.275423170200416
115,44,1.2583426338221346
33,44,1.2574803306322013
57,29,1.263733474271638
206,53,1.2489121284868037
166,20,1.2808377047102633
210,16,1.3223087329949652
90,10,1.3067195213266782
48,48,1.361512659915856
112,11,1.2148223210658347
169,61,1.3344405330717564
12,16,1.268244012391993
92,16,1.2819629151906287
143,53,1.235974061701979
165,16,1.2668790638978993
202,2,1.2842601205089264
106,39,1.1755625030824117
73,0,1.2915156473006522
148,48,1.3119075841137342
125,2,1.3139998598822527
227,63,1.268553718392338
42,25,1.3590484240225382
222,51,1.3209476156958513
173,53,1.2678636738232203
11,6,1.2755721360445023
48,5,1.3649233398692948
26,29,1.2400589069085461
11,53,1.277453629033906
30,62,1.2730335050395556
8,10,1.286547941687916
63,50,1.2448929115863783
137,17,1.2513158772406834
210,10,1.3082695241485323
103,6,1.2479791242097105
151,8,1.2571631084595407
127,8,1.2949000844050065
112,56,1.250977598130703
129,6,1.278730869293213
114,56,1.3495161818074328
201,42,1.1908380474363054
32,56,1.3136062824300356
158,2,1.2807161233254842
227,46,1.2569006262347102
221,48,1.3540024344942398
49,46,1.2797170845525605
233,63,1.2736496629991703
109,10,1.3162627842809473
234,52,1.3147672122743512
244,2,1.2791414713220937
7,2,1.2376063875854015
172,63,1.2583643144794874
113,9,1.343577291683427
8,50,1.2789646687784366
230,10,1.3315059401627098
105,16,1.2589946335979871
221,52,1.3618743499474866
9,44,1.276080827095679
242,46,1.2340767902455159
221,18,1.3632704487598468
32,52,1.335367507168225
32,8,1.2881113535591535
132,10,1.30033332934337
241,16,1.2698179955394673
164,31,1.2712866448398148
35,6,1.2660245836845465
60,52,1.2339170026992048
222,17,1.326260035591466
178,51,1.2924232969858818
143,17,1.2395406290888786
141,45,1.318153136276773
160,28,1.2070814887327808
188,52,1.29777307322781
74,29,1.290705246584756
125,60,1.3252466676224555
141,29,1.2973415181040764
136,45,1.3345187838588441
218,61,1.3569619203252452
123,6,1.2654893237964384
169,5,1.3426502809992857
148,2,1.2725318175341402
51,46,1.2296539064263925
19,2,1.218439757823944
145,16,1.2558874596974678
217,3,1.2541979104280472
51,44,1.2289161926933698
19,62,1.2377961304570948
148,62,1.2809069699474744
59,51,1.2713809457740612
19,34,1.2178835938019412
97,22,1.177791461880718
173,62,1.2622921940471445
243,43,1.3533166368891085
205,16,1.2812799835976745
219,2,1.3014067975538117
245,46,1.2568025879029716
47,46,1.240048956658159
36,8,1.2380226462680315
240,34,1.2655315665262086
216,56,1.283638192872916
94,44,1.269049710993256
158,46,1.2834241544561726
237,44,1.2865302222115653
59,31,1.2759192333157574
215,45,1.2612173418913568
61,17,1.2618440416242396
119,17,1.2666019478014536
38,17,1.2498751588697945
95,31,1.245400087641818
20,10,1.3182043699281556
26,44,1.2626119671123368
38,56,1.2227679365979773
46,34,1.2262196045901095
61,51,1.2571126555225678
57,2,1.2525484359690122
47,44,1.2393948486673512
229,62,1.2471436887447322
143,45,1.2317452529179198
6,8,1.2441764169239573
178,62,1.293002414916243
127,52,1.352983305762921
51,20,1.1974432606449616
39,44,1.2664395609338368
154,62,1.2750597330076354
158,50,1.286952936223575
91,60,1.2416236996650696
68,17,1.2672342972073238
161,46,1.256768668868712
152,0,1.3441364036739938
8,0,1.2848986726520317
194,5,1.2131667248904705
71,31,1.2509681497301375
59,2,1.2500066956771272
231,58,1.27318293787539
243,29,1.3257997232888425
178,50,1.288917575031519
125,45,1.3327628672122955
162,2,1.2590513085680348
48,29,1.331650925534112
78,17,1.2859291471540928
166,46,1.284218073689512
90,65,1.3031976792429174
18,29,1.2846569099596568
73,17,1.3003491833806038
20,2,1.2831376492977142
147,17,1.2855133361050062
245,10,1.259704525183354
114,61,1.353730781269925
208,8,1.24345121213368
