PortOfLading,PortOfUnlading,dist
138,51,1.2944557161203452
141,6,1.2855568725083555
136,2,1.2870058193802834
126,50,1.3125491626560688
211,2,1.2473822068423033
231,44,1.2547589806573731
32,44,1.2773436621895857
58,21,1.1921308524906635
221,31,1.3212269289152963
141,62,1.289363915366786
88,2,1.2880375858928477
42,17,1.2971086044396674
98,2,1.2384151836325015
53,8,1.280799223376172
236,50,1.2248687398220812
42,53,1.2962898686528206
90,44,1.2634567059576511
89,44,1.2722156564039844
158,17,1.2933410783963544
166,6,1.2913403875593628
114,44,1.290711883455515
127,51,1.286911974128868
127,63,1.2834022243374161
237,51,1.2979463189840317
11,17,1.276030340365001
174,56,1.3235103067542826
243,6,1.3086645707953721
72,46,1.2698668548837304
114,63,1.3009940247450555
188,50,1.2563573310284741
42,31,1.312895268201828
221,62,1.3147197282274388
148,17,1.2743432894349098
23,44,1.29177372317229
243,10,1.3310309407700385
127,2,1.290834378318063
169,50,1.2808851998831545
27,45,1.342780505972249
141,17,1.2864244260958262
27,20,1.3111857899597712
122,17,1.270676277577877
114,0,1.3673776196581977
138,46,1.2905764750071935
42,63,1.2897629253566265
11,34,1.2631786604012762
10,50,1.265556883466031
42,46,1.287964740901121
114,17,1.3139834489141191
155,17,1.2752337157726288
126,17,1.3226937126102192
238,8,1.2531491976696998
32,63,1.2884398283702987
243,44,1.2904240204287427
27,8,1.3037439457007818
202,62,1.2917255855032377
148,8,1.2771772391029768
32,10,1.3138009001101767
130,45,1.3486221781266587
221,46,1.297861741057464
138,63,1.2911898749215263
136,34,1.2932217525584357
221,10,1.3308456308607544
202,17,1.2838608247361012
221,50,1.299514294735023
114,46,1.302330143749714
215,16,1.2787299414298363
246,31,1.3252892645208962
42,6,1.295059362160308
218,29,1.323965769793306
158,53,1.2916056141257286
113,51,1.2998829219224197
130,62,1.3303361402026244
127,65,1.3373149003590308
113,50,1.2973909207752772
181,56,1.2790408512311322
243,16,1.31180199395333
246,16,1.3104276195434588
136,6,1.290125728717872
132,53,1.2969287132312144
166,8,1.2895731582705463
138,16,1.3003223463892937
113,63,1.2978641595691442
127,44,1.2732866616653544
141,31,1.2980260322136539
221,2,1.3008156147386347
246,62,1.3183536497609956
113,10,1.324698846521122
9,17,1.2905438278934784
243,63,1.3007914580936943
42,8,1.2944092090640749
125,17,1.331620806562049
130,6,1.3233638248805488
53,51,1.2825217406664575
125,44,1.3130042648741178
236,31,1.2378227982137884
243,17,1.3133403111382254
25,8,1.2643670796283655
215,8,1.2717857169253486
125,8,1.3270070776343346
113,31,1.3173118608870678
221,53,1.3075768346233028
185,53,1.2842648210270065
1,17,1.2688467180622476
230,2,1.3028794445230492
215,10,1.278093272820115
69,17,1.2653836661151476
230,46,1.3010879938623734
114,13,1.366905136299985
133,20,1.2047678721802575
182,19,1.1851102613977023
228,63,1.2513746656477451
103,44,1.2410670242139272
188,44,1.2478191096867834
109,62,1.2883553515587534
237,46,1.2916750769530023
136,53,1.2910366186073847
44,34,1.2285716799753053
27,44,1.2919545490294695
27,2,1.300326285617692
96,44,1.2505625720535005
94,46,1.276076000716005
141,2,1.2800109413053309
211,62,1.2673783781273025
130,17,1.3231115911288984
88,8,1.295446698154722
27,31,1.3220011687704496
109,17,1.2827137376048736
243,50,1.3020638416388206
164,34,1.2506336633648192
64,46,1.2824028661208493
185,17,1.2877561471291952
113,44,1.2870583435786622
221,44,1.2866832496864455
5,34,1.2712618466466665
125,53,1.328322149280991
103,46,1.2396635091198343
53,46,1.2750803237514836
96,62,1.2635279473449503
131,44,1.2151497314418
113,17,1.31059833609366
202,31,1.3037249680076326
223,17,1.2680614740986909
126,63,1.3122664700661386
230,44,1.2917638950582062
152,34,1.2913887479475565
114,31,1.324137985440237
42,0,1.3652276854429926
42,62,1.3004434811217445
216,20,1.249328187001603
235,46,1.282784786607538
90,63,1.2762620630008834
114,50,1.303321364734854
48,62,1.3179033776479108
169,62,1.2977094676877772
64,63,1.2855012717523746
152,56,1.3081646668059486
169,16,1.2888866388904197
20,63,1.284289104597909
244,51,1.2781341198299612
244,17,1.2860157766512461
74,6,1.2874226192278522
136,17,1.2901300905006272
136,31,1.303800321583237
94,31,1.299812303323831
102,46,1.2591328687433685
53,53,1.2846856021455355
235,31,1.3050019043896879
237,50,1.296490075332778
109,53,1.2819911052605935
192,31,1.2599847641374384
148,46,1.2673115645136153
221,63,1.2972491426127297
37,34,1.243222029613597
5,6,1.2724130805581808
185,10,1.3003240738596236
127,62,1.3007053826004267
5,17,1.2741234017802137
138,50,1.2931958713701792
191,5,1.197439970182521
129,63,1.2705870739051275
208,16,1.2494055543627058
144,2,1.3059052101203374
221,16,1.3069448109183992
9,16,1.2917116494583232
20,62,1.3015248634453331
114,16,1.3116008474358491
0,17,1.2742310043956553
217,63,1.278265094384551
158,62,1.2954707366547413
125,63,1.325827004654067
151,63,1.261290051575218
88,62,1.3032993631703513
130,8,1.3231392119612013
222,29,1.3089304577027048
9,53,1.287765900708369
9,51,1.2881278358399868
236,17,1.2294531055460018
148,31,1.2853126674890518
177,44,1.2545913843038892
9,8,1.285304636561445
219,6,1.3081290620778288
246,8,1.3110982600067342
46,56,1.233447939157486
237,36,1.3472107978803771
188,2,1.2498149302388941
88,17,1.299295425415039
141,44,1.2734024753527982
42,2,1.294106273246663
5,62,1.277268961071968
96,2,1.2418155381456017
216,8,1.2726752970899855
236,34,1.2252900701548373
125,50,1.3199270274490118
243,62,1.3166013950748103
228,46,1.2515704190092427
185,62,1.288308716512152
64,10,1.3128826946527365
88,20,1.2976714955376727
56,60,1.2696161546877451
243,46,1.3002453374543361
152,53,1.289321214625878
98,17,1.2695550950510162
230,29,1.3187256593789374
130,56,1.3495472741446324
154,20,1.2410925131823336
118,6,1.2494904609130961
158,6,1.2883470713027887
223,53,1.2676944695413113
162,44,1.2595912569335528
53,17,1.2858868395643575
20,44,1.2731626321162497
90,2,1.272669586219958
88,31,1.3090055670057024
218,62,1.3158096170851163
48,0,1.3704181984066963
130,60,1.3376535850444011
75,63,1.3374255735959326
114,65,1.3487490325101785
152,20,1.2954278742628438
218,58,1.3540168079946722
202,6,1.2838626354932785
88,53,1.2992112950554915
200,17,1.2878934419048684
79,16,1.2627331327114786
114,10,1.3347229547798634
169,53,1.2915425289954459
149,6,1.2453193628628338
152,6,1.2872516874756132
11,44,1.2643176966479845
72,62,1.2821695666228021
231,62,1.2665918337713395
48,58,1.3522753167365278
166,17,1.2954450970781701
217,6,1.2760225859071528
215,53,1.2739247122247304
48,8,1.3107005575937885
113,53,1.3094917663506098
166,2,1.2778137367484825
148,6,1.275505709861006
23,63,1.3029147700539656
216,10,1.2867630124092102
185,20,1.2728333664791924
245,44,1.2554925799901997
18,50,1.2824142005826746
223,46,1.262961164915136
94,51,1.2838549403739827
55,23,1.177328359335661
211,34,1.253439650072583
27,39,1.3516629194574696
140,63,1.2452203511659587
178,8,1.2848689667880535
53,2,1.2727254842008864
152,63,1.2807773130812816
94,16,1.2845216973551683
88,45,1.318466809378671
202,53,1.2829224057495594
88,10,1.316845629364252
19,46,1.228947542100546
32,46,1.2828716561198235
72,17,1.2815183092440878
53,56,1.308312571474484
127,53,1.2959743653024947
64,17,1.2960837168086852
20,46,1.283861928220306
235,0,1.3548896514943667
244,6,1.2811124018792595
244,46,1.2741476451711995
144,63,1.3108703196048737
136,16,1.2883965681706155
94,8,1.2845873170133149
174,62,1.3223214181406158
202,16,1.2824969998494322
30,51,1.2747454273381404
5,2,1.263109681728695
10,44,1.2627702525683813
87,63,1.2719841610108102
72,8,1.2764879411884718
231,20,1.2441597070012773
130,16,1.3240642940093363
0,2,1.247063378670386
90,46,1.2714923593614782
48,16,1.309402972326747
173,44,1.256610358866445
166,62,1.2958355200077807
103,31,1.252593499741384
113,6,1.3048963633565498
215,17,1.2769113321389471
217,52,1.258815429040364
220,40,1.2622028780835015
217,62,1.280872174538672
35,50,1.2664196869092328
127,17,1.2955192067394299
105,6,1.2473387204642807
113,62,1.3123675363936596
27,29,1.32457450990166
91,56,1.2599315249494143
5,29,1.2765951119363308
237,63,1.2971392023776258
147,53,1.2844687019075667
126,44,1.3021826379533326
107,17,1.2542618992073196
114,8,1.312493664345571
187,6,1.2534892594973956
127,6,1.2915578869703626
185,34,1.2759560304028648
141,0,1.338355001594339
234,63,1.2988184391454394
64,31,1.303450315392443
174,31,1.3197249642440252
144,8,1.31666613476617
169,29,1.3064912711935384
20,29,1.3022068629839592
12,17,1.266016564731087
27,62,1.3104944021574088
221,51,1.300932807049581
231,6,1.2630943852875913
147,39,1.224660627011742
223,6,1.2663699387173568
27,6,1.3059960550495557
216,53,1.2759679635720593
141,46,1.2787853037672383
56,0,1.2852468235152108
236,29,1.2406791127952081
158,16,1.2915961231504167
132,63,1.2962367042366947
74,31,1.2962575565491403
215,62,1.2742620935730105
23,17,1.311535176688007
166,45,1.2979955886091505
53,45,1.306619310219373
126,6,1.3173916552748
158,51,1.2896747418812342
148,63,1.269386210079704
72,16,1.2822967522910662
71,41,1.180832251906395
165,23,1.1760848409363203
197,2,1.2282363970630936
109,16,1.2823990902730398
194,34,1.2329813976372992
143,2,1.2118719441017933
125,6,1.3261243301842893
190,37,1.171003543372665
236,62,1.233421168955309
94,63,1.2786404567637615
225,46,1.250770629915808
27,65,1.3504681496747903
218,60,1.3523449046271188
75,44,1.3266503023249763
250,46,1.2422766770635332
244,8,1.2846766265907459
48,17,1.3118315834019865
202,8,1.2834972143173218
212,45,1.2275860384106636
236,6,1.2278688150857175
48,65,1.347819154017738
216,34,1.2577167298711305
186,17,1.2687115254146712
166,53,1.2927726033542837
222,63,1.3195279251251901
236,45,1.2554669353246157
35,17,1.2711440066673927
113,2,1.296558276351009
51,16,1.2412031316863639
164,17,1.2748385132955653
46,60,1.2121857096041952
35,16,1.272926983556577
178,63,1.294143152290157
246,65,1.3502098977831858
91,31,1.2738067954778671
208,34,1.2247900432308338
91,34,1.2534934080072813
176,34,1.2265221423336439
53,20,1.2834044865199499
20,51,1.2857510133513383
152,62,1.29497143077398
72,44,1.2686820003603185
0,53,1.2687332441232033
88,0,1.3420773121927465
103,25,1.2086858446044582
235,29,1.3110495497073447
114,62,1.3188730808241027
235,62,1.2997463707412993
216,17,1.275395644562585
188,17,1.2618123574980669
5,8,1.2709875791333616
23,53,1.3082499718210394
238,45,1.2445198914834432
20,6,1.2892537920602731
136,44,1.2737930385129792
222,44,1.3071414290794305
185,8,1.2816406866269452
94,6,1.2851859365722962
151,51,1.2619740891137294
11,62,1.2775109431573324
148,53,1.278287013726575
174,2,1.3080541353140558
20,53,1.2940095726932799
64,2,1.285987542676074
173,29,1.2337594931679112
193,34,1.2254519265677248
96,34,1.2471298926642962
236,2,1.218646231506552
64,44,1.2748323934418815
76,53,1.2663237215684993
231,46,1.2545196191141648
126,53,1.320166528424514
152,39,1.3353489626731192
8,53,1.2789283535842384
159,46,1.2811834077749933
141,16,1.2841827145644598
94,62,1.292384824981647
217,44,1.2660966606012412
51,17,1.2372698352805205
36,31,1.237955342845193
129,46,1.2720547345067774
112,41,1.2125660606792994
112,31,1.2523514682959234
211,17,1.2708203877721513
243,51,1.3042226314012493
21,16,1.274751681302275
236,53,1.227276987795319
189,50,1.2794648126832076
230,31,1.3199783564944352
188,29,1.2684040267985048
20,50,1.2850880697369576
89,46,1.2783559196229493
234,46,1.296468942359622
64,53,1.2963272377050348
218,45,1.3538173824282629
147,65,1.2593802252252186
87,17,1.2705623816166605
56,56,1.2805748877248593
178,17,1.2947325631976128
42,16,1.2947321198880672
112,44,1.2422035174178225
112,60,1.2398209108838014
213,34,1.2301091929631573
114,2,1.30622912304742
166,44,1.280561224158321
204,56,1.2463769795639175
215,34,1.2541218165840422
235,53,1.2943575637681144
164,46,1.2631546727248602
11,20,1.2558884200240885
53,63,1.2814958819321223
211,16,1.2728268610579627
15,53,1.2668914486254965
119,2,1.2437648794480733
64,16,1.2947848053382975
122,6,1.264384011072772
187,17,1.2645405755112213
158,31,1.3032912739685603
19,44,1.2300422000033515
90,51,1.2776784859597683
136,8,1.2887524206723486
37,31,1.2631033615076117
104,63,1.2735512245978629
0,62,1.2674412727355957
209,63,1.248541480196374
136,46,1.2798899162028516
230,50,1.3030978741257317
92,44,1.2708309239574842
208,62,1.2443669912006174
217,50,1.2754801698029041
41,31,1.248143054944064
64,0,1.338288834584611
51,34,1.2122368663549423
125,62,1.3279292530247144
14,6,1.2725759392072047
5,16,1.2747920420286911
194,6,1.2553515212410795
169,0,1.3518971896597318
174,8,1.3157232669847352
9,62,1.287731502022195
112,23,1.2133129888347216
158,8,1.2893012261816434
200,8,1.277729889710567
15,17,1.2712025844625063
154,44,1.2653124928474426
53,34,1.2818516194820404
210,17,1.3177867702075414
249,51,1.2597229235938616
235,2,1.2884098019983088
229,6,1.2457300040072627
54,46,1.253254043204444
93,16,1.2644747169688344
8,63,1.282419523057927
135,44,1.2424326491143023
152,17,1.2884933118309294
208,63,1.247997762103166
72,50,1.276179597313915
126,9,1.3487697528076492
105,17,1.2551541605166026
20,8,1.295174028724432
200,53,1.2831016185560398
192,34,1.2425732293299265
72,10,1.296172940305301
18,44,1.2754291519522667
9,20,1.2723990167890276
132,51,1.2964034610028778
126,2,1.3127098245812314
42,34,1.3063702913267272
230,6,1.3082573610757078
207,20,1.197356655661549
223,16,1.2687951584479638
219,46,1.3021203662667955
144,46,1.3098547543798174
233,6,1.2773508945746082
20,17,1.2955552286335401
169,10,1.3160615802875586
220,51,1.278600350022316
32,17,1.2923553511500359
125,16,1.3336435263710362
18,51,1.2867488041520119
236,16,1.227239964662918
57,6,1.266836876581822
125,0,1.34263232297131
236,44,1.21447295535888
152,16,1.2901042800928866
122,8,1.2657266653009824
122,62,1.2710997792226928
154,46,1.2675266212650709
32,6,1.2906692560229982
96,8,1.2589988383863653
113,16,1.3091536374496562
23,62,1.3098860471509397
80,6,1.2638961217765297
27,0,1.3639654825840677
9,46,1.27950943633914
42,44,1.2802247458270617
151,46,1.2534002920479648
247,46,1.250392550336463
74,63,1.2789834492972918
96,17,1.2638821458177907
188,62,1.2633204524006163
72,6,1.2800255391214574
9,63,1.287389830553106
52,17,1.2755807132593222
126,51,1.3160932970100216
114,60,1.3537721681807722
126,10,1.3366130250339796
150,63,1.271135872496026
74,62,1.2956300125058209
218,0,1.370881246668952
235,8,1.2921513180647577
138,17,1.3003478651600224
201,21,1.1866563696946417
236,8,1.223048229834863
127,50,1.2861725485750608
88,34,1.2969735831554448
27,63,1.301347148737737
7,8,1.2610545041305679
108,53,1.2498851993254252
233,46,1.2694357995476042
237,58,1.3591565638780594
151,56,1.2724108318133014
141,8,1.2866913335663932
248,2,1.2218739184151803
223,62,1.2693242691457272
194,8,1.2533125262374856
99,31,1.2369557161416327
244,50,1.2764769473246165
155,8,1.2697992042771407
65,21,1.19661972033126
187,31,1.2620715996516603
200,6,1.2821896303045963
216,16,1.2771036752632685
148,50,1.2701461634465627
200,45,1.2660985269716807
215,26,1.2481844340051924
232,20,1.2010779822511333
112,34,1.2312385503734862
85,17,1.2538889605951096
230,52,1.3442531736301524
75,50,1.335042590541499
156,53,1.2554646589394127
27,53,1.306838001523699
136,29,1.3067449522869927
125,31,1.331224163994193
237,40,1.3596910621438707
200,20,1.2517965590315205
172,51,1.2547292823770217
57,62,1.2704866608338696
185,16,1.2889884992369585
113,29,1.315981128652181
124,44,1.2547772899270058
246,9,1.3611710997564452
72,20,1.269074729510716
235,10,1.3190226363284248
32,20,1.2916494341833251
137,34,1.2159950914127486
200,2,1.2618943532662732
138,53,1.2985107425068105
188,53,1.2613329671855484
96,29,1.2558396099401372
215,43,1.2494693068521363
244,58,1.3323707697646958
94,45,1.3294638616165944
148,16,1.2742756706263338
57,44,1.2647629992238112
38,34,1.2153361743049962
247,44,1.2459899229662759
9,6,1.2868192658892699
78,53,1.2811464012733527
191,34,1.2441035099327564
53,6,1.2838499641844205
219,17,1.3169404183115279
72,29,1.284975703805685
122,16,1.26959485241345
136,7,1.3537795022130013
230,8,1.3101086859990443
45,8,1.251436221014176
148,51,1.2732759219195162
51,63,1.2409168034791946
166,0,1.322219500850354
71,34,1.2319994515606336
85,44,1.2455386906596166
192,45,1.2441308221646719
125,10,1.3313104355973857
109,6,1.2824856080114841
120,53,1.2596257281090533
229,17,1.2536514747355665
225,44,1.2551906606448548
199,34,1.239199968320983
147,16,1.2889673842915468
78,29,1.2584222938998468
234,6,1.3056222690003259
101,58,1.1982299584363187
156,6,1.254729411165629
127,31,1.3089862798473664
125,46,1.3193077460995741
9,10,1.301164556693818
53,16,1.2853163863931383
152,65,1.325508750975132
112,45,1.2422544019562858
66,46,1.261227280965873
215,20,1.247455612889358
246,45,1.354605348248567
122,53,1.2675340558801378
216,62,1.2755946165749006
65,56,1.2631886055959123
166,16,1.2959102738116468
126,31,1.3324864615819283
246,29,1.3282020555010863
9,34,1.2777248610343253
0,16,1.2768184284546547
157,17,1.2539230287075043
136,50,1.28423765621015
49,8,1.2804080939718656
5,53,1.2752256616950035
106,16,1.2635223737784795
196,53,1.2713442407548428
109,2,1.2805800366082363
35,62,1.2679464934792901
50,63,1.2933697775006294
92,17,1.2777918971010618
169,24,1.336956327514989
159,51,1.2872668419565474
103,63,1.25419963949493
137,2,1.2167095408907957
208,17,1.2468451208301954
186,6,1.2612168592001711
200,62,1.283048870840243
92,6,1.271061159670353
8,51,1.2806309997104108
94,29,1.303075052132564
58,56,1.259301389434508
126,16,1.3232679524059807
234,51,1.3018255618267827
74,50,1.2824596241116524
219,63,1.3033148417515414
49,6,1.2817288139568908
72,56,1.2960831501654215
208,2,1.221915114670992
8,8,1.2732069573498197
227,29,1.2436701960728638
76,62,1.2658472239438976
93,17,1.2597975940443575
235,50,1.2855757006577082
151,65,1.2833191300742328
76,16,1.272851635435862
223,63,1.27041675097176
119,8,1.2573519221373968
125,9,1.3135504727917058
55,31,1.24379385049854
60,28,1.2206668507839953
168,30,1.1827599576541357
136,62,1.2980549867664064
25,56,1.2596167953951019
149,20,1.1999578872429473
74,10,1.308650584093162
144,51,1.31310473382473
186,8,1.2646522633731365
223,8,1.268350278426494
166,34,1.2850435863115959
150,44,1.2586291443024362
35,8,1.2634002231061459
158,34,1.2958411797881126
9,2,1.2739811816385813
209,59,1.148828228669507
57,63,1.2776470737797874
200,16,1.2885439449122973
71,23,1.1838294044137
246,5,1.362926580544029
64,6,1.2916280385772032
5,31,1.2834830922739846
126,8,1.321970658509859
48,60,1.3581365767334188
67,26,1.208131268620491
230,45,1.3424446790346078
127,16,1.2932095594171966
221,9,1.355935265576201
143,8,1.23359015583992
112,10,1.2606637211782592
32,31,1.3040452269571168
36,17,1.2444040303318096
59,44,1.2598012944550387
49,17,1.290566271437066
45,45,1.2258375817909837
25,45,1.2394189334341459
198,47,1.1658968457153864
251,51,1.2567339885447706
200,34,1.2609679768128055
75,17,1.3425903682197844
244,53,1.2851551686014449
216,2,1.2580531042601382
42,45,1.3410683955465044
164,16,1.2773971520364285
155,63,1.2725038485867637
73,60,1.2731710310493196
69,53,1.2619786049638475
34,8,1.2702027442199844
27,46,1.2990906325035863
202,29,1.307296262787921
34,16,1.2812591993382998
21,17,1.2711396728243147
208,31,1.2469562614070517
235,9,1.346065807555403
220,46,1.2712836329426085
31,54,1.1584511654717582
35,46,1.2594830417739493
246,4,1.3687651455402374
138,32,1.3128607049584389
209,49,1.156719442989145
119,53,1.2622060477733612
69,6,1.2572927623987198
74,46,1.2784218564629555
64,20,1.3070359327497758
234,31,1.311163388458746
160,19,1.2102521668587412
76,6,1.262998426732208
243,31,1.3218450751155615
163,6,1.2463901133409567
49,53,1.2857244560228926
186,62,1.2616088102970804
68,31,1.255002015935523
24,8,1.269256186804601
120,6,1.2557697429188661
130,31,1.327959198105548
125,51,1.3236818968185358
112,16,1.2570421226056558
126,46,1.3124377837936794
144,31,1.3263549080916814
0,31,1.275773572070258
94,34,1.2924855111965112
53,31,1.2939878760703973
11,45,1.2815100800778185
23,16,1.311792186328343
76,17,1.2701633242956762
230,16,1.3114150264965636
189,1,1.2888718673161097
110,31,1.2298510958041464
151,20,1.2414681038686208
174,53,1.3184201664158277
113,46,1.2967457656881638
161,44,1.2557375540158577
8,2,1.2593712625758988
75,51,1.3348898110645158
188,34,1.2604214671467031
204,35,1.188617040004049
139,17,1.260803644578638
222,50,1.3146625459194183
74,17,1.2931024783423968
87,6,1.2668018867926938
22,17,1.2686044834554195
240,16,1.2960192385528768
224,56,1.2338406890630722
236,51,1.2293707417058093
112,62,1.2528721764683723
95,60,1.1977371262785579
158,63,1.2868034488388471
74,9,1.3158756595637118
162,8,1.2777457545910562
45,17,1.2559596954711847
202,20,1.2966301083298666
126,29,1.3342881160123008
61,29,1.2267430190529143
179,17,1.2519463572118963
230,63,1.3029966790761267
78,44,1.2722677732152599
91,23,1.1994726806879044
36,16,1.2438867521206183
90,17,1.2873578920428241
246,34,1.3225086512310165
157,8,1.2466117005263055
174,6,1.3181964978575706
230,17,1.3133064593587602
109,51,1.286280661289181
248,6,1.248941927083901
27,16,1.305995105632714
202,63,1.2801936939358711
112,15,1.2091781268162387
123,53,1.2682936026581697
99,34,1.2157169207930565
87,31,1.2749246550457818
162,63,1.2742714030402047
35,53,1.2698269649076142
87,46,1.2584022205389505
118,17,1.2571281141468458
233,31,1.2816714250615664
238,0,1.2675521027828967
230,53,1.3117563873529434
45,10,1.2505059742501803
244,10,1.310812819882163
30,20,1.2314444950648717
31,20,1.2012467762189252
243,4,1.3596093618710126
71,17,1.2630512613270963
90,62,1.2910151699158763
132,31,1.2953867380108153
88,16,1.3006110667650188
169,57,1.3422195349953003
48,9,1.3631506524980068
244,62,1.291482143968876
169,45,1.3349833392005945
13,0,1.2271726972290449
121,16,1.2706015537093793
188,8,1.2589853943458624
166,56,1.310152639368815
164,44,1.2659484589738506
157,53,1.2490757086447306
49,51,1.2908249295183591
202,57,1.3403768496853965
28,17,1.2585158443876676
156,8,1.2533694652042218
121,17,1.265242025256157
90,29,1.2897116419460093
222,46,1.3131569767636913
132,16,1.297857254743576
244,9,1.3327919604655887
8,16,1.2819920292656337
223,34,1.2633346659796578
218,24,1.3583818769880704
120,17,1.2640123745160443
23,6,1.3045354546712977
69,16,1.2658878245523997
53,62,1.2879686249153954
61,44,1.2469959118004357
188,16,1.2603669139955724
221,8,1.3068307441260134
36,53,1.2432533148676157
192,8,1.2641808414565665
20,16,1.2935361628021513
218,5,1.3645662729229247
223,44,1.2604042777259434
90,50,1.276329298636743
165,31,1.2488451251494033
119,34,1.2459362457905496
9,50,1.2851379290223122
136,63,1.2833437940904073
152,31,1.2989990061947279
74,53,1.2936721545244967
20,31,1.3040740388844694
96,6,1.2608790972403117
29,17,1.2606149917202336
34,6,1.272058396999325
141,53,1.2889450884291105
96,53,1.2640043092625481
132,6,1.292455488017627
165,41,1.1722488272269922
16,41,1.1761029711259263
74,65,1.3100542000361852
15,16,1.2733812906912394
174,17,1.3198219452585493
164,8,1.270877277744668
88,56,1.3251540660858154
96,50,1.2559051710580076
75,53,1.3407141406621252
186,16,1.2706286289862223
59,46,1.2657994122377463
8,44,1.270863153040409
119,45,1.2522414369242532
221,32,1.3599079448530185
11,46,1.2673103309103422
98,16,1.2700597031840257
146,56,1.2471287537898337
233,50,1.2705154418945312
127,10,1.3209673268720508
51,2,1.2095747983881406
126,52,1.354221288330986
15,6,1.2619499691895075
78,16,1.2885297019300717
1,16,1.2725732999720745
230,62,1.3151896484196186
165,60,1.2150481476315431
246,0,1.371785317148481
20,9,1.3229252834405218
156,16,1.262844384913998
70,16,1.2754648138902016
114,9,1.3593125902116299
235,60,1.3358842145119394
122,63,1.2656538113951683
8,17,1.282861026270049
27,52,1.357215788747583
188,46,1.2527181671134062
91,17,1.2842517122626305
103,16,1.2558836681502206
127,29,1.314236469566822
249,6,1.2569087073206902
177,63,1.2686591954635722
49,63,1.2939304877072573
122,24,1.264526140610022
102,44,1.2574325394151467
104,46,1.2580393669860703
112,49,1.2190177978149481
163,20,1.2045482162918364
217,9,1.2543179307665144
57,53,1.276595371642283
91,2,1.2518947821642672
217,2,1.2603389200355326
137,31,1.2390515974589758
233,53,1.2845141765324766
71,60,1.220077959554536
158,45,1.3203532504183906
47,16,1.2579994241407673
114,27,1.3637495647583688
160,51,1.264103983661958
163,16,1.2597362196871214
0,6,1.2652591977800642
63,53,1.2480390657271658
43,56,1.2634555604308844
222,6,1.3186765499413013
249,10,1.2516742987292153
138,44,1.2802873158029147
63,17,1.252112704994423
118,62,1.2477653149315822
59,63,1.2736512238958053
78,46,1.2733257722907834
246,24,1.3577908836305141
45,34,1.2254577864493643
13,56,1.2281965685210057
155,53,1.2696362898818083
217,53,1.281694860232944
9,45,1.2927448430231638
214,56,1.2514291719666548
236,63,1.2250167998884405
36,34,1.2152264221970523
73,44,1.2838466039725713
171,31,1.2591599710285664
195,46,1.2631314652306693
45,16,1.261293505584555
92,53,1.275886646871056
45,53,1.2537984885275364
27,33,1.3535759603338582
47,62,1.2409387794988496
138,31,1.3096258267760277
217,31,1.280756322933095
32,62,1.2978804962975639
150,6,1.2639813513628073
47,6,1.2452521859002965
152,51,1.2837704726095711
247,63,1.259147942598377
2,44,1.2497618166463715
217,46,1.2734492224242007
78,63,1.2854721782995122
204,17,1.2723755059497697
116,17,1.279518355748483
154,6,1.2747840796198164
170,8,1.259644263024841
59,53,1.2762997198317731
160,22,1.2119443916848727
85,46,1.2446445120897676
114,48,1.3575700627905982
87,51,1.2682976121348994
152,10,1.310957752484163
114,58,1.3563451655209064
23,10,1.3178700252569147
15,62,1.2641170439975602
62,16,1.2685139568056911
222,8,1.3211182302662305
11,16,1.2794203226055418
96,45,1.2674938325903244
94,2,1.2830378745815583
