ConsigneePanjivaID,HSCode,dist
2357,94,1.0723206996917725
1477,91,0.9734324581388917
1692,83,1.1334745777504784
1329,93,1.0748372695275716
2287,93,1.0929932197821992
2225,93,1.0105819547814983
2562,91,1.0765807554125786
1355,88,0.9104205550892013
2409,93,1.0186802920486246
5658,32,1.206179411017469
2134,88,1.1075477695890836
5675,89,1.0682707976749433
1728,54,1.038698530622891
4679,93,1.0071714227753026
272,93,1.0176330940531833
3394,93,1.1132141585860933
2812,44,1.1212682503142528
2963,88,0.9618014990285572
1619,88,1.0812889369470733
685,93,1.1181647990098489
409,88,0.989831460926715
5782,94,1.168016605079174
1762,94,1.009120781839426
183,93,1.1003891515013362
107,93,1.0540039240648704
2774,43,1.1591612590210778
3437,90,0.9527053982019424
4466,88,1.0239685156515665
1491,54,1.0298088501606668
5782,88,1.1593786094869887
5422,88,1.0025980517800366
1957,88,1.0281896426209383
2651,93,1.1172330273049218
1484,93,1.1947690003684588
2852,93,1.0517547306205546
1837,39,1.006687623581716
132,54,1.037306764296123
4080,88,0.9671316487448556
2436,93,1.024430776014924
3431,33,1.0753520290766443
3591,32,1.0882668367453985
936,93,1.0897667743265629
3994,93,1.0360761561564036
1511,93,1.1155451030603476
1157,88,1.0954957599086421
1541,93,1.0742277904812778
3371,88,1.0429955933775221
3264,88,1.0594393579023225
2335,10,1.05927630700171
1802,93,0.9725441038608551
2982,88,1.0716053268739156
2471,88,1.125364815151053
1331,88,1.0226604560656207
1145,93,1.0238806451005595
5068,93,1.0708330176504595
1899,88,0.9866535812616348
3731,88,0.9967692207012858
3770,54,0.9498707211709448
1901,88,1.1129222689549871
1265,32,1.0982365126588516
3098,88,1.1670296822807618
2850,32,1.1593512589378017
3365,88,1.1034616029688291
5078,93,1.1705923876725137
48,34,0.8985049815715423
1378,88,1.1691142988524266
5644,93,1.1421628541180067
1508,93,1.20668848497527
4798,88,0.9696822967380285
5726,31,0.9303621867937701
5264,88,0.8923672482903514
1708,39,0.9227392340877226
4734,93,1.0196560730359383
2834,88,1.0340206319732326
3423,93,1.1807726744030203
5064,93,1.0990375284371632
1565,88,1.233750197504248
511,32,0.9469371746693339
235,88,1.181512324405568
5724,93,1.0141932009054082
1221,88,1.1577859542199544
5024,54,1.1684635785142226
5796,88,1.0118084408875023
3101,88,1.049342829734087
5782,93,1.1475291645952634
1108,91,0.9237219771104199
1513,88,1.0522812651969227
2348,93,1.1297369562089443
5422,92,1.0075519917133664
2069,93,0.943621872392084
4009,93,1.0665427113750152
1636,88,1.0965211664193444
3431,54,1.0563765711018018
3564,39,1.0553675230060304
4108,54,1.0562581537025315
530,94,0.9725415259599686
2225,88,1.0089677424569214
1775,93,1.069742678930717
1631,93,1.0246365389653616
3956,92,1.151918826757797
2109,39,1.0574020918990885
4104,93,0.9880979569362742
3113,88,1.0009682710681642
4027,93,1.0211555053080832
2440,54,1.0470154961305005
1289,91,1.0622308137161391
1918,93,1.1139048683856214
1367,65,1.0956262493772166
1505,93,1.0283757969737053
1445,93,0.9719450095934528
1447,72,1.1159075796604156
2836,88,1.0627613919121879
2707,88,1.1174932079655784
2667,63,1.0670242277639252
1242,54,1.1943403154728003
1394,93,1.0789243722600597
2428,93,1.1355742636535848
5607,90,1.0658851939120464
2706,88,1.1630034180624145
1507,88,0.9475074484944344
2990,42,0.952207061062966
2188,93,1.1101877833051341
1992,93,1.2466537462813514
3585,88,1.0351430081895419
3395,58,0.9625461782727923
3787,88,1.091843417180436
671,88,1.0799364103004336
519,81,1.0406335895614964
618,88,1.075529331607478
3507,63,0.8946223139230695
3815,88,1.1740978022239037
3300,88,1.1112575743879591
2533,39,1.0459201937275273
1964,93,1.0448475272610918
29,93,1.0424916190760476
1289,88,1.03927496990322
2250,88,1.1416999106960637
2254,62,1.1060165613889694
3317,88,1.1000318452715874
3378,88,1.0486589861767632
1126,48,1.044146461944495
3618,93,0.9806165383862597
2396,93,1.127412905683741
1765,93,1.1951285345213754
1475,65,1.0904175065723913
4082,93,1.0535868064367346
3101,93,1.0447791585964816
761,32,1.031544869499547
4452,88,1.0761678559439523
1394,88,1.0774765057223183
1265,54,1.088668110647372
1450,52,1.1721412848149027
5782,92,1.1549211772424834
200,76,0.9806657263210842
5782,90,1.163997087095465
4464,0,1.2347039076100503
1653,15,1.1648439777782187
2305,40,1.070161362843854
1326,65,1.0553425422736578
2225,92,1.0100298084185593
1303,42,1.0257098443273986
1748,96,0.9581032392701933
3517,39,1.0035525654176516
4513,93,1.244617665984801
4288,33,1.0925956376429116
2305,10,1.039940178926502
4288,50,1.0690587982535362
3958,1,1.2016526738713895
5697,93,1.0856768553411322
5453,88,1.0728806431538291
4288,10,1.069217599928379
1317,89,1.1629362281944071
2600,92,1.097355649939605
3508,23,1.0118497906119697
3081,39,1.0561869721859694
2134,93,1.1056951901742391
1475,62,1.088788858681385
1475,44,1.0695043588556084
4496,96,1.0416705144037093
1157,93,1.0873034761420317
5799,93,1.0570561764761806
2261,93,1.1092368561242307
3199,88,0.8686607190008674
95,38,1.0452620152916228
1957,92,1.0277147463389806
3093,85,0.9959087930619717
4235,10,1.0712772879217352
5799,88,1.0471376698198063
4883,93,0.9394750052264759
1317,93,1.142287319259984
5146,92,1.0760810511585857
2042,26,1.041514061923538
4966,44,1.0215339946028377
4235,15,1.1338333295924323
1398,45,0.9540749142012958
1394,92,1.077857463487557
582,93,1.070136269887111
1173,88,1.0572456270456314
4183,93,0.9974744373134204
426,10,1.1086329509105002
3098,93,1.1634694587971484
5783,89,1.1139797193131276
1480,96,1.0004436437406443
5531,94,0.938634745244469
4943,96,1.164257382042706
2012,93,1.0426822054599012
2858,10,0.9334354626813105
1770,92,1.0517464886818613
809,88,1.113999642498259
1289,89,1.064436074346304
4737,93,1.0726769087570054
3101,65,1.0609467455318995
3101,63,1.0558538833366973
3401,50,1.057687371969223
4808,93,0.8980857038072178
1523,39,0.9475933159036296
1475,93,1.06776498830212
4292,93,0.8869897075450613
5608,93,1.0489017750535692
4792,88,1.0400135416005338
1535,88,0.8915029028430581
5139,88,1.0790898299642973
3538,44,0.9545167097821832
5065,10,1.184241573725428
1587,39,1.0278055417750562
1289,92,1.0376013512057918
3825,93,1.130212866967278
5341,15,1.1540465003677778
1802,88,0.9807966133313519
2134,92,1.1021456473640032
1681,10,1.066470863829766
2304,92,0.9661621206573078
5782,89,1.1654064245522022
3050,93,0.9113754091584789
2082,93,1.0988759346572416
3114,50,1.1186838863151414
2936,93,1.1271266325243883
926,32,1.0074437579938345
