ConsigneePanjivaID,PortOfUnlading,dist
5369,51,1.1206088506483607
1895,44,0.979713502739157
3423,46,1.1697820158941405
1730,44,1.1517596340605192
2736,46,1.0826630932944161
3225,63,1.0047174960408094
4364,63,0.9756078116063561
2464,44,0.9811134482068675
4130,44,0.9993970692157745
242,44,1.0314670310555292
1949,51,1.0307249430167889
1918,50,1.196519018283912
3859,44,1.0325891886438643
4078,63,0.9583825576784355
1240,63,1.0763852658149387
132,6,1.1175060155136245
5002,63,1.0844550007688147
1244,44,0.9357047783476966
2335,50,1.1505359347377504
1928,46,1.075762183538505
3259,62,1.1739979559289557
421,10,1.1530032853063727
1507,63,1.1589708652879511
4589,62,1.0532982828361648
5033,46,1.0579537995425718
409,44,1.0233917848340102
1315,63,0.9016467050782272
5002,44,1.0836700453822101
4900,44,1.2116777380662305
3029,63,0.9061824035431657
3535,63,0.8941905737987587
2849,51,1.085147146667753
3748,63,1.1050463200413756
5707,44,0.941727623875652
3323,44,1.1476231305194753
1918,44,1.1842611369543843
3414,56,1.127574770046132
5650,8,0.9018625772691199
1443,62,1.1585569520081793
3791,16,1.1534845142492227
1889,17,0.9714282804301807
3241,53,1.1442851111558932
1957,16,1.0092117872887425
3546,16,1.185274419241718
3959,63,1.0076927124921764
2508,63,0.8125501511884587
4077,63,0.9858106909253236
3791,10,1.1211854650505952
4399,44,1.1225033391799246
1754,63,1.0650735973779644
5545,63,1.0535736219691378
1522,50,1.0750734119543008
293,17,1.1182282869038838
3579,46,1.1859975524379738
4556,44,0.9827770617391381
1522,51,1.0694293869393212
160,44,0.9859769307076931
4270,50,1.1708887432302748
2326,50,1.1207780465483665
1020,44,0.9158270869936261
655,50,1.0055203416517802
1046,6,1.033551219052502
3027,63,1.0119849001722676
1873,8,1.1825322112999856
1401,6,1.0018014080290283
2517,63,1.1292414106428623
2261,17,1.1874734932290656
5319,6,0.9779077028589589
1549,44,1.1765649733798844
5083,17,0.9399284433041301
227,44,1.057647549680301
272,17,1.1571692302823067
1074,17,0.9304166734218597
2468,31,1.0728135846729856
3585,53,0.992251742631197
2073,31,1.0837534210711186
1783,63,1.0144571195290024
1415,44,0.9216932343052966
229,46,1.0067117238151175
817,50,1.2198951670060134
1609,44,1.1327494224533439
3095,2,1.0370843426457472
1558,31,0.8240265814321381
1626,51,1.156146792428834
1196,63,0.9957183415868452
3179,63,1.0936456157692842
1196,53,1.0041605296012546
2662,53,1.0520589177363686
2202,31,0.9312467468636376
3181,63,1.1783926604049546
2564,63,1.225105181336403
246,46,1.0417097825556993
1394,63,1.2033023464110946
4288,8,1.1503409977470125
2063,34,1.1100011835140842
2134,46,1.1266032930995737
1310,44,1.1131840401462145
2456,44,1.0233892644090312
5453,6,1.2406633333968264
1285,46,1.0846846369760377
2225,63,1.183905960193702
2189,44,1.0694345236822431
2930,51,1.096431226070438
604,51,1.041066886923675
1643,10,1.1402063606573003
4288,51,1.1433170576180731
2253,62,1.1110208051811372
770,44,1.1094128665115153
5687,17,1.093031263777188
487,51,0.9877332161579814
3372,51,1.0695176358733858
2417,50,1.1224633476563863
4173,5,1.1431563645601273
2662,51,1.0495669121987052
1243,51,1.1610430487697678
3101,16,1.0926909852506859
1462,17,1.097469381189772
1957,44,0.9952919830476665
3272,51,0.8950689996459654
1243,46,1.1570027030206151
1234,2,1.104783888107964
5799,51,1.263887188264302
153,51,1.2156006145690168
768,16,0.935573915950954
95,2,1.0653076247711266
3517,16,1.1491119010107858
3151,16,1.0212721888508116
2251,44,1.0139079221657343
3604,44,1.031323158847434
5679,63,1.0514920284705502
4444,31,1.0527262086314815
4681,62,1.0851665161150907
3126,62,1.158121143201632
2533,17,1.1969586424529552
2106,29,1.3227774426341057
1747,16,1.1458916658801692
2381,17,1.1230460168527705
1832,63,1.0064683482050896
1500,31,1.0282850667302097
5301,16,1.1479840745617236
5247,62,0.9864752824817385
3129,62,1.153832065739802
598,63,1.0924192816019058
2567,63,1.0031325934188706
5616,63,1.0830714947410993
2695,16,1.1082406613443578
2991,17,1.1176251683916365
4562,62,1.0551119627697128
3083,31,1.1067780921501773
534,6,1.1236917017293828
2015,8,1.051218646279137
1695,8,1.0982708930969238
1636,29,1.2583574120487486
5020,17,1.1401331477931567
1551,65,1.0703775682486594
5704,53,1.086344800756446
4493,44,0.9522660225629807
4590,63,1.0676625235272306
1935,51,1.0407645437600357
1527,63,0.9156689641198942
4939,51,1.1480853903506483
2467,63,1.0671786114939354
3300,31,1.1823650472464837
1749,17,1.0325307931218828
4408,44,1.0939634878720557
1747,44,1.1478083894721098
4776,44,1.0368136802821286
3867,44,0.893105325954301
247,17,1.0981511170310634
5770,53,1.0744842407958848
5301,10,1.1555702816694975
1604,31,0.9868787096015045
609,62,1.1325978626097952
4147,46,1.0729257549558366
2195,44,0.9819508753550638
4408,63,1.0921881438366003
3128,8,1.1212795419352395
1295,17,0.9353947659422245
4316,17,1.0990224367539798
2250,46,1.1982869346226965
1984,44,1.0491706925843443
1938,34,1.0884321151035172
5224,6,1.1492359739329134
427,31,1.037357822060585
1720,63,0.985277747469289
3099,63,1.1889219145689691
1335,2,0.9899586059951356
1786,44,0.9916366698286895
3785,8,1.087355143523642
544,34,1.064152579754591
2642,8,1.1863964231950896
1302,56,1.2281329653092794
3522,36,1.0826617320999503
258,62,1.0661341420241766
5707,63,0.9361833754394736
198,51,1.0486678906849451
1435,63,1.0264310975159918
5602,46,1.0921897616769587
2111,44,1.1322905805094965
1879,44,1.1855911309165614
1166,53,1.160177459674222
5445,44,1.0625234540285808
4280,17,1.0492608595107282
2949,44,1.1847147451979774
783,46,1.0912482791713305
5674,50,1.2326054440013
1955,63,0.9113251661349621
5611,50,1.116493678518704
1549,6,1.1934349137757505
4572,63,1.0826878445222974
1951,8,1.0886305485452925
4,56,1.2660222692149026
2431,63,1.0345677403467042
3406,34,0.7046424049351897
1082,50,1.0679999265287603
1730,63,1.1509371777730328
1545,50,1.117116222956351
1646,6,1.1422338049326624
3143,44,1.0535087840897697
2862,50,1.046200977904456
2012,6,1.192610408046416
2471,63,1.1213904267975263
1636,63,1.1996445496167456
1709,62,1.2015564774296112
2711,63,0.9170865739828774
4908,51,0.9851888498025281
580,53,1.146743758980717
5403,62,0.9499865536178861
1364,10,1.0790913105010986
2438,53,1.0252421466367585
317,63,1.186005903141839
3416,20,1.215326919087342
4276,63,0.8394486276166779
4397,44,1.1131823036287511
4266,51,1.1056403209721404
373,60,1.1420242648039545
1483,16,0.982735067073788
5132,46,1.0640769195077675
3525,53,1.061236088430243
1364,44,1.0677368470600672
2416,53,1.11309548999582
4745,17,0.9285617098212242
458,2,0.9024854536567416
3520,44,1.1584075593522616
5790,62,1.1292719095945358
1364,31,1.0756514796188898
1577,29,0.994268471774246
2856,51,1.1128105479292572
2453,56,1.0661293747169631
3486,6,1.0742929337014044
2435,63,1.0918297158288104
1861,44,1.199756312583174
1443,6,1.1688001118600368
272,63,1.1360323929360934
1379,63,0.9929734033399394
1812,6,0.8824750166386366
3991,46,1.091861218214035
4990,50,1.1197594750971933
2658,6,1.100343618541956
5803,46,1.038722537457943
1696,46,1.1085137823330504
3643,17,1.1517485832529408
3390,44,1.0408296744738306
4776,63,1.0355220975886499
4394,16,1.08393929792302
2085,63,1.1418644852404083
831,44,1.0002874491204108
1153,44,1.144712827035359
4722,6,0.9663810437279088
774,17,0.9430446944066456
1792,16,1.0957477881706186
5201,44,1.0016534929828984
5007,50,1.0348952391317912
4594,65,1.0263732263951428
2866,51,1.138297294133476
4433,44,1.082733421453408
1615,51,1.0283706049833978
1590,53,1.067442366587264
4829,10,1.1693406509501594
2736,63,1.068514152296952
2126,44,1.0073191735427827
2666,44,1.102516279156719
1615,2,1.0460538635296481
1776,44,1.1407564394176006
3080,44,1.1082797071763448
1371,44,0.9488946348428726
343,62,1.2223865975226675
1549,29,1.223233126103878
2314,44,1.0056913984673364
757,51,1.009791580161878
1154,51,1.106812734156847
2333,0,1.1851997117378883
860,17,1.1580513311283929
5185,63,1.0508177394845657
107,63,0.972131768773709
2850,51,1.0499872011797768
3035,63,1.0318745688668318
1581,17,1.0133095255919866
1484,63,1.1244061156508647
2747,8,0.9779889136552811
4923,2,0.8551716027515275
3796,63,1.1193355923252446
5802,50,1.0343912978257452
5422,63,1.1681103174175536
3546,63,1.162689816738878
3094,6,1.1443853016410555
1131,60,1.1428376957774162
3439,44,0.9783697138939585
3532,63,1.0123116770493132
3685,51,1.069229296807732
441,63,1.0575039014220238
2050,44,0.8281497614724296
256,60,0.9714335474584784
5420,46,1.0800381893558162
195,6,0.8379216884661999
1986,44,1.0341558948026173
1097,51,1.0172020433819853
3561,63,1.0256871756698405
2335,51,1.1520029247871466
389,50,1.1354213942374503
1215,44,0.9746910615691117
5260,65,1.174283797919218
2150,17,1.0070199580597026
4080,50,1.062629341014794
3802,51,0.9498482910650117
1638,62,1.1744018383656762
284,63,1.0011339751737458
581,62,1.1792449517441648
1162,31,1.149401776110088
1388,53,1.08465469202825
213,44,1.0159723401468779
212,53,0.9108440279960632
3257,44,1.099438855158431
4991,63,1.1136841750038522
4082,44,0.9689678911651883
352,63,1.1127822255449635
5703,16,0.8788914552756718
1272,17,1.0595667975555574
1990,53,1.141889546598707
2639,65,1.1201477072068624
4914,58,1.031905386596918
1712,63,1.0324351697095804
1765,17,0.9545002268361193
2350,44,1.099154671388013
2106,53,1.3021379943404878
4853,50,1.1808441770928246
1336,44,0.9901245970811162
2160,63,0.9400921977524247
2111,53,1.1479462983884983
1730,51,1.1592705441372735
1914,31,1.163853752293757
1191,44,1.1656580117664166
3191,44,1.0356175473758154
1727,53,1.1179476214040602
1695,53,1.1025807886783565
830,6,0.9155850644622531
1872,6,1.136847601937396
5380,44,0.9581096661942345
4296,53,1.1754050606063433
573,8,1.0312794098364455
5643,50,1.0456607533352715
3678,63,1.190041662859065
40,63,0.9731471517256328
2174,17,1.064040550163814
1107,16,0.9831863926457507
1246,31,1.2497389380420958
1104,17,1.0807024469333035
1681,8,1.179964344416346
1191,65,1.2486212921461888
1947,44,1.007336011555578
2857,51,1.1604747569986753
809,44,1.1693443217580872
1288,44,1.01667172721188
3154,53,1.099840261042118
4477,6,0.8966402879783085
5142,51,0.904398411778467
5499,51,1.147071121526616
1748,63,1.1223200072667427
2280,8,1.0094313802463668
5557,6,1.0945845762533801
75,6,1.1596765305314745
1587,17,1.0267843146409308
1830,44,0.8577763789466449
4288,62,1.174012812519712
3974,62,1.0514576488307543
167,62,1.0559227618921017
4257,63,0.9167865559990916
1346,63,1.1092189278985773
1383,50,1.182601023465395
3202,63,1.0208000890644533
3291,58,1.140815329338823
2161,63,0.9358955334339824
1272,29,1.0523393736886126
1549,17,1.1938639410904475
2225,45,1.2567976900775517
3194,50,0.9926601509962764
901,8,0.8874159432681543
95,51,1.0504162863695197
3226,44,1.1223339725817953
4238,53,1.1354403703340463
1643,17,1.1309277600209628
696,16,1.0128728169282633
3826,63,1.0708807182631321
5561,6,1.0726262820618493
1116,2,1.020591925896172
669,53,1.1179029260362898
2903,50,1.167769099452666
3360,63,1.1415374595671892
462,16,0.8651303185948304
5692,2,1.094230240743075
1858,63,1.0137442092278175
574,16,1.2528379673936538
4867,6,0.9521054484482322
2066,16,1.01521152667036
211,53,1.0165907463857107
633,63,1.1370890699326992
1131,6,1.1042978124959129
5301,44,1.1258288257356202
5592,53,1.1556275455015046
1747,17,1.1646917100463594
1421,44,1.2072546668350697
3650,51,1.1060351053518909
1147,50,1.0995749979296565
3423,63,1.1607558125896114
4161,44,1.1805487775376864
1906,6,0.9511387741991452
3961,44,0.8650147184463484
3821,63,1.0333810653537512
1946,10,1.166517102558698
4991,46,1.138771207470979
3467,53,0.9110469232712474
926,46,0.9195492508754667
244,10,1.0340927722198623
492,63,1.1167285197547503
2074,44,0.9504077523348055
3824,62,0.9325070812233857
104,20,1.078553177183494
4320,44,1.0922384474958693
3621,44,1.2148384260279792
2005,17,0.9760110699363784
411,17,0.9451775284750121
1246,53,1.2305419657911574
296,44,1.0646016557833977
1170,53,1.0753261856734753
4619,17,0.8831518017021673
1939,10,1.104253061780972
3805,44,1.0731187196714538
4039,46,1.0216242713587624
1252,6,1.1111901285392898
1956,17,1.0852884549115385
1791,51,1.0435333651091372
2133,17,1.0649221542158298
3975,23,1.272385127310242
3569,6,1.2450475442622388
4015,53,0.9559637387948376
2996,34,1.0194165983370371
1362,8,0.9248858317732811
4303,17,0.9485231417098215
4347,39,1.1673629262617655
2179,44,1.1019940365638052
2011,63,1.1723796101287007
1770,63,1.0221640233482634
1465,44,1.0667096371097224
3114,10,1.190483654184001
5425,17,0.9982510036123651
1303,17,1.1120889676468713
637,51,1.2036825399845839
2501,16,1.0839652951274599
2836,50,1.171102705278567
3757,44,1.0459378172776528
2012,46,1.1841875846896852
5150,53,1.230672136215227
2021,8,0.9971866618309703
1665,2,1.0613287689962558
2241,17,1.1363322830625944
5305,63,0.9683787075004407
3132,63,1.1008233853748866
1956,53,1.0900414633963789
737,16,0.9923876878539366
372,6,1.1068620016532285
4288,45,1.223650788622243
1366,44,1.0768009239608156
2538,63,0.8596035693106907
3114,2,1.1926210341709
2012,44,1.1695795418428523
490,8,1.0464283297104495
4280,50,1.0554460191300936
4513,50,1.1660306570785386
1807,53,0.9504055247775146
1652,34,1.2457154824265413
5476,10,1.0822140803294522
2372,17,1.0813503770955972
2393,44,1.042185453564993
434,51,1.1391403989068098
717,46,0.9460173472762108
4873,50,0.8561986972178731
1930,44,0.9449092450418642
644,34,1.1067791623728616
1787,63,1.026221551483364
3974,44,1.035885023219245
2850,44,1.0490348626460348
5176,51,1.1254268999078445
4481,56,0.8961009518908603
2384,8,1.1650862427694457
5037,50,1.1705909299531154
1095,46,1.0049662587365933
4635,50,1.0645277265991484
314,53,1.0329075141676836
193,51,0.9828965685197285
2564,17,1.2577433192304202
178,51,1.1742486240608352
29,6,1.0956199648124831
5358,63,1.104665670676955
5586,51,1.1642731193985258
1666,31,1.1902493187891585
2354,2,1.029180821596778
666,50,1.2425505419128708
622,17,1.2540921749813216
3875,6,1.1902041415617401
552,50,0.9971942124622208
3027,62,1.0273403650415796
4722,16,0.9701748197632176
2457,63,1.0792969594310438
2310,50,1.0511342486632722
497,17,0.958866285426276
3035,44,1.0333260633051395
1445,44,1.2871768091406142
2752,17,1.0492097362875938
5466,46,1.0036775948745864
2335,63,1.1471227878438575
2159,44,0.9296054132282734
3665,8,0.9100469756605369
2566,50,0.9073795962280461
4954,62,1.0340384332064008
771,10,0.9785748772057039
2791,44,1.1104177055614335
2919,50,1.1610163894615002
5348,63,0.9987667357282979
2125,44,0.9391319815601621
3038,53,1.1366854818271739
3099,50,1.1957068678789906
2316,0,1.0222078319638968
2823,50,1.0600204191037588
3639,63,1.0607813144368785
1634,63,1.1025602221488953
23,44,1.011658206049885
3576,6,0.7878268318516868
3546,44,1.164724069514445
1683,44,1.2206429498536246
2324,63,0.8453135532992226
4672,44,1.050385597827179
1131,46,1.0968412697049124
2845,50,1.0668392263885056
3192,44,1.0183215653523803
1473,63,1.052318203662123
531,51,1.165009890150811
4511,17,1.1606827484709876
1992,44,1.1449776531330176
2092,44,1.197261539021773
5458,6,1.0470987281629018
863,53,1.083575789018401
1475,17,1.1747641041874886
911,63,1.0534395362649644
2580,44,0.9140013200896127
4722,17,0.9576706125267914
2813,63,1.1075364564146315
1570,44,1.003184799104929
4661,46,1.0514488284076964
2524,63,1.0374477175729615
4823,50,0.8951129966548511
475,63,0.9596884048410824
2076,50,1.0868823059967585
3722,50,1.0067939690447278
3762,31,0.8827847917564213
1750,53,1.0453084856271744
3591,51,1.1863832931433405
5466,63,0.9893643611243793
3399,46,1.0631599176142896
3993,16,1.1069257791553224
1188,2,1.1397786034005029
4026,63,0.948173498934401
3060,44,0.8417312612873502
2875,51,0.988825968333653
1507,17,1.1819371804594994
5676,6,1.0311933936817306
62,8,1.0047770381372954
2842,51,0.996963477427406
4458,46,1.1033343292240585
1979,2,1.0232169239648752
2417,51,1.123323988701616
2275,51,1.0525286016719682
4296,10,1.1989035808614321
2331,62,0.9313139298132488
3416,44,1.155260563828051
3710,16,1.0142180557761873
