ConsigneePanjivaID,ShipmentDestination,dist
2357,115,0.9436216498059886
1477,17,1.1713020599314146
1692,83,0.896075088863394
1329,9,0.9613719752856663
2287,116,1.0014585921806949
2225,21,0.9476466748331275
2562,100,1.0662154871970415
1355,83,0.8687170445919037
2409,81,1.1191139175955738
5658,54,0.9437317384581547
2134,88,0.9074050816042083
5675,25,1.0132866935538394
1728,21,0.9505785618509565
4679,83,0.9843259400555066
272,92,0.8790252403622227
3394,83,0.8869171334164483
2812,113,0.9991005534040076
2963,81,1.0090234251692891
1619,116,1.0137000042013824
685,83,0.978582537067788
409,89,0.9794334524444172
5658,21,0.8901125990918705
5782,17,0.8940841723233461
1762,23,1.0642769326056754
183,81,0.9486807877463954
107,35,0.8474789192633969
2774,116,1.0116987419979913
3437,116,1.0175039124275957
4466,116,1.1116231379232235
1491,17,0.9956562859671456
5782,23,0.921095766858863
5422,9,1.00452261458018
1957,4,0.9143361481172698
5782,83,0.9008577350926187
2651,81,0.9136989087398563
1484,81,0.8987862587507282
2852,89,0.8781673627506409
1837,9,0.9103162895355906
132,81,0.9493586527449744
409,59,0.9419813930123512
4080,23,0.9646868785577161
2436,17,0.9417055792042187
3431,81,0.8794449581099408
3591,25,0.9530481166771746
409,116,0.9775662884847927
936,81,0.9064048036400761
3994,116,1.0172509758600168
1511,116,0.9531775830047471
1157,92,0.9567367977994893
1541,58,1.0717380583020193
3371,92,0.9460998965161187
3264,88,0.9258838112332991
2335,0,0.896875584830663
1802,21,0.8894585591873952
4080,89,0.9486058471458299
2982,81,1.0190602115222387
4679,36,0.9858916029334068
2471,23,0.8594463629914182
1331,97,0.8414587133697101
1145,17,0.9731673289622579
5068,50,1.0149398573807307
5782,89,0.906645013684673
1899,36,0.8822162926995328
3731,89,0.8248534212554139
3770,116,1.0441459436302207
1901,89,0.8655633074896676
1145,116,0.9812883223806109
1265,17,1.0153996784772192
3098,81,0.8466607417379107
2850,88,0.8601105718075165
3365,81,0.9501928511474814
