ShipmentDestination,ShipmentOrigin,dist
81,81,1.2976539092404502
115,14,1.248838764748403
83,109,1.275135270186833
81,18,1.2596863039902277
92,100,1.286473878792354
63,22,1.2990243977734022
81,40,1.2673987043755395
4,80,1.256718706871782
89,64,1.2481607012450695
83,55,1.2385588511824608
83,47,1.2532130075352532
115,20,1.2703605421951838
23,27,1.2888854326946395
116,50,1.264366827905178
116,62,1.2906848511525564
59,70,1.2879870682954788
36,28,1.2808601121817316
116,31,1.2862208719764436
89,109,1.2758004814386368
83,14,1.2470053040555544
17,47,1.2600687838026456
4,47,1.2573683724871703
83,50,1.2483361214399338
36,52,1.3128596671989985
89,47,1.2539962801550115
12,51,1.2949610916631562
89,39,1.2729837074875832
63,50,1.2668151163629122
105,44,1.297064529997962
54,62,1.2878277163420404
115,83,1.2885741027338165
81,60,1.2831372448376246
23,60,1.283157012292317
83,18,1.2458169577377183
88,20,1.2752870001963206
113,64,1.257766846035208
81,51,1.2623744777270727
21,16,1.2903713285923004
63,12,1.2814423612185888
36,40,1.2587505451270513
41,61,1.2892603538930416
92,47,1.26096288221223
0,27,1.291734876377242
0,4,1.2790364452770777
115,99,1.274667039513588
21,20,1.2737924690757478
23,14,1.259902189884867
99,21,1.2720606688942229
60,21,1.2785173580050468
85,21,1.2976866196841002
109,21,1.2763893151921886
12,21,1.300686038964029
88,14,1.253633371421269
4,83,1.289320279444967
92,101,1.2567894704074465
59,46,1.2777182587555476
41,9,1.306901256952967
88,55,1.2444343311446053
83,37,1.2773586841566222
83,62,1.2765191218682699
104,47,1.2795131504535675
41,83,1.2916150289986814
17,83,1.2922839085970605
85,20,1.3077503847224372
115,101,1.251146460218089
23,71,1.278367039348398
116,99,1.2883629740348883
36,93,1.2994208740336555
88,102,1.2902117579111032
15,1,1.2890905908175878
104,62,1.282025617148195
36,10,1.2771816062075751
23,55,1.251086128609521
35,20,1.2685741494808878
35,51,1.250087643308299
59,51,1.2517516879098756
54,40,1.2844469781432832
59,37,1.2785230151244573
9,50,1.2486515385763985
115,50,1.2506067007780075
116,78,1.2935084051319532
35,64,1.246864065527916
17,51,1.2562777905591898
50,51,1.2719455638102122
121,47,1.2649971890662397
23,96,1.2764571937067168
25,4,1.274146665419851
81,64,1.2603091411292553
36,102,1.28764381898301
52,47,1.310725593141147
59,40,1.2589335909911565
99,109,1.289534860423633
72,18,1.2923442189182555
23,47,1.263021893799305
113,80,1.2580722410764014
54,47,1.2851749929998602
88,60,1.2786938484225954
4,81,1.2911704608372279
36,109,1.278976559638977
23,80,1.2627893260547094
4,92,1.2912797438246864
4,37,1.2848329373768397
82,101,1.2760376781225204
14,14,1.2718576325901918
113,47,1.264992994921548
63,96,1.272068967776639
116,23,1.289302061711039
116,20,1.2846054860523768
25,47,1.2636757865548134
17,55,1.2468788464154517
41,44,1.2897649609616824
113,101,1.2601060013153724
112,83,1.3059198441249984
92,14,1.2538659093635423
36,51,1.2548325945224081
4,70,1.2925452951874052
60,27,1.2658164905650275
59,50,1.2509096232908112
50,14,1.2718699680907386
99,66,1.2738457449844904
25,101,1.2586109640875034
104,80,1.268556113754
113,51,1.2632546286497797
41,3,1.2926051406455892
81,14,1.2596199831792287
82,50,1.2678581955177444
83,79,1.2753156029752322
107,21,1.3066511388335909
51,21,1.259677966857063
81,101,1.2603357518091798
32,21,1.2840188366161394
112,21,1.3073831152703081
103,21,1.3114249514681953
54,112,1.2775425501167774
105,21,1.3010007566107171
17,60,1.2788871973752975
81,109,1.286668704024383
17,80,1.2578005982296807
17,23,1.2819707883255822
81,70,1.2990150451660156
92,20,1.2760594678776604
21,10,1.2717915773391724
116,95,1.2939234748482704
36,77,1.3067130084548677
35,37,1.2747876814433508
21,28,1.2796235446419035
17,71,1.2762592019779342
97,109,1.2978662603667803
17,20,1.2761839117322649
115,71,1.2728342956730299
23,102,1.2898376791604929
105,14,1.294210419590984
4,109,1.279574457023825
82,51,1.2734754553862981
17,50,1.2533736058643885
89,51,1.250854101564203
23,12,1.2820293243442262
4,40,1.26124863752297
4,14,1.250775648014886
78,112,1.2867552417197399
85,47,1.3003793353480952
25,109,1.2858706776584898
83,40,1.25517914550645
115,27,1.2834632737295968
41,14,1.2688978857227735
81,90,1.2842408333505904
9,19,1.2815067491361074
23,70,1.2979223281145096
65,21,1.308126975050462
21,51,1.2586948371359281
36,100,1.2874137567622321
78,64,1.283678637817502
83,108,1.2846012711524963
89,62,1.2744217440485954
78,108,1.3164643166320664
89,55,1.2406317123344965
44,109,1.329038726431983
92,28,1.2826297879219055
63,20,1.2786174906151635
21,37,1.2822708019188471
23,52,1.3137463788901056
75,40,1.3137595294309514
116,44,1.2976258961217744
81,59,1.2952328292386872
81,92,1.2966128108756882
59,62,1.2765084451862745
97,112,1.2692324253065246
116,14,1.2639434337615967
78,28,1.2971527633656348
82,44,1.2873630970716476
92,96,1.2744236716202326
21,33,1.2871175216776984
25,40,1.26764465123415
82,47,1.2813979908823967
83,44,1.2830824106931686
36,44,1.288628268454756
99,14,1.2601322691355432
21,55,1.245909863284656
109,47,1.2776139921375684
104,51,1.274168579706124
11,21,1.2819650642839926
28,55,1.3193135474409377
115,78,1.283424365733351
109,81,1.2856748050877027
78,60,1.2977449215416397
59,109,1.275789095887116
59,72,1.3017948844603129
92,84,1.2858257751379694
17,84,1.285732738673687
105,47,1.3033642846026592
99,20,1.2776118942669459
89,71,1.2687079438141413
116,89,1.304845165993486
116,37,1.2944404685071536
92,62,1.2811562014477593
41,71,1.2808578312397003
35,30,1.2776629137141364
89,101,1.2484472986044628
35,55,1.2364842700106757
92,37,1.2844288178852625
41,31,1.284169428050518
36,81,1.2912174559065275
17,79,1.2798654053892409
81,95,1.289884393768651
115,4,1.269697619335992
63,40,1.2723514011928014
110,47,1.341262704559735
97,47,1.278275033192975
92,50,1.2533422431775503
36,27,1.288143776357174
59,31,1.2728947443621499
97,50,1.26896134018898
78,55,1.2816623003621186
8,101,1.2934676233146871
90,51,1.2987585248691695
76,57,1.3096799956900733
117,62,1.3017085556473051
11,52,1.3010227158665657
36,11,1.300848700106144
4,60,1.276749231985637
65,112,1.2868030669965915
97,51,1.273911491036415
54,50,1.2746964246034622
50,96,1.2828285076788493
39,112,1.2743166142276354
4,51,1.255282929965428
88,51,1.2560863963195257
50,23,1.2905204445123672
12,62,1.2868343144655228
58,108,1.298512612070356
36,18,1.253052867949009
63,14,1.2608350536652975
100,101,1.2664243331445115
99,112,1.265361502234425
0,83,1.2902801345501627
39,57,1.2725249092493738
115,60,1.2754885362727302
11,47,1.2830055387956756
88,101,1.2542284518214208
107,112,1.28497234565605
75,108,1.3255771909441267
75,70,1.313289409769433
17,108,1.2917700931429863
17,81,1.2927312180399895
59,59,1.2882796483380454
17,27,1.2881133439285415
82,20,1.2826368446860994
17,70,1.2932730402265276
88,110,1.3016494512557983
45,21,1.2776627513979162
4,102,1.2885601690837316
23,92,1.2946584639804704
0,14,1.2759341203740664
21,22,1.2939331457018852
35,50,1.2451673331005233
113,50,1.254051046712058
82,14,1.2630235467638289
82,33,1.2855665077056204
60,50,1.2650457993149757
83,95,1.280427900808198
89,50,1.2489008669342314
85,51,1.292908504073109
116,55,1.2558403249297823
77,109,1.3423445315233298
4,36,1.2965812214783259
51,64,1.2502230674560582
4,34,1.292969096984182
35,28,1.2734580753105027
81,79,1.2862585123096193
11,112,1.2730844366763319
4,84,1.282154421721186
23,20,1.2809038449610983
116,108,1.3017224962157863
73,66,1.2912997967962707
116,109,1.2927975952625275
99,30,1.2741324539695467
115,96,1.2662634232214518
121,10,1.266441024839878
59,106,1.2852830333369119
115,40,1.2563339588897569
21,50,1.2501167101519448
70,21,1.2861458291964871
88,81,1.2933271867888314
36,70,1.290322767836707
36,17,1.2854185572692327
116,70,1.302299721964768
23,28,1.286735967866012
82,64,1.2675850774560655
17,96,1.2745446498904909
92,102,1.290192952113492
17,92,1.291771643928119
81,83,1.2980301518525397
104,50,1.2705554472548621
116,84,1.294559570029378
36,45,1.2972006659422601
21,1,1.2985758525984628
25,62,1.2770374906914574
92,79,1.2819008348243577
23,108,1.2962043274726187
82,112,1.2692645649824823
115,33,1.2889767278517996
103,55,1.2968421043562037
35,70,1.284334923539843
82,40,1.2778347432613373
82,37,1.298321511064257
35,101,1.246887903926628
71,14,1.3287904102887427
100,50,1.2618191348654884
36,107,1.3035576109375273
4,31,1.274933540395328
36,80,1.2565737036722047
35,78,1.2789592540689878
112,109,1.3198451016630446
78,50,1.2863256029252494
115,37,1.2778336906007357
63,109,1.2858491305794035
41,78,1.2900789326855115
21,31,1.2718003754104887
36,4,1.2758730415787016
115,66,1.277874160025801
32,109,1.305734304977315
83,48,1.2805653608271055
46,31,1.285769209265709
23,75,1.298815776194845
36,1,1.3033420251948493
113,95,1.283600889146328
81,50,1.260131339941706
59,33,1.2852981920753206
4,97,1.2935265047209603
21,23,1.2761812348450934
63,37,1.2929555528930254
59,102,1.2874506105269705
115,62,1.279207514865058
41,99,1.2851702134524072
121,64,1.2528716123529844
115,47,1.2554710863956384
17,34,1.2939227127603121
117,96,1.309625276497432
115,28,1.274989692228181
83,100,1.2824050869260515
60,96,1.272424581859793
51,85,1.261610675070967
81,84,1.2904237008520536
11,96,1.2785357465701443
36,97,1.2965431596551622
99,101,1.2702427371405065
41,15,1.3035417582307542
97,64,1.2675646075180598
0,37,1.3086183587355273
23,4,1.275646070284503
11,55,1.2679451028151172
97,95,1.291188353938716
78,96,1.296066479491336
89,20,1.2694859515343393
88,44,1.2884685109768594
60,101,1.272634360540126
115,52,1.3073639199137688
11,28,1.282206077660833
21,101,1.2562098137901299
63,88,1.2923581871603216
92,60,1.2787728139332362
92,72,1.3047101103833743
52,95,1.2971163493181979
45,112,1.26615354471973
9,102,1.2815766323890005
21,96,1.268221691250801
17,10,1.2786437975508826
39,101,1.2757866073931967
58,101,1.2777147170688425
115,92,1.2891771122813225
39,21,1.2872818942165136
113,62,1.2760236380355698
116,40,1.2718496982540404
63,66,1.281306192278862
92,93,1.2969910906893867
83,71,1.268064636204924
116,100,1.2965039515069552
102,14,1.3275567516684532
21,66,1.2736251567091261
75,31,1.2876617554575205
88,99,1.2807996783937727
115,64,1.2497044115194254
21,57,1.2810673117637634
83,57,1.2764971713934625
109,112,1.2678662895091943
115,55,1.240389964410237
36,78,1.2860930327858244
22,50,1.3164856268891267
109,101,1.2713205093251807
50,55,1.2600409058587891
97,20,1.2883672937750816
8,47,1.2981342460427965
21,100,1.2819776024137224
92,113,1.2922761152897562
70,47,1.2839271639074599
89,40,1.2583198845386505
54,101,1.2784967023347105
109,70,1.2941529037696975
32,101,1.2799489005369
115,79,1.2736049241253309
108,55,1.3333618651543344
14,21,1.2801339972232069
87,95,1.3134861130799567
121,108,1.289325730076858
88,10,1.2795039926256453
116,28,1.2922354361840658
99,1,1.2987507592354501
83,87,1.2938435950449534
32,47,1.2859359378261226
83,70,1.2869767887251717
121,112,1.2534357053892953
23,62,1.2833529540470667
52,50,1.2938765188945192
23,95,1.2868431455322675
60,47,1.277525704886232
23,50,1.2570278037871634
35,40,1.2526467612811498
99,18,1.2637236107672964
32,51,1.282280689903668
85,101,1.2930681241144026
78,52,1.3163326877568449
116,97,1.3029307307941573
81,65,1.3138095821653093
109,65,1.2914309608084815
23,81,1.2962253125650542
36,79,1.2795504289014
58,62,1.2835745670433556
99,51,1.2691754177212715
99,47,1.2761722792472159
41,20,1.285956518990653
4,96,1.2711201182433538
59,7,1.3042201378515788
109,51,1.2723846935800143
100,64,1.2650700738387448
59,22,1.292755629335131
115,95,1.2827232469405447
103,65,1.311752509591835
83,81,1.286652107323919
104,64,1.2691386038703578
12,112,1.286864761263132
70,55,1.2733568043581076
36,82,1.3058747691767556
92,2,1.2931329160928726
28,21,1.3332450517586298
60,62,1.2698483083929335
81,85,1.3007795384952001
4,105,1.2962831109762192
92,71,1.2768362696681703
82,78,1.286440654524735
63,78,1.2874863424471445
41,84,1.29699394830303
82,4,1.2788265634860312
97,101,1.273682092017095
89,100,1.2832979783415794
36,96,1.269756100007466
99,74,1.2881634309887886
17,74,1.289672773863588
17,44,1.2901844935757774
58,22,1.2920800160583374
9,104,1.280757989202227
35,108,1.2815141475626401
81,52,1.315846640084471
52,3,1.2731206599356872
32,14,1.2784068488648959
17,82,1.3026652921523367
85,112,1.2923391019659383
9,95,1.277117520570755
25,44,1.2838990411588125
104,31,1.2823385745286942
100,90,1.280893964426858
89,79,1.2755202778748103
116,7,1.3146499310220991
45,40,1.2773348540067673
23,48,1.2858610323497228
63,21,1.2707936628056424
121,18,1.2530873524291175
92,59,1.2901972968663489
41,112,1.277944310435227
112,51,1.2994290771228927
105,22,1.302352351801736
58,44,1.2886119005935532
57,75,1.2832774354943208
82,104,1.294832827789443
41,101,1.2804227234529597
78,51,1.2874400150030851
81,3,1.2952418306044169
23,10,1.281045404928071
0,2,1.2743714707238334
58,52,1.299907480499574
115,1,1.3005180614335197
22,21,1.3416462242603302
81,32,1.3001975055251802
63,46,1.281890478517328
60,102,1.285159305270229
11,101,1.2765856159052678
6,14,1.3178157689315932
89,57,1.2774218757237707
32,85,1.294193474309785
112,95,1.3217351638845034
85,57,1.3081887300525392
51,112,1.2531120560930245
9,27,1.2766721823385783
41,51,1.2793803454509802
83,65,1.3039280596588338
36,7,1.3071136879069465
36,66,1.2804022984845298
36,98,1.3040291656340872
88,109,1.2803505116275378
82,83,1.2905246636697225
52,21,1.3117690235376358
88,28,1.2855088348899568
41,27,1.2903030610510282
23,57,1.2821329534053802
11,66,1.2834688478282519
4,108,1.2889265843800135
21,59,1.2859308187450682
8,85,1.2654249242373876
36,60,1.2780943363904953
58,14,1.27687939788614
21,78,1.2806345309529985
0,64,1.279578525040831
81,96,1.2781133981687682
22,51,1.3267684025423867
8,64,1.2843518097485815
83,3,1.2870250386851174
17,31,1.2790465631655283
21,83,1.2874611456479346
4,100,1.286146696124758
81,108,1.2975640169211797
99,44,1.282353047813688
92,108,1.290537528693676
105,51,1.289355788912092
60,55,1.268437550802316
0,61,1.272914130772863
83,22,1.2928863444498606
58,109,1.2997312072132314
117,21,1.3313730917870998
88,108,1.2926893984632832
81,89,1.301093918936593
23,83,1.2956476951284068
112,112,1.2952932864427567
35,33,1.284735071871962
41,102,1.3072223226938928
45,64,1.2652807171855653
57,55,1.3325167042868478
51,47,1.2611796685627528
92,40,1.262376259480204
63,28,1.287931667374713
36,94,1.3030337999973978
51,62,1.2608970233372279
85,64,1.28777072259358
59,74,1.2859109129224504
11,62,1.2826394768697875
116,22,1.3056266201393945
103,95,1.3138158079236746
116,11,1.3073947073093481
78,80,1.278628341055342
59,66,1.2737403086253576
41,81,1.2980496558759893
42,113,1.2916263949924283
88,40,1.2639048951012748
17,37,1.2854194992354937
97,102,1.2979898229241371
88,79,1.2813324225800378
0,60,1.2830517228160585
41,92,1.2924818444464887
116,10,1.2856888324022293
109,50,1.2652990285839354
4,90,1.280674276607377
109,37,1.2958456267203604
23,99,1.2822556437126227
105,18,1.2914060944957393
32,112,1.2780457804245609
59,101,1.2506779300581132
21,34,1.2866638494389397
115,108,1.285787671804428
21,44,1.2835237692509378
24,21,1.3109423656548773
21,97,1.2891848321471895
21,62,1.2800874284335546
81,78,1.2906607261725835
36,83,1.2936743316905839
92,33,1.2926282403724534
88,70,1.2949813870447022
116,79,1.2894848452082701
59,14,1.2493661003453391
72,109,1.3316838900957788
63,17,1.2861579374543257
7,21,1.3480140992573328
0,47,1.296800405319248
113,14,1.261003030197961
50,90,1.2883965415613992
21,4,1.27093782382352
6,50,1.3052719277994973
100,51,1.266246076141085
47,14,1.3262453856212753
0,95,1.3021016780819212
25,37,1.2883212491869926
54,55,1.274400219321251
105,79,1.3070661558636598
60,40,1.270916434270995
83,77,1.300511394228254
83,66,1.2756761120898383
90,64,1.2869596295058727
92,110,1.3003299491746085
17,99,1.280227678162711
58,10,1.2760034576058388
17,95,1.2873063459992409
21,3,1.2873638517090253
41,28,1.2899404583232743
83,110,1.2972434918795313
116,83,1.3027125176574503
88,97,1.295710715864386
115,100,1.2845903996910368
82,62,1.2863759696483612
103,40,1.3008761275559664
76,18,1.311059198741402
104,65,1.3012122889714581
21,27,1.2853232377341814
112,64,1.2942679822444916
98,21,1.321755370923451
41,77,1.3058412873319216
88,27,1.290044634469918
45,62,1.2698250689676829
36,23,1.2825854101351328
63,70,1.2980793395212717
36,9,1.3115802300827843
115,109,1.2773835169417518
23,90,1.280885940151555
103,50,1.2947515141983916
58,55,1.2709454306002175
8,51,1.294575525181634
39,64,1.2716103483523642
21,109,1.2803975641727448
92,4,1.2766905341829573
4,27,1.28655387035438
12,50,1.2892518011587006
50,83,1.3029681657041823
80,14,1.3357696032949857
112,47,1.3128679527768068
23,65,1.309620840208871
64,101,1.3381443289773804
17,4,1.2777603077036994
56,21,1.3602611039366042
23,84,1.2893017753958702
59,103,1.2916287375347955
58,57,1.2867602591535874
113,109,1.288381957582065
70,101,1.278891461668536
70,51,1.2751852508102144
82,55,1.2651266295995032
21,70,1.2883167053971971
50,47,1.2766834742256574
45,47,1.2782474947827203
31,95,1.316191597708634
82,66,1.2784580630915505
51,101,1.2521320773022515
115,102,1.2862290324909347
35,96,1.2634287955505508
115,44,1.2853098543626922
88,84,1.2875323367438145
115,77,1.3019436480743545
116,60,1.2876945670161928
11,34,1.2838742871369635
92,81,1.292548883174147
4,71,1.2788493729063444
100,40,1.2716475874185562
20,55,1.332908226975373
58,90,1.2787158074289826
17,48,1.284973497901644
105,40,1.3001712592584747
21,60,1.2742179653474264
14,1,1.271503172814846
35,74,1.2824657027210509
82,46,1.2750138619116373
19,101,1.3440762513450213
4,82,1.3023536247866494
41,52,1.3106559216976166
52,64,1.293916932706322
17,109,1.2844347389681
92,105,1.2971088705318314
11,40,1.275148687085935
121,70,1.2873120531439781
89,11,1.2932176190827573
85,55,1.2880403995513916
81,35,1.3049631065555982
45,109,1.2990362090723855
100,95,1.2908801149044717
35,59,1.2831743881106377
81,113,1.2958502588527543
29,37,1.3334374193634306
113,40,1.2690886642251695
36,31,1.2788227221795492
92,65,1.3093718130673682
116,90,1.2874964230826922
108,50,1.3259401342698507
17,57,1.2817012752805437
99,96,1.2730801914419447
50,92,1.300845205783844
88,43,1.3020746324743544
99,31,1.2704413405486517
17,110,1.3010793722101621
121,79,1.2693465697978223
81,28,1.2888897157141141
121,17,1.251991083579404
82,109,1.294369017439229
105,62,1.2956934092300278
116,61,1.2966107800602913
21,77,1.2990132144519262
54,95,1.2983026472585542
88,78,1.2870873478906495
109,83,1.2856525076287133
25,114,1.2937352423157011
23,37,1.2897494531103544
88,92,1.2944128076945032
50,4,1.286289061818804
105,96,1.2966198697686195
59,81,1.2867989327226366
23,79,1.2802506536245346
39,51,1.2815398488725935
9,109,1.2809775908078467
11,30,1.2765606423573834
88,11,1.3006079018648182
107,80,1.2644633863653456
81,10,1.2825873302561897
89,78,1.2815796551959855
4,44,1.2874055398362023
92,23,1.2810335020933832
99,62,1.281747855246067
92,95,1.289290372814451
116,30,1.2924726147736822
92,68,1.3028684694852148
4,4,1.27631804559912
52,101,1.3016741738787718
8,109,1.3123505959021193
116,24,1.3018908819981985
88,62,1.2800448622022356
4,48,1.2844181678124837
105,112,1.2913220939891679
121,50,1.2584486050265176
27,51,1.3372460805944033
103,79,1.3033410140446253
113,99,1.2787760304553168
9,90,1.2688635353531157
59,60,1.2751305656773704
82,1,1.2983808262007577
118,50,1.3224072658589907
116,52,1.3191869365317481
32,31,1.2870613932609558
103,57,1.3017630927663828
4,59,1.2893792412110738
4,0,1.2970241691384996
11,14,1.2772226189928395
103,28,1.3029062026845557
17,9,1.3101624505860465
36,33,1.2935022903340203
17,53,1.304547915501254
17,75,1.298656617956502
11,64,1.271838745900563
88,25,1.3015898263880186
59,57,1.2776433655193873
104,37,1.2989845536649227
65,64,1.288381748433624
8,112,1.2861041212870208
103,80,1.2831473350524902
65,101,1.3014126209808248
87,40,1.3157902232238226
99,114,1.290214513029371
28,47,1.3279486649802752
104,14,1.2741961580302035
106,21,1.3418543977396828
17,100,1.288013375231198
35,60,1.2715588680335455
25,79,1.28232364995139
29,95,1.3118975135896886
35,62,1.2737602825675691
36,48,1.286259031721524
78,62,1.2957585134676524
25,102,1.2896447341356958
4,95,1.2850870777453696
49,18,1.3138173328978675
55,18,1.3187530136534147
59,80,1.2569490373134613
115,34,1.2909977925675256
81,58,1.3015087598136492
58,64,1.2731520816949862
81,31,1.282605869429452
19,47,1.351683426116194
28,57,1.2946856833462204
17,28,1.2831737133009093
4,10,1.2772555372544698
85,50,1.2944105022719927
100,47,1.2702734470367432
12,101,1.2957206609592373
89,90,1.2746577773775374
121,25,1.2686835931880134
6,21,1.3349428411040987
5,21,1.3489998621600015
17,33,1.2931537649461202
41,70,1.3013855506266867
21,75,1.293571877692427
22,78,1.2959148080886476
21,108,1.2872701904603414
115,10,1.2728554095540727
105,64,1.2895528578332491
109,62,1.2737964891961642
36,41,1.302698940038681
21,15,1.2996120005846024
23,87,1.299806293632303
108,109,1.3478347499455725
17,54,1.3012621562395776
115,45,1.2945165836385317
25,18,1.2586479910782404
11,95,1.2969304392380374
99,42,1.2889460186873163
65,50,1.2924500416432108
0,32,1.2815436178020068
15,21,1.3388821056910925
51,4,1.2536702422159058
83,113,1.286809280514717
59,23,1.2789584419557027
0,108,1.3076482840946742
121,109,1.290907049285514
83,36,1.2918360765491212
59,108,1.2873712554574013
88,23,1.2820248465452875
47,66,1.290599680705262
88,50,1.2535918663655008
12,34,1.289189645222255
35,36,1.2891224037323679
36,57,1.2795535208923476
45,95,1.285004905291966
112,14,1.29789870764528
17,41,1.3023303811039244
10,57,1.3010187979255403
85,4,1.297394403389522
24,55,1.2968198518667902
70,79,1.2776872962713242
50,28,1.2937389463186264
50,62,1.293997653893062
100,14,1.2663618964808327
14,47,1.278836237532752
82,100,1.2880681944744927
84,34,1.2684514408132859
25,108,1.2929077510322844
113,104,1.2845139758927482
36,92,1.294204712978431
107,40,1.2943397563483034
115,82,1.3001245643411363
29,101,1.325959256717137
23,104,1.2988996825047903
78,70,1.3152040333703294
23,44,1.293807334133557
63,93,1.2993698109473502
41,55,1.269038743206433
23,31,1.2811192039932524
4,65,1.3079605485711778
36,106,1.2887126111558505
59,20,1.2703006267547607
17,65,1.3087569613541876
54,79,1.2942982390522957
57,101,1.3395342188222068
107,50,1.2803868704608508
92,32,1.2960172189133508
93,24,1.2612191485906286
51,96,1.2614533475467138
35,80,1.2503747237580163
12,27,1.2928791322878428
109,80,1.2596571881856238
21,61,1.2828748662556921
9,79,1.273749763412135
104,20,1.29059116010155
88,37,1.285025916993618
4,106,1.2889959407704217
35,109,1.2743497075779098
81,102,1.2948319677795683
40,64,1.3167716733046941
104,55,1.2648921353476388
103,51,1.3057082726487093
63,4,1.279159036065851
81,37,1.2894397910152162
39,95,1.2773146043930734
35,99,1.271252614046846
87,109,1.3351566355143274
92,7,1.306400855737073
17,7,1.3067790642380714
