Carrier,PortOfLading,dist
40,246,0.7792259843221733
542,243,0.7934969017681267
445,113,0.7681762390005004
26,148,0.9246468011156789
136,141,0.7970724595444543
187,42,0.7394131523157869
233,130,0.7655715601784843
542,127,0.7727145560617957
368,221,0.7914670119062066
395,113,0.769697671223964
4,181,0.8436472415924072
456,127,0.7515861860343388
368,243,0.78118832302945
253,114,0.796121454664639
296,136,0.8075849918116417
187,132,0.8598207480141095
208,166,0.806636940887464
368,138,0.8426798071180072
497,42,0.7804466323660952
578,113,0.7612242693347591
469,136,0.743694117558854
368,127,0.7626988886456404
483,141,0.8359575505102319
253,221,0.8183149312223706
412,246,0.9520934495542731
456,113,0.7691859390054431
477,94,0.7655641952795642
413,221,0.7984340808221272
48,9,0.831211337021419
438,246,0.8850542695394584
253,244,0.8115483863013131
233,243,0.8012235025609178
187,114,0.7456631889300687
497,243,0.7960038767861468
586,42,0.7757898813911847
40,125,0.7930470587951797
367,53,0.8650169207581452
247,125,0.7991217747330666
61,126,0.8083160093852452
40,243,0.7809425613709858
142,236,0.8175083302360561
77,166,0.7916944718786648
505,42,0.7627529102776732
511,243,0.7891303109271186
59,25,0.870538840336459
253,246,0.7987454267484801
404,215,0.8199562684499792
158,218,0.784967228770256
253,125,0.8549729718693665
253,243,0.8092005497642926
511,221,0.802936427295208
187,185,0.8276368041655847
512,1,0.8186289864991393
253,230,0.8143470691783088
61,69,0.8592965333456439
447,243,0.9233340019626277
22,230,0.7774426362344197
368,114,0.7670134758310658
452,133,0.8022992610931396
454,182,0.8330203736467021
77,94,0.7680243839110646
321,228,0.8197599994018674
308,243,0.7669464940471309
473,103,0.8407188300043344
245,109,0.7872296688812119
473,237,0.7554480361619166
121,189,0.7728731552405017
447,114,0.9141901076904365
245,44,0.9708208883447307
499,114,0.7976972652333123
336,96,0.8143309892288276
245,237,0.7694385747558304
469,94,0.7483782177524907
336,221,0.7804882317515356
410,246,0.8552654438785144
594,237,0.7998379378446511
59,127,0.7427117919017162
473,211,0.7932779734422054
116,130,0.7543326161269631
445,243,0.7640102190364685
187,244,0.7640281021595001
543,88,0.8286879679986409
236,109,0.8061348904988596
109,243,0.7900796016412122
404,136,0.7679708123739276
331,237,0.7755805591919592
331,152,0.7753829099237919
304,243,0.7878734171390533
336,164,0.885558172794325
406,218,0.8629874736070633
33,64,0.7519824709743261
464,185,0.791913495532104
186,218,0.8818034413935882
590,246,0.7787386096481766
485,113,0.7927799035928079
187,221,0.7678872708763395
304,5,0.7716703457491738
456,125,0.7971280238458088
336,131,0.8871549837557333
33,48,0.7729980535805225
22,113,0.777067343039172
116,202,0.7635319051998002
359,223,0.8371829794985908
247,243,0.7519677449017763
261,188,0.8078076520136425
373,126,0.7813817619213036
233,230,0.8022384228450912
178,169,0.835307812584298
430,152,0.8072765771565693
136,136,0.7824089127991881
59,243,0.7663733863404819
84,94,0.8375594967177936
83,27,0.8398002009572727
86,211,0.7689108353640352
473,53,0.7570955914312175
511,235,0.7706479994314057
541,216,0.7635347060859203
22,235,0.7515896776957172
373,127,0.7398235861744199
336,235,0.7511117281807985
505,235,0.750610653177968
130,218,0.8001247261251722
371,169,0.7694968634418079
244,169,0.7693457550236157
49,235,0.8034216234726566
590,244,0.7917018122971058
173,235,0.8569215315261057
511,90,0.7971999081117767
511,169,0.7855815110462052
373,169,0.755007677046316
375,48,0.8294944294861385
292,169,0.8426169385867459
61,169,0.7896280735731125
336,64,0.7640400393200772
573,218,0.9329731863524232
108,244,0.8086104946477073
304,152,0.7553701507193702
505,218,0.7626872286200523
22,169,0.7688319377068963
492,246,0.8828394673764706
109,20,0.7989490729357515
534,48,0.8309725633423243
398,48,0.8019191016043935
244,114,0.7599588355847767
445,244,0.773344660443919
245,218,0.7860567370163543
117,235,0.9579690521849054
130,48,0.8101230221135276
425,235,0.8115983200924737
375,218,0.8177824563213757
62,114,0.8395382309598582
121,244,0.7826452702283859
61,74,0.793133735124554
564,218,0.9113449615293315
499,218,0.8093494049140385
456,169,0.7664378413132259
210,136,0.8053599796923143
4,136,0.7692122831940651
446,94,0.7732002652649369
203,244,0.924400083720684
552,102,1.0022973061672278
116,53,0.7607876208743879
109,235,0.7701790896909577
532,48,0.7868524608867509
304,237,0.7661103787166732
373,109,0.7676460822778088
455,192,0.884511262178421
245,243,0.7946514346237693
336,243,0.7727661816669362
285,37,0.8157260378024408
244,74,0.7768009885081223
107,244,0.7707218421357018
594,246,0.8086258634658796
236,246,0.7849861990128245
28,237,0.7429739699832031
30,185,0.8319188315487865
373,221,0.7693907748907804
28,231,0.7971659054580543
33,202,0.7763767551098552
121,243,0.7795461309807641
155,191,0.842041689902544
336,202,0.7619367836575422
373,202,0.7591937486348408
244,243,0.7758609269346509
590,129,0.851264267627682
245,208,0.8489784917661122
227,144,0.8555347002111375
22,221,0.7825815632407155
586,246,0.7843444735876152
187,48,0.7600572471107755
22,20,0.7809526489249298
331,109,0.80835461395327
120,114,0.8053171900766236
108,0,0.8331197627953121
511,217,0.9004592566551375
435,141,0.9202395901083946
247,158,0.7860015593469143
116,158,0.8006703785753676
183,218,0.9246459982490965
418,151,0.8476318748933929
505,221,0.7784333797171712
121,42,0.7698127978614399
208,88,0.8025692380366048
187,169,0.7530234690223422
406,169,0.8628078222806964
158,88,0.8027191992316928
308,222,0.7891625527824674
465,158,0.8864802096837333
120,169,0.8097899023975644
49,246,0.8091025959168162
178,113,0.8475558108517102
478,9,0.7883246498448508
368,246,0.7726256264639753
142,230,0.8135236522981099
140,148,0.8349947567496981
149,109,0.8053307671632085
322,177,0.8548941268984761
497,246,0.7847950192434447
594,9,0.843369211868516
413,246,0.7826286554336548
445,219,0.794542829106961
278,126,0.9211619985955102
62,127,0.8328814213829381
456,230,0.7729752553360802
245,166,0.7980506060911077
405,46,0.8274957569582122
172,228,0.8163283446005413
301,246,0.7303142914814609
566,246,0.7146163220916476
304,88,0.7867340336420706
415,5,0.8861537670517075
148,129,0.9406513263072286
555,129,0.8951567773308072
245,216,0.8330192504716771
583,218,0.7885302938520908
104,114,0.8033757231065205
304,32,0.7655049948287862
245,151,0.8224570236634463
22,228,0.8158164274479661
277,221,0.8545380873339516
40,221,0.8033139583255563
245,185,0.8364344649016857
238,64,0.7599629693930703
261,94,0.7980356248361724
304,136,0.763678092243416
142,169,0.8057413157075644
336,56,0.8502981058055801
544,218,0.7786187561494964
236,243,0.7983806974121502
566,114,0.7065148358898503
343,98,0.868696072271892
505,127,0.7514345809551222
359,221,0.7869843074253627
116,154,0.8695446479001215
512,118,0.827159200928041
233,246,0.7938730968162417
373,42,0.7380290322804025
445,223,0.8235894739627838
322,221,0.8037178058709417
75,162,0.8594586516597441
544,114,0.7770430498889515
306,218,0.8717994115182331
523,246,0.8379741928407124
208,169,0.7848660975162473
368,48,0.7829865974241069
130,20,0.8084327780774662
238,218,0.7842665570122855
208,218,0.7858182673475572
247,244,0.7563045381435326
237,218,0.9656158848000425
80,218,0.966345108114183
261,169,0.7980326722775187
142,244,0.8213798925945801
121,48,0.7826923347477402
62,64,0.8310934065708092
450,218,0.7565036165927138
301,218,0.7370121388563088
44,130,0.8010971687534558
413,169,0.7811737475650651
375,75,0.8989618803773608
398,218,0.7943648153117725
49,218,0.8151759968272277
197,235,0.9693690044805408
590,114,0.7772739417850971
119,235,0.9057069442101887
289,42,0.8079048075846263
109,90,0.7922257223118712
566,218,0.7213571252567428
468,48,0.9897662289440632
322,243,0.7930677320275988
383,246,0.9974729456007481
594,169,0.8114672367727118
105,218,0.8166680272136416
274,218,0.8529621325433254
33,27,0.778327465057373
304,230,0.7914506920746395
336,237,0.7519530498954866
590,127,0.770265976765326
245,200,0.8595198131099876
116,79,0.8959332278796605
590,27,0.8019245312150035
33,114,0.757030266736235
245,221,0.8006911727466753
331,244,0.8004908753292901
116,149,0.9235684971458146
430,72,0.8157024345626789
116,231,0.8371796677155154
359,48,0.775840607338718
33,246,0.7606085554829666
86,53,0.7673314325511456
499,246,0.8011220629726138
395,243,0.762467702251992
446,169,0.7652971654066018
553,246,0.9617378767579794
158,221,0.799882883472102
89,148,0.8594565050942558
477,136,0.75350885199649
394,127,0.9041256601256984
299,9,0.8172538130144987
515,113,0.7809737854238067
448,218,0.9652967572744403
480,246,0.828682331102235
258,243,0.7874288473810468
586,127,0.7786490959780556
286,48,0.9115480317601136
381,42,0.8911274376192263
308,23,0.7868354693055153
402,243,0.9338183751595872
425,243,0.8369465390486377
473,185,0.8193427547812462
22,245,0.9277228702391896
445,18,0.862351448408195
398,113,0.800033518246242
245,202,0.782348848347153
62,48,0.8573741029415812
75,185,0.8941344139498791
42,243,0.8642823791929654
248,202,0.9736448212393692
75,246,0.8666965732617038
33,223,0.8281219670815128
395,158,0.791642539203167
149,94,0.7939015414033618
590,221,0.7989137662308556
139,55,0.8339672205703599
95,109,0.8992182651002493
257,27,0.8481122787509646
262,140,0.7767203247972897
22,114,0.7595687285065651
464,178,0.8285594508051872
524,141,0.8213455379009247
158,244,0.7931598935808454
578,109,0.758121303083109
552,243,0.896499999399696
109,127,0.7671307332015463
261,243,0.7963980095727103
142,202,0.806839972202267
262,53,0.8250151234013694
59,53,0.7585556411317417
22,243,0.7709853744932583
473,19,0.8303148318082094
233,48,0.8126107656529972
280,129,0.8494668565690517
280,244,0.8024207039603165
104,235,0.8020006279860225
404,53,0.7816721498966217
477,148,0.7739655748009682
533,243,0.8409748588788456
359,237,0.7663703598082066
404,166,0.7852242993456977
178,64,0.8315419730331216
247,235,0.7388761763327888
238,169,0.7804071261946645
59,20,0.7752088563782829
40,218,0.7878766043909958
108,218,0.8088384111012731
253,235,0.7906789290053504
149,218,0.8006048990147454
497,244,0.7961503528058529
497,48,0.7993247397243977
511,244,0.7931805700063705
177,235,0.9241016986114639
44,244,0.8260719286543983
375,246,0.8148424008062908
373,48,0.7639880308083126
499,144,0.8396065178593355
59,244,0.7706570444362504
528,246,0.8688773226791194
233,218,0.7975855942682496
28,169,0.7634618835789817
367,218,0.9063984171620437
444,169,1.0069237238993602
226,218,0.789613949401038
445,127,0.7426955856915031
245,94,0.7814695769920945
245,127,0.768817564206464
116,236,0.7877890942618251
121,221,0.788987295968192
245,30,0.923474403896502
359,127,0.7626171330256122
245,87,0.8540386365992683
280,237,0.7924306747902717
371,235,0.7544250153005123
81,218,0.9498625070388828
55,42,0.867553073912859
289,109,0.8182218324925218
368,130,0.7612741397959846
70,221,0.8941868147147554
65,114,0.9140150533722979
244,244,0.7781213410198689
261,136,0.7917983478733471
142,152,0.7849553174206189
22,90,0.7840648942760059
233,221,0.8147240837237665
59,114,0.7510957744504724
260,94,0.9170935829835278
149,42,0.7756971844605037
158,246,0.7792986929416656
253,130,0.7880686255437988
0,48,0.9853720103523561
211,221,0.9473103174407568
445,185,0.8108425977240715
59,173,0.89168973586389
208,246,0.783884101680347
62,243,0.8567536058170455
369,166,0.8306540974548885
106,235,0.8372725938180727
443,158,0.8397554268262216
142,42,0.7725906797817775
130,169,0.8019072849835668
81,103,0.8417864025437406
170,64,0.8361048879367965
55,166,0.8407183113907065
208,217,0.9241086199347462
584,220,0.8739228292335091
208,35,0.9043806705490819
336,105,0.8517425044306687
395,127,0.7364637674763799
59,221,0.773482486206506
484,158,0.8627294482929366
280,169,0.791080595526312
405,91,0.8334937901901347
77,243,0.7786365513290677
396,237,0.8406313639134169
473,246,0.7674977007721152
142,147,0.887123913105045
445,126,0.7791126897292477
289,113,0.8415085875562259
104,107,0.8659871710198266
280,114,0.7868110026632037
70,114,0.8747695591300726
233,114,0.7937791092055184
27,127,0.7910199404827186
116,187,0.9109842257707247
33,127,0.7485766535890954
413,114,0.7757989561983517
20,113,0.9275802788989884
187,5,0.7754393315740994
359,246,0.7736854098205056
515,246,0.7865985791598048
187,127,0.7357500051813466
107,233,0.8078752269170114
75,218,0.8738805171368378
280,234,0.8445991382801107
345,218,0.8317386779401984
499,169,0.8041117915085384
532,114,0.7718011900516493
322,169,0.7950645514896938
104,64,0.7928496883916003
485,246,0.7904168612107502
121,162,0.841287979257426
445,235,0.7505989351442882
178,218,0.8386849420411246
181,221,0.8688279475484576
22,174,0.7603691193674292
44,64,0.8114152351128203
304,235,0.7650482464315636
552,218,0.8941033354827336
153,42,0.8931113501478519
532,246,0.7736852610833012
336,114,0.761201586574316
399,169,0.8228581515806062
570,114,0.911235245476876
236,235,0.7761899259473596
51,235,0.9001604549453727
208,48,0.7912946763847556
109,244,0.7919027826615742
62,218,0.8513735030844275
522,94,0.7960257200258118
208,234,0.8602394546781268
233,169,0.798933593822377
500,5,0.8028720186225006
108,48,0.8183619433215686
121,20,0.7653293135975089
308,246,0.7571822223918778
27,144,0.829591138820563
425,12,0.8740710674652031
533,218,0.833182782500184
100,218,0.8418936957937798
172,74,0.7745278051921299
107,243,0.7640934114211372
257,147,0.8484134780509132
245,223,0.8349403100354331
28,30,0.8552464025893382
30,216,0.8118844026965755
331,235,0.776227176987699
9,27,0.8653705618011632
308,158,0.7939257877213615
288,132,0.8609017813578248
49,169,0.8142763860523701
375,127,0.8017444291285106
450,169,0.7526560691850526
253,74,0.804629422724247
61,158,0.8207400151129279
406,221,0.8781721474868911
89,136,0.8731510693739567
261,114,0.7861409096845559
344,48,0.9400753015652299
456,5,0.7896261960268021
245,158,0.8204291830105441
594,23,0.838210078288934
187,178,0.8612710190936923
62,246,0.8441663287313921
322,113,0.7900272969688688
253,228,0.8538761692387717
427,169,0.9266865671213184
542,158,0.8152041999357087
149,48,0.8062770739197731
395,109,0.7678900531360081
524,158,0.8288169928959438
210,148,0.8092296426849706
145,127,0.8673824816942215
261,72,0.8090520554355213
139,71,0.8374266017760549
139,165,0.8394947507019553
434,197,0.8310373659644809
109,129,0.8402606387223516
107,114,0.7529641549502101
560,221,0.932569048766579
314,129,0.9113419630697795
583,246,0.781896848231554
295,109,0.8636528590494501
17,194,0.8567203522792884
142,211,0.8232657659931907
39,143,0.781809321471623
200,42,0.7741928531655243
395,235,0.7453157260481801
298,190,0.8201515429786274
590,185,0.8337489802922521
396,151,0.8458480401563325
151,218,0.835686808185918
373,114,0.7492891422339848
555,244,0.8813113027385303
336,230,0.7800623960793018
473,225,0.9250879106777055
77,42,0.7539505575384412
170,178,0.8365839906036854
258,53,0.7760477236339024
322,129,0.8456082341394254
398,221,0.8048309502857072
406,114,0.8493750637530216
181,218,0.861691948425557
149,169,0.7975215784140995
504,218,0.8850104564002582
342,218,0.950813712818282
566,169,0.7226688946996417
120,48,0.823936900390046
336,246,0.7649875510750073
15,246,0.9442164747576628
395,169,0.7565500331776482
586,244,0.7965331705553191
119,169,0.9109425374439785
511,75,0.8997958321789545
450,64,0.7475107958806413
109,250,0.9315997472565088
301,48,0.745749657707555
399,235,0.804169114413006
504,246,0.883804766195161
292,246,0.8467935808002949
427,218,0.9365752044000796
175,218,0.9948517722742898
464,169,0.7619869075050312
261,48,0.808750542146819
116,5,0.7801028902509383
112,212,0.8109777819897447
473,216,0.8027547472821814
107,126,0.7862290484564645
336,186,0.9041859618986824
33,113,0.7784439304045269
359,109,0.7915798806851464
583,114,0.7721651914928641
59,211,0.7842040205640453
46,218,0.9183171416100647
586,202,0.7950066125818661
108,169,0.801003805228642
266,222,0.7896342022078378
343,202,0.8140317691223962
27,243,0.7978930771350861
208,114,0.7792530091745513
200,27,0.7883748843201569
21,114,0.9278313417370165
321,218,0.8125021946283856
158,158,0.8196237145790032
187,236,0.7942733080791575
77,136,0.7558030730911663
61,218,0.7910235492246491
61,114,0.7772993935006005
413,243,0.7912689394184521
478,35,0.801836833357811
179,136,0.7480648585728237
395,126,0.7786939745502812
283,243,0.8863937041190054
522,136,0.7902638832373279
404,88,0.7913857089089495
179,148,0.7651665535356317
586,53,0.791173694389207
61,221,0.801519652562482
101,109,0.8776343991713864
86,51,0.8078712075948715
149,127,0.7847022020391056
187,158,0.7929038441340838
296,164,0.8478642239767525
373,159,0.8489601073254432
158,178,0.8732743728905916
109,158,0.8204975830657142
91,91,0.8640153482556343
172,235,0.7569495859955039
405,176,0.8562997498416475
109,221,0.8000098602580172
586,152,0.7766969549868789
40,113,0.7751097375793117
236,152,0.7855826392769814
464,127,0.7488513207063079
555,0,0.8429382879819188
369,88,0.859624448631491
116,42,0.741536862482982
290,103,0.8231558161122459
304,140,0.8409033822161811
550,235,0.7653029917606285
398,246,0.7883567267230579
27,169,0.8021074341876167
411,246,0.8824029048638684
40,235,0.7816467931760209
331,169,0.7924656809440681
150,169,0.8308674267360142
3,218,0.9288540748696376
308,244,0.7691141782062394
109,114,0.774861396423408
144,235,0.9341385699808598
244,235,0.7572798372379371
368,235,0.7617725575608867
1,218,0.9599192886214171
187,235,0.7394443936645985
413,218,0.789258993097714
316,246,0.9526015665116054
136,94,0.7954626567661762
122,114,0.9511419951117465
507,186,0.829692592844367
158,235,0.7746874328170504
543,218,0.8129266543047768
485,218,0.7999750577977726
120,246,0.8104432326342378
121,235,0.7649152135210378
359,114,0.7687340788543224
590,236,0.8265230671635696
594,107,0.8855246933443206
104,169,0.8163236113531249
33,69,0.8446643363152232
108,189,0.8059000835887024
530,158,0.8924175014586321
30,238,0.8675895918692861
301,113,0.7400842564446586
538,221,0.8628648394452674
225,136,0.8270518252892154
425,141,0.8258739906762328
77,148,0.7866777205573661
250,158,0.9125553384406625
142,221,0.8169084382908685
524,218,0.8106688229101044
511,222,0.8227106811744826
524,244,0.8206041284969875
459,166,0.891237097127097
404,32,0.7841204673584018
532,244,0.7868779336235353
550,244,0.7954615934618882
523,218,0.8371879655335631
59,151,0.8018999552088124
150,221,0.8401411399245262
104,243,0.8112757221928665
565,218,0.8774081362145287
511,230,0.7959724132503782
398,127,0.7794390789100102
244,189,0.7657378294638225
405,71,0.8253217950197203
62,228,0.8781338884894337
583,244,0.7934223610375609
446,246,0.7642237820795604
343,246,0.813498021635626
511,127,0.7727670148015022
4,148,0.7943811041436025
208,129,0.8569527449352401
33,237,0.7517050855926105
322,246,0.787924758025578
261,151,0.8351086660155228
108,174,0.8018396337117467
594,235,0.7973306968009898
236,169,0.7898788164768901
181,74,0.8060208207794598
181,235,0.8418383816523212
304,74,0.794803294220141
100,235,0.8226553675984698
456,235,0.7547992255006518
486,218,1.0003653272454227
258,218,0.7808929591306618
149,20,0.812050033892904
308,169,0.7611436407480922
550,169,0.7836493369457977
209,246,0.8331547581723758
583,169,0.7811524591275624
377,218,0.8984062200678247
375,244,0.8321617128593581
368,64,0.7715554606568601
108,173,0.8880563655069896
109,74,0.782381233093994
455,193,0.9272725347961698
304,236,0.7986759953200817
245,76,0.8764126673340797
245,25,0.895278736948967
455,152,0.8359452805348805
61,9,0.8294373771974018
591,159,0.8449521320206779
299,8,0.8290902839175293
359,159,0.8750318757125309
187,243,0.7619504321898732
301,127,0.7192367392459086
294,141,0.8986229481441634
136,148,0.7940867954332914
404,94,0.7818024898214
404,244,0.7894094783280577
51,217,0.9605849654014621
322,244,0.800774831857
253,88,0.8243832236954144
131,36,0.8486982682453734
253,129,0.8698839034352984
136,32,0.7994650288351944
411,127,0.8667823118822915
543,230,0.810867611851011
125,112,0.8094895354339054
352,112,0.8299030150020761
109,21,0.9170757991128734
92,246,0.8223271886152881
473,25,0.8823228744523866
555,114,0.8660285089697156
533,236,0.8356473174353596
150,243,0.8335246262805802
339,202,0.8652191585195916
499,129,0.848766354577882
359,244,0.7850206324032375
187,188,0.768728990639959
532,169,0.776083047634789
304,127,0.7631590609837856
446,188,0.7618312872946262
576,246,0.9473989323845932
121,90,0.7855981939605304
411,218,0.8850984897996698
274,246,0.8517053539731673
375,90,0.8350571846323354
253,64,0.7966389645423207
511,74,0.7783517837524414
456,64,0.7556638887950352
325,235,0.9151977864759309
486,235,0.9759945902707321
242,218,0.8459910766354629
196,235,0.8421763431813035
524,48,0.8230166360735893
504,152,0.8580462270017181
505,169,0.7607804513702702
353,218,0.8529204229957291
160,218,0.9387867048914943
410,169,0.8515083683388573
533,87,0.8677397764154843
497,218,0.7923715508409909
398,228,0.8320619879024369
353,169,0.8549713282513299
107,48,0.7720572530691113
404,223,0.8354597303218075
109,109,0.8084254339337349
129,218,0.8926490396261215
539,228,0.9263241664905634
465,236,0.9018053816897529
511,138,0.8451095244714192
258,127,0.7675811222621373
158,114,0.7753272141729083
446,218,0.7676367025290217
499,113,0.8133578971028328
276,234,0.9227752008342317
91,213,0.884601396641561
59,27,0.7637886852025986
158,243,0.7875150686928204
517,204,0.8423303889243731
245,231,0.8570103880816272
430,11,0.8113614693284035
384,113,0.934933679045311
143,174,0.823473358792918
210,94,0.8183443638096962
44,127,0.8105679798339095
59,169,0.7587434634167168
40,169,0.7868903417672429
497,221,0.803502881899476
528,235,0.8581697685377938
158,48,0.7908929362893105
550,218,0.79385610510196
390,246,0.905168732229088
541,218,0.7793083760355201
499,127,0.7952389940619469
116,235,0.7504869518535477
51,218,0.9106873265866723
376,221,0.8005723793591771
451,127,0.9527682986642633
113,235,0.8864083091861436
283,218,0.8943108645533877
111,218,0.892419784995062
172,141,0.7988318417753492
107,127,0.7460699444636703
331,127,0.7756993214466742
116,122,0.8322977221437863
247,177,0.8729814594345433
59,136,0.7456259384219136
150,15,0.8770463953260332
168,158,0.9246793993349586
377,127,0.8713947108813694
187,119,0.857353030970054
395,122,0.8167787423091275
400,129,0.8573072906583548
494,127,0.9301071661923613
586,221,0.8018412297325475
464,187,0.864039962313005
170,158,0.8476243386311191
187,64,0.7503481805324554
445,90,0.7844161601471049
455,37,0.9332326847527709
322,104,0.890144094824791
396,209,0.85303067269602
481,221,0.9104269248034272
336,92,0.9076572339981794
532,127,0.7693530541977712
464,246,0.758201197588018
149,136,0.7824305444955826
441,246,0.9119649947887021
445,169,0.7617202813604048
27,48,0.8096665622932571
552,169,0.8849639509405408
77,218,0.7686089192117963
311,235,0.8702475444546768
419,56,0.8183002583682537
100,169,0.8422799239467297
105,64,0.8101105604852948
497,5,0.8119290471076965
399,221,0.8405828566423484
61,42,0.7797385156154633
421,114,0.7963018366800887
142,64,0.8016311972335514
181,169,0.8487940930894443
286,122,0.8775555150849479
253,48,0.8151923045516014
238,246,0.7775806316307613
373,244,0.7611077044691358
292,221,0.868021447211504
353,235,0.8341561751440167
226,246,0.7833449116774968
72,41,0.8373057598780308
304,53,0.7762123798685414
514,51,0.8131823055446148
373,27,0.769774265919945
244,129,0.826558282332761
541,246,0.7721351204173905
59,14,0.9265052750706673
