Carrier,ConsigneePanjivaID,dist
165,2357,0.8775647830750261
22,1477,0.7929352543183735
108,1692,0.726373308471271
172,1329,0.8002893685230187
308,2287,0.7220017399106707
304,2225,0.6716471995626178
280,2562,0.9458168649247715
253,1355,0.8238030448555946
368,2409,0.7205950303801468
534,5658,0.7760817802378109
236,2134,0.623955249786377
245,5675,0.8435744393334191
121,1728,1.0018568967602082
345,4679,0.7058989397649255
456,272,0.725060488496508
399,3394,0.8644583926403097
158,2812,0.6357209842119899
244,2963,0.7217773518392018
33,1619,0.6611794212034771
22,685,0.8219849509852273
236,409,0.9234920472039708
331,5782,0.6679312725152288
293,1762,0.8916256968597216
173,183,0.7720637430569955
368,107,0.8321920234177794
399,2774,0.746539908860411
534,3437,0.9307739588745919
105,4466,1.035333854811532
392,1491,0.7412485091813973
116,5782,0.6085379560078893
172,5422,0.711378522749458
336,1957,0.6633773105485099
590,5782,0.6627230435343725
566,2651,0.6082327876772199
116,1484,0.5975145101547241
59,2852,0.8768341865922723
57,1837,0.7004617612276759
511,132,0.999545448592731
473,409,0.9110718286995377
572,4080,0.785587949944394
104,2436,0.7647002445799964
22,3431,0.766143714609955
393,3591,0.6468513810208866
107,409,0.838148636211242
292,936,0.7809356280735561
456,3994,0.9357292340802295
22,1511,0.6465638836047479
172,1157,0.6183470955916813
497,1541,0.7841296877179827
116,3371,1.0133353307111455
511,3264,0.7245580709339785
22,2335,0.7155022488108703
116,1802,0.7560751352991376
450,2982,0.7213327469570296
395,2471,0.7280335522123745
59,1331,0.7508504600929362
336,1145,0.6492846645414829
336,5068,0.7572040149409857
172,5782,0.6583273570452418
456,1899,0.757424967895661
172,3731,0.8030150617871966
247,3770,0.774601902280535
247,1901,0.8596325250608581
33,1145,0.7099502509725946
109,1265,0.6745561840278762
172,3098,0.7160721187080655
59,2850,0.7546191694481033
511,3365,0.7661854246897357
373,5078,0.6843230138931956
399,48,0.8711209680352893
242,1378,0.6477585302532783
116,5644,0.6547321344592741
67,1508,0.8293689468077251
582,4798,1.0115948817027467
499,5726,0.8658196514339319
244,5264,0.9613195540649551
566,1708,0.8314754718116352
158,4734,0.7530606750931058
187,2834,0.7505440413951874
456,3423,0.621758117207459
104,409,0.8337098024785519
104,5064,0.6373737028666905
456,1565,0.9147020642246518
261,511,0.8380687119705337
22,235,0.7956376622231411
59,5724,0.7420223078557423
28,1221,0.775265882057803
590,2134,0.6695537375552314
121,5024,0.7392813116312027
247,5796,0.7613785671336311
244,3101,0.6998983387436185
336,5782,0.6054894413266864
108,1108,0.8484878987073898
532,1513,0.8316443732806614
22,2348,0.7269776213381972
187,5422,0.6771008563893182
247,2069,0.7972730082858887
511,4009,0.7038094720670155
22,1636,0.6016883701086044
511,3431,0.7660417200199195
16,3564,0.8220346841428962
247,4108,0.8920231344444411
542,530,0.982082622391837
331,2225,0.6392514178795474
261,1775,0.7550197959478412
450,1631,0.7554189983223166
386,3956,0.8122914209961891
304,2109,0.8217307563338961
511,5724,0.7553506568074226
109,4104,0.8472641493592944
511,3113,0.7915595684732709
343,4027,1.008769249942686
261,2440,0.8579976116473388
116,1289,0.6406696641019413
445,1918,0.8286742120981216
336,1367,0.7792256985391889
292,1505,0.9856078534254006
590,1445,0.7621445038488933
158,1447,0.8055924592273576
445,2836,0.5974623497043338
368,2707,0.7136090993881226
492,2667,0.7666196658142975
22,1242,0.702521556190082
107,1394,0.7272314644651487
187,2428,0.6832766149725232
395,5607,0.7719930910638401
61,2706,0.5468830977167402
28,1507,0.812096593901515
253,2990,0.9566361797707421
456,2188,0.888604658256684
247,1992,0.7025150518332209
511,3585,1.0301272508555226
59,3395,0.7570512978626149
399,3787,0.7905301983867373
280,1378,0.6792687180319003
59,671,0.9775601726557527
520,519,1.0128931625014437
59,618,0.816425020141261
304,3507,0.8252393911991801
542,3815,0.5182513764926365
322,3300,0.6650003056441035
78,2533,0.8349448536921825
22,1964,0.8806983402797154
373,29,0.7986333175961461
331,1289,0.6417686630572591
456,2250,0.7336976091776576
107,2254,0.7550949459629399
116,3317,0.7520606720021793
425,3378,0.7115892991423607
109,1126,0.8083987150873456
359,3618,0.8836514714307019
373,2396,0.939870322389262
393,1765,0.7103515160935265
373,1475,0.6490673635687146
511,4082,0.831045071461371
322,3101,0.7853104243321078
536,761,0.8619070159537452
345,4452,0.9710661295269217
244,1394,0.6984939370304346
517,1450,0.8396240958411779
304,5782,0.6135834168110575
172,200,0.8750043820057597
336,4464,0.612850621342659
373,3101,0.686527455491679
455,1653,0.5779650743518557
116,2305,0.7719516908483846
245,1326,0.8957079702189991
373,2225,0.6545799523591995
359,1303,0.729174283732261
304,1957,0.6820068370018687
280,1957,0.7193570637277195
236,1748,0.8824006872517722
336,3517,0.7033949089901788
172,4513,0.7120785266160965
245,4288,0.5833055675029755
473,2305,0.7777140390660081
336,4288,0.5858402379921505
64,3958,0.8603725970855781
304,5697,0.8095423555267709
116,5453,0.7250315866300038
33,3098,0.728462985583714
245,5782,0.6250617599913052
172,1317,0.6425374512161527
245,2600,0.6848830218826022
336,3508,0.8210871177060264
304,3081,0.9171805059803384
116,1475,0.6447077648980277
236,4496,0.8425681950258357
373,1157,0.6313449633972985
336,5799,0.7146543583699635
104,2261,0.6052047035523823
473,3199,0.7326175642332861
172,95,0.8027233300464494
172,3093,0.8109176944542144
244,2225,0.6202580210353646
172,4235,0.6287330644471305
244,1445,0.7226177545796547
172,4883,0.8247152236955506
172,5146,0.7023128122091293
28,2042,0.8720672364745822
172,4966,0.6959088543163878
336,1398,0.9435357701565538
