PortOfUnlading,ShipmentOrigin,dist
2,70,1.3483111054769583
62,27,1.328011790290475
31,50,1.3498707573328699
29,14,1.382454738020897
56,66,1.3149692422843404
10,101,1.3531575928043043
20,3,1.31814978910344
44,14,1.3491236908095223
6,50,1.3397847259683269
46,79,1.3302347233652003
60,21,1.3913423418998718
58,21,1.3947723268398218
6,60,1.3327809178403445
44,109,1.3210846579500608
6,80,1.356358135917357
6,23,1.3418705899800574
44,70,1.3402602225542068
53,20,1.3356117600841182
8,10,1.3496604545840196
63,95,1.3241420976285423
17,77,1.3293692862082804
16,37,1.326726739161781
8,28,1.3353560300809997
51,50,1.341019142951284
6,71,1.331674259688173
63,109,1.3219144493341446
8,62,1.348024945706129
6,20,1.3368388318589755
62,71,1.3308711184987
58,14,1.392800187425954
2,109,1.338516331943018
45,51,1.389241384874497
51,51,1.3527808003127575
53,12,1.3412039072385855
2,40,1.3729011538837637
2,14,1.3678962817149503
10,109,1.3350310384162836
53,40,1.3559970089367457
46,40,1.3537497908941336
44,90,1.3415245365883623
63,19,1.3339010352002723
17,70,1.3334464196647917
17,100,1.338102180244667
46,108,1.3296177951352937
23,109,1.3414224197289772
53,28,1.3382157374705588
34,20,1.3409658132919244
8,37,1.3344722456697906
39,40,1.374935314857534
63,44,1.3441620389265674
44,59,1.3402269192572152
44,92,1.3341903761029243
31,62,1.3491452554506915
8,50,1.3359713133956705
63,14,1.3491970460329736
16,55,1.3351640552282333
45,44,1.3404288720339537
53,96,1.307008964142629
8,33,1.3291504524116005
10,40,1.370060759995665
17,44,1.3374935372599535
56,14,1.3630088809877634
62,78,1.3363476608480727
16,81,1.3235039822757244
31,109,1.3306027581649167
31,72,1.3152063743078284
53,84,1.3299862944654055
6,84,1.3310349631522382
58,47,1.3818750846299477
56,20,1.3386383564876658
51,71,1.3316387395773615
63,89,1.342204310532127
63,37,1.3366899506321974
53,62,1.3502258192747831
20,71,1.3174014349601098
16,30,1.338778832262116
53,37,1.3363583387274827
20,31,1.3203107794480664
17,81,1.325736648270062
6,79,1.3312795228723968
8,101,1.3411432509975774
34,40,1.3685724756547384
31,31,1.333091635523098
52,51,1.375751465825098
40,57,1.3362418445093291
17,11,1.345806512449469
2,60,1.339397915106799
29,96,1.3232850509562664
2,51,1.371299868715661
50,51,1.3561194656150681
29,23,1.3467532428247588
50,62,1.3491533696651459
53,108,1.3323847691395454
17,18,1.347691362457616
34,14,1.3634058346173592
56,112,1.3618995355708259
0,83,1.3387766554951668
62,60,1.3320830357926232
50,101,1.3422411680221558
39,108,1.337786755923714
39,70,1.3296779089307944
6,108,1.3336014742297786
6,81,1.3293547667562962
31,59,1.338401316532067
6,27,1.330205479370696
45,20,1.3538550859583276
6,70,1.3390531529273306
50,110,1.3406018040009908
2,102,1.3606999266360487
17,92,1.3310309685766697
0,14,1.3847512773105077
8,22,1.3252756718013967
16,50,1.3318283659006869
45,14,1.379328330646136
45,33,1.3201123478689365
46,95,1.3237021743719066
63,55,1.340198634990624
41,109,1.3481708682541336
2,36,1.3375344929684485
2,34,1.3426986810352122
16,28,1.331015508621931
44,79,1.3310578146816365
2,84,1.3382228836417198
63,108,1.334656719650541
37,66,1.30994639412633
56,30,1.3210621673081602
62,96,1.304875219506877
65,10,1.3493162442131765
31,106,1.3274391732577766
62,40,1.3593176012592656
50,81,1.3336090543972594
17,17,1.3398664913007192
8,70,1.3348564627979482
45,64,1.38196968712977
6,96,1.307124466901379
53,102,1.3494274179850305
6,92,1.3315888558115279
44,83,1.3424028041107314
63,84,1.3307336318705763
17,45,1.3357832175014275
8,1,1.3364425051425184
10,62,1.346040528134576
53,79,1.334631998856951
45,112,1.3792906696242946
62,33,1.3289918982024704
16,70,1.3319709285029344
45,40,1.3843991281464696
45,37,1.363121718434351
16,101,1.3319259133339594
17,107,1.3318387948508774
2,31,1.3392899853310414
17,80,1.3537619092634745
16,78,1.3321804968374116
60,109,1.3539065000201975
62,37,1.3371894700186593
34,109,1.3320296463955725
20,78,1.3217234857646483
8,31,1.328431456216744
17,4,1.3256513309398932
62,66,1.3274042938968964
50,109,1.3263893090188503
46,48,1.3347819170781545
25,31,1.3141402920175875
17,1,1.3357655853033066
44,50,1.337885010455336
31,33,1.325409784780017
2,97,1.3532520064285822
8,23,1.3401053010353021
34,37,1.347265550667154
31,102,1.353861196764878
62,62,1.3495100576962744
20,99,1.3249289329562868
65,64,1.3685644739972693
62,47,1.3439261237425464
6,34,1.3405784049204417
62,28,1.3339583784607905
46,100,1.3376477749219962
50,85,1.3370883092284203
44,84,1.3293345070311002
17,97,1.351437090763024
56,101,1.3601643616067511
20,15,1.3111395623002733
0,37,1.3699687072741134
16,4,1.3225004603820187
50,44,1.3441503066569567
62,52,1.331711939669081
63,28,1.3395542305495058
34,88,1.3188507033378951
53,72,1.3234237852905477
8,96,1.3018766674878341
6,10,1.3542476977620805
62,92,1.3290097902395897
63,40,1.3568050946508134
34,66,1.3254142793427621
2,83,1.3424146148775304
53,93,1.3312981837994553
46,71,1.325675296996321
8,100,1.3382325784436293
8,66,1.3220961463770695
39,31,1.3124495159302438
50,99,1.3410128163439887
62,64,1.3571877144277096
46,57,1.338895998229938
62,55,1.348498554102012
17,78,1.334067483565637
53,113,1.3402347625649003
62,79,1.3321480944619648
65,108,1.3421471965100085
50,10,1.3591114122952734
56,1,1.3263991605490446
46,87,1.3393856712750025
46,70,1.3343091176024504
65,112,1.3640320867832219
45,50,1.3702287288116557
16,40,1.3483647822535463
56,18,1.3598174580505915
8,97,1.3494148371475083
44,65,1.362759387918881
17,79,1.3311499212203282
56,51,1.3707155494817667
56,47,1.359696730306106
20,20,1.3353980678532804
2,96,1.3168363504810259
31,7,1.3261917676510555
63,100,1.3456611771668707
31,22,1.324109457699316
6,65,1.361853509077004
46,81,1.3252905451559596
17,82,1.3364140707999468
53,2,1.3338380195200443
44,85,1.3363237959066672
2,105,1.3347581949617182
45,47,1.379063067957759
53,71,1.332345004592623
45,78,1.3378177447510617
29,55,1.3728243075311184
34,78,1.3344834792826856
20,84,1.326923065153616
45,4,1.3318360964102405
51,100,1.3445019269628184
56,74,1.3232814001717739
6,74,1.3333091198333673
6,44,1.3421271464654378
53,22,1.3284280933439732
44,37,1.336172541736492
44,104,1.3301761432417802
16,108,1.3253258620388806
44,52,1.3390875015673893
44,3,1.340308418231351
6,82,1.3370561668915408
10,44,1.3367615197119969
17,90,1.3402836141841752
51,79,1.3316824187391572
63,7,1.3286136000284128
17,48,1.337650899376188
34,21,1.369098564343793
65,18,1.3641018851527147
53,59,1.3379681572717215
20,112,1.3634134946124894
60,51,1.3879403283021279
46,22,1.3221074124532086
50,95,1.331679199689201
53,44,1.3414044342935085
44,75,1.3379828834107943
9,64,1.3841732133712088
0,2,1.3086487797221966
62,1,1.3375720807484217
44,32,1.3269973136484623
34,46,1.3211508823026503
44,102,1.345769938081503
51,57,1.3429557029989414
51,85,1.3353078201679247
60,95,1.3492760702169366
63,27,1.3344584815204144
20,51,1.370739459991455
46,65,1.3561164204563414
17,7,1.3235189755048071
17,66,1.3249566996736186
17,98,1.328207525158567
45,83,1.3356801931347166
46,28,1.3348044039947646
20,27,1.3149433897009917
2,108,1.344403872532504
8,59,1.335123622656933
17,60,1.3294790097113167
8,78,1.3338998803602797
0,64,1.383545381067961
44,96,1.3063890827553613
46,3,1.3352442298616682
6,31,1.3331987299025059
8,83,1.336524359881878
2,100,1.3467652344011836
44,108,1.3338302687874861
56,44,1.3288794179846133
58,51,1.3897260874509811
0,61,1.328008103184402
50,108,1.3373891647372926
44,89,1.3398322849534452
17,83,1.337653057915824
60,112,1.3793923644615071
16,33,1.3293968242193972
20,102,1.3527457352195467
34,28,1.340755797390427
17,94,1.3304399653071803
31,74,1.3331095153199775
63,22,1.3310073574206658
63,11,1.351055064371654
20,81,1.3164251537195273
21,113,1.297000143277858
50,40,1.362667123654059
6,37,1.337833599852664
50,79,1.3356880726558822
0,60,1.3398935331829958
20,92,1.3100927762155021
63,10,1.3564976049321038
2,90,1.3496034948953561
53,99,1.3362862595490046
58,18,1.3828125106436866
31,101,1.3506712807741548
8,34,1.3369694905621665
62,108,1.3329720408655703
8,51,1.3550908203635896
8,44,1.3369256779551506
44,78,1.337991749867797
53,33,1.3337150665798359
50,70,1.3437225712197167
63,79,1.3314612686101879
31,14,1.3616860794967838
36,109,1.348681709596089
34,17,1.333467192149588
0,47,1.3817410809653146
29,90,1.3503267115780286
8,4,1.3242949925895249
26,14,1.387412203475833
0,95,1.3469344233827931
10,37,1.3493131282074111
46,77,1.3270445338317327
46,66,1.323485811374017
52,64,1.3654015623033047
53,110,1.3357208288673843
6,99,1.33703039214015
53,10,1.3538871998233455
6,95,1.3286070685966738
8,3,1.3371884551431452
20,28,1.3288903350808792
46,110,1.3330025946322297
63,83,1.3450157440134458
50,97,1.3559079053146499
34,70,1.3410042437192584
62,100,1.3392960290823663
45,62,1.3581995103242142
40,18,1.3679698875972204
8,27,1.3295253414128507
60,64,1.382962036079594
9,21,1.400560206733644
20,77,1.307980045144047
50,27,1.3360270541161299
17,23,1.3402847743460111
17,9,1.3207877508497663
62,109,1.3269546196929045
63,90,1.3424409191523279
8,109,1.320010946797473
53,4,1.3284363794539655
2,27,1.3349743480128902
29,83,1.3485702595540456
43,14,1.3939176207142217
60,47,1.3811943453869648
6,4,1.3289806393108197
31,103,1.327667356335691
45,55,1.3820497058331966
29,47,1.3691731453873217
45,66,1.3277285766920872
62,102,1.3508596172822374
16,96,1.2979445562232286
62,44,1.340133060035961
50,84,1.3345272179160799
62,77,1.3282049575022288
63,60,1.3354387602635793
53,81,1.3299303371459246
2,71,1.341976453683206
7,55,1.3893446890371186
6,48,1.3377057010574
8,60,1.3289447873830795
16,74,1.3300041952835662
45,46,1.3155274050576347
2,82,1.3377038477254766
20,52,1.309810081762927
6,109,1.326131381360548
53,105,1.3316004377390658
65,70,1.3415849641231554
51,11,1.348372835133757
44,35,1.3380037485289253
16,59,1.3343364112079144
44,113,1.3373420480638742
17,31,1.3299665083842618
53,65,1.3641812684280532
6,57,1.342749907236014
56,96,1.306423854481961
29,92,1.3352000146572078
58,43,1.306898751495672
56,31,1.3194920920899935
6,110,1.3361731474953038
65,79,1.3361253650592906
44,28,1.338672744376319
65,17,1.3128034267574549
45,109,1.3504889570176601
58,62,1.3548713278557574
63,61,1.3512914776802063
8,77,1.3285182501588548
50,78,1.3406579063407011
56,114,1.311000914179853
50,92,1.3366858613278185
58,96,1.3281991968064435
31,81,1.3296642455139331
53,30,1.3419436075325524
50,11,1.3503769088004316
44,10,1.355088890663215
51,78,1.3391793359603201
2,44,1.3469664457121067
53,23,1.343216354825667
56,62,1.3432664786066328
53,95,1.3317325793738877
63,30,1.344713538718809
53,68,1.3339047918561846
2,4,1.3354208723508887
63,24,1.341115311320339
2,48,1.3398748178567206
58,112,1.3821955610598837
65,50,1.3610464994396483
24,21,1.4037698628380895
31,60,1.3357621310278773
45,1,1.3335201254646694
63,52,1.3411903519715582
16,31,1.3285681883405362
2,59,1.3417950941781913
2,0,1.3352125624993019
6,9,1.3219716910805022
17,33,1.3305943900985377
6,53,1.329310482101781
6,75,1.3344974273017474
50,25,1.339347240115915
31,57,1.3464643114379473
6,100,1.3408299796283245
16,60,1.3282554535461324
10,79,1.3399311598789478
16,62,1.3454831513975347
10,102,1.3535700456372328
63,70,1.340713034783091
2,95,1.3397330569901638
28,18,1.3713362073259694
30,18,1.3686779588460922
31,80,1.3627379549933332
62,34,1.3377644616578306
44,58,1.3425829457784337
44,31,1.3342160140829427
6,28,1.338195956179074
2,10,1.3606007200266634
50,50,1.3432634781513895
51,90,1.341710724468742
65,25,1.3089401753220176
50,28,1.3429311833211355
6,33,1.333263663308961
20,70,1.331357054412365
8,75,1.333346536649125
6,78,1.3370820044406824
8,108,1.3299186181809222
62,10,1.3519626600401742
58,64,1.3864687718451023
17,41,1.3154377522213119
8,15,1.3349977428359645
44,87,1.3469164004283292
59,109,1.3540542487587248
6,54,1.3275178271744932
62,45,1.3348607434891164
10,18,1.3601664304733276
56,42,1.288289203973753
0,32,1.30621613429061
5,21,1.397567498630711
46,113,1.3323674531919616
31,23,1.340759802609682
0,108,1.3560328935938222
65,109,1.348641410736101
46,36,1.3308055720158987
31,108,1.3398371475382842
50,23,1.3453476833445686
26,66,1.3075355315314872
16,36,1.330927403377635
9,51,1.3919937972511565
60,14,1.389328860943871
6,41,1.317160429166896
46,4,1.3233124895819597
29,28,1.3508656291025025
29,62,1.3611177131533623
45,100,1.3411730833883797
47,34,1.2978788393416576
10,108,1.3408714792957264
62,82,1.333677556532036
63,104,1.3325177126098424
53,70,1.3374693872673171
34,93,1.3225721192679234
20,55,1.361543889024428
44,19,1.3319308055298669
2,65,1.362819244819028
17,106,1.3282464288973383
31,20,1.3405521722244365
53,32,1.3264578373304434
54,24,1.2861361083175455
16,80,1.3513871604310614
4,47,1.380455845700843
8,61,1.3448675418538707
50,37,1.3409619202305163
2,106,1.3329873659781046
16,109,1.3156827757401126
34,4,1.3272589508976256
16,99,1.3302045102630342
32,102,1.3531471860062863
49,109,1.352754962763616
53,7,1.3259359443826335
6,7,1.3256902186466115
53,82,1.3374650844738685
8,41,1.3134710264525242
63,63,1.345319211749094
6,106,1.3297460238848413
16,100,1.3362326582095452
53,90,1.3438898686851775
44,13,1.3369461920644556
51,72,1.3240815055157458
65,40,1.378531735922609
62,75,1.332536943256855
8,95,1.3296118104564292
6,105,1.3316139014703887
31,56,1.3277425060846977
45,28,1.3475055319390126
31,17,1.3375044986605644
46,31,1.328235992363521
8,99,1.333609050405877
29,64,1.3798950458211559
50,96,1.309362903503435
46,97,1.3483068283115114
2,24,1.3396817278116941
62,30,1.338480606675148
1,18,1.364695386162826
16,22,1.3232797453446048
20,48,1.3162012259875024
56,10,1.3435791172087193
50,12,1.344645214400121
58,65,1.3473984875849314
35,18,1.3689756515835012
63,0,1.3385817280837469
46,10,1.3499584927090578
62,70,1.3375387606876237
8,52,1.3318937376939826
20,59,1.3197095760011248
17,36,1.333062301522919
2,1,1.3448447909738337
50,65,1.3643388354352541
58,55,1.3891620635986328
53,36,1.3362367429903574
63,1,1.34321578592062
29,41,1.3195960109255143
62,90,1.3421868745769774
51,37,1.337675045909626
51,65,1.3623066917061806
20,10,1.340138460376433
53,27,1.3313608044492347
62,17,1.3384381564600127
53,18,1.3519231639802456
46,96,1.3009780997942602
17,15,1.3356387572629111
56,40,1.3689815274306707
63,113,1.3380229393286365
62,95,1.3295669545020377
31,79,1.3384279141734754
16,90,1.3373103745813881
17,25,1.3352638541587762
29,40,1.3833243740456445
56,78,1.3262614233951484
8,106,1.328105777302491
53,106,1.330492900684476
29,80,1.3729894421994686
62,65,1.3587989338806696
36,39,1.2945599327129977
2,33,1.3336893916130066
63,32,1.3288431164941616
51,27,1.3343611588435513
46,27,1.329104662872851
63,74,1.3353919003690993
15,109,1.357128910188164
53,6,1.3335884080401488
2,13,1.3322612792253494
53,41,1.3177966551323022
50,59,1.3429961032566748
16,95,1.3228224256641365
56,80,1.3595212769827671
34,42,1.3030912595401918
10,104,1.3180634243014668
16,107,1.3316018879413605
17,91,1.3346646398838078
31,36,1.3329796373311962
8,110,1.3314531847302402
63,48,1.343194445329053
20,24,1.3154949504616005
0,84,1.345888078279261
4,112,1.3749947574521815
6,32,1.3237950426659413
29,10,1.364495056548289
16,48,1.3362854093845402
16,10,1.34808016036238
57,47,1.386706284912569
17,74,1.3319379282849175
17,32,1.324389104731381
6,85,1.3336346468755178
8,111,1.3234438294810908
16,105,1.327342071703502
16,106,1.3270669387919563
8,17,1.3387724006814616
0,51,1.3889455887089883
17,113,1.3349633240140975
50,42,1.316343689603465
2,52,1.3359658272737371
51,83,1.3433116131595202
57,10,1.3384404427238874
31,111,1.3189217802137136
17,12,1.337895757917847
6,17,1.341453132884843
62,48,1.3346840112603136
34,81,1.328164798797973
10,103,1.3197768607309885
44,74,1.3338124485952514
16,57,1.3353498040565424
9,101,1.3846295888402633
31,84,1.3356349590633596
34,108,1.3388776603553976
17,46,1.3282454977078098
44,93,1.3330211841301727
44,2,1.3350207677909307
62,22,1.3240732100925274
17,3,1.3378794025629759
17,42,1.3113943162773336
1,90,1.31252205904041
8,46,1.325695598764079
17,67,1.3322234475719077
16,7,1.321151160568531
31,92,1.3301188187407595
20,17,1.317255087196827
39,55,1.3838119703744138
56,110,1.3192702274370407
16,71,1.3279302375657218
63,16,1.341971147273268
65,51,1.3738217357812184
50,39,1.334400448948145
44,57,1.3408627971241782
45,10,1.3575122794136405
50,13,1.3369234427809715
16,75,1.3311833638165678
10,63,1.330910049378872
60,62,1.3541245186435324
46,78,1.3331009139572936
62,18,1.3533404895237513
32,21,1.4003628198323506
53,66,1.3280270647789751
46,52,1.3310311596308435
44,100,1.3441716485789843
65,62,1.3371531908799494
56,24,1.3180430347898178
2,17,1.342982149549893
20,110,1.3100991488234806
46,84,1.3267234675586224
16,27,1.3254907386643546
52,21,1.3831665904061603
17,13,1.3326075082378728
6,56,1.334622540511191
16,77,1.3285278816308295
65,53,1.2973492776176758
29,22,1.3314232932669776
16,83,1.3355603771550315
20,4,1.3168956504336424
0,62,1.351041782115187
6,46,1.3303803367806333
52,28,1.3134929732020413
34,60,1.3324644389961446
6,77,1.3308737147599459
29,108,1.3544235904035824
58,28,1.3461907036336405
34,84,1.3361420093569905
44,27,1.3326043829854046
6,12,1.3399981702012675
56,76,1.3048883767000266
24,50,1.3737777287938766
51,113,1.3377224757735218
6,61,1.347146572811263
6,63,1.3394448523010527
50,113,1.3397857615990298
53,8,1.341652805501196
6,113,1.335027927466269
46,23,1.337980177785669
44,12,1.3431634144591433
60,105,1.3275693395574177
46,1,1.3347859531641006
63,81,1.333476887749774
6,26,1.3264377415180206
63,85,1.338036535307765
27,64,1.3790425471961498
6,97,1.3519572232450758
31,66,1.3260979410260916
10,1,1.332826076341527
56,37,1.3479385897517204
58,90,1.3406462674694402
34,1,1.3354929648620393
51,31,1.3361931049398013
63,18,1.3494897463491984
8,102,1.3493497259914875
10,28,1.3393559188448958
63,96,1.306767896349941
16,79,1.3264707872377974
10,50,1.3542499622063977
33,61,1.294793472359223
65,23,1.319672137399071
16,91,1.3332013274942125
62,31,1.3315607069858484
50,46,1.3333888553814697
45,25,1.3244834434008226
51,108,1.3359782786241599
6,30,1.3412445771142043
65,14,1.3778736465610564
53,74,1.3338353160236562
62,41,1.3143228266521223
17,110,1.333923707583121
6,3,1.3401741358850683
51,80,1.3591576649674348
63,65,1.3644871466926165
45,96,1.320611341989466
22,18,1.362974419125489
48,51,1.391247697174549
62,11,1.3446888359529632
51,96,1.3079825485391277
8,92,1.3313691025333745
63,106,1.3350400227521146
8,16,1.3386653087634062
2,85,1.3353689797222614
50,58,1.3434748841183526
63,41,1.3218022207064288
46,30,1.337729456701449
53,86,1.332763701145138
8,25,1.3342756400150912
6,66,1.328097736729043
29,60,1.3447963802942209
44,11,1.349157562745469
63,92,1.3365948918674673
51,58,1.34058752043971
16,113,1.3337290523839849
2,66,1.333755876602871
16,69,1.32731907921178
46,41,1.3129369907879405
56,22,1.3108975368418865
44,80,1.3576291043843542
46,99,1.3334383363170283
44,43,1.3346901355045182
31,99,1.340085666892784
62,110,1.3325440676084586
61,51,1.3933642736769147
2,22,1.3305563173655952
51,28,1.3411376949931895
29,109,1.349931197507041
44,53,1.3330671429368002
31,53,1.3245687130838633
58,101,1.3820474318095617
32,51,1.3906077537685633
10,55,1.356400833598205
63,59,1.3421883178608758
44,106,1.3333523449088847
53,78,1.3370045054970043
17,71,1.3304285433675562
29,50,1.3669414147734642
61,99,1.326329240841525
6,45,1.3372823518833943
58,71,1.340516037706818
17,0,1.3337033241987228
27,21,1.397780091601557
34,31,1.330522298588351
50,7,1.3293680846691132
58,79,1.3549054207230387
2,68,1.3312942763524396
44,97,1.3548307088868958
63,97,1.3571716355425971
6,18,1.3510609492659569
9,95,1.3355558684894018
20,1,1.3197429398340839
34,77,1.3242901805289355
0,34,1.3277134208806924
44,1,1.341814436018467
56,60,1.326286509233926
45,110,1.3212184448327338
56,75,1.3208551090210676
51,3,1.3412228556615966
16,44,1.3357136813657624
2,50,1.3538237565330096
31,28,1.339967666326889
63,58,1.3446572609245777
34,30,1.335091415759442
65,16,1.311057728582195
60,65,1.3488442392221518
65,102,1.3533483764954977
65,99,1.3379975516082985
34,62,1.353479703821774
34,74,1.3342937382071145
29,17,1.3412740044295788
56,99,1.3316556965666158
64,21,1.397535608150065
50,31,1.3367712354021413
50,0,1.3380494969231742
20,30,1.3192255355949913
31,4,1.3274352042270559
63,75,1.3394762575626373
31,65,1.3584164796130997
2,46,1.3314856688625045
6,11,1.3469388548816954
16,82,1.3356772373829569
35,114,1.2801549519811357
50,90,1.3449817906532968
10,66,1.3253218864223786
29,70,1.3535578862896986
8,12,1.3373261871082442
34,52,1.3275361831433006
44,0,1.3368417519543851
46,25,1.3328621068171091
4,64,1.3792201123599495
46,46,1.325472312713308
46,105,1.3280527841831957
62,12,1.3372491470405035
6,90,1.3419953446303095
35,45,1.2852732850504773
62,42,1.3097955172083207
6,36,1.3349189071782999
51,40,1.3600872824234622
46,12,1.3359960722071784
8,30,1.3386449587664433
10,96,1.3117078553353037
50,16,1.3428619722669413
16,3,1.3355396948754787
16,63,1.339257878916604
16,52,1.332932086661458
29,81,1.3372332698532514
34,82,1.3304204622815763
61,21,1.4013019568685974
