PortOfUnlading,ShipmentOrigin,dist
10,11,1.3391039403421539
53,97,1.3536615744233131
0,50,1.3761708178956593
6,22,1.326738705592496
16,84,1.3243258795035737
6,13,1.3335537750806128
48,21,1.3996140529800738
46,7,1.3210266466651643
34,5,1.3195011050972556
31,95,1.3340926690559303
50,71,1.3358379687581743
44,34,1.343766061855214
44,46,1.3325209903663822
53,11,1.3483464760439736
2,28,1.3460310620388813
16,68,1.3322220934288842
62,57,1.340849433094263
38,95,1.3310554788580962
65,41,1.2943790743925743
2,67,1.3331511143062795
63,103,1.3411044861589159
10,10,1.3550381761576449
13,51,1.3864899628928729
44,22,1.3289784959384374
46,35,1.329654912996505
0,20,1.3608439140287893
60,20,1.3578264250286989
26,78,1.313182182610035
2,78,1.3430448888934083
53,98,1.3309814174260413
16,85,1.3314888272434473
44,45,1.3402706787788443
56,28,1.333202768981989
34,51,1.3724258448928595
53,75,1.3355533491287912
60,101,1.380113176602338
34,47,1.359211415052414
63,71,1.3347893665943826
0,12,1.3287132856036936
29,100,1.3514389717685324
17,63,1.339339085987636
51,87,1.346070653625897
17,16,1.338391337543726
8,36,1.3315703006727355
8,32,1.3232700269935387
8,81,1.3271732745426041
58,102,1.3671472583498274
56,108,1.3369300898962788
46,90,1.3378798024994987
46,106,1.3270397577434778
55,108,1.3391152577740806
6,25,1.3363505245319434
63,73,1.3426117992826871
63,4,1.32990922738931
30,109,1.348008869215846
58,20,1.363188841513225
34,33,1.3242958031062568
63,9,1.32752616543855
56,5,1.303232460415789
18,14,1.390222193806299
46,60,1.3276828724358762
21,18,1.3688310102692671
2,41,1.318742441944778
51,63,1.3417783321679704
34,114,1.32529534040285
0,70,1.3500141842024667
11,109,1.3535383311765534
50,34,1.3456367530993052
31,78,1.3382309477643244
3,21,1.3935469219993268
63,2,1.3371375663472074
27,51,1.3885048226054226
44,99,1.3374988197215967
6,38,1.3213488108345441
48,55,1.3901751217033183
4,21,1.3969635755222822
2,30,1.3427187451826674
62,74,1.3320717180946045
2,74,1.3386826544467891
18,108,1.3423595276794262
25,108,1.341149014021669
17,30,1.340129324035453
62,7,1.324202565210206
1,109,1.346019388575639
34,112,1.365971325630588
50,89,1.3401387097047908
31,12,1.3379241073770183
60,44,1.3416886234522931
16,12,1.3376406005450658
65,95,1.326048691357885
10,95,1.3343223158070552
52,47,1.3668586885822671
45,108,1.352342924369233
46,59,1.3341654246406895
44,7,1.326630977647645
46,72,1.317949159869126
46,75,1.3324073771280902
34,18,1.3606900083167213
2,7,1.3312236283506667
14,44,1.3228156441556556
46,45,1.333684904500842
63,82,1.3444786093064718
60,37,1.367982761136123
57,21,1.403630472054439
12,21,1.4015370271434742
10,81,1.332651995654617
8,105,1.3287452922335692
0,11,1.3306688271196825
10,65,1.3531346656382084
6,16,1.3383774906396866
42,114,1.2727747016719408
34,61,1.3412519712001085
29,99,1.3486298673919268
50,67,1.337581721666668
8,48,1.3373052605560847
63,86,1.3363712736006295
8,85,1.332161876239947
63,66,1.329588634627206
16,46,1.3271221305642809
62,106,1.3267228290039514
58,35,1.3032070394339306
2,23,1.3462150198008334
29,110,1.3410911607955183
29,79,1.3538066956347652
53,52,1.3364721689639347
46,74,1.3303706092493874
51,0,1.335917666554451
51,30,1.3421494064054318
45,101,1.381107070433375
62,59,1.3354549634802555
51,44,1.3424129297158547
34,110,1.3290703017264605
8,7,1.3234728015959263
34,100,1.3406978222940649
39,22,1.2888288348913193
62,81,1.3267245822186982
2,3,1.3428871879088027
25,40,1.3792831211883043
34,101,1.3596750300909792
51,7,1.3265642683420862
5,51,1.3895739819854498
34,75,1.3308322427661292
60,82,1.3213657325665866
62,35,1.3293108797099973
31,90,1.3427278189254659
65,58,1.3028854267405612
31,3,1.3392981586179562
65,65,1.3343921899795532
51,110,1.3391011580824852
17,65,1.361014227781977
8,90,1.340817985257932
42,113,1.2937576126839434
62,67,1.3293743704312615
6,93,1.3292563664061683
29,4,1.3376466504165105
46,104,1.323251808328288
2,29,1.324557932892016
47,49,1.2642540112137794
10,4,1.3277200037347419
52,112,1.3628013615629502
58,50,1.3789495990744658
29,34,1.34404497433986
9,112,1.3815841100045614
45,82,1.3221090691430228
6,0,1.3339915153171336
17,8,1.3390001790331942
56,23,1.3229489802782024
18,21,1.399343431415868
50,77,1.3359119974608933
46,73,1.333330175673057
34,36,1.3309882277888911
53,54,1.3304189762898855
48,90,1.3180032768951995
50,63,1.3435806739060874
52,18,1.358418770134449
45,85,1.323757755969252
31,10,1.35526367649436
50,74,1.337439609957593
8,82,1.335426579828241
29,37,1.3610006868839264
46,0,1.3299004706953252
50,4,1.3327118504260267
63,29,1.3301986482526575
51,89,1.3380138710407274
50,106,1.3353194750047155
39,33,1.2878140243036407
3,51,1.3850384107125657
62,16,1.336466038000903
43,112,1.3794740555541856
53,63,1.3410770142717021
2,57,1.3530640969319003
6,67,1.332830107371722
31,100,1.3438723957432168
16,18,1.3453542430485999
8,67,1.3311822251416743
2,79,1.3447455376320119
46,33,1.3285437814359153
51,16,1.339674045547976
34,53,1.3208839031202453
62,3,1.3383730721793003
34,10,1.354428364496146
50,104,1.330915396500911
51,84,1.3326574792819363
29,65,1.3625958423529352
61,112,1.379658293112048
10,82,1.3297183610099768
45,3,1.3357318581214972
