ConsigneePanjivaID,PortOfLading,dist
3538,138,0.7943241511072431
5065,237,0.8843802894864764
1587,141,0.7611670919827053
3113,218,0.7732252614306552
1289,169,0.715196223131248
3825,136,0.8643846807203123
5341,32,0.8111934715083667
5782,114,0.6455149607998985
3517,202,0.7597457564302853
2134,221,0.8925279235201222
1317,114,0.6926041575414794
1681,27,0.7407905033656529
2304,221,0.7642909233857479
3050,127,1.0646537249641759
2082,246,0.7275603062340191
3114,215,0.7837883084347206
2936,246,0.8541567219155175
926,42,0.9633836842008999
2082,127,0.7178128063678741
2689,246,0.7451176558222089
3099,246,0.8140436464122364
1395,218,0.818619219320161
5301,243,0.6769917958549091
3548,158,0.8528663144846048
2085,246,0.6893925006900515
317,243,0.7115694167358535
4282,127,0.7850817854383162
1086,113,0.8930400625935623
931,148,0.8917748869197177
1861,246,0.7038839129464967
1780,141,0.7677854975419385
3451,42,0.7838520796171257
1695,130,0.7556435731904847
2329,127,0.9644713284713882
5583,221,0.9207867532968521
2861,113,0.858184203505516
145,181,0.7974788291113717
113,127,0.8738769351371697
1245,243,0.6596881672407368
398,246,0.8621110233611294
4697,114,0.9621763870652232
1168,136,0.9606149345636368
1456,132,1.0341825151325403
2172,166,0.8489018199699265
4316,138,0.8277533437524524
1999,42,0.8596215168280261
1252,113,0.900033748043435
1628,136,0.8299490019146886
5046,127,0.8475934864420976
1810,136,0.7687185385397503
2809,141,0.7575077691248485
260,221,0.8729015753737518
4551,246,1.0793929270335607
2820,113,0.6570627074688673
3376,246,0.8783055340339031
482,218,0.8562449901364744
4602,94,1.0070024483970232
4509,221,0.8271744472107717
3151,9,0.8561941300119672
512,246,0.7322978318801948
3099,244,0.8389685207179615
5063,243,0.8324624419744525
2676,114,0.8159569690802267
2609,218,0.9420160837471485
5492,42,0.7679852736847741
3125,246,0.9097000168902534
1378,125,0.7996401661740882
3458,127,0.8298743875431163
368,130,0.8339892287871667
3885,53,0.8511661378932851
5460,125,0.8298594596396599
2706,126,0.7431885310049567
3126,243,0.735774579857077
129,236,0.7955138337399278
423,169,0.9870648051479033
2242,166,0.8458996798310962
4827,42,0.8817768917818155
1381,243,0.7525070565087455
926,25,1.0186692896698202
1355,246,0.9188671324934278
5447,215,0.8505270885569709
355,243,0.686522826552391
2821,218,0.7540657679949488
5177,125,0.7752992058438914
3459,113,0.6865181124636105
1851,169,0.9092831388115883
360,221,0.9515222108789853
1582,185,0.8150667936674186
4462,1,0.9482889984335218
5177,230,0.7649164918277945
3724,69,0.9942789837119302
3956,243,0.7805005335914237
3669,48,0.6986038620982852
1836,230,0.7467735875397921
5429,114,0.9515108671039343
1164,133,0.8778281181252429
4233,237,0.6636220599923816
3691,182,0.843506355370794
551,94,0.8213654410626207
1552,228,0.6647854936974389
2179,221,0.750745391207082
2538,48,0.8441012995982808
5243,243,0.886511289115463
4288,103,0.8663145053599562
1681,109,0.7805362098983356
2231,127,0.7140916660428047
5023,237,0.8234007470309734
2115,189,0.9944838037980455
5563,136,1.0820811933704786
4013,114,1.0193117842344301
2679,44,0.9789686491712928
3068,114,0.6820612038884845
5782,96,0.7139933673398835
2135,237,0.7722208207207066
3411,94,0.8200000686837094
5782,141,0.6683112404176167
2106,127,0.7227716413991792
5003,246,1.0071064574377877
3756,237,0.8294267640449107
885,237,1.1348034952368056
4899,127,0.8243813546640533
2996,211,0.8010224649416549
5782,130,0.6731511891952583
5674,243,0.8247424904257059
1496,246,0.7810363918542862
5422,244,0.6838699158813272
2817,88,0.9439625527177539
2851,237,0.8630063605627843
1123,27,0.8679915202249374
3845,109,0.980715351046196
1262,32,0.7474065901977676
1378,243,0.7573306853217738
1618,136,0.8157890939286777
2953,237,0.8423587580411029
5697,48,0.7701207127954278
3625,152,0.7157560831734112
2701,215,0.8745321397935706
2363,243,0.6668518164328167
2833,243,0.6300877971308572
2805,218,0.9084244998438018
2881,164,0.8418228509170669
1614,218,0.8899057422365461
1157,64,0.7510378088835361
1591,185,0.8136916745986257
1890,218,0.826793016067573
5779,246,0.8975499929594142
3757,237,0.8512896820902824
3053,237,0.9158691306199346
3113,243,0.7633007259241172
2568,113,0.7223400787583419
2693,218,0.6411998250654766
5422,221,0.6802035016672952
44,237,0.9499759934842587
2833,218,0.645880937576294
2197,246,0.7703510937946183
5154,5,0.7226503672344344
272,125,0.8547109424003533
4288,53,0.7341018867279802
373,96,0.8323127185659749
5782,131,0.7981107852288655
2501,113,0.7894400783947536
3442,189,0.8525930024417383
3840,174,0.777744042687118
8,202,0.9323698074689933
5367,94,0.8388205865131957
700,223,0.758723720908165
5224,113,0.8362358691436904
4581,243,0.7834274449518749
5799,188,0.9260330866423568
2856,218,0.8455097944076572
2882,237,0.8715636474080384
2634,32,0.7334552758506366
3776,126,0.7563086428812572
3094,230,0.756894386521578
1137,169,0.9514325587078929
2191,221,0.7504756269710404
5762,152,0.9291373124080045
1197,136,0.7140153891273907
1882,243,0.7616383382784468
1803,94,0.8164417307291713
3346,109,0.9858475290238857
5697,114,0.7656835589690932
1078,237,0.8095623904040882
5357,243,0.7966389837009566
5765,237,0.9004953248160226
2236,27,0.8480068397309098
1675,218,0.7650338272963252
1681,42,0.7225839027336666
587,211,0.8489169918133744
1180,42,0.8066537231206894
2996,53,0.7539766154118946
5436,235,0.8202563850541732
5216,246,0.6661284411592143
2197,218,0.7588261525545802
1124,216,0.7835560632603509
322,235,0.7731664329767227
5369,127,0.8122555549655642
1895,218,0.9601465848224636
1730,235,0.7160487238849912
2736,235,0.912304261965411
3225,218,0.8073528440935271
4364,169,0.7351078401718821
2464,218,0.7927773797086307
4130,169,0.7383671743529183
242,235,0.9939762391149998
1949,218,0.9272347571594375
3859,244,1.074838889230575
4078,235,0.9104740832533155
1240,90,0.9512664351080146
132,169,0.8382364500846181
5002,169,0.7410346088664872
1244,218,0.9380334823259285
2335,114,0.7993943872196334
1928,246,0.7748147741492305
3259,48,0.9641418353255305
5436,246,0.8238785042132284
421,243,0.8247882423124143
1507,218,0.7817000137375933
4589,169,1.0080341545066662
5033,246,1.0037206964833396
1331,218,0.7151623787358403
2706,169,0.7345095279493502
3113,114,0.7696219817568947
1315,218,0.9115608302610261
1918,64,0.917631884770734
4900,218,0.7909150831401348
3029,218,0.9655358755428877
3535,169,0.9514986665536915
2849,218,0.7841704370720046
3748,246,0.6783459399427686
5707,218,0.9602795945746558
3323,244,0.9115090907684394
1918,114,0.907064431479999
3414,152,0.777562330876078
5650,218,0.9423713037478072
1443,246,0.699737834078925
3791,218,0.7762361677097422
1889,246,1.1361082348573421
3241,218,0.7280925852911813
1957,218,0.7698325399375919
1770,246,0.7609399195228305
3546,169,0.8609810237373624
3959,246,1.1492844242602587
2508,218,1.0854679937141813
4077,20,0.9955668704850333
3791,48,0.7568369964137673
4399,218,0.7252903621494105
1754,246,0.8865261639335326
5545,48,0.8497919589281082
1522,246,0.8114657437961016
293,114,0.8156124208388584
2833,244,0.6618505482162748
3579,246,0.7751732066805873
4556,218,0.9150457137397358
1522,218,0.8149509942159057
160,246,0.8941496844802584
4270,169,0.8932423402688333
2326,218,0.742487965949944
1020,235,1.0034779664129019
5782,221,0.644439585506916
655,48,0.9560082373874528
1046,235,0.9025866229619298
3027,246,0.855131808668375
1873,218,0.7525987822030272
1401,218,0.9102157391607761
2517,169,0.9039290846724596
2261,244,0.7056880593299866
5319,74,1.044303105345794
1549,218,0.7392484471201897
5083,218,0.8990664950438908
227,218,1.0166139123695237
272,169,0.8255881671627451
1074,136,0.9576445027653661
2468,136,0.736296322828691
3585,94,0.8427671806088516
2073,94,0.7719613961609346
1783,246,0.8831686696835926
809,246,0.7442420816847256
1415,244,1.035228238574096
229,102,0.9816914599921022
3371,53,0.8833861712898526
4009,218,0.7429828724956938
817,218,0.8881220482289791
1609,169,0.799692066386342
1157,169,0.7312013697145241
3095,169,0.9876013511924872
1558,235,1.108822764562709
1626,218,0.7573046822633062
1196,48,0.7281156819579857
1802,218,0.764214184800429
3241,246,0.7139397008078439
3179,218,0.8974962271084743
2858,237,1.1277915446885995
1157,127,0.7270966683115277
1196,109,0.7451616818351405
2662,246,0.8469334505498409
2202,192,0.804807975356068
3181,246,0.8246724248996803
2564,243,0.7834990713745356
246,148,0.793270005179303
3101,221,0.7601202396409852
5782,243,0.6495971051709992
2063,37,0.9231974785548768
1310,74,0.8552193428788867
2456,244,0.6933172563357013
5782,5,0.6833830348082951
1285,246,0.8791912027767727
2189,221,0.8096534380955356
2930,237,0.922330671123096
604,237,0.9297807307115623
1643,185,0.9031138439396662
2253,127,0.8581622141812529
770,231,0.7050852100697479
5687,202,0.7396929471620491
487,237,0.8184311352670193
3372,237,0.7188363064612661
2417,138,0.8359914326242038
4173,191,1.031401009431907
2662,218,0.8411459579531636
1243,246,0.6479392002469727
3101,218,0.7675637954047748
1462,202,0.7827278396912983
3272,237,0.7829188310674259
1394,243,0.6276083929198129
1234,127,0.803829212007778
5782,129,0.740081216607775
1243,169,0.6537349760266287
153,169,0.7892573097986835
768,208,0.8074377152536597
95,144,0.7325096811567035
3517,221,0.7327092534729412
2251,246,1.051019314144339
3604,246,0.7802756247775895
5679,246,0.7075193601527384
4444,48,0.9833475298115185
4681,20,0.7930442259779998
3126,246,0.7399109303951263
2706,127,0.7232081347278186
2533,109,0.731505926166262
2106,42,0.7659914339227336
1747,114,0.8372714349201748
2381,0,0.8822025576872485
1832,217,0.9649548067578247
1500,141,0.8438860487991146
5301,221,0.6980609132775238
5247,158,0.8675966624702726
3129,158,0.7910365520843438
598,125,0.7216589535985675
2567,218,0.9096067185912814
5616,151,0.7448581590184143
2695,221,0.9053599536418915
2991,42,0.8987454713455268
4562,88,0.8929570125682014
5422,169,0.664030484855175
3083,169,0.8261884171515703
534,221,0.8488926674638476
2015,88,0.8726318255066872
1636,222,0.8363012645526656
5020,158,0.8011219609262688
1551,169,0.906923671918256
5704,9,0.9360151254305882
4493,246,0.9443082617861884
4590,113,0.8263426135693278
1935,9,0.6359339505434036
1527,246,0.8117628613752979
4939,246,0.8542249458176749
2467,246,0.8583164108651025
1749,246,0.9955975305555123
4408,246,0.9261457961318749
4776,230,0.8995834147291524
3867,48,0.9818516452131527
247,236,0.8733247644933206
5770,218,0.9927089501704488
1604,148,0.9120885224214622
609,109,0.8607805598294362
4147,218,0.9317635824637753
2195,177,1.023661203948515
3128,9,0.9063660289560046
1295,246,0.8685883741293635
4316,221,0.8093997261353901
2250,246,0.7704726324549743
1984,246,0.687277525405599
1938,136,0.7929425963333675
5224,219,0.8764340824314526
427,218,0.7932457019175801
1720,126,0.7957895081490278
3099,127,0.8073734449488776
1335,246,0.8585875034332275
1786,230,1.0198498334336494
260,230,0.8892882519534656
3785,166,0.8375847719476691
544,136,0.7023780282054629
2642,246,0.8592575330819402
1302,46,1.0315094600830759
3522,237,0.6895244185413633
1475,246,0.6760101073554584
258,42,0.7936921204839434
5707,228,0.9354150603924479
198,127,0.9469522024903979
1435,246,1.0160442408440369
5602,237,0.7391362701143537
2111,243,0.7379004295383181
1879,246,0.786433398191418
1166,221,0.746616304186838
5445,246,0.8290988276047366
4280,88,0.8796067642314094
2949,218,0.7965035097939628
373,5,0.746205534785986
783,237,0.8802805548267705
1955,129,0.9702802579849958
5611,243,0.72596171418471
1549,221,0.7485067535723958
4572,129,0.8842792232233998
1951,216,0.9315950889140368
4,174,0.702697180211544
2431,218,0.7774196304380894
3406,236,0.9275323434599808
1082,125,0.8048342029963221
1957,114,0.7795066107729716
1730,32,0.7169956980007035
1545,48,0.7907330074480602
1646,221,0.7669616277728762
3143,243,0.9776801102062953
2862,48,0.9080543627164194
2012,221,0.8529536072663697
1636,114,0.7283235298735755
1709,243,0.7837480913315501
2711,151,0.8115616353627827
153,114,0.7779195915375438
1394,169,0.6432988941669464
2082,228,0.801579264657838
4908,237,0.8908950646540948
580,243,0.764377620603357
1730,221,0.7184243734393801
1378,221,0.770966146673475
5403,185,0.8152410936142717
1364,64,0.8862964087831122
2438,94,0.9927779013024909
317,218,0.7239633319633347
3416,88,0.7425125742863331
4276,169,0.9694041322384562
4397,218,0.8503877760044166
4266,237,0.9040862343141011
373,56,0.8003407051520688
1483,218,0.769124111160636
1243,218,0.6573195170078959
5132,243,0.6885894260236195
3525,136,0.779935317779226
1364,114,0.8754587700324399
2416,152,0.8047765143481749
4745,98,0.8862417127404895
458,27,1.0863513707050256
3520,243,0.8703695849648544
5790,42,0.8827880503875869
1364,246,0.8747064253049237
1577,230,1.048553844381656
2856,127,0.8397729005997202
2453,130,0.9103842424894018
3486,221,0.7954570635088852
2435,221,0.8215454625231879
1861,243,0.6914693069245134
317,246,0.7108738826853889
1443,221,0.7065353617072105
272,218,0.8283711466938257
1379,246,0.936674884254379
1164,154,0.8359938047028014
1812,118,0.8842398566859109
3991,94,0.759920460837228
4990,218,0.7547166783894811
2658,158,0.8508122967822211
1378,246,0.7606206158442157
5803,127,0.6685403574790273
1696,42,0.7742784856153386
3199,223,0.7981537261179515
3643,221,0.8296733301665101
3390,162,0.9210567165698323
4776,169,0.9023223043020282
4394,114,0.8600524855511529
2085,169,0.6975913867354393
831,218,0.8592071623674461
1153,246,0.9308040951312121
4722,218,1.0237739809921809
774,53,0.9458333869198603
1792,169,0.7875711159514529
5201,246,0.8652720786631107
5007,48,0.6881254373916558
1918,20,0.9247492509228843
4594,218,1.0045132402862822
2866,218,0.6935480998030731
4433,218,0.96150589627879
1615,244,0.7527572768075126
2564,246,0.773233450949192
1590,218,1.0091773638767856
4829,48,0.71467004184212
2736,218,0.8784071760518211
2126,169,0.8553458462868418
2666,246,0.8553568185307086
1615,90,0.7960074261895248
1776,244,0.8637628416929927
3080,48,0.7456528885689165
1371,246,0.9360852458713842
409,88,0.8589461795719606
343,218,0.7581299309219632
2314,48,0.9303898861897844
757,246,0.9677042253315449
1154,114,0.6692149194755724
2333,48,0.6959669797548226
860,246,0.8438311059560094
5185,218,0.9045916460454464
3035,218,0.8646734775975347
1581,244,0.92444099525788
1484,218,0.5869542573179517
2747,169,0.6914450393191406
4923,218,0.719754047691822
3796,246,0.6859837610806737
5802,246,0.79392530556236
3094,169,0.7447535313133683
1131,130,0.6931606773952288
3439,218,0.8701269280697618
3532,246,0.85067529168113
3685,169,0.8540467981781278
441,75,0.8630644045770168
4399,169,0.7374716071104298
2050,114,0.9785142477069583
256,130,0.9748156879629407
5420,246,0.9572934561542102
195,218,0.8875120316765138
1986,218,0.8010476799016553
2833,246,0.6449173816612789
1097,218,0.8373802918940783
3561,48,0.8812344722848918
2335,244,0.8467993113611426
389,218,0.8514338489621878
1215,235,1.025816947221756
5260,114,0.8973176000373704
2150,246,0.9052247463592461
3802,235,0.8502793269498008
1638,42,0.6397711570773806
284,90,0.7002462180597442
2651,218,0.6549783583198275
581,246,0.8321232960692474
1162,114,0.8704792480649692
1388,94,0.9233927447348833
213,48,0.9199187787515777
212,94,0.9448481798171997
3257,243,0.6949817937399659
4991,246,0.8242333403655461
5782,152,0.6450406740685659
352,246,0.7880254079188619
5703,246,1.0413156257543181
1272,169,0.7578936722129583
1990,218,1.0691493728331156
2639,127,0.7715951310736793
4914,218,0.8649703544173722
1712,218,0.9011119295443807
2350,218,0.9882756381162575
2106,243,0.7134670114942959
4853,218,0.747674001114709
1336,218,0.8337562547198364
2160,48,0.9308384728751012
2111,218,0.7326982340642384
1914,218,0.8582774017538343
1957,243,0.768110129982233
1191,48,0.7404460755309888
3191,189,0.8334437230867999
1727,221,0.7650259530970028
1695,218,0.7642090331230845
830,5,0.9616549645683595
1872,169,0.9099445965673242
3538,169,0.8164748666541917
5380,27,0.863544413553817
4296,88,0.7333931954843658
573,27,0.8708373946802956
1549,230,0.7419846983892577
5643,237,1.0011750502245766
3678,246,0.6795954996986049
40,246,0.8571496967758451
2174,200,1.0022536013275385
1107,79,0.9057282752224377
1246,194,0.8607702361685889
1104,27,0.9084105278764453
1619,114,0.7495755808694022
2225,114,0.7408468212400164
1191,127,0.7599942327610084
2261,243,0.6872297291244779
1947,246,1.0084070587493312
1770,221,0.7695491348526308
2857,244,0.9489816435213599
5782,230,0.6788572051695415
809,23,0.7643303998879024
1288,230,0.9068278755460467
3154,169,0.9993910126920257
4477,149,0.826576611825398
5142,237,1.0339187436870165
5499,237,0.7884638022099223
2280,246,0.8276703538639205
5557,169,0.7560112811625004
75,152,0.7925918123551777
1587,202,0.7338475702064378
1830,11,0.8549452094095094
4288,72,0.7810636648376074
3974,246,0.8256808998329299
167,231,0.9153265189379454
4257,138,0.9355880921440465
1346,127,0.6664452627301216
1383,169,0.7595672937376159
3202,138,0.7194684818387032
3291,48,0.7851297014525959
2161,246,0.864390414740358
1272,42,0.7966603926782098
2225,130,0.6943963042327336
3194,32,0.8988916836678982
3731,169,0.7748234399727413
901,53,0.8072223562215056
95,169,0.7127536801355225
3226,218,0.8497754413900631
4238,152,0.7539764813014439
1643,166,0.9198783330087151
696,221,0.830522828602365
3826,246,0.8063138505177838
5561,221,0.924902509498809
1116,42,0.7840164865234068
1646,217,0.832640141248703
669,215,0.7860390112868377
5177,48,0.7549649564815419
272,113,0.7969214543700218
2903,243,0.8089370847280536
3360,169,0.7715117510940347
462,246,0.9554571591849838
5692,166,0.7893501074452486
1858,244,0.6381797029503754
574,221,0.797598376337971
4867,148,0.8744748681783676
2066,138,0.9607022532394954
211,136,0.7822982642267432
633,127,0.7525588380438941
1131,221,0.742626757494041
5592,9,0.7198497754122529
1421,113,0.7431427433288523
3650,218,0.8057902040226119
1147,218,0.8253583524908338
3643,246,0.8305857884032386
4161,243,0.8788086271711758
1906,243,0.8457496826137815
3961,246,1.0657445916107722
5679,127,0.7098110680734473
3821,48,0.7419358277693391
5301,113,0.6800117368942925
1946,246,0.8024938085249492
4991,243,0.8179520677242961
3467,42,1.0355795579297202
2179,243,0.7395857359681811
2287,23,0.7753170867051397
244,216,0.8298295794853142
492,243,0.9335343784519604
2074,243,1.1106363641364234
3824,42,0.9785452280193567
104,185,0.8475353967930589
4320,245,0.9543862800512996
2833,18,0.6771627196243831
3621,113,0.8299926635144013
3796,169,0.688721669039556
2005,202,0.9677618353494576
200,48,1.031935388488429
411,246,0.847071226154055
1246,185,0.7792174665789519
296,230,0.7613443955779076
1170,243,0.9253730449293341
4619,202,0.9540007407111781
1939,246,1.0968533103088183
3805,218,0.9592381141015461
4039,223,0.8651369373713221
1252,158,0.8945103575076375
1956,94,0.7389590282525335
1791,94,0.7177740058728627
2133,221,0.7494092542412025
3975,55,1.0000588638441903
3569,221,0.7240627461246082
4015,109,0.9297817848356706
1362,148,1.0458431499344962
4303,11,0.8530091962644032
4347,27,0.8329678920230695
2179,114,0.7364196724125317
2011,140,0.6338781453669071
1465,27,0.7218425848654338
2111,23,0.7952257777963366
5425,136,0.8140225016645023
1303,185,0.782902574964932
637,237,0.731789738605065
2501,114,0.8196763704930033
5697,246,0.7659366181386369
2836,243,0.6701091155409813
3757,189,0.8256405482866934
2012,127,0.8405796457082033
5150,221,0.7641847133636475
2021,178,0.8439399336597749
1665,53,0.7269328939063209
2241,141,0.8470560716731208
5305,152,0.8798417294664043
3132,244,0.7722654991916248
1956,109,0.788857507519424
3083,246,0.8206983410886356
737,94,0.8244110250047275
372,243,1.0105965988976615
1366,127,0.7274824499285647
5445,243,0.8266798393534762
2538,127,0.8553106021801276
1956,202,0.7622487672737667
3114,53,0.726582508534193
2012,246,0.835344152059406
490,53,0.7802956056381974
4280,237,0.8913214754845414
4513,48,0.7659951310072627
1807,136,0.8349133938817042
1652,136,0.6287629700132779
5476,88,0.769039693155459
2372,243,0.8003884959699852
2393,246,0.6978781138147626
434,237,0.839634396135807
717,19,0.8200334874647004
4873,48,1.1337973225329603
1930,243,0.8705072461494378
5611,246,0.7409756903403572
644,136,0.8200533916907651
1787,129,0.9057182667643896
3974,244,0.8325902989932469
1957,235,0.7896247170865536
2850,32,0.8280319720506668
2833,113,0.625770023890904
5176,237,1.0206134324627263
4481,53,0.9011898020814572
2384,148,0.8165327069748726
5037,243,0.8274448152099337
1095,246,0.7088557417903628
4635,237,1.1931642748947655
314,127,0.9528689650552613
193,237,0.8150950388184616
178,237,0.7259960238422666
29,243,0.7879861795476505
5358,246,0.8523788949075554
5586,237,0.7530015408992767
1666,136,0.7540802505931684
2354,166,1.0732390476124627
666,48,0.8123877408382084
622,246,0.8398671065058027
3875,243,0.767343415745667
3114,185,0.7548883416290794
552,218,0.8565232716500759
2457,218,0.8255921259655484
2310,218,0.7973805362624782
497,64,1.0119864780988013
2752,221,0.830651159797396
5466,235,0.7881567853369883
2335,48,0.8255162444963519
2159,169,0.9686721010532763
1331,20,0.7484566798167569
3665,218,1.0615079860602106
2566,246,0.9202488678108368
4954,218,1.0555072134094579
771,218,0.9227708908064025
2791,218,0.8839889875879245
2919,218,0.9448185775961194
5348,218,1.0095477221267564
2125,246,1.078434658902032
3038,218,0.9578789676805692
2316,235,0.7759990436690194
2823,218,0.9068932895149503
3639,244,0.8796402468745198
1634,48,0.8677484478269305
23,218,0.9569156619836576
