HSCode,ShipperPanjivaID,dist
94,3118,1.0333709599716323
91,3491,1.0224054540906633
83,5788,1.1131264003259795
93,6030,1.1168817936309747
93,6808,0.9637724943459034
93,6847,0.9809453229286841
91,5627,0.967820318415761
88,5282,1.0386467299291067
93,4011,1.0121060402265616
32,790,0.9689969959269676
88,2547,0.9037158073458288
89,1859,1.0483756037428975
54,2509,0.9312001764774323
93,5342,1.0184354042368275
93,2678,1.0799986931628414
93,1220,1.029126492595034
44,4204,1.0950647134866034
88,6531,1.0025027873925865
88,742,1.0994024106434412
93,4441,0.9886310366647584
88,4528,0.9282629928950753
32,3441,1.0510741429669517
94,3919,1.0031526588967867
94,5378,1.0071287745875972
93,2362,1.0359396263957024
93,2494,0.942109663305538
43,6039,1.1029502951673098
90,2663,0.8866053468414715
88,332,0.9384366534650326
54,2126,1.0335900953837804
88,153,1.1424083826797349
88,6844,0.9387653549867017
88,2539,0.9945998596293586
88,1528,1.040196645472731
93,6066,0.950991870037147
93,430,1.1540816596576147
93,2380,0.9047767309738057
39,3677,1.0156191039298261
54,1913,1.0709371220852648
88,1837,0.9243260603398085
93,5238,1.0103105746342667
33,4337,0.996480116886752
93,5353,1.0511256562811988
93,1197,1.1080723218619823
93,6751,1.0216810954734683
88,2174,1.139891941100359
93,1115,0.9252071314092193
88,5926,1.0508345956248897
88,140,0.9962227259363446
10,3980,0.9373805017343589
93,5736,0.9498400783964566
88,6657,1.0506902551943702
93,2426,0.8166728824975767
88,6891,1.0506823579115527
88,2389,1.0852478412645203
93,3472,1.138205194047519
93,5901,0.9587583630345762
94,6808,0.9893723255289453
88,2225,0.9708512619669948
88,3520,1.0856760937188352
54,2281,1.0238261273396867
93,1528,1.0411318827952658
32,4010,0.9483822009393147
88,5626,1.0232265869687711
32,2459,1.0022950564910258
94,2487,1.0628547948519034
88,6295,1.0406293379408973
93,4344,1.009990288742951
34,2390,0.9221192510532481
88,3645,1.078481844493321
93,4183,1.1308799829067928
93,3915,1.0948217576369643
88,6812,1.030130875962121
31,5834,1.048057486702289
88,3483,0.9044895225337574
39,2430,0.8658383821270296
93,1912,0.9046378673187324
93,1107,0.9973351385976587
93,2154,0.9549269386168037
88,5980,1.1665594269122397
32,2560,0.980556644632348
88,2329,0.9542940793825048
93,4555,1.0138837454308356
54,6812,1.0655995391841446
88,1216,1.061267813667655
88,2575,1.0089552578117167
91,1279,0.9593818272863116
88,4582,1.0656549238732882
93,6585,0.9675562786204475
92,1158,1.0379471353122167
93,6748,0.9987070688179561
93,1656,0.9372010342776775
54,4337,0.9878900514117309
39,6135,0.9660225169999259
94,6159,1.0683593883046083
93,1622,0.9271051367478711
93,2231,0.9263653717935085
92,6248,0.987980724245842
39,544,1.0790961698762007
93,3554,0.9165662733305778
93,2181,1.0435351669522268
93,6886,1.0717390456369944
54,6039,1.0061679084984851
91,6827,1.12934874104602
93,6812,1.0305739460246903
65,476,0.9147030312035765
93,3518,0.958719582429954
93,6630,0.9960034904735429
72,3439,0.9382115788757801
88,3644,0.9906449959214244
88,6647,1.0519967606025082
63,6406,1.1112141119582313
54,3958,1.1061712322490556
93,6825,0.9942906850150653
93,3875,1.0361041320221764
90,1271,1.0919341413038117
88,2154,0.9518911133387259
88,5736,0.9417996254550027
42,2126,1.0458685753068753
93,1490,1.0555635275585311
88,6663,0.9862386297567615
58,5533,0.9996066221169063
88,1483,1.00926807921912
88,5733,1.0275448305266244
88,3541,1.070119087983455
81,6329,1.0561536231211253
63,3977,0.9093268705265862
93,4779,1.025473774011646
88,3643,1.015882708132267
88,6438,1.0245614062462534
39,6770,0.9385759096060481
93,150,1.0199053468448775
93,3467,0.9610266036220959
88,2438,0.9797426162819777
88,5853,1.071728418980326
62,1354,0.9145657116480704
48,942,1.1284530239978008
93,4240,1.0867908956216914
93,4569,0.9320889667474798
93,3318,1.1449751908491765
65,3765,1.0447961413966758
93,2309,1.037727587324168
88,3622,1.1446270495653152
88,2187,1.0851587589297975
52,3433,0.9957968252710998
92,6658,1.0183345848428351
76,80,0.9797955378890038
90,3683,0.9553996840757983
93,4190,1.0952820714030946
0,3625,1.0424585438200407
93,3383,0.9472782571933099
15,6791,1.0831745878926344
93,5855,1.0807634419096368
40,5333,1.0575944403452533
65,4173,1.0764535234442778
88,1019,1.0130837820470333
88,5269,1.029387115234775
92,5492,1.0006034257156509
42,2992,0.8982554356168423
88,1200,1.006737889988082
96,1807,1.1390027712498392
39,6656,0.9761525216911521
93,5051,1.0982577199382442
88,4752,1.177617401948997
93,5261,1.165727938924517
93,5918,1.1639373754151165
33,2987,1.0416237312768186
10,5333,1.0267819613218307
94,6197,0.9276823704796178
50,14,1.0375779569149017
1,1731,1.1012307490621294
93,4731,1.0461332930385001
39,1100,0.9731119718801763
10,14,1.0254795963742904
94,648,1.0612863578966685
93,3380,1.1129738922630037
89,4535,1.0558220446109772
92,840,1.042307405865618
23,5814,0.8932542959228158
39,4345,0.9576084305133138
93,4734,1.093600940491472
93,986,1.0633366871625185
62,3919,0.9947754916335855
93,5873,1.0649012884657298
93,3311,1.0872202669935567
93,355,1.0363765295062746
92,5569,1.0148276626797659
44,988,0.9776822264705386
96,1021,1.025248204224876
93,6516,0.9074138078306403
93,6573,1.074282676513706
93,2491,0.9623970644814628
88,4618,0.9144928410117116
38,843,1.0230696580505796
92,4988,1.0649814693523305
85,5251,1.0348584620015961
92,6099,1.0729913559875317
10,751,1.0913618153759412
93,815,1.0237030887178011
88,6573,1.0686031337827444
93,745,1.0230048511709486
93,595,1.1084763184189796
26,1072,0.9941482856603605
44,457,1.0579229178173202
15,1458,1.143172218331269
93,426,1.0388788080641203
45,4556,0.9962187753990293
92,3158,1.0813007248299462
93,505,1.0595796847982066
88,4212,1.0490073029484068
93,1225,0.9782458373478481
93,3816,0.9847980399749109
92,3919,0.9823594574949571
10,1386,1.1780085083363312
93,3506,1.072239509517593
93,755,1.06549647623407
93,3934,1.0462452809193306
89,2270,1.103658504518015
96,1332,1.0113784952887468
94,5178,1.010298364130514
93,406,1.0453392110232795
96,5751,1.1103845153536116
93,4374,1.0705894018922533
93,3242,1.0623782695537167
93,3683,0.9430927916296891
33,6169,1.0918388335433389
10,2973,1.0468955715852124
92,2916,0.9105197646256004
88,4233,1.0438352833901132
89,505,1.0833952368370123
65,5873,1.0857705069439751
63,654,1.0188797302544117
92,5573,1.144171326155109
93,365,1.0986913839089019
50,6468,1.0627279148570128
88,1355,0.9268914415900197
93,3130,1.0893278074051653
39,643,0.8502018491604498
93,3919,0.9800336013681122
93,4394,0.8715487012107458
93,5337,0.9985420206960823
93,6658,1.0143899424001575
88,421,1.1130625057433332
93,2176,1.0625575110316277
88,5006,0.8184504796351705
92,6532,1.0121037741856915
93,583,0.9718590990773269
44,1183,0.9435303317649024
10,4978,1.0872231663337775
39,2256,1.005920022726059
92,5096,1.031115590461663
93,6907,0.9547194925003818
15,5823,1.0592215776975666
94,1135,1.0761010020838253
92,3511,0.9719357346849782
39,3524,1.1100716252944298
88,4901,0.9666223925139222
92,806,1.0304817397679602
93,5839,0.9995565925325666
10,3035,0.9270620260919843
92,130,1.005395713395306
93,535,1.1339314518762487
89,426,1.0262733341327734
93,1519,0.9728487807192973
93,3172,1.0137839625988687
