Carrier,ShipmentOrigin,dist
165,57,1.0027108522398132
22,21,0.9098554314779383
108,21,0.9152704836534602
172,21,0.9101048575581184
308,21,0.9077734919930143
304,21,0.9270842439894166
280,21,0.9267806331627071
253,21,0.9191018944340092
368,21,0.9338329288709376
534,21,0.9826818225639207
236,21,0.9200859118386039
245,21,0.9050556729946818
121,21,0.9418905526399612
345,21,0.967158777905362
456,21,0.9065839071491999
399,21,0.9467829189130238
158,21,0.9140951122556414
244,21,0.93063713823046
33,21,0.913724120972412
331,21,0.9054560318722257
293,21,1.0530140580875533
173,21,1.0652072759611266
105,21,0.926147060601839
392,21,1.0150061611618315
116,21,0.932808518409729
336,21,0.9359719327517918
590,21,0.9154556100921971
566,21,0.947509554880006
59,21,0.909287728369236
57,21,1.0870652826769012
511,21,0.920871445110866
473,21,0.9094949891524655
572,21,0.9933026965175357
104,21,0.967936327847253
393,21,0.996881532748895
107,21,0.9120419193059206
292,21,0.9072163480200938
497,21,0.9422022345076714
450,21,0.9564332706587655
395,21,0.9183852470346859
247,21,0.8959138526448182
109,21,0.889852945293699
373,21,0.9308826172325227
242,21,0.9701716559273856
67,21,0.988371172121593
582,21,1.0093636603227683
499,21,0.9331004667494979
187,21,0.9066128490625748
261,21,0.9030050168346081
28,21,0.9219280353614262
532,21,0.9454987261976514
16,21,1.0618692455547196
542,21,0.8641229742871863
386,21,1.0057060670639788
343,21,0.9551455693851624
445,21,0.9021300519151347
492,21,1.0477863582117217
61,21,0.9059231502137014
59,55,0.9094610903412104
520,57,1.0349315266524042
322,21,0.8835534533219678
78,21,1.062049717775413
425,21,0.9908313439892871
359,21,0.9297178649742689
536,21,1.101201178772109
517,74,1.027972401784999
304,55,0.926786503488464
172,57,0.9806669913232327
304,80,0.9838847512645381
107,47,0.9164727346173355
336,59,1.0244802394881845
373,101,0.9492588085787637
455,44,1.008468889764377
336,80,0.9985524458544595
116,71,1.002757400540369
245,20,0.9232197015413216
373,62,0.9891346278350933
33,64,0.9361075201470938
331,112,0.9313704520463943
359,102,0.9863475055566856
304,62,0.993412950209209
280,62,0.974909550643393
236,102,0.9750249731753554
172,112,0.9371047759694713
336,55,0.9324590936303139
116,83,1.0103166153920549
473,71,0.9756004404542702
336,20,0.9535677204174655
64,114,1.0424529274127312
304,112,0.9559109828301838
116,62,1.005333352301802
336,84,0.9949406284306731
336,40,0.960818009983216
245,99,0.9664965194783041
172,102,0.9669923314026424
245,112,0.9351154203925814
336,41,1.0596305449892367
304,109,0.9436158484646252
373,50,0.9593478988390416
336,14,0.9396951368876866
116,51,0.9623615358557019
236,101,0.9359247241435307
373,112,0.9578402484101909
473,80,0.9772529790310988
172,51,0.9356480552149671
280,112,0.9507006731416497
244,64,0.9535287166280406
172,18,0.933015877114875
244,101,0.9464135792638574
172,101,0.9285841460472771
172,64,0.9331842419425291
28,64,0.9447086027690342
336,24,1.0623133052140474
244,112,0.9563759208789894
304,64,0.9511798311557088
33,112,0.9412530921399593
594,55,0.9462473057210445
584,18,0.9713078354086194
331,64,0.9249899368733168
245,70,0.9601530603000096
236,85,1.0138583010328668
336,60,0.9917088044541222
336,75,1.037147065890687
116,112,0.9619983306952885
33,32,1.0456936885602772
245,80,0.9675233313547713
336,44,0.9941180710281644
590,18,0.9318632515413421
304,50,0.9521716471229281
359,101,0.9483475902816281
116,64,0.9573247927640166
430,12,1.0545299480270063
121,62,0.9973454847931862
116,84,0.9916762725583145
245,55,0.9055945750858102
331,20,0.9251690275434937
594,21,0.9406311203326497
244,51,0.958815830626658
172,55,0.9156552668926972
373,102,0.984210107209427
373,18,0.9482840544411114
172,95,0.9709923001272338
116,95,1.0009364762476511
331,51,0.9308567456901073
172,84,0.9715288228222302
116,47,0.9412347738231931
236,64,0.9442133298143744
336,34,1.0487962669825979
61,51,0.9340986455125468
22,101,0.9286655271758458
409,14,1.1158860581261771
105,47,0.9332210485424314
59,40,0.93314826688064
22,64,0.9335110387099641
22,112,0.9372257225747619
130,21,0.9258735445993287
120,101,0.9255335405468941
456,112,0.9285909703799656
464,50,0.9152533803135157
40,62,0.9704161179917199
542,112,0.8857188075780869
61,112,0.9273351465484926
445,112,0.9242724009922573
26,55,1.0848879007888692
187,47,0.9124531612864563
136,55,0.9445070666926247
187,112,0.9377297663262912
233,21,0.8998692067606109
542,101,0.874385795689055
368,112,0.9607444969671113
395,112,0.946115605533123
4,55,0.9444994729544435
456,101,0.9250634448336703
247,47,0.902520321559028
253,112,0.945764044831906
296,55,0.9691530922427773
136,37,0.9599884356638151
187,57,0.9755792527326516
208,14,0.9299978740912463
368,102,0.9952681330697877
497,99,0.9897102362343243
578,112,0.9075647730912481
469,55,0.9319369592038649
368,101,0.9503654052636453
483,55,0.9875235397900853
412,21,1.0557195485702582
477,55,0.957660968282393
413,51,0.9555352267343551
48,14,0.9817283345120293
438,47,1.0546812362237168
233,112,0.9192695175962788
497,112,0.9664310089179448
586,80,1.0279469532626015
40,64,0.9556565162326608
22,51,0.9361318657174706
594,14,0.9513822746063981
367,14,1.0856023500008243
247,64,0.9176734688558749
61,64,0.9253306730783412
40,112,0.9561385568231344
