PortOfLading,ShipmentOrigin,dist
79,37,1.1567210001604897
42,28,1.1145083137920924
243,47,1.0570943962250436
114,50,1.062120190688542
48,83,1.1169666286025728
149,71,1.14983553226505
138,109,1.0881406324250358
218,55,1.0612187002386366
72,20,1.149407486830439
48,14,1.070747782077108
221,109,1.0808645827429635
130,51,1.0895670322435242
169,51,1.0787502069558417
113,109,1.06949802168778
23,102,1.065572792398078
245,90,1.1456416100263596
18,64,1.0816619651658195
169,19,1.167316955115114
202,100,1.143686524459294
94,108,1.1095730768782752
55,109,1.1491020279271262
246,55,1.0532470047473907
11,52,1.1476829946041107
140,44,1.144783051950591
109,84,1.098565833909171
27,92,1.143000798566001
178,50,1.0802536117179053
202,96,1.1322977074554987
53,33,1.161008549588067
88,40,1.0830123126506805
19,40,1.1400620021990366
72,44,1.1547886963401521
136,37,1.079050445130893
174,21,1.0838872300727027
174,78,1.1178981789520808
202,81,1.123311704822949
109,60,1.1106164050953728
192,72,1.1132786167519433
42,84,1.0935350528785162
130,20,1.1133868534650122
30,71,1.1425700847591673
127,89,1.1530539648873466
5,14,1.1202655732631683
87,37,1.0923096516302653
235,109,1.0943315710340227
42,55,1.062240139714309
109,80,1.0952309689351492
130,30,1.1490167805126734
244,101,1.0723814793995448
152,31,1.123452595302037
141,81,1.1226868970053536
221,79,1.0976475924253464
173,40,1.1389416690383638
136,40,1.0744822600058146
103,31,1.1407238223723002
235,95,1.0948713730488504
218,20,1.0966747807604926
246,64,1.0667925317372595
188,40,1.1103204424892152
35,14,1.1611759683915548
127,11,1.1407573116677148
105,55,1.1242896999631609
218,51,1.0700093236352717
27,96,1.1366703297410692
91,109,1.135021937744958
221,50,1.0653482739414488
48,62,1.0970734251396996
147,108,1.1297270325677735
107,18,1.140724397131375
187,14,1.1696626118251257
114,101,1.0628272891044617
152,112,1.0949496584279197
5,112,1.1359590696437019
141,83,1.1306462522063936
234,21,1.0804862976074219
234,57,1.0744958626372474
5,21,1.1201064905950002
12,21,1.187934237931456
5,81,1.1415338963270187
32,110,1.1425368679421288
27,102,1.1200826104198183
56,14,1.1415132688624519
53,22,1.1548227412360055
246,102,1.0796197588954652
72,14,1.1362979795251573
71,109,1.1576877981424332
165,109,1.1410073510238103
197,36,1.110736469072955
48,79,1.0990491253989083
143,84,1.136957653931209
48,108,1.1059834105627877
190,66,1.1341700383595057
151,109,1.1421929832015718
174,30,1.127847460763795
225,109,1.1624965859310967
27,106,1.1729108478341783
250,21,1.1784840758357729
32,81,1.132925631744521
221,101,1.0685539586203439
5,17,1.17069325702531
27,28,1.1329612795795714
212,64,1.1662508738892419
246,83,1.1080818559442247
126,51,1.0736668918813979
130,45,1.167543915765626
216,1,1.1481154933571815
32,84,1.1167347537619727
186,75,1.0859871943082129
109,108,1.1116708389350347
130,112,1.0993372627667017
211,33,1.1383795312472753
202,99,1.1159424547638213
236,37,1.11211174087865
148,107,1.1617559088127953
53,31,1.14966581761837
51,78,1.1493579436625754
88,37,1.0862261291061128
176,109,1.14875052017825
53,78,1.1429754197597504
218,108,1.1096092930861883
53,84,1.1187209976570947
88,4,1.1182079528059279
20,47,1.09347899045263
152,66,1.1315187407391412
126,109,1.091002304639135
0,112,1.0969202710049493
42,48,1.137417855007308
64,64,1.0920288179601942
5,20,1.1416813603469305
140,21,1.1838857276099068
32,109,1.1204755072082793
194,33,1.13805718932833
169,97,1.143886802451951
48,102,1.086986624768802
19,100,1.1554017599139894
246,85,1.1267207328762328
243,109,1.078650325536728
69,97,1.0886931286326476
152,101,1.0853105975048882
27,15,1.1571054586342402
127,50,1.0609046944550105
94,4,1.1112961311425482
246,28,1.112160821046148
228,47,1.1063085219689779
136,88,1.167287915945053
152,72,1.162773962531771
5,96,1.1496975421905518
173,21,1.1742514542170934
32,40,1.1020513623952866
193,66,1.1281873839242118
236,83,1.1422127080815179
64,101,1.0857366962092263
76,93,1.1023786350020341
42,100,1.1350185977561134
109,27,1.1078499044690813
25,66,1.1264268117291587
188,99,1.1272319853305817
8,14,1.1302767310823714
42,59,1.1167586062635695
36,96,1.143638727920396
32,55,1.1024704149791174
112,109,1.1307111659220286
21,112,1.117908803480012
243,113,1.1115170121192932
25,100,1.1191324964165688
202,40,1.0791277523551668
246,109,1.0736960066216332
230,47,1.0582946985960007
188,112,1.1366746255329676
127,47,1.0541044899395533
174,55,1.0771778609071458
218,10,1.1160871641976493
56,1,1.135504802422864
48,87,1.1379392402512687
223,70,1.139783569744655
74,101,1.0587731280497141
236,50,1.1086977145501546
113,95,1.0658090668065208
213,109,1.1599068088190896
204,18,1.1441776135138102
42,97,1.1433339651141847
243,65,1.1136331866894449
141,79,1.125349542924336
174,51,1.08876633644104
174,47,1.083364365356309
202,7,1.1461684618677412
53,100,1.156866375889097
122,50,1.069095498749188
15,50,1.094064867922238
119,14,1.152117914387158
75,47,1.1196972557476588
243,102,1.0834570729306765
94,40,1.0716420326914107
32,78,1.1388025475399834
104,101,1.154497938496726
94,81,1.1106370623622621
209,109,1.15731400677136
92,40,1.1222913361021452
185,82,1.13246109017304
221,2,1.14538340483393
56,21,1.1631826609373093
41,109,1.1627555468252726
27,105,1.1370218311037337
130,47,1.0873947367072105
114,65,1.1198776704924447
88,78,1.1222892552614212
27,4,1.1303266712597437
152,74,1.1225422833647047
14,74,1.091601944395474
5,55,1.1104366779327393
221,37,1.078111708164215
114,104,1.1441891235964639
88,50,1.084768173950059
200,14,1.110651699560029
109,109,1.096721069089004
126,57,1.0989836688552583
32,52,1.1640133261680603
221,82,1.137348547577858
244,64,1.0818014293909073
221,90,1.1322335654071398
126,78,1.1129191028220313
221,7,1.1255202293395996
210,21,1.1155324237687247
249,21,1.1868922635912895
147,18,1.1322812789252825
202,59,1.1319259256124496
229,81,1.0966013308082307
114,62,1.091541901230812
54,22,1.0931842146175248
93,47,1.167421315397535
53,44,1.1382626231227602
135,75,1.0831019889031137
174,112,1.0953893895660127
105,10,1.1039476948125022
48,2,1.1495105443256242
220,50,1.090543040207454
208,1,1.1572732302759374
174,20,1.1021360925265722
244,32,1.151270525796073
244,102,1.0917452414120947
18,51,1.0871928653546743
130,95,1.1126622600214822
48,57,1.1017214357852936
243,27,1.09979747235775
207,51,1.1762724901948656
130,98,1.1832117422350816
244,109,1.0848642183201653
219,21,1.065515284027372
202,109,1.1040750869682856
127,108,1.1036886764424187
64,51,1.08405717675175
88,112,1.0997403115034103
57,79,1.0949079585926873
94,70,1.112299389072827
42,14,1.075072175690106
238,66,1.1562884513820921
80,55,1.1666062367813927
94,22,1.1423223721129554
152,47,1.0761860949652535
247,109,1.1300823049885886
236,109,1.1140826919249125
188,14,1.1286745646170206
42,102,1.0966143650668008
136,28,1.128910705447197
52,94,1.0908124180776733
127,74,1.1104839720896311
64,74,1.123171689254897
150,22,1.1341888468180383
246,11,1.1352871294532503
64,62,1.1053267504487718
27,81,1.127660755600248
201,113,1.1091692107064384
5,37,1.119657644203731
127,100,1.1327482014894485
202,37,1.0881263762712479
7,112,1.1487584944282259
108,99,1.1235704869031906
136,50,1.0743009001016617
48,50,1.0676143659012658
64,84,1.1020020544528961
151,21,1.1473196425608225
188,83,1.1363598917211806
141,34,1.1496835670300893
248,40,1.1444364253963744
88,51,1.0930659770965576
99,109,1.1522918769291468
169,50,1.0723209934575217
88,66,1.131714871951512
246,108,1.101017062153135
155,97,1.0981643795967102
130,64,1.097673169204167
65,114,1.1028355743203844
218,70,1.1158448031970434
42,7,1.1341799263443266
236,55,1.1060881061213357
230,90,1.1201802790164948
232,51,1.1670160804476057
218,79,1.1034478630338396
94,10,1.113292436514582
32,77,1.1589437148400716
218,57,1.1037108866231782
151,66,1.1581228418009621
85,108,1.171090338911329
136,96,1.1170615489993776
156,110,1.0969920733145304
236,3,1.1494749678032739
169,83,1.1250543636935098
48,97,1.13567054271698
53,70,1.139721387198993
130,62,1.1137750393577985
169,64,1.0856923035212926
172,57,1.1372101221765791
53,55,1.1008298035178865
126,102,1.0855233371257782
114,2,1.142670867698533
90,109,1.106949154819761
124,21,1.140649288892746
218,27,1.1124904538903917
148,108,1.1214069575071335
202,9,1.1718653802360808
137,109,1.1547385049717767
162,47,1.0519452946526664
188,96,1.146753973194531
244,65,1.1298073721783501
166,1,1.1330750052418028
48,103,1.1607627964445524
127,57,1.0981337108782359
218,109,1.0837816542812757
234,79,1.0983384964721543
42,51,1.0787910733904158
5,47,1.118291295000485
38,109,1.165553833757128
235,64,1.092142220054354
247,112,1.1288366551910127
78,64,1.1345204945121492
191,44,1.1058940610715322
188,84,1.1205089092254639
141,77,1.1555176398583822
56,64,1.1493821293115616
141,96,1.1272603017943246
88,71,1.1337112826960427
53,30,1.1512171498366766
45,1,1.1116001425044877
42,74,1.1194141187838145
141,40,1.094514427440507
53,82,1.1569008039576667
88,52,1.1414182569299425
120,105,1.0968333684972353
229,80,1.100325882434845
237,11,1.144022856439863
225,35,1.0906722170433827
48,113,1.1218319003071104
199,14,1.1596257473741258
74,40,1.0655862210052354
78,51,1.1369095870426722
218,90,1.1392041338341576
152,64,1.0896974738155092
181,96,1.1540062725543976
53,71,1.1547696058239256
101,43,1.0795046240091324
174,31,1.1192052045038767
221,92,1.1189737021923065
152,17,1.1554074798311507
218,62,1.10067284320082
66,55,1.1545593504394804
72,77,1.1718286382300513
76,83,1.093751820070403
48,92,1.1235048472881317
48,96,1.114488301532609
53,109,1.1154202648571558
236,10,1.1462092782769884
157,50,1.1023284473589487
236,30,1.1627288684248924
5,108,1.142850079706737
49,50,1.1076178380421229
127,87,1.1350070131676537
246,95,1.0718074760266714
106,33,1.1148517546909196
196,68,1.1032803665314401
114,109,1.0781437030860357
141,4,1.1350227892398834
50,24,1.09985281846353
245,51,1.1726063702787672
98,37,1.1302148486886705
92,80,1.102551523063864
42,34,1.1387507106576646
140,64,1.1762280826057707
48,40,1.072405337222985
109,99,1.1029489444834846
246,92,1.1141137331724167
88,1,1.1335811827863966
243,51,1.0648912760828222
218,0,1.1506912633776665
42,9,1.1580492215497153
235,53,1.1659451350569725
109,37,1.086100691131183
32,25,1.1642488028321947
234,64,1.0858151742390223
19,20,1.1529808278594698
94,96,1.1148927616221564
42,70,1.1086023982082094
221,113,1.1238584411995751
49,55,1.1293316675083978
223,100,1.15179015483175
227,101,1.1690076078687395
109,48,1.136361409510885
88,46,1.1483440441744668
76,55,1.1351812481880188
60,18,1.1197743948016847
140,20,1.1634050160646439
168,18,1.1559740049498421
246,58,1.1438653352005141
245,64,1.1655734522002084
96,10,1.1097912192344666
136,70,1.1180222694362913
236,44,1.152195421712739
127,90,1.1319817921945028
152,25,1.1474947439772742
149,3,1.1120566220155783
218,28,1.1226471960544586
152,78,1.1199343438659395
150,79,1.1349161501441682
5,41,1.1797985306807928
56,18,1.1480949584926878
148,15,1.147601353270667
218,87,1.1421278065868787
105,54,1.1006100475788116
143,109,1.172858591590609
243,18,1.0809988975524902
114,79,1.0950808791177613
169,109,1.0893812945910863
152,42,1.1629693721021925
130,32,1.170715487429074
127,113,1.121686311704772
45,78,1.112123755472047
202,108,1.119693981749671
141,70,1.1313676216772623
135,95,1.0959015595061439
169,108,1.1169102234499795
48,109,1.0818269401788712
42,36,1.1293097393853324
27,108,1.1226545700005122
218,23,1.1517674646207265
169,10,1.1211480519601278
126,112,1.0831528007984161
67,66,1.1297997619424547
127,30,1.1278732610600335
109,36,1.12869778914111
109,74,1.1219001859426498
5,99,1.1367999634572439
23,47,1.0539780748741967
130,101,1.0943751973765237
94,28,1.1234543791839056
5,62,1.1485814728907175
32,96,1.144377005951745
42,96,1.112691146986825
59,21,1.145020882998194
49,83,1.0888214409351349
198,34,1.0950961709022522
218,99,1.1068803668022156
243,108,1.1036750716822488
243,104,1.1391761590327536
141,92,1.1362653587545668
251,47,1.1807230242661066
53,101,1.1189404832465308
53,40,1.1033974587917328
9,82,1.1221958420106344
218,25,1.151832755122866
109,70,1.1129561981984548
96,93,1.1162909460919244
88,55,1.0804190252508437
246,19,1.1502725673573357
73,51,1.0903821672712053
34,14,1.1582978133644377
202,112,1.114096735204969
221,65,1.124561797295298
42,106,1.157248616218567
220,112,1.103789244379316
31,24,1.1034524941018649
235,108,1.118985863668578
129,21,1.0844357737473078
218,37,1.076941334775516
56,112,1.1547353033508574
119,82,1.1581036980663026
243,50,1.0610561349562235
162,64,1.0651926291840417
234,112,1.0877014845609665
243,63,1.1339700732912337
160,18,1.1157118869679314
76,106,1.1225005143455096
109,100,1.1328711530991964
122,90,1.1282567701169424
163,71,1.1404762023261614
188,13,1.160058666552816
151,72,1.1634199832166945
48,65,1.1242961351360594
68,109,1.1583101855857032
32,99,1.125450081058911
24,37,1.1504808834620885
166,44,1.1225580019610268
130,56,1.1698590080652918
109,106,1.1527041516133718
221,81,1.1098495785679137
27,99,1.1178672505276543
11,77,1.1493753184165274
228,97,1.1585051183189665
114,87,1.1319719925522804
188,70,1.1457007442201887
244,92,1.1221680896622794
243,79,1.0941152200102806
27,14,1.0976452678442001
42,47,1.0682727311338698
247,101,1.1331112257071905
127,109,1.0752519134964262
174,24,1.1470364992107664
113,47,1.0473313022937094
110,109,1.1638548629624503
23,21,1.0597672739199229
174,22,1.1339166632720403
90,47,1.091206043958664
161,21,1.1720365924494607
166,82,1.129834654075759
181,10,1.1249954743044717
218,65,1.1309179216623306
236,25,1.1788335517048836
136,108,1.1110339994941438
166,37,1.1011954290526254
139,1,1.1196491047739983
53,47,1.1068046731608254
22,36,1.100378757076604
240,14,1.173941705908094
169,85,1.1447434829814094
246,79,1.0903306688581194
224,109,1.1677446876253401
48,1,1.1355829217604227
27,41,1.1722566953727178
94,37,1.0770968667098455
95,109,1.1740821919270925
5,105,1.1548057964869909
169,65,1.1352049112319946
127,18,1.0796426321778978
61,21,1.2015572818262237
152,33,1.1506125650235586
42,10,1.1078584428344453
179,15,1.1123045395527567
218,103,1.1640751968537058
72,78,1.1614407428673335
56,40,1.1298577274594988
246,113,1.114721383367266
221,95,1.0815671160817146
151,31,1.1541226186922617
27,109,1.1119994499853678
169,32,1.1586123023714339
94,27,1.112983993121556
230,102,1.0772475174495153
248,109,1.1600888818502426
218,74,1.1181972910250937
69,75,1.0838449458990778
123,6,1.0905476654214519
96,13,1.1093595368521554
32,59,1.1352795788219996
244,51,1.0747009121945925
152,80,1.1033618726900645
42,37,1.0748813514198576
188,42,1.1781269695077623
76,109,1.1334135383367538
87,96,1.1266317559140069
118,105,1.1176273471542768
27,36,1.1447093614510127
233,47,1.0932687840291433
109,91,1.1615450893129622
202,28,1.1352209789412362
221,97,1.132128655910492
72,3,1.1523124469178063
238,60,1.1435591216598238
127,97,1.1336981292281831
88,110,1.1176401099988393
48,16,1.1374319749219077
109,59,1.1169911112104143
159,48,1.1086678824254446
138,64,1.0863252196993147
126,47,1.0715631331716264
45,14,1.154368030173438
30,3,1.1210462749004364
53,3,1.13557311466762
152,30,1.1378878057003021
136,83,1.1206471025943756
152,55,1.0742039616618837
64,102,1.1023442362036024
76,32,1.1241211699587959
233,95,1.090585829956191
0,64,1.0985742786100932
114,108,1.1082568594387598
27,111,1.1846590957471304
13,14,1.1629791174616133
121,105,1.0938597385372435
192,20,1.1412421997104372
221,68,1.1576647737196513
238,84,1.1427533711705888
32,42,1.1745648149933134
166,52,1.1376715238605226
126,21,1.073413495506559
141,111,1.1758360868053777
223,99,1.126311406493187
28,12,1.1261341933693205
236,17,1.179616887654577
0,51,1.0985591347728456
221,62,1.097700325506074
221,103,1.1550408410174506
246,103,1.1502025404146738
114,74,1.1092000880411692
235,51,1.0848488807678223
219,112,1.0728840891804015
48,44,1.1213108961071288
11,46,1.1612565985747747
188,44,1.1461134510380881
5,51,1.130399376153946
48,93,1.1430895669119698
109,55,1.0816558258874076
221,10,1.1111898060355867
202,60,1.1209565230778284
64,2,1.1517942952258247
72,52,1.1761827106986726
228,51,1.1189923073564256
228,64,1.1224778933184487
88,64,1.0953195776258196
221,108,1.1068623321396964
90,101,1.1014344266482763
189,90,1.1452688936676299
236,31,1.1573103325707572
218,84,1.0894880933420998
5,67,1.1881661574755396
109,7,1.1346240043640137
88,77,1.1394730444465364
88,96,1.1196470281907491
234,102,1.0917310448629516
218,89,1.1584981211594172
88,17,1.1500962972640991
27,55,1.0904875929866518
56,110,1.111265089895044
188,31,1.154217119727816
27,100,1.1493320571524757
246,16,1.127751998603344
29,7,1.111462122627667
5,109,1.1325629183224268
244,83,1.1164853019373757
16,109,1.1610769501754217
169,57,1.1103347667625971
69,64,1.105751714536122
148,40,1.0874377872262682
48,60,1.1067613341978617
23,113,1.0770676253097398
166,10,1.1195335601057326
20,101,1.103064285857337
53,110,1.1368750312498637
103,20,1.1447802547897612
202,34,1.1519585230520792
129,47,1.0782152989080973
152,109,1.0969440255846297
202,18,1.1065126614911216
185,66,1.1379372711692537
141,28,1.1352979923997606
32,100,1.1578678403581892
42,108,1.1031507636819566
146,24,1.092977734548705
75,109,1.128587775996753
103,84,1.1316378467849322
219,101,1.0651235346283232
51,31,1.1668268963694572
246,37,1.0689454994031362
93,105,1.1045729241200857
94,109,1.0833824127912521
88,12,1.1363763915640968
156,77,1.124676646930831
147,53,1.1071144198732716
70,83,1.1117099151015282
113,113,1.0978766615901674
88,42,1.1560401256595338
127,65,1.1238018806491579
72,46,1.1856513640710287
23,109,1.0699560344219208
144,95,1.0914756378957204
188,108,1.143056543810027
113,21,1.0486294499465398
166,77,1.13591011932918
113,64,1.059301570057869
53,80,1.1215931134564536
25,14,1.1388221787554877
236,81,1.1416397541761398
127,27,1.1042839820895876
72,12,1.1705934596913201
174,76,1.149747141769954
141,106,1.1710768416523933
237,47,1.0622995644807816
151,110,1.13262873675142
166,66,1.1348761767148972
188,37,1.1080317050218582
235,101,1.0817829732384001
246,57,1.091318096433367
144,101,1.095905874456678
104,112,1.1422701563153947
130,83,1.136233131800379
152,11,1.1510895128761018
32,21,1.1103551387786865
169,3,1.1236959206206458
218,50,1.0690551549196243
223,8,1.163803117615836
42,22,1.1436393026794707
246,23,1.1379822471312113
85,70,1.162517717906407
113,101,1.055660611816815
130,105,1.13969517073461
59,112,1.1375252498047692
53,27,1.1329475854124342
151,44,1.141303536083017
219,62,1.070321764264788
72,1,1.172734064715249
105,26,1.1046484134026937
201,114,1.1037095189094543
48,84,1.0874073814068521
47,112,1.1574568727186747
126,32,1.1400471372263772
63,7,1.1094000382082803
43,109,1.1561058780976705
222,47,1.0991707486765725
247,21,1.1347980520554952
202,97,1.1581037448985236
138,40,1.0766988290207726
5,74,1.1547155103513174
230,16,1.1139555887452193
221,66,1.1264300835984093
234,109,1.0921728334256582
181,37,1.1299563263143813
48,90,1.1363148880856377
236,105,1.1498642201934541
20,51,1.102107007588659
13,30,1.1084207168647222
218,102,1.0918409717934472
214,55,1.1523985266685486
73,21,1.0955540835857391
171,109,1.1470637257610048
195,44,1.1161106026598386
151,30,1.1495995021292142
174,62,1.103843561240605
223,109,1.1434534724269594
152,23,1.1498434288161141
221,57,1.1028712189623289
98,91,1.1322398441178458
136,4,1.119320763008935
202,4,1.1290635679449355
140,78,1.1458746833460671
114,3,1.1137197081531798
169,113,1.134552727852549
32,46,1.1712628368820464
174,101,1.094871284706252
27,25,1.1652971995728356
235,90,1.151192688516208
114,102,1.0851068326405116
53,108,1.1354613112551826
2,3,1.0994120367935725
32,30,1.1555388761418206
204,109,1.1468281660761153
116,95,1.1343450099229813
53,66,1.1526564636400767
170,109,1.1576230568545205
246,1,1.1272474548646383
243,11,1.1335497913616044
169,44,1.1292998897177833
246,90,1.1288235357829504
49,106,1.1264533773064613
243,90,1.129759781062603
62,50,1.1193753417049135
218,16,1.1412791024361337
235,57,1.115455492266587
143,85,1.162470206618309
53,1,1.154915256159646
109,86,1.16226783820561
5,25,1.1771277104105269
188,59,1.1388136552912849
83,109,1.1474385218960899
85,83,1.141290864774159
23,101,1.0642214374882835
167,50,1.140110073345048
6,109,1.170949746455465
19,78,1.1424911469221115
114,32,1.146999614579337
218,92,1.1266819047076362
27,27,1.1279152908495493
205,55,1.1530201435089111
13,66,1.1335082692759377
221,69,1.1498273738792963
246,41,1.1433411751474654
72,31,1.1656532777207238
114,83,1.1120611152478628
98,74,1.122054934501648
229,50,1.120244990502085
85,84,1.1484235461269106
73,102,1.0752837381192617
114,43,1.147231560732637
162,108,1.0737551982913698
126,23,1.1397894684757506
230,112,1.072430977863925
238,109,1.158060027020318
200,110,1.0895667927605766
184,71,1.151410243340901
236,75,1.1622668675013952
53,28,1.1440174217735017
27,53,1.1738004790885108
5,64,1.1352208448307854
202,36,1.1460425342832292
78,101,1.1468213647603989
114,30,1.1245861862386977
202,64,1.1081829773528236
218,45,1.160300876413073
214,14,1.1548641856227602
126,7,1.1207523452384132
19,84,1.1384703516960144
230,97,1.112661169043609
32,97,1.1556254306009837
226,3,1.087603848427534
218,95,1.086477307336671
236,108,1.1433300014053072
105,15,1.1004169072423662
216,110,1.133749128452369
98,106,1.1381215921470098
72,21,1.1439187846013479
235,74,1.1264177837542124
126,50,1.0712726201329912
153,37,1.1054734268358775
152,60,1.1093290192740304
114,0,1.1397584772535734
56,75,1.1245880893298559
19,70,1.1548189669847488
40,96,1.1459080513034547
114,113,1.1187108542237962
236,23,1.1818850604551179
88,30,1.1342081448861532
130,65,1.1427651367017202
223,107,1.1636631935834885
152,99,1.112714090517589
129,57,1.0963060877152853
36,30,1.1146246152264732
152,62,1.1102732632841383
185,110,1.11527096586568
19,44,1.1397588678768702
107,109,1.1511636865990502
19,10,1.1426995343395643
64,112,1.0940889120101929
122,14,1.1005461450134004
243,0,1.1330977444137846
49,105,1.1042948492935725
247,100,1.1283386605126517
215,30,1.1306166058140141
126,90,1.130807570048741
24,16,1.0925521052309446
