Carrier,PortOfUnlading,dist
511,6,1.086521252989769
121,50,1.0694005412182637
247,46,1.0989316020693098
375,62,1.0848109764712197
292,62,1.0441615411213465
532,63,1.0096489425216402
336,63,1.0626757112996918
573,44,0.9729307815432549
395,51,1.074003640562296
108,44,1.0741551050118037
304,56,1.087505266070366
505,8,1.1040189904826028
534,16,1.0452601781913213
187,17,1.0785829211984361
373,16,1.0937123213495528
22,16,1.0923945211938448
492,63,0.9785203358956746
534,10,1.024616505418505
261,63,1.0868206428630012
398,63,1.0837124266794749
473,63,1.078042410314083
261,46,1.0768988983971732
244,50,1.0897139587572642
117,44,0.9834230414458683
130,50,1.0839611983725004
425,6,1.1277920976281166
375,6,1.0903948981847082
62,63,1.0651257250990187
121,17,1.0732178576290607
61,6,1.0929852727900393
564,17,0.9851732839431081
499,44,1.0372052474745683
210,17,1.0454016753605433
4,31,1.0905180222221784
446,31,1.1012153790465422
203,44,0.99439936876297
552,46,1.0259771304471152
109,31,1.0735381628785814
308,51,1.1110329723783903
121,53,1.0797956436872482
304,8,1.0627997046602624
285,34,0.96976366852011
236,46,1.0773284435272217
304,6,1.06887130035154
28,51,1.1037468537688255
30,10,1.0316275145326341
172,62,1.0814335069486074
33,17,1.0623719582467206
155,5,0.961675933429173
121,51,1.0716108065098524
33,10,1.0762537928032023
245,16,1.0702620765992574
227,2,1.0373700761369296
48,16,1.0639122004753776
586,63,1.0716368002550942
187,31,1.1005291544965334
22,62,1.0976586224777358
40,62,1.0869160017796926
331,17,1.0776915443795068
120,16,1.0081123124275888
108,17,1.0852842006300176
435,31,0.9897708584155355
247,62,1.10934344040496
116,62,1.0813305154442787
183,63,0.9908577437911715
418,63,1.0318323677596968
505,16,1.0950526318379812
208,62,1.0747173753167902
406,31,1.0173180209738868
233,8,1.1014892978460662
308,29,1.1250812645469392
465,17,1.0406939892896585
120,65,1.0693981490497078
48,53,1.063579197839967
178,63,1.0486448566828455
478,51,1.0491140959784389
304,63,1.065513337363622
322,31,1.098742205882445
456,44,1.0909525379538536
120,44,1.0045180012072836
142,44,1.062269193785531
142,17,1.0624898469873838
140,31,1.0570697896182537
149,62,1.0406112766026385
322,44,1.0805251438702856
497,63,1.0554808319679327
594,8,1.064241067639419
413,44,1.0641352672662054
445,6,1.0953762478062086
572,31,1.0548937999244248
278,63,1.0293925045324224
187,2,1.100872767823083
405,56,1.051637056682791
584,36,1.076271423271724
187,62,1.083948131118502
301,63,1.1144040056637354
415,62,0.9550993421248027
373,46,1.0879630425146647
148,63,0.9849842637777328
236,6,1.0914335431797164
555,63,1.0421605088881083
583,63,1.0634810110288007
413,6,1.0768590069242887
253,53,1.0654704634632384
277,44,1.0104802357298988
40,16,1.0912378675171308
238,10,1.0372801114405905
261,53,1.0926357018096107
142,63,1.067948688353811
336,60,1.116988287440368
544,16,1.057323340858732
136,53,1.0653376781514712
343,17,1.0312004312872887
233,29,1.103855770613466
505,51,1.0920895795736993
116,56,1.112033402281148
116,20,1.1134256858910834
512,6,1.0131803559405463
116,6,1.084105065890721
233,17,1.098675059620291
445,53,1.0952577463218145
322,17,1.0909512649689401
75,44,0.993544203894479
359,63,1.0809069114870258
306,44,1.0527818985283375
523,44,0.9502403970275607
208,16,1.0706810973850744
368,50,1.0836694208639008
238,65,1.0561150908470154
208,51,1.0765417787645544
237,53,1.0235760499324118
80,63,1.0379594787955284
511,2,1.0961638273937362
158,29,1.105704409203359
368,51,1.0858484847205025
253,17,1.0573298884555697
450,63,1.0667320915630885
371,8,1.0350845780090563
301,2,1.1278972519295556
44,60,1.040393739938736
109,44,1.046746569552592
331,63,1.077998440180506
413,51,1.0754595837954963
375,63,1.0819254336612565
594,60,1.0939331350049801
398,51,1.086859839303153
49,50,1.0593308465821403
197,44,0.9925773431147847
119,51,0.95811998631273
289,62,1.060276576716985
468,44,0.9947253912687302
304,20,1.0984191549941897
383,16,0.9948502667248249
375,53,1.0918054857424326
22,65,1.1561475358903408
105,58,1.0673072742896952
393,17,1.0557165699345725
233,53,1.1047908183619646
274,44,1.0367274055523532
247,31,1.123971149857555
245,6,1.081313778247152
244,53,1.1023174747824669
280,53,1.0703351364604063
116,63,1.0802299156785011
33,8,1.06511448243899
116,16,1.0758041452084268
590,17,1.0791948650564467
430,62,1.0191692784428596
236,63,1.084986659032958
359,58,1.1413253734686546
86,8,1.0101720477853502
373,6,1.0990593380161695
430,53,1.03029891955001
456,16,1.099590741097927
499,63,1.0453708107982362
130,8,1.088541601385389
446,63,1.0792129327143942
553,16,1.0163192711770535
208,2,1.091427436896733
158,16,1.0883177827511514
89,6,1.0376637812171663
477,53,1.0778583575572287
394,63,0.9843075796961784
299,53,1.0515719875693321
120,17,1.0161259871508395
515,44,1.0844601467251778
448,51,0.9988120634640966
480,17,1.0808132024747985
258,6,1.078399037676198
286,63,1.0475050615412849
381,53,1.028951755192663
402,63,1.007981235427516
425,44,1.1194333285093307
59,62,1.076138720182436
473,20,1.111645842237132
398,44,1.0752714382750648
75,53,1.0074686237743922
42,53,1.0221078648963677
248,17,1.019623311502593
75,10,0.9904142612857478
395,6,1.077422042876216
456,51,1.0986719195331847
77,17,1.0773162383120507
149,51,1.0431200715580158
139,23,1.000524356429066
95,53,1.0440507648246629
86,34,1.010376200079918
257,39,1.0715352999312537
262,63,1.0638984995228904
409,10,0.9489917180367878
590,53,1.0856600403785706
464,8,1.100340451513018
524,17,1.083012159381594
578,53,1.1148387055311884
469,16,1.0679763949343137
552,6,1.0367205632584435
336,45,1.1092777741806847
142,53,1.075539221721036
262,2,1.0485960181270326
336,10,1.0798602615083968
233,50,1.09262012849961
4,34,1.089000872203282
280,63,1.0607631062822682
404,56,1.1103744449626123
477,8,1.07188268750906
533,50,1.0518381441278117
511,46,1.071506186255387
359,51,1.084065003852759
404,2,1.0983135540570532
22,50,1.0903000150408064
473,10,1.0937128098947662
505,50,1.0903067306748457
109,62,1.061189176780837
532,50,1.0093913355043955
238,44,1.0286303865058082
108,50,1.0823970234819822
253,10,1.0692112493727888
308,50,1.1091422332184655
253,0,1.1203211450151034
149,50,1.0404458955994673
177,44,1.0314364289598805
44,46,1.029847318040473
375,44,1.0752368143626623
78,51,1.0470618605613708
528,63,1.0072762593626976
28,63,1.1047199280666453
247,53,1.1130198687314987
393,51,1.0549815595149994
367,46,1.0025038123130798
4,16,1.0775271015507835
456,2,1.1123007738164492
444,44,0.9499149918556213
226,53,1.047314275588308
499,6,1.0502369829586573
245,53,1.0810315992150987
30,17,1.0258239379950933
30,53,1.0335902848414011
306,58,1.0373446335018213
594,56,1.0946669791425978
28,46,1.0929812266092216
280,51,1.0606760568916798
594,53,1.0652017726429872
371,44,1.030672209192549
81,31,0.9771080198032516
55,53,1.0123383126088552
289,53,1.0762817774500166
22,10,1.1039547068732125
70,44,0.9657552923474994
108,2,1.0958651072744812
65,63,1.0393048316389988
244,51,1.0925107598304749
261,16,1.0856410531061036
142,20,1.102494334003755
233,6,1.0987946750330073
260,17,0.9989040142723492
149,53,1.0446196616228138
0,44,1.001961047095912
511,17,1.0817983586873328
211,63,1.0300018819315093
445,62,1.0907746638570512
62,17,1.065201192029885
369,62,1.0134468653372355
106,63,1.0387125728385789
443,53,1.030517359397241
170,63,1.0802198414291655
238,63,1.0397932486874717
55,8,1.006652587226459
404,17,1.082740496311869
208,52,1.1802946318473135
584,40,1.090491906340633
430,8,1.0250718300896031
511,62,1.082913767014231
208,50,1.0724389529121774
484,53,1.0315975493618421
77,44,1.0707095221483283
22,2,1.1107745042869024
304,29,1.096385293241058
299,8,1.0448943908725465
396,63,1.0418009875076157
473,50,1.0771417788096838
359,46,1.0760665323053087
70,8,0.9700005799531937
261,17,1.0862012377807073
27,51,1.0654947555490903
20,53,1.0339326996888434
515,46,1.0789413037044662
368,6,1.0910610950418882
75,16,0.9991838296077081
497,6,1.0614692297364985
345,58,1.0723146934594427
16,16,1.0445881205877023
532,44,1.0023100163255418
485,50,1.087947123817035
178,44,1.0407783623252596
301,44,1.106871247291565
181,53,1.0259343981742859
22,31,1.1077513939567976
44,31,1.050460315176419
552,44,1.0213188092623438
153,29,0.9928951050554004
22,51,1.0922976306506567
33,53,1.0699246751942806
227,8,1.0457778253725596
399,53,1.0769943382058824
570,10,0.9676233604550362
51,63,1.07258752733469
238,6,1.0408911715660776
109,17,1.0578706738139902
44,44,1.0334970142160143
522,16,1.0540125902209962
208,63,1.073111049032637
590,29,1.109925880762083
500,29,1.0477340860026223
108,16,1.084054812256779
121,29,1.0965174383350782
27,63,1.065622013594423
28,17,1.1023960174726588
425,17,1.1176327509539468
107,46,1.0549794850604874
533,17,1.0501540015850748
100,51,1.0512421226927213
172,31,1.0974242325339998
373,8,1.0982346257993154
30,62,1.0273216302905763
236,10,1.1011067309549876
9,2,0.9998345098325184
308,16,1.1087577726159776
288,63,1.0133262569350856
375,51,1.0809090286493301
253,31,1.0735396359648024
404,62,1.0842171300734793
89,16,1.0315949193068914
344,44,0.9865371978708676
456,29,1.1180731329534734
253,6,1.0619305026318346
369,45,1.0075907504984312
187,8,1.086309514939785
226,65,1.0669931944991862
427,51,0.9501524205718722
59,45,1.1230874274458205
542,6,1.1138186071600233
393,44,1.0495845111353057
149,46,1.0292826797813177
395,53,1.0775988873626505
524,51,1.0768649173634393
210,63,1.0537247849362237
145,51,1.0525945307953017
139,41,0.9969182184764317
434,2,0.9753563702106476
560,44,1.0413624878440584
314,63,1.0073525894965445
552,63,1.0291228496602602
295,16,1.0261794413839067
17,34,0.9537632614374161
142,2,1.08363489061594
39,2,0.9757178755743163
200,46,1.0504778139293194
473,2,1.0967154066477502
298,37,0.9489770765815463
590,34,1.1005293047720832
151,51,1.036271646618843
555,44,1.0316873767546244
469,63,1.0698267413037164
257,65,1.0696888521446712
77,62,1.078492859578026
89,17,1.0263948025447982
170,8,1.0677648484706879
258,56,1.090356070548296
398,46,1.076544633933476
16,6,1.048329828972263
181,16,1.022471336381776
149,63,1.0392568608014179
504,6,1.0675826317497663
247,60,1.146888121430363
342,51,0.9775298237800598
247,65,1.1753732607300793
108,63,1.0819656236895494
590,6,1.0847851783037186
120,51,1.0108628475240298
456,62,1.0989841776234763
208,44,1.066565586786185
15,16,1.0680043947483813
393,50,1.0527046280247825
586,44,1.0639702560646194
109,46,1.051779268309474
301,51,1.1138886979648046
504,62,1.0534175421510423
233,51,1.0936395017696279
505,17,1.0969909578561783
392,51,1.0223068975444352
175,6,0.9814054199627468
464,63,1.1059628363166536
322,6,1.0935932302049227
359,44,1.0756712746141213
112,45,0.9573478421994618
473,34,1.096921596143927
172,29,1.1087417033101832
178,16,1.0442384939108575
46,63,1.009355878590473
586,62,1.0718323098761695
158,2,1.0997052474745683
266,63,1.106722035578319
477,6,1.0737567288534982
343,16,1.0232425023402487
27,44,1.058692371206624
200,45,1.0618367115301746
368,53,1.0945067980459757
21,63,1.026864277465003
321,44,1.0381794827325004
158,6,1.0941502643483025
187,45,1.140802977340562
61,44,1.0825729878685837
478,17,1.0427270467792238
179,17,1.0566281804016657
283,50,1.0744824707508087
522,31,1.055208916110652
15,17,1.0668191654341561
586,2,1.0830140145761626
505,63,1.093460806778499
101,17,0.9695914770875659
86,16,1.004819542169571
296,17,1.069355511771781
86,2,1.014092312327453
405,60,1.0501554662893926
478,16,1.0431445900882994
244,65,1.1429323836096696
91,31,1.0102490804025106
405,34,1.0617327966860362
245,20,1.1110761421067374
59,17,1.0714718140661716
236,62,1.0879883872611182
555,53,1.0471971013716288
369,0,1.0224658830889635
245,56,1.1102095847683293
290,25,0.915199739592416
484,17,1.031144408243043
550,44,1.0065757940922464
27,50,1.0599591817174638
411,46,1.0017467481749398
105,8,1.030776824269976
542,53,1.1192934811115265
150,17,1.0362627700503384
3,44,1.0420087852648325
308,44,1.1015339642763138
158,46,1.0806818849274091
108,53,1.0906030333467893
144,63,1.0146610885858536
244,29,1.1181834350739206
1,17,0.9675430165869849
49,17,1.0635633149317332
62,62,1.066256347511496
316,46,0.9797797862972532
122,44,0.9687369912862778
507,17,1.0145149039370673
543,63,1.0410737640091352
450,17,1.0693473132061107
485,6,1.093366122671536
594,62,1.0618831651019198
359,10,1.0944239350834064
244,62,1.0952784536140305
530,6,1.0498318640249116
30,45,1.0430439476455962
538,53,1.0548659942245908
225,53,1.064077349645751
477,44,1.0673129111528397
425,0,1.1487654383693422
301,17,1.1159425590719496
586,17,1.0733561643532343
250,62,0.9716650417872837
233,2,1.1042943143152766
30,8,1.0298275415386473
524,8,1.0855563495840346
459,45,0.9755808264017105
404,46,1.0779210206653391
550,63,1.0157014663730348
523,63,0.9583432929856437
77,6,1.0851168080366083
538,16,1.0531002283096313
150,62,1.0309594331442244
565,16,1.0323148146271706
4,44,1.0750689400093896
405,41,1.069622905658824
583,44,1.053451078345201
446,44,1.069714751626764
343,50,1.0339858404227666
4,53,1.092923756156649
33,51,1.065870520525745
322,51,1.0904168880411558
473,51,1.0792034970862525
445,46,1.0853615828922816
552,51,1.0299675315618515
109,10,1.0716094230966908
62,0,1.1116529876100165
181,44,1.016166084579059
375,17,1.0847085969788688
100,63,1.0582756932292665
486,44,0.9533738291689328
258,50,1.073825282709939
44,63,1.0435485148004122
552,31,1.0465305522084236
209,8,1.0429783596524171
377,16,0.9727825426629612
359,62,1.0852530731686525
368,2,1.1035622720207487
108,29,1.100407132995315
455,34,0.9803641864231655
33,44,1.0557919503189623
30,20,1.0395162531307764
104,53,1.063309339008161
455,39,1.0620367234306676
473,17,1.0734969569104058
368,62,1.0903953963092394
61,16,1.090106158650347
591,63,1.0354409803237234
70,51,0.9728037693670818
410,62,1.0376045969980103
77,16,1.0750289665801185
294,16,1.0002271767173494
296,16,1.0704680000032698
136,31,1.0607671088406019
404,63,1.0838806847376483
51,44,1.0648947533752238
238,17,1.0421366159405028
86,17,1.0047039591840334
131,31,1.0006467870303564
136,44,1.0497987014906747
411,63,1.0127040169068746
543,44,1.0323419703968935
125,41,1.0132557334644454
352,31,1.0204025135774697
92,63,1.075441310448306
533,53,1.0620682308716434
339,53,1.0462356765887566
373,62,1.0972228699496813
261,34,1.1012941705329078
576,17,1.066694550216198
178,51,1.0442462212273054
247,10,1.1183851760412966
393,63,1.0576320439577103
280,46,1.0550727173686028
325,44,1.0129351679767882
345,6,1.0403016579470463
196,6,1.029034314411027
524,50,1.0767649497304643
504,20,1.0469290624771799
130,46,1.0789281725883484
353,51,1.1113823290382112
105,45,1.0673039693917548
160,63,1.0369891239596265
410,63,1.0347622292382377
336,56,1.0926543985094344
511,65,1.1380979103767979
30,34,1.029320395418576
368,46,1.0788713480745042
129,50,1.038525911314147
539,63,0.962349167891911
465,45,1.0045774174588067
258,44,1.0684264664139067
158,17,1.089571868202516
1,8,0.966828065259116
555,17,1.0423583154167448
170,17,1.0704595382724489
200,16,1.0572099733565534
276,63,1.0113000550440379
125,44,1.0188196886863028
352,60,0.9804852498429162
91,34,0.9956031420401165
142,62,1.0661835095712118
517,56,1.0290835840361459
245,44,1.0713307719145502
430,17,1.0220570372683662
384,44,0.9908564910292625
143,56,1.0076401893581663
409,34,0.9494463780096599
44,62,1.042454622153725
322,53,1.0933933550758022
528,44,0.9972314664295742
158,31,1.1056863612362318
550,2,1.019225511699915
572,8,1.0605042967945337
390,44,1.034466352313757
541,51,1.0196044253451484
497,8,1.0636084760938371
511,51,1.0824004060455732
376,2,1.0786058413130897
451,51,0.9695526020867484
244,8,1.0986309360180582
113,44,1.0317641560520445
505,44,1.0854001268744469
49,2,1.0707441962191038
425,53,1.1334428819162505
283,51,1.0721865509237563
111,63,1.0292332640716009
331,44,1.0718397604567664
430,20,1.0264315849968366
511,31,1.0936638766101427
150,53,1.038719725395952
168,16,1.0403841521058763
377,62,0.9602688465799604
450,16,1.0682123856885093
301,50,1.1120350414088793
400,63,1.0738530425088746
494,46,0.9562983225498881
40,44,1.0822463493262018
586,6,1.076700508594513
395,17,1.0696045546127217
170,31,1.0790786913463049
456,50,1.0972829163074493
261,8,1.087073108979634
555,62,1.0288877221090453
481,2,1.0334335703934943
477,46,1.059343934059143
233,31,1.106760272889265
84,63,1.0415983782815081
532,46,1.0059443222624915
369,6,1.023575209081173
464,51,1.1063383583511626
441,46,1.0077388424958502
77,63,1.0779082952732486
311,63,1.0193856837494033
419,60,1.0650928430259228
100,50,1.0530162421720368
109,2,1.0769488731332655
497,29,1.075739408444081
51,16,1.0658633160803999
399,16,1.067019694085632
120,8,1.0199302887277943
187,10,1.1035557735179151
61,29,1.1148788902376379
175,31,0.962875206555639
421,63,1.1012109371700458
541,44,1.0114838864122118
286,17,1.03922558256558
253,62,1.056648788840643
292,6,1.0508055399571146
62,44,1.057864530810288
353,31,1.113841628389699
226,44,1.030615964106151
72,31,0.9490979611873627
104,0,1.0894386229504431
514,34,0.9723421399082456
373,45,1.1436955388635397
541,63,1.0199140501873833
378,46,1.0085241171930517
82,16,1.0445278686072146
187,6,1.0854141999568259
270,51,1.0152740904263087
425,16,1.1162576664771353
425,31,1.1231491201158081
368,31,1.1013510237847055
299,17,1.046502730676106
477,31,1.078643951032843
61,53,1.0975093367908682
258,31,1.0869009441563062
478,62,1.0375471732446127
464,44,1.097633598106248
413,53,1.082163225626573
99,17,1.012607532952513
589,44,1.004583096929959
352,23,0.9886220821312496
495,44,0.9698222236973899
506,8,1.000783377460071
359,8,1.084344642502921
484,6,1.032148162169116
59,16,1.0683361902566892
65,17,1.0234261083283596
400,44,1.065696765269552
208,17,1.073325874816094
266,44,1.0956840440630913
219,17,1.0054344981908798
497,51,1.0584026968904905
187,46,1.0755963250994682
493,50,1.0014609396457672
308,2,1.1268890010459083
108,51,1.0827934427985124
153,46,0.9930458601031985
192,44,0.9705789663961956
199,44,1.027261576482228
322,16,1.0896986494106906
22,58,1.1602460977488331
480,60,1.0785692127953683
24,63,0.9785442011696952
261,45,1.117381019251687
92,51,1.068300838981356
357,51,1.0712436533399992
543,58,1.0652106811425515
522,8,1.0599357166460581
375,29,1.1063086880104882
544,17,1.0595878756472044
305,46,1.0082746616431646
354,46,1.015594743192196
301,65,1.1715587464693402
70,16,0.9674315665449414
299,63,1.0521819250924247
230,16,0.9898742820535388
577,44,1.0091107338666916
260,53,1.0089941652757781
208,53,1.0821051775211734
389,17,0.9812341811401504
469,17,1.0696251019835472
54,17,1.020939163863659
59,31,1.0918109891936183
446,17,1.0803118614213807
62,2,1.0808898976870946
444,63,0.9609854051045009
445,8,1.093030993427549
247,9,1.2132416074829442
149,17,1.0389386792500903
586,20,1.1055052897759847
538,0,1.0703281096648425
445,10,1.0971528717449732
331,62,1.0823601367218154
140,8,1.0562472327479295
546,16,1.0245998468516129
236,44,1.0791970597846168
550,50,1.0108309664896555
411,2,1.012375378182956
42,46,1.0073048522961991
582,44,1.0298844794077533
511,16,1.0797914575253214
393,8,1.0590400163616454
77,46,1.071932808363012
109,50,1.054432741765465
532,16,1.0115724333695002
85,44,1.031063252793891
480,51,1.0844640550868851
304,46,1.0583968750600303
359,16,1.0788680977587188
25,44,1.0325233255113875
478,20,1.0285874136856623
586,16,1.0721069840448243
591,51,1.031748738672052
59,34,1.0934774290238107
221,63,1.0208417858396257
45,17,1.023111803457141
519,63,1.0635889853749956
309,46,0.9944683164358139
233,16,1.0996771468780935
522,46,1.042866289615631
560,51,1.0398304547582353
277,17,1.0176489715065276
304,45,1.1138891650895988
404,16,1.0794739776423998
262,17,1.053107153092112
555,2,1.0385686372007643
142,50,1.064149530870574
284,44,0.9725896354232516
84,31,1.04132899562163
158,51,1.088136266384806
301,31,1.1343643170382296
316,60,0.9190567199672971
523,17,0.9498777325664248
410,17,1.0328645323004042
153,31,1.0063292267067092
313,44,1.0456489697098732
571,17,1.032329984009266
394,46,0.9657002261706761
544,51,1.0546540490218572
399,2,1.0826383105346136
287,51,1.0262062379292078
445,29,1.1191434530275208
406,16,1.0256570178483213
571,16,1.0330554385270392
497,50,1.0549850878970963
398,62,1.0810160722051347
326,16,0.996477022767067
142,16,1.0609004093067986
538,63,1.0538930433935352
416,31,0.9970952623656818
61,8,1.0912006476095744
546,50,1.0150414223649673
418,8,1.0213562341939126
247,0,1.1724041535386018
115,63,1.0046775021723338
508,6,0.969813638499805
404,51,1.0875341860311372
538,17,1.0499721174793584
