HSCode,ShipmentDestination,dist
92,9,1.319006370646613
88,35,1.3111926593950816
61,116,1.3356289735862188
72,92,1.3392176032066345
92,35,1.3094376038227762
54,36,1.3235392943024635
93,45,1.3027746608214719
92,4,1.3245815538934298
44,88,1.3383033445903234
91,88,1.3357917070388794
26,36,1.317206091114453
91,116,1.3284776615245002
50,17,1.3114321971578258
23,89,1.3240795630429472
89,59,1.311427228152752
10,21,1.3077050684286016
92,59,1.302568148289408
93,54,1.3103647295917784
93,32,1.318186265017305
32,109,1.3072843594210488
31,83,1.348611491067069
38,41,1.310041386101927
10,38,1.2764781937003136
38,92,1.3118521230561393
94,88,1.3255591999207224
93,70,1.2957465052604675
40,81,1.324577664158174
10,115,1.3116592945797103
42,116,1.3206942336899894
10,83,1.320880115032196
46,92,1.3212422068629945
92,0,1.2899335218327386
92,83,1.3232175196920122
79,83,1.346370983336653
58,115,1.3238374761172704
94,59,1.3101560835327422
39,116,1.3069140442780085
26,83,1.3242934697440691
88,63,1.3254204232777869
61,83,1.3458853257553918
24,36,1.3221688440867834
75,81,1.331200225012643
92,116,1.3131262330072266
93,12,1.2925773145897048
65,63,1.3200774182166373
51,105,1.2764385438391141
88,54,1.309607477060386
50,83,1.3193315379321575
91,36,1.3299440826688493
42,21,1.3153689290796007
50,63,1.315699240650117
42,81,1.3285480460950307
65,41,1.3110804940973009
32,92,1.3142192895923341
45,23,1.32825625368527
54,58,1.3042735776730947
93,97,1.3024745391947883
34,116,1.3297081610986166
33,116,1.3236167888556207
83,81,1.3455795039023672
83,23,1.3388930410146713
65,81,1.314071151827063
58,23,1.3233207485505514
65,88,1.3140585284147943
92,100,1.3018009545547622
65,116,1.3066792104925429
88,99,1.2962689559374536
32,35,1.3167385033198766
42,35,1.3199847202215875
26,113,1.3299336997526032
83,60,1.3116070255637169
81,36,1.3333938143083028
86,88,1.3482802957296371
32,85,1.2934390945093972
91,81,1.336271039077214
91,60,1.3241348543337412
93,109,1.310527605669839
79,109,1.3086795530148916
61,36,1.339632790003504
50,25,1.2945394947060518
78,81,1.346334621310234
91,59,1.3195720165967941
61,23,1.334425185407911
34,88,1.3370992924485887
70,4,1.35866650726114
58,12,1.2915124297142029
94,116,1.3197379261255264
65,59,1.2995324517999376
50,4,1.3221833232258047
49,63,1.3358811709497656
96,81,1.3391329050064087
61,17,1.3389871439763479
92,115,1.31101144105196
24,25,1.3038240665835994
62,36,1.3192135957734925
40,85,1.2937361321278982
10,23,1.3132261570010866
28,89,1.3398270521845137
20,15,1.2621503972581454
89,81,1.329099996813706
81,4,1.3467338702508382
24,35,1.3177714331873827
42,4,1.3357794625418526
40,35,1.3155522154910224
45,116,1.3272837581379073
16,54,1.3096934759191103
75,35,1.3211139802421843
89,35,1.3182906316859382
89,9,1.324638446526868
45,115,1.3288789551172937
40,23,1.3177651103053774
50,89,1.3165157921612263
83,116,1.3381505523409163
24,21,1.3135070747562818
65,52,1.2895939658795084
32,59,1.3122385293245316
96,9,1.3402631367955888
96,4,1.349283937897001
50,21,1.3038561818040242
65,99,1.293810669864927
10,72,1.2928311335189002
93,99,1.297605434698718
74,113,1.3437167001622063
39,83,1.3177852917994772
54,82,1.2909255623817444
94,4,1.3341689705848694
50,14,1.2736463802201408
92,63,1.324331205870424
13,116,1.3234064036181994
50,32,1.3062818720936775
24,116,1.3178638528500284
94,81,1.3274745174816676
24,115,1.3186576153550829
33,41,1.3246712258883886
81,113,1.3394454142877035
10,112,1.2887662180832453
54,35,1.3194740489125252
91,92,1.3246298804879189
89,60,1.3147401873554503
10,99,1.2947758957743645
81,23,1.3300092709915978
10,41,1.3151328946862901
45,82,1.293440189744745
54,83,1.330878157700811
91,82,1.3058692610689573
70,35,1.3429011681250163
32,89,1.3247653948409217
54,59,1.3126485326460429
93,107,1.2947379616754395
65,4,1.3199309408664703
96,54,1.3246930518320628
61,81,1.3428926404033388
88,50,1.3094989348735129
63,58,1.3005774830068861
93,85,1.297383424426828
89,116,1.3212833436472076
50,36,1.312497330563409
26,21,1.3099223540297575
50,112,1.2779511223946298
82,113,1.336368556533541
93,112,1.295479175235544
62,113,1.3268018609711103
26,81,1.322000872875963
67,9,1.3391674693141664
26,59,1.306847254080432
81,81,1.337042327438082
89,41,1.3264326368059431
45,9,1.3306147583893366
93,105,1.2857039687888963
88,109,1.3088213514004434
39,89,1.3151005910975593
14,17,1.3209773525595665
90,17,1.3305090899978365
40,92,1.3119250221976213
58,36,1.3260480612516403
91,35,1.3248983834471022
42,36,1.3236849116427558
50,121,1.293075367808342
38,23,1.3163868827479226
90,23,1.3285427668264933
45,81,1.3350490342293466
96,97,1.3187046689646584
24,17,1.3217075355350971
50,115,1.3095930399639266
81,116,1.3294708388192313
62,88,1.3244610215936388
62,105,1.2840313954012734
92,82,1.2830889927489417
58,21,1.317837112716266
38,89,1.3252429983445577
50,23,1.3101453334093094
94,92,1.3153099726353372
51,4,1.3583990186452866
10,92,1.3084692023694515
96,35,1.3297703585454397
94,35,1.3166191918509347
96,116,1.3320327230862208
24,92,1.3137889440570558
75,36,1.3274988723652703
92,78,1.3048498194132532
54,85,1.298215314745903
33,17,1.328392573765346
32,23,1.3188571759632655
32,83,1.3277849235704966
34,25,1.3170988581010274
24,41,1.315380300794329
76,65,1.2778614514640398
64,36,1.3421056802783693
54,92,1.3174823565142495
45,92,1.3227316652025496
65,21,1.3023150978343827
33,23,1.3254449527178491
96,25,1.3261153655392783
94,83,1.3298341631889343
88,78,1.3064762066517557
29,89,1.346089135323252
93,44,1.2963357674224036
90,81,1.3358996382781438
40,63,1.3226277528862869
91,75,1.3049582285540444
41,116,1.3327701102410043
90,50,1.323575300829751
92,97,1.3002890912549836
62,9,1.3199160248041153
24,4,1.3327017713870322
40,36,1.3205919271068913
14,116,1.3167260033743722
33,82,1.2927214279770851
63,116,1.318735578230449
36,25,1.3278032221964426
0,89,1.3494805438177926
16,83,1.3448796144553594
33,83,1.334886799965586
33,36,1.3279327409608024
40,99,1.2937724952186858
62,92,1.3125911035708018
90,109,1.3174784971135003
89,23,1.3208764738270216
23,4,1.3329600574714797
40,115,1.3162248783877917
81,54,1.3156556252922331
10,116,1.312509729393891
44,81,1.3388260560376304
90,97,1.3126422954457146
91,25,1.3190236857959203
92,107,1.2891294338873454
42,88,1.327461329954011
39,0,1.2744599155017309
91,11,1.3232001044920512
58,17,1.3262418370161737
7,36,1.3296413283262933
26,9,1.3221150785684586
39,88,1.3141867741942406
61,9,1.3397284618445806
42,113,1.3350629614932197
63,36,1.3217386560780662
65,51,1.2927299908229284
94,113,1.3356792948075704
96,88,1.3381989725998469
54,9,1.3286192821604865
32,78,1.3031774567706245
26,116,1.3138989454933576
93,28,1.297666993524347
61,89,1.3441125729254313
26,89,1.3221352824143
10,25,1.3010531440377235
20,115,1.3185014298983984
24,81,1.3261062407067843
47,109,1.3232766496283668
4,59,1.3294881411961146
70,83,1.355082826954978
88,41,1.3219929965479034
96,105,1.303385391831398
44,36,1.333218291401863
39,4,1.319558278790542
33,21,1.3196101625050818
69,50,1.3271660559943743
39,82,1.2725826323564564
84,36,1.338740165744509
87,92,1.3339901023677416
46,23,1.3256340431315559
91,4,1.3425360172986984
12,41,1.3170377952711922
52,83,1.35848149231502
57,35,1.3378370191369737
27,36,1.339367331138679
33,115,1.3256434457642692
44,89,1.3386051335505076
96,110,1.304825293166297
62,8,1.3066188959138734
93,90,1.309109848524843
31,81,1.3436108965958868
76,76,1.244644217725311
88,117,1.2882138304412365
10,11,1.3066105746797152
42,41,1.321733119232314
92,65,1.2972958662680216
44,23,1.3303244284221105
81,83,1.3409596660307475
58,50,1.3172022380999155
92,39,1.322894009096282
14,50,1.312311810042177
15,36,1.3452010452747345
38,81,1.3239028315458978
88,85,1.2954253107309341
34,115,1.3326544186898641
94,100,1.3086123477135385
89,99,1.3042552907552039
24,14,1.2757434419223241
93,65,1.303270436823368
44,35,1.3300790190696716
91,105,1.2958960128682
7,35,1.3248992817742484
65,100,1.2942926319582122
78,113,1.3402340625013625
50,59,1.302401132349457
34,35,1.3294324427843094
91,50,1.3221897844757353
88,11,1.308182340647493
45,89,1.335122562944889
72,116,1.3431830299752099
40,116,1.3164851713393415
94,8,1.3182306992156165
88,100,1.3030066256012236
85,39,1.3035206241267068
62,17,1.3203454124076026
62,116,1.31654904037714
10,17,1.3154363073408604
45,75,1.2832737240408147
4,75,1.2484714722793018
0,59,1.3389376125165395
10,82,1.2819861399808101
26,4,1.330658950975963
57,92,1.333583380494799
92,45,1.299747608602047
44,112,1.306761513863291
44,25,1.31818595209292
94,75,1.2954781161887305
20,89,1.3245355976479394
47,83,1.3464892591748918
96,104,1.3333736062049866
24,0,1.2768409347959928
39,50,1.3050047872321946
65,35,1.3044864375676428
85,23,1.33589249423572
74,59,1.337901495397091
23,35,1.3158930497510093
65,82,1.278296029993466
93,60,1.3179384576422828
89,17,1.3227532037666865
81,89,1.3375660734517234
93,77,1.2903693275792258
50,51,1.2943498928632056
45,63,1.3392966096954686
92,11,1.306597147669111
9,83,1.353441568357604
24,23,1.319381863943168
45,73,1.2845147347876005
45,41,1.3290491583091872
94,63,1.331720496926989
24,88,1.3257806929094451
11,83,1.351919490311827
32,121,1.3039598635264806
96,115,1.3336412736347742
50,99,1.287819034819092
45,17,1.33041143736669
39,100,1.2951516349400793
32,112,1.2854554908616203
33,89,1.3321769716484206
42,89,1.3279996471745628
68,36,1.3458647749253683
91,51,1.3152632330145155
52,88,1.3550612458160944
90,54,1.3187749949949128
39,32,1.3070055693387985
69,88,1.3473121204546519
91,21,1.3275229526417596
88,32,1.3171541626964296
54,89,1.328108862042427
39,113,1.321107609995774
12,36,1.333426575575556
26,63,1.3229978340012687
64,23,1.3359364122152328
26,92,1.3107825677309717
23,23,1.3176756075450353
40,88,1.3245737925171852
94,50,1.3170140151466643
92,113,1.3284174342240607
42,109,1.3109359294176102
32,82,1.28727238625288
44,21,1.328365514853171
10,71,1.2797483743301459
40,97,1.3003674894571304
12,4,1.34089573685612
79,116,1.3343964517116547
40,4,1.3296252701963698
15,115,1.3430746900183814
10,35,1.3111756986805372
26,41,1.3136168335165297
24,63,1.325465965749962
12,21,1.319222416728735
65,23,1.3066873507840293
62,12,1.2845683310713087
42,115,1.3217833329524313
24,83,1.329751277608531
92,32,1.3163157201239042
20,0,1.28129238315991
32,115,1.3193235801798957
93,46,1.298534988292626
88,45,1.3001693678753716
89,21,1.3168096675404481
81,51,1.3035864042384284
96,92,1.3291284857051713
79,92,1.3312114562307085
65,17,1.3096516244113445
65,50,1.3046936616301537
58,89,1.3298776575497218
32,58,1.2955643076981818
79,113,1.339628734758922
58,116,1.3224362954497337
14,21,1.3115611805447511
92,121,1.3003348697509085
20,68,1.2545874523265022
39,117,1.265617557402168
20,36,1.3199293123824256
19,36,1.3406181899564606
90,36,1.3304176649877004
39,60,1.298720350222928
44,51,1.3133947455457278
39,11,1.2964935041964054
48,36,1.347459077835083
91,58,1.3172433355024882
89,54,1.312825623367514
58,71,1.2735766023397446
57,36,1.3434028710637773
40,104,1.3126723925982202
31,21,1.3292035699955054
20,82,1.282963530825717
76,97,1.313716169978891
88,103,1.2996235223753112
33,88,1.3318284686122621
89,4,1.3342964383108276
94,52,1.304705913577761
42,45,1.3035880540098463
75,88,1.3315690883568354
86,116,1.3393907845020294
75,78,1.3011918642691203
96,109,1.325108704822404
81,39,1.3130581974983215
90,9,1.3333342862980706
93,82,1.286689946161849
88,0,1.2900382397430283
72,103,1.2906706695045744
82,81,1.339168491108077
93,39,1.325513196843011
54,25,1.3098667498145784
42,12,1.2895591046128954
32,65,1.2909278105944395
34,17,1.3351656411375319
38,21,1.310589540483696
16,116,1.3324431415115083
10,63,1.3216206966234105
16,115,1.3338434483323778
20,116,1.317528486251831
50,41,1.3072624887738908
20,17,1.321585020848683
89,92,1.3151370020849364
62,112,1.294335378067834
15,102,1.2590474209615163
45,21,1.3201862802462918
93,75,1.2984134246196066
31,4,1.3500148089868682
63,41,1.3260785820228713
75,21,1.3194492406078748
26,54,1.3052372538617678
50,92,1.304792620241642
46,83,1.3407706724745887
44,115,1.3331223343099867
94,109,1.3124811117138182
85,35,1.3360145017504692
93,22,1.3004610623632158
42,59,1.314900930438723
85,81,1.343198414359774
62,23,1.3161498542342867
71,36,1.340832726231643
88,77,1.2823463529348373
24,97,1.2995482230825084
84,35,1.3316457686679704
88,70,1.291446968380894
65,25,1.2972939046365874
3,89,1.3424342359815324
26,23,1.3151644095778465
74,54,1.312078591968332
14,4,1.3326652039374625
89,109,1.3115326038428716
65,32,1.308637794639383
93,108,1.3025993279048376
33,51,1.306339796100344
96,17,1.3368043707949775
54,4,1.336675756743976
39,35,1.3047988201890672
39,25,1.295401183622224
32,113,1.331387562411172
95,100,1.3205939999648504
47,85,1.3076739077057158
44,92,1.326719340469156
73,113,1.3425731807947159
93,14,1.2936056479811668
49,81,1.338023125060967
25,89,1.3531425222754478
32,87,1.283483351979937
54,88,1.327422865799495
93,52,1.307429242346968
95,23,1.3375511744192667
96,112,1.313069618174008
89,97,1.3072829938360624
43,89,1.34583807098014
71,115,1.3385562662567412
14,36,1.3213356797184264
94,32,1.3220389932394028
39,85,1.2845465828265463
31,63,1.3360303294445788
40,78,1.3030219024845533
94,121,1.3052655181714468
88,65,1.2955975862486022
62,54,1.3077435099652834
34,54,1.3159713106495994
86,81,1.3469816467591695
42,23,1.3217423313430376
92,109,1.3081316990511758
10,75,1.2815153659986598
69,54,1.3087955564260483
63,99,1.3031814534749304
54,115,1.322606576340539
63,23,1.318052925169468
31,41,1.3241443389228411
34,36,1.3343525209597178
96,51,1.3133151424782616
45,4,1.3400540224143438
14,83,1.3284713317240988
42,100,1.3080793906535422
83,115,1.342092433146068
92,103,1.2996280491352081
69,17,1.3431961983442307
26,25,1.3029046122516905
40,41,1.3116302309291703
7,88,1.3309824647647994
36,81,1.3498468760933195
92,12,1.288337580859661
94,70,1.2962423712015152
7,45,1.2883354116763388
94,9,1.3271428921392985
88,39,1.3230134546756744
81,88,1.3374604263475962
42,50,1.319466348205294
4,35,1.335163218634469
32,9,1.3235296883753367
90,25,1.3161921224423818
94,105,1.2875982288803374
45,28,1.2813329372022833
81,35,1.3290238423006875
32,11,1.305689653115613
88,60,1.3171489387750626
64,81,1.3446397249187743
40,25,1.3030610409166132
38,4,1.330540700682572
65,0,1.2852171595607484
26,82,1.2829532884061337
64,116,1.3374074122735433
58,83,1.3330413007310458
63,59,1.314628466963768
91,63,1.3406198801738876
45,113,1.3386285209230013
96,85,1.3116789651768548
47,58,1.3091104626655579
42,82,1.2905520317809922
90,59,1.3205720910004206
16,21,1.326207953638264
89,36,1.321210330086095
62,21,1.3138581397277969
63,63,1.3330841729683536
58,35,1.3211647591420583
26,32,1.3135285526514053
43,85,1.2977401151188783
94,78,1.3100330201642854
10,104,1.310444247509752
30,92,1.3285400484289442
70,36,1.3495318634169442
58,100,1.3116154255611556
62,89,1.3245870960610253
23,45,1.2913300948483604
91,32,1.3329926516328539
32,4,1.3332448431423731
62,51,1.2963927100811685
65,113,1.3208595184343201
96,83,1.3424939257758004
38,17,1.3191623959158147
32,70,1.2788767048290797
62,11,1.308329795620271
92,105,1.2830981931516103
39,63,1.315952611288854
83,112,1.3021918088197708
90,100,1.3146782687732153
33,78,1.3100824632814951
20,23,1.317900612950325
39,78,1.295546826507364
81,85,1.3045124667031425
63,51,1.2988753116556577
44,17,1.3337710670062475
20,4,1.3336131455642837
26,50,1.3122539626700538
57,41,1.3289478655372347
75,116,1.3238390705415182
88,51,1.303886704146862
89,115,1.3205669575503893
52,0,1.290676118007728
15,35,1.3417395736489977
96,57,1.307227376316275
96,45,1.318721316754818
85,109,1.3096308623041426
23,36,1.3214582609278815
63,100,1.304648607969284
70,21,1.337516415332045
94,58,1.3076447599700518
91,8,1.3301556621279036
10,58,1.2968996635505132
4,36,1.3412750693304198
70,17,1.34690510481596
95,35,1.339617275765964
88,22,1.2933127145682062
94,97,1.3077838207994188
7,11,1.2978377813207251
39,8,1.300069095832961
94,51,1.306770377925464
64,85,1.3064209478242057
22,88,1.3429928805146898
90,51,1.310327600155558
54,11,1.3132088886840003
31,36,1.3421131787555558
64,83,1.3485376238822937
69,89,1.346862303359168
50,6,1.2650488282420806
82,23,1.3313442915678024
32,63,1.3291561603546143
10,59,1.3053581767848559
13,115,1.3268129197614533
89,0,1.2952891737222672
38,36,1.322773097881249
51,89,1.3510523055280959
62,85,1.297322398849896
91,113,1.3468015534537179
84,112,1.2882880525929588
57,59,1.334375438945634
65,85,1.2889311228479658
24,104,1.3124851903745107
50,50,1.3065458190228258
67,85,1.3048557404960905
34,21,1.325486923967089
91,0,1.3109240446771895
58,32,1.3210137177790915
11,63,1.343448628272329
82,116,1.3319350183010101
92,112,1.2916684235845293
57,11,1.3138278286371912
0,21,1.3348948806524277
77,116,1.3406644186803274
92,70,1.2900204647864615
88,8,1.3175285117966788
95,116,1.3391660047428948
54,32,1.3200949600764684
45,58,1.3066841512918472
44,11,1.3243479217801775
54,0,1.2922405345099313
81,22,1.2784739573087012
12,17,1.3303908333182335
46,4,1.3401256565536772
79,89,1.342876530119351
65,60,1.3012316673994064
90,21,1.3265066200069018
39,58,1.2879965464983667
63,113,1.3276152962020464
44,121,1.314824036189488
96,59,1.3251312119620187
93,117,1.2916913043175424
41,11,1.307405099272728
91,52,1.315077590090888
80,116,1.3296888183270181
75,104,1.3143345820052283
90,92,1.3242980667522974
14,81,1.3249181413224764
19,89,1.3390945600611823
33,35,1.3232569960611207
73,116,1.3411399402788706
93,57,1.3014576264790125
79,100,1.3178943714925222
65,92,1.3026039323636465
10,6,1.2804269593741213
63,83,1.3297888966543334
10,85,1.294059943407774
44,83,1.3425605190651757
85,103,1.2933450234787804
3,115,1.3376381642052106
91,115,1.3288041896053724
88,105,1.2824851987617356
96,100,1.3211938036339623
58,4,1.3375080579093523
85,116,1.3360850236245565
81,112,1.3004283628293447
62,35,1.3151813681636537
58,88,1.3293084757668632
49,36,1.3377442711165972
57,21,1.3318393315587724
63,88,1.3251661732792854
50,88,1.3160139950258392
94,99,1.3021226865904671
33,109,1.3147481860859054
54,23,1.3226936576621873
46,115,1.3275517991610937
34,63,1.338670043008668
14,88,1.3253954883132661
26,88,1.321493468114308
47,105,1.2950102527226721
26,51,1.2996145582624845
81,99,1.3150534289223808
40,89,1.3247751013508864
17,88,1.3449924662709236
45,59,1.3210564287645477
58,63,1.3296233836029256
38,99,1.2949665316513606
94,112,1.3007261689220155
93,24,1.3077554277011327
83,54,1.321869473372187
23,85,1.2871851603101407
83,35,1.3384579217859678
91,89,1.337216466665268
61,121,1.316961258649826
90,32,1.3269996770790644
48,21,1.3368670525295394
14,59,1.3109387489301818
14,63,1.323480522526162
20,7,1.2619108829115118
43,21,1.3315521031618118
10,113,1.3292637744120188
19,50,1.3272626070039613
7,60,1.287628214274134
93,6,1.2958664510931288
44,100,1.317725922380175
10,47,1.2884534107787269
34,4,1.3464501883302415
20,81,1.3245918644326073
63,97,1.3010391252381461
41,21,1.3271359838545322
40,83,1.3283401136951787
92,90,1.30282639924969
65,9,1.3134089931845665
69,36,1.3462697182382857
62,83,1.3280258221285683
81,17,1.3345110607998711
75,109,1.3023056877510888
47,4,1.3542914582150323
89,112,1.2959308890359742
32,50,1.314454014812197
63,89,1.325785520885672
4,63,1.3399808555841446
62,99,1.3055794739297457
20,59,1.3107810499412673
20,88,1.3238690144249372
42,78,1.308969609439373
32,100,1.3046887176377433
44,8,1.3247477561235428
96,32,1.3338757093463625
10,76,1.2809636646083422
76,89,1.348716846534184
74,81,1.3480170901332582
93,98,1.3260391162974494
42,25,1.309573667390006
94,54,1.3140958430511611
96,21,1.3310295790433884
54,41,1.323735311627388
90,41,1.3341155775955744
62,25,1.3072683342865534
86,112,1.291412232177598
54,54,1.31326540772404
39,99,1.2885559467332703
44,39,1.3287272176572256
20,21,1.312153380896364
24,89,1.3252946787646838
10,50,1.311658796455179
10,80,1.2740459974323
96,64,1.3044992344720023
96,11,1.3267698298607553
88,56,1.2844491941588265
91,112,1.3093602976628713
79,81,1.3414345979690552
79,105,1.284120503280844
34,83,1.3409015089273453
61,92,1.3324246044669832
36,21,1.3351109682449274
76,58,1.3015838850821768
20,50,1.3132655684437071
73,88,1.3486799853188651
81,78,1.3135205102818353
90,85,1.306035010942391
83,31,1.2656479648181371
83,36,1.344364124749388
72,36,1.3510193611894334
48,113,1.3456853340779031
32,36,1.321142383984157
39,54,1.2994217340435301
39,23,1.3089929052761622
37,89,1.3464447749512536
86,115,1.3425383461373193
54,112,1.2941556125879288
58,99,1.304106280207634
16,11,1.3058916934366738
24,32,1.3140578951154436
92,20,1.285094684788159
23,58,1.2849085228101882
91,109,1.325198729123388
26,35,1.3129548909408706
48,63,1.3483961309705461
64,9,1.3372708644185747
40,0,1.2784406462950366
7,4,1.3414287652288164
44,19,1.2954757841570037
89,32,1.3207216944013322
44,52,1.3062363692692347
74,17,1.3439334481954575
75,113,1.3295238337346487
20,63,1.3255747040467603
14,115,1.3192346724016326
36,11,1.3079300400401865
4,121,1.3014605577502931
94,21,1.3168011062911578
48,85,1.306697232382638
33,85,1.3017281208719527
57,83,1.3506175492491042
11,81,1.3462333615337099
15,25,1.3276730882269996
39,45,1.2891558105392116
0,35,1.3416495748928614
89,50,1.3174614959529467
34,41,1.329087930066245
42,29,1.2645903761897768
90,83,1.3396502435207367
44,108,1.300104331757341
13,36,1.330618133502347
10,12,1.2895953016621726
64,17,1.3406564816832542
63,4,1.3318303929907935
91,121,1.3197397312947683
83,109,1.3169981666973658
49,50,1.324929220335824
24,82,1.2787350865213998
45,36,1.329235315322876
89,82,1.2898009440728597
46,88,1.3349589886409896
42,99,1.303845735532897
90,104,1.32330152711698
91,14,1.3043858004467828
14,113,1.3292890297515052
76,81,1.3479748687573843
14,121,1.2926911945853914
96,82,1.3114299369709832
51,116,1.3429596892424993
40,14,1.2779002514268671
63,54,1.3075409957340784
58,9,1.3300615357501167
76,23,1.3402348597134863
89,121,1.3046715940747942
63,28,1.273312860833747
90,4,1.3410038160426276
50,82,1.2731377870908804
81,109,1.314587876200676
45,25,1.3143458547336715
69,116,1.338774146778243
33,92,1.3208989288125719
33,50,1.3191683409469468
54,105,1.2839135751128197
15,21,1.3351886006338256
63,50,1.3149827367493085
62,103,1.2975234147161245
96,63,1.346966722181865
12,104,1.3114281562822205
96,121,1.3176389847482954
64,60,1.3041945983256613
41,88,1.3405564831835883
62,63,1.3332445488444395
41,4,1.348185956478119
3,72,1.2392068143401826
32,97,1.3005895369819231
63,115,1.321330257824489
70,116,1.3429239754165923
44,44,1.291498982480594
8,17,1.3481212322201048
14,92,1.3133603526013238
34,47,1.2741519989711898
76,41,1.3388447335788183
65,115,1.3066981392247337
54,113,1.3368688694068365
81,21,1.3279776158077377
52,115,1.3481608501502447
91,54,1.3254103373203958
62,45,1.2946107760071754
91,23,1.3307391703128815
90,63,1.340163184063775
28,36,1.3422325806958335
93,27,1.2845501857144492
75,83,1.3359205829245704
50,97,1.2929134352930955
45,88,1.3336948943989617
83,89,1.3470519057341985
93,118,1.2920027460370744
12,32,1.3120270743966103
48,81,1.348158985376358
94,103,1.304034486413002
26,11,1.3060625972492355
26,58,1.2950941632900919
17,116,1.3383520628724779
6,59,1.3369743930441993
23,92,1.313384275351252
17,89,1.3444399046046394
3,88,1.3425587032522475
82,59,1.3309562738452638
94,65,1.3043391300099236
74,89,1.3484745195933752
1,99,1.3109898790717125
92,85,1.2951410774673735
34,50,1.3232272160904748
39,28,1.269045106534447
50,104,1.3057454260332244
67,23,1.3415923512407713
75,85,1.2933947177869933
81,9,1.3334205086742128
48,100,1.3234442419239454
77,81,1.3480664055262293
