ConsigneePanjivaID,ShipperPanjivaID,dist
2357,3118,0.19251557758876256
1477,3491,1.0251970823322023
1692,5788,0.6020031321261611
1329,6030,0.7489023889814105
2287,6808,0.5939894233431134
2225,6847,0.31009561249188017
2562,5627,0.7642681470939091
1355,5282,0.951634653444801
2409,4011,0.772736441876207
5658,790,0.5036827751568386
2134,2547,0.5718334444931575
5675,1859,0.48259770018713816
1728,2509,0.8136819095483848
4679,5342,0.8284280981336322
272,2678,0.6421319970062801
3394,1220,0.5040106688226972
2812,4204,0.4643253151859556
2963,6531,0.8815508671104908
1619,742,0.6563565603324345
685,4441,1.0407721198030881
409,4528,0.20278979199273245
5658,3441,0.4955843985080719
5782,3919,0.5906748899391719
1762,5378,0.6661858553332942
183,2362,0.7977632571543966
107,2494,0.857429249478238
2774,6039,0.4569193593093327
3437,2663,0.7999469808169773
4466,332,0.6191676557064056
1491,2126,0.4598822125366756
5782,153,0.46804014274052214
5422,6844,0.4150565692356655
1957,2539,0.47509259837014334
5782,1528,0.6324996607644218
2651,6066,0.5004365100924458
1484,430,0.50694739818573
2852,2380,1.0591393244851912
1837,3677,0.42072183745247976
132,1913,0.6827870628663472
4080,1837,1.0306971647909708
2436,5238,0.5255380358014788
3431,4337,0.9660904053598642
3591,3441,0.3441726991108486
936,5353,0.5111667327582836
3994,1197,0.3272258809634617
1511,6751,0.379488080739975
1157,2174,0.9051066072923797
1541,1115,0.7355073168873787
3371,5926,0.706199878028461
3264,140,0.5686417520046234
2335,3980,0.24450412818363734
1802,5736,0.5873894265719822
2982,6657,0.7005863956042698
4679,2426,0.7397405747324228
2471,6891,0.5430513274456773
1331,2389,0.5180077084473201
1145,3472,0.7116169745900801
5068,5901,0.8855293608004493
5782,6808,0.7541357002088002
1899,2225,0.4799929788070066
3731,3520,0.9269414788910321
3770,2281,0.5275306914533887
1901,6844,0.8757577937628541
1145,1528,0.609337329864502
1265,4010,0.5110533088445663
3098,5626,0.8873214375759874
2850,2459,0.5666786134243011
5782,2487,0.9865785379494939
3365,6295,0.5026181978838784
5078,4344,0.9698828998953104
48,2390,0.6152237323778016
1378,3645,0.5497137861592429
5644,4183,0.6539299107555833
1508,3915,0.6210000834294728
4798,6812,0.9023446845156806
5726,5834,0.24873118741171701
5264,3483,0.8908798075946314
1708,2430,0.22515277351651872
4734,1912,0.4644996473299606
2834,140,0.5148037203720638
3423,1107,0.37036714809281485
5064,2154,0.5938257660184588
1565,5980,0.34425391469682964
511,2560,0.44642084411212374
235,2329,0.48341562918254305
5724,4555,0.3718718034880502
1221,1837,1.0753394344023295
5024,6812,0.4491053372621536
5796,1216,0.5725326152252299
3101,2575,0.8115482048264572
1108,1279,0.64744304413242
1513,4582,0.6719321821417127
2348,6585,0.5848952648895127
5422,1158,0.5269359414066587
2069,6748,0.360101010118212
4009,1656,0.9321341764714036
1636,4582,0.7815954388518419
3564,6135,0.31560624497277395
4108,4337,0.9137910274522645
530,6159,0.8038123356444495
2225,6844,0.5108060453619275
1775,1622,0.6887128906590598
1631,2231,0.8575792387127876
3956,6248,0.7642157934606075
2109,544,0.43701219132968355
5724,3554,0.35094999415533884
4104,2181,0.5493759321314948
3113,6812,0.646051214741809
4027,6886,0.4815689410482134
2440,6039,0.7763215111834663
1289,6827,0.7162498416645187
1918,6812,0.24268943071365356
1367,476,0.7190268965704101
1505,3518,0.7543868656669345
1445,6847,0.28268476894923616
2225,6630,0.5138514403785978
1447,3439,0.5349886694124767
2836,3644,0.6835900396108627
2707,6647,0.5929244628974369
2667,6406,0.22670858246939524
1242,3958,0.5108987220696041
1394,6825,0.5708079550947461
2428,3875,0.8007045593112707
