PortOfLading,ShipmentDestination,dist
221,115,0.9371969859514918
148,36,0.9227333696825164
23,81,0.9649976373517087
243,25,0.9602057827370507
127,4,0.9447808489203453
169,88,0.9451125407857555
27,113,0.9309309412326131
141,36,0.949537036142179
27,41,0.9265542424150875
122,36,0.9574505127966404
114,0,1.0010110405938966
138,83,0.9739273919590882
42,116,0.9134694175528628
11,63,0.9790916325790542
10,88,1.003456932093416
42,83,0.9034223004377314
114,36,0.9466996602714062
114,104,0.9339050145021507
246,104,0.9210126101970673
155,36,0.9422965113605771
126,36,0.937505230307579
238,21,0.9408714579684394
32,116,0.9402696027287415
243,81,0.9422741244946208
221,100,0.9462489783763885
169,97,0.957190967564072
27,21,0.9273154756852559
246,103,0.9519684729831559
202,115,0.931195185652801
243,58,0.9937402755022049
148,14,0.987944710467543
32,25,0.9573128819465637
130,82,0.9794811329671315
221,83,0.929531072399446
138,116,0.9794478017304625
169,104,0.9400740372283118
136,63,0.9297749016966138
221,25,0.9528644521321569
202,36,0.9360001512936184
221,88,0.9372254626027176
114,83,0.9351933714933693
215,35,0.9756137906972852
246,59,0.9427095409482718
42,17,0.9099777505866119
218,50,0.960679004234927
243,113,0.949400187603065
158,11,0.9599214430366244
113,89,0.9496528133749962
246,12,0.9504957667418888
130,115,0.9568670498473304
127,121,0.9775732287338802
113,88,0.9516350094761167
181,99,0.9755332725388663
127,9,0.9593387804925442
243,35,0.9590280300804547
246,35,0.9392236939498356
136,100,0.9390723630785942
132,92,1.0085859586085593
166,21,0.9641495953713145
138,35,0.9937461584673396
42,36,0.9157731575625283
113,9,0.9565155703042235
127,45,0.9573464984340327
141,59,0.9566780129181487
221,4,0.9301481406603541
246,115,0.9283423881445613
113,25,0.9656390781913485
158,51,0.9742944176707949
9,36,0.9663551428488323
243,116,0.9478477793080466
42,21,0.9211852646299771
125,36,0.9751910695007869
130,17,0.9540846283946719
53,89,0.9354213824761766
125,9,0.9614800023181098
126,23,0.9361238888065729
236,59,0.947768898414714
243,36,0.9527987843113286
25,21,0.984315851437194
215,21,0.9685763993766159
125,21,0.9739343699600015
113,59,0.9663277300340789
221,92,0.9465447632329804
185,54,0.9792535198586327
1,36,1.0076202394972955
230,4,0.9444666621940476
215,25,0.9674276275826352
69,32,0.9843438948903765
48,109,0.986758828163147
230,83,0.9417945900931954
114,32,0.9708285565887179
133,41,0.9982304088771343
182,38,0.9383084124752453
246,21,0.9407463172184569
228,116,0.9593689364514181
243,70,0.9975427580731255
103,81,1.0050586062882627
188,81,0.9303517559809344
109,115,0.9196117429861
237,83,0.9146717503400785
136,92,0.9355185010603496
44,63,1.0178674746836935
27,81,0.9174010146941457
27,4,0.914247239274638
96,81,0.953102130975042
94,83,0.9177333644724318
141,4,0.943431760317513
127,89,0.9451026913842985
211,115,0.9739441243665559
130,23,0.9655365917299475
244,9,0.9571665823459625
88,21,0.9579631084842342
27,59,0.9342655284064156
109,36,0.9254968246178967
243,21,0.9581981668514865
243,9,0.9514932637768132
243,88,0.9457811574850764
164,63,0.9797154090234211
64,83,0.9425508680620364
185,36,0.9697121168885913
113,81,0.9492897657411439
221,12,0.9615530680332866
5,63,0.9245582052639553
125,92,0.9745850701417241
103,105,1.0047747450215476
246,54,0.9560354852250644
53,83,0.9309645183384418
96,115,0.9587585510952132
131,81,0.9885195483054433
113,36,0.9599494327391896
202,59,0.9477748253515789
223,36,0.9698296157377106
126,113,0.9335219003260136
230,81,0.9439183021230357
221,21,0.9485325792006084
152,63,0.9343945064714977
114,59,0.9540589217628751
42,0,0.9863183072635106
42,115,0.9055421724915504
216,23,0.9995855794155172
235,21,0.9571603629738092
218,58,0.9948896382536206
235,104,0.9398833385535649
244,23,0.9539273828268051
90,23,0.9723456717495408
114,88,0.9407570835735116
48,115,0.9539909022194999
243,100,0.9557526335120201
218,97,0.9554990806749889
64,116,0.951887434348464
114,81,0.9366814116282123
152,99,0.9299168943294457
169,35,0.9575482085347176
20,113,0.9602101200393268
48,60,1.000216791672366
244,89,0.9460801067096847
246,82,0.9709793542112622
218,85,0.9460963511041233
235,60,0.9910852057593209
246,109,0.9576289802789688
169,109,0.976260037294456
244,36,0.9545516467520169
74,25,0.9872273313147681
136,36,0.9285543837717601
136,59,0.9349507694797856
94,59,0.9367278851568699
102,83,1.0227560478129558
53,92,0.9478419529540199
235,59,0.9575256801077298
218,12,0.9703196468097823
237,88,0.9226753679769379
109,4,0.9203879274427891
192,59,0.9629632112170968
148,83,0.913172614893743
221,116,0.9376228153705597
37,63,0.9855039678514004
5,17,0.9177511941109385
185,25,0.9720205600772586
53,85,0.9379406230790275
127,115,0.9473354970770222
231,23,0.9683167982314315
5,36,0.9246753603219986
138,88,0.9812897135104451
191,15,0.9533557040350777
221,23,0.9423395256911006
129,116,0.9766506797501019
208,35,1.007255527914302
144,4,0.9450167609112603
221,35,0.948679981487138
9,35,0.9699352623096534
20,115,0.9665899910032749
109,54,0.9515407447304044
114,35,0.9528904067618507
0,36,0.9745702748852116
217,116,0.957075967320374
158,9,0.9516532623342105
158,115,0.9507754998547691
125,116,0.9683249896126134
151,116,0.9650433851139886
88,115,0.9488108551927975
169,54,0.9756991213985852
130,21,0.9692960565111467
222,50,0.9846044156168189
9,23,0.9643829464912415
113,116,0.9547834545373917
9,89,0.9544375294021198
236,23,0.9454937323794833
148,59,0.9298772875751767
109,25,0.9468662962317467
177,81,1.0233687699905463
9,21,0.9630824880940574
246,52,0.9994803805436406
219,17,0.9549005126048412
126,9,0.936469443009368
46,99,1.008361046867711
237,72,0.9940929639020136
42,113,0.9249091685882637
188,4,0.9287475709404264
88,36,0.9563950459871974
141,81,0.9422665884984391
42,4,0.9069600429918084
5,115,0.9178371291075434
129,82,1.0158080116712622
96,4,0.950128758592265
129,9,0.9787872891340937
216,14,1.0231704546936922
236,63,0.9380555923229882
125,88,0.9656427912414074
48,32,0.9879859015345573
114,21,0.953660113470895
243,115,0.945603401533195
114,23,0.9460938817688397
228,83,0.9533875301214201
221,81,0.9317683290158
185,115,0.9607534834316799
64,25,0.9614024191562619
136,17,0.9244636275938579
88,41,0.954662741294929
56,112,0.956491523555347
243,83,0.9403854519062277
152,92,0.9362191777410251
98,36,0.9914468941943986
42,60,0.9661747777302351
230,50,0.9607921679105077
130,99,0.9682060780801943
42,104,0.9085663413362843
98,23,0.9850475388978209
221,113,0.942470443035875
154,41,0.9703780359455517
118,17,1.0205923664117498
158,82,0.9855898310031209
223,92,0.9723941896642957
162,81,0.9997846063758645
53,36,0.9440963129912104
20,81,0.954625948199204
218,60,0.9947786309889385
218,107,1.0048613010772638
90,4,0.964209473741773
244,54,0.976911652301039
48,51,0.9865271310721125
88,59,0.9622375470186982
218,115,0.9448584733264787
246,85,0.9298326719020095
48,0,1.0164627603122167
169,21,0.9589320442506245
130,112,0.9740602118628365
75,116,1.0041172315499611
48,113,0.9599051539387021
114,121,0.9642773377043861
42,103,0.932959013751575
90,9,0.9713076169469527
243,54,0.9728928676673344
152,41,0.9366530328989029
218,105,0.9860837145575455
218,109,0.9762663458074842
202,17,0.9298557692340442
88,92,0.9605382052915437
200,36,0.9718031308480671
79,35,1.0204591913414853
114,25,0.9565828038113457
23,9,0.9659353083531771
169,92,0.9569921727691378
149,17,1.0113347481404031
138,97,0.9836142343868103
48,23,0.9604204041617257
152,17,0.9249693024238306
11,81,0.9764400252274105
72,115,0.9435261871133532
231,115,0.9651520475745201
138,23,0.9792105028671878
48,105,0.9905943966337613
158,17,0.9474262403590339
152,23,0.9322749847280127
166,36,0.9674940769161496
217,17,0.9542424144622471
215,92,0.9703064745824251
113,92,0.9634180409567696
166,4,0.9515444274459567
148,17,0.9205393567681313
9,92,0.9661546264375959
113,78,0.9565657920071057
23,116,0.9697882908928607
216,25,1.0027881458933865
185,41,0.9587404983384269
245,81,1.000156098444547
18,88,0.9739092712157539
113,23,0.9594811131911618
202,23,0.9414692318865231
48,65,1.0044292264751025
185,92,0.9692806463156428
230,21,0.9582747694637094
243,23,0.952761037009103
223,83,0.958469634609563
94,78,0.9373096179749284
94,89,0.9247690263603415
55,44,0.9607725510639804
109,92,0.9313130463872638
211,63,0.9740533466850009
148,21,0.9319632596203259
11,23,0.9897160375756877
27,75,0.9926675142986434
140,116,0.982280762067863
185,23,0.9685823374560901
127,97,0.9634876091565404
178,9,0.9412887900003365
53,4,0.9284765518137387
152,116,0.9266283309885434
244,113,0.9534718032394137
109,78,0.9282363333872387
94,23,0.9324284994176456
88,82,0.971111213522298
127,81,0.9438556217189346
202,92,0.9403925399695124
88,25,0.9616559392639569
19,83,1.0071947202086449
32,83,0.9320279567369393
72,36,0.9542373887130192
53,99,0.9462526158562728
127,92,0.9603959396481514
64,36,0.9556381925940514
235,83,0.9369705959356257
20,97,0.9653021512287003
246,58,0.9745924834694181
235,0,1.0107775362474578
48,11,0.9765500160200256
244,17,0.9449979279722486
235,9,0.9544321021863392
244,83,0.9419044639383044
89,9,0.9604584058480603
169,100,0.9567879704492432
144,51,0.9681541089500699
48,9,0.9629377275705338
136,35,0.934113764337131
235,100,0.9573470487126282
94,28,1.0059292944414275
174,115,0.9617202170193195
202,109,0.9696216998355729
127,113,0.9544896286513124
30,89,0.9694512380020959
5,4,0.9125533593552453
10,81,0.997189172144447
87,116,0.9861037699239594
72,21,0.9520508881126132
231,41,0.9596803294760841
109,23,0.9292658854808126
130,35,0.9676480378423419
0,4,0.9544894828328064
90,83,0.9591290501079389
48,35,0.9656855932303837
173,81,0.9875321111508778
166,115,0.9583974991525922
235,110,1.0460537666721004
158,92,0.9595225900411606
103,59,1.0306772970860558
64,97,0.9564534391808722
113,17,0.9494699729340417
215,36,0.9732147348778588
244,8,0.9884522589189666
217,90,0.9532519834382194
243,97,0.953220051846334
220,76,0.9649385208530086
246,117,0.9990833550691605
11,11,0.9810514875820705
217,115,0.9587559013494423
35,88,0.9731118561966079
127,36,0.953304648399353
105,17,0.9674695448151657
113,115,0.9523968952042716
129,65,0.9919106885790825
221,97,0.9498099964112043
158,54,0.9732493492109435
27,50,0.9395274839230946
91,99,1.0074238431240832
243,39,0.9827978132026536
218,100,0.9539917558431625
5,50,0.9240981979029519
237,36,0.9308426773973874
147,58,1.014303486262049
126,81,0.9279231783002615
107,36,1.0027078688144684
187,17,0.9821065792015621
127,17,0.9455943160823413
185,63,0.9614762238093785
114,100,0.9525454768112728
141,0,1.000553418483053
218,65,0.9949245740260396
234,116,0.9756017476320267
114,113,0.9437418047870908
64,59,0.9616267957192447
174,59,0.9665179007819721
235,23,0.9525377063878945
114,11,0.961902243750436
144,21,0.9597853768084731
48,8,0.9981273556394237
94,35,0.9354512063520295
234,39,0.984927447778838
169,50,0.9637586602142879
20,50,0.976886300104005
144,23,0.9581184898103986
12,36,1.0132946403963226
27,115,0.9150919073394367
218,11,0.9655288223709378
243,107,0.9928190324987684
231,17,0.9621833211609295
147,75,0.9708418750337192
223,17,0.9627055653503963
27,17,0.918825418821403
216,92,1.0031485480389424
244,45,0.9528312837438924
20,116,0.9623186327517033
141,83,0.94036447070539
56,0,0.9653956464358738
236,50,0.9526534474321774
158,35,0.9613759155784335
132,116,1.0004967461739267
74,59,0.9833697208336422
158,113,0.9496151751705578
215,115,0.9652195051312447
23,36,0.9768060412856617
166,82,0.9732288579855647
53,82,0.9610263598816735
158,60,0.981607778995697
126,17,0.9270138323440084
158,89,0.9500781260430813
221,85,0.9379139973648957
148,116,0.9209088812183056
72,35,0.9577382728457451
71,77,0.937809556722641
165,44,0.943176906555891
197,4,0.991001546382904
221,9,0.9453643773283277
221,51,0.9677458618368421
109,35,0.9323084971734455
194,63,0.9804314130118915
243,11,0.963812802519117
143,4,0.9668262717979295
125,17,0.9627211498362678
190,73,0.9185328504868916
221,89,0.9343149550259113
216,41,0.9799537105219704
236,115,0.9377156549266407
94,116,0.9271788974957806
225,83,1.0127399446708816
27,121,0.9544603005051613
178,21,0.9480619813714709
246,78,0.9372636792915208
218,112,1.0016552646245276
218,70,1.0095365302903312
218,45,0.950191223195621
244,65,0.9951592023883548
235,51,0.9827560069305556
75,81,0.9984771983997364
250,83,1.01621523918584
244,21,0.9614340162702969
246,32,0.9587165117263794
48,36,0.959007553756237
74,9,0.9723993177924838
202,116,0.932873858405011
27,23,0.9286371426922935
212,82,1.025125871545502
236,17,0.9386234864442875
48,121,0.9751060418784618
216,63,0.9879050622028964
221,104,0.9326392790036542
130,36,0.9590792171657085
216,21,0.998017555102706
186,36,1.0259998773357697
166,92,0.9677163788250515
222,116,0.980565242934972
136,103,0.9483170541269439
202,35,0.9424792400428227
114,85,0.9410104687724795
27,82,0.9572143022503171
236,82,0.9689219226794583
136,78,0.9386412565197263
35,71,0.9420653398015669
136,23,0.9332798181899956
113,4,0.9451604208775929
158,100,0.9560759897742953
235,97,0.9570571982434818
51,35,1.012848117521831
164,36,0.9946133590170315
159,116,0.9879493064114026
46,112,0.9985895210078785
35,35,0.9807451633470399
178,116,0.9501673212008817
158,78,0.9511798779879298
246,121,0.9526276694876807
91,59,1.0338874706732375
208,63,0.9899414942732879
91,63,1.0159823798707552
176,63,1.0190588725464684
53,41,0.9414257188992841
20,12,0.9674846961029938
152,115,0.926411156209984
72,81,0.941141138119357
126,32,0.9550122151683483
0,92,0.9697410017251968
88,0,0.9935725544180188
103,46,0.9887654557824135
20,23,0.9685876992131982
218,82,0.9878160666142192
244,58,0.9930143569196973
246,51,0.9598892288548606
235,50,0.9651030067886625
114,115,0.9412210690123695
186,23,1.013911020409848
235,115,0.9449951366654464
216,36,1.0005150793918542
235,113,0.9522809732173171
188,36,0.9407372501279626
5,21,0.9269063536609922
236,117,0.9950202277728489
236,60,0.9833846698914256
236,11,0.9516997837594577
23,92,0.9768132884055376
69,36,0.9878520310989448
189,58,1.0123762488365173
238,82,0.9481960045439857
20,17,0.957324926342283
136,81,0.9222860655614308
222,81,0.976107670060758
185,21,0.9662790245243481
148,11,0.9294614185179982
94,103,0.945872962474823
202,78,0.945977761809315
151,89,0.9646252947194236
127,60,0.9995818207306522
11,115,0.9793800498758044
246,11,0.9504913293889591
48,52,1.0278033454503332
243,45,0.9434545934200287
138,9,0.9803981025304113
237,116,0.9281339198350906
148,78,0.923085474409163
244,109,0.9765162521174976
129,39,0.9821903801390103
127,58,0.9973228275775909
35,36,0.9809213259390422
174,4,0.9574344738253525
169,103,0.96775121986866
218,39,0.9881685982857432
20,92,0.9707098709685462
169,12,0.968784986063838
64,4,0.9450646104024989
173,50,0.9910151128258023
74,109,0.986192409481321
127,21,0.9613761853958879
193,63,1.0045131407678127
96,63,0.9546891440238271
236,4,0.931925186920645
64,81,0.9459322855940887
76,92,0.9879749843052456
231,83,0.954865967056581
126,92,0.9403723876125046
185,102,0.9996239181075778
23,113,0.9613878501612427
152,75,1.0043778575158544
159,21,0.9970286142613206
8,92,0.9616637719529015
159,83,0.9849323731447969
243,109,0.9723779090813228
141,35,0.9549731143883297
218,32,0.9767423474362918
94,115,0.9241265633276531
217,81,0.9516728538354593
51,36,1.0105516538023949
158,22,1.0027281471661158
36,59,1.0167908359851157
129,83,0.9711263871618679
127,109,0.9814848314438548
228,23,0.9613768508923906
94,50,0.9428193207298007
112,77,0.9755605260974595
112,59,1.02094818385584
32,97,0.9550708697310516
211,36,0.9870614973562104
243,89,0.943363731727004
21,35,1.023894800139325
114,65,0.9842892204012189
236,92,0.949290846873607
189,88,0.9863619495715413
202,89,0.9319241584411689
129,54,0.9924543883119311
230,59,0.9598816909960338
188,50,0.9484348233257022
27,109,0.9553952408688409
169,32,0.976709637258734
188,108,0.9771673775144986
228,9,0.9660642546202455
246,65,0.9756476836545127
218,51,0.9784877193825585
20,88,0.9613445313381297
89,104,0.9314439203590155
234,83,0.9703990135874067
64,92,0.9614913181534835
235,12,0.9733894094824791
169,14,1.0221524786736285
114,97,0.9514683772410665
48,87,1.048175664352519
147,121,0.994419834443501
87,36,0.9938912625823703
56,99,0.9565432401640075
158,52,0.9983293467334339
246,60,0.9755408444574901
178,23,0.9509876551372665
42,35,0.921820401081017
112,81,1.0005677438208036
112,112,1.0090412401727267
213,63,1.002296400389501
114,4,0.9361701059554305
166,81,0.9536940572517258
204,99,1.0017477901918548
230,9,0.9536946261567729
11,78,0.9763677961059979
215,63,0.9593822708619493
127,100,0.9609495092715535
127,32,0.9818113978419986
235,92,0.9564595930278301
188,23,0.9411877122308526
127,54,0.9795808664390019
164,83,0.9787724002131394
11,41,0.9728738761373928
94,17,0.9240972990436214
53,116,0.9387921792055879
122,51,0.963165317262922
211,35,0.9902360976806709
15,54,0.9925753037844386
119,4,0.9425183396254267
64,35,0.9607659631541797
122,9,0.947049945060696
75,54,1.0036835622574602
187,36,1.0024127002273286
158,59,0.9668267566178527
19,81,1.007966002183301
244,100,0.9596433442618165
90,89,0.9662788975983858
136,21,0.9349198032702718
37,59,1.0024923535371013
104,39,0.948594552265214
243,103,0.9657100534864834
0,115,0.9615745084094149
209,116,1.0119560108120953
136,83,0.9157167728990316
230,88,0.9482029101678303
92,81,0.9869731526289668
208,115,0.995804490255458
136,70,0.9919232704809734
217,88,0.9600595489942602
235,45,0.9528716142688479
114,28,1.0131681747734547
41,59,1.038798743060657
64,0,0.9962273500859737
114,109,0.9678066968917847
169,11,0.9686995425394603
51,63,0.9937571563891002
236,36,0.9453387100781713
125,115,0.9630610857691083
14,17,1.0120550096035004
5,35,0.9299746177026204
194,17,0.9858708386974675
169,0,1.012509714279856
53,58,0.9767443729298455
221,82,0.9785929322242737
174,21,0.9715640475707394
9,115,0.9538631311484745
114,58,0.9868246263691357
112,44,0.9877987615764141
230,113,0.9504360663039344
158,21,0.9583960234054497
200,21,0.9606245633746896
15,36,1.011930880269834
126,116,0.9323262843702521
154,52,0.9594513002250876
243,104,0.9361680181963103
72,32,0.969127716762679
48,85,0.9502890056797436
152,104,0.9196360324110303
42,45,0.9271897872063813
243,32,0.9750376684325082
48,17,0.9511192462274006
90,113,0.9610783393228692
53,63,0.9400582648813725
210,36,1.0095734601574284
64,23,0.9572254322203142
246,100,0.9381082350654262
249,78,0.9680803258504186
235,4,0.9404052032956055
94,21,0.9361201498125281
151,85,0.9491447316748756
229,17,0.9838625283113548
54,105,0.9966230947923448
93,35,1.030881004541048
8,116,0.9513385796121189
135,57,0.9495607997689929
152,36,0.9319186069603477
246,45,0.9319330411297935
114,82,0.9797721590314593
127,41,0.970654122531414
221,78,0.9456930948155267
154,81,0.9761059465152877
208,116,0.9941122066229582
72,88,0.946011694414275
105,23,0.9767850235636745
11,58,1.005140480186258
218,22,1.0329048843788249
144,116,0.9500713210020747
235,11,0.9693819295082774
218,8,0.9902062948260989
20,21,0.9754301522459302
200,92,0.9674006519573075
192,63,0.9487608059176377
244,60,0.9932785789881434
72,25,0.957545810512134
228,11,0.9736640549131802
18,81,0.9703438683812108
9,6,1.0034325101545878
132,89,1.0032836039151465
74,23,0.9756903616445405
126,4,0.9281928595155478
243,51,0.97788305580616
42,63,0.9249280228146485
230,17,0.9448058168802943
207,41,1.0109116530844144
114,12,0.9608877796147551
129,23,0.9779279652450766
223,35,0.9737428538501263
48,12,0.9776601599795478
244,52,1.0168702155351639
169,85,0.9487293181674821
219,83,0.9525053964129516
114,105,0.9842584548251969
144,83,0.9457757230848074
233,17,0.9881351688610656
20,36,0.9683452174067497
169,25,0.9644086435437202
42,88,0.9132430047861168
202,32,0.9704329233084407
220,23,0.962638438812324
190,11,0.9752950327736991
32,36,0.9471197298594883
125,35,0.9779256731271744
18,89,0.9699371036674295
236,35,0.9486302815909896
57,17,0.9980578603489059
185,58,0.9889443985053471
125,0,0.9902531935700348
236,81,0.9349966316616961
221,22,1.0195375553199224
221,8,0.979280096079622
152,35,0.9389921479991504
122,115,0.9517501544739518
154,83,0.9784973694809845
32,17,0.9385597072541714
96,21,0.9638123852866036
113,35,0.9650258368679455
23,115,0.9686501288254347
80,60,0.9913813935085533
27,0,0.9827769547700882
9,83,0.9509405041379588
42,81,0.9085357119994504
129,45,0.9668093845248222
151,83,0.9608399389045579
247,83,0.9889966157996761
243,78,0.9519344781126294
236,58,0.9750841004507882
114,51,0.97398349323443
218,52,1.0191439964941569
74,116,0.9710414899247033
96,23,0.9655857522572789
188,115,0.9314580251063619
72,17,0.9443450580750193
221,45,0.9406325553676912
94,57,1.0183901802769728
9,116,0.9571377475346837
185,6,1.013751429106508
52,36,1.0264988445809908
126,85,0.9259050169161388
114,112,0.9977863335183689
126,25,0.9428904806928975
150,116,1.0089902350945132
48,103,0.9761991969176701
74,115,0.9746681824326515
235,109,0.9751954791801316
218,0,1.0108055940696172
74,103,0.9815510958433151
138,36,0.986593094255243
193,59,1.0229613951606942
201,42,0.9506024441548756
236,21,0.944454558858914
127,104,0.9443636967667511
127,88,0.9482468347996473
88,63,0.9557714510176863
27,116,0.9216118188841003
236,109,0.9668440765568188
7,21,0.9898266228181976
108,23,1.0213240065744944
233,83,0.98427571782044
69,23,0.9783839085804564
237,105,0.9765082528548581
127,51,0.9832716232963971
151,99,0.9702582540256637
141,21,0.9550850808487407
248,4,1.0271310635476507
64,104,0.9385655056685209
223,115,0.9634413285447019
194,21,0.9902093868170466
99,59,1.0437266885169916
246,24,1.026749396962779
244,88,0.9486944547721318
155,21,0.9382867666759661
96,36,0.9669175371527672
65,42,0.9420173796159881
187,59,1.009081925132445
200,17,0.9562706468360764
75,7,1.005089140364102
216,35,1.0037710926761585
148,88,0.9198813241507325
200,113,0.9505559461457389
236,113,0.9460774468524116
148,70,0.9735568357365472
158,23,0.9554571679660252
158,6,1.020101717540196
215,47,0.9635355644194143
232,41,0.9967608973383904
112,63,1.0007107257843018
74,113,0.9700899486030851
136,54,0.961473673582077
202,60,0.9776435908196228
85,36,0.9972478662218366
230,90,1.0122157377856118
129,100,0.9826941237385783
75,88,1.0046169703294123
156,92,1.0153351489986693
27,58,0.960103628890855
136,50,0.9394275439637048
53,59,0.9472356491855213
138,60,1.0008291804364748
125,59,0.9788517111114093
148,23,0.9266500582120248
169,60,0.9928966249738421
243,12,0.9623434022068977
113,113,0.951465901519571
237,76,1.017596767417022
200,23,0.9665718770452908
172,89,1.0150245385510581
57,115,1.0017528193337577
185,35,0.9744809488100665
42,78,0.9243182087583202
113,50,0.9668321343404906
124,113,0.9380101345346442
246,98,0.9835026966673988
200,41,0.9465881745730128
72,41,0.9433613110865865
64,113,0.9510809824402843
148,92,0.9329148115856307
235,25,0.9628955732498851
32,41,0.9472652194755418
136,14,1.0111484367932593
158,103,0.9539821978126254
94,100,0.9387158049004418
136,58,0.9720845499208995
127,8,0.995080233684608
230,39,0.9749595033270972
137,63,1.0056367103409554
200,4,0.9564461729356221
138,92,0.989164497969406
69,12,0.9546737229185445
188,92,0.9452950177448136
96,50,0.9660416884081704
215,80,0.9626065346279314
246,64,1.0219191259571485
23,11,0.9629770384303161
48,7,1.0480178610554762
48,82,0.9944925127284867
169,56,1.0488263411181313
244,105,0.994889959692955
169,58,0.9953051975795201
244,104,0.9417640119791031
126,70,0.9751064053603581
94,82,0.967420933502061
233,78,0.973030794944082
127,85,0.9520338614072118
148,35,0.9298333334071296
48,31,1.0553431979247503
57,81,0.9978587914790426
38,63,1.014384220487305
247,21,1.001906553815518
9,17,0.954571823988642
78,92,1.0138427067015852
191,63,0.9994764381221363
122,17,0.9466079803449767
53,17,0.9356115039970193
114,103,0.9629559282745633
48,58,1.003517719251769
219,36,0.967951418166714
72,50,0.9602174056427819
27,11,0.9386797706995692
122,35,0.961528373083898
215,32,0.9732803138239043
136,20,1.0337058358958788
223,58,0.9876047713415963
221,58,0.9837482401302883
42,105,0.9617736504546234
45,14,0.9789892546832561
148,89,0.9184084410912224
51,116,0.9983180495245116
166,0,0.9885100115622792
71,63,1.00938638964934
85,81,0.9818505634154592
192,82,0.9600943598364081
125,25,0.9690972907202584
244,19,1.0094814077019691
126,52,0.9863657210288304
109,17,0.9209034368395805
120,92,1.0111850377704417
235,39,0.9859606165971074
229,36,0.9999899401196412
202,11,0.9517168296234948
136,85,0.9324336828930038
225,81,1.0115173145064287
27,92,0.9298913776874542
236,45,0.947092814637082
141,29,1.0413561194602932
199,63,1.0041119677147694
147,35,1.026871333048413
78,50,1.0106106347271375
114,108,1.0105047241917677
234,17,0.9740929922887257
101,88,1.0309267225010055
156,17,1.0040674124445235
127,59,0.963113486500723
125,83,0.9640068826930863
221,70,0.9981223706688199
9,25,0.9668870610850198
