Carrier,PortOfLading,dist
395,241,0.8281223960220814
303,236,0.8550579422818763
306,171,0.8221093623765877
480,241,0.8286151300583567
334,11,0.846653795668057
530,168,0.8464278259447643
320,241,0.8402292760355132
59,220,0.8168110263234537
508,130,0.8160151014370578
470,97,0.803724508200373
254,154,0.8724469043663703
112,133,0.872223871360932
182,242,0.8233260682650975
100,241,0.8273966692920242
413,220,0.8351383645619664
51,241,0.8882349152117968
512,67,0.910250214327659
236,168,0.9193845788083438
528,171,0.778116548699992
182,244,0.8258890347289187
547,116,0.8344468935392797
241,160,0.8290171761597905
295,150,0.8174484819173813
375,171,0.7989703682916505
175,139,0.8721465077251196
182,233,0.8803494641823428
473,56,0.7973009480961731
182,171,0.8104973509907722
512,241,0.9099920224398375
473,236,0.8331130647233554
558,70,0.9146825543471745
373,220,0.8332458213553764
249,171,0.7961575537919998
446,129,0.8489619685070855
254,56,0.8431465928442776
59,171,0.8030953545655523
508,244,0.8036141342350415
539,217,0.8559876222695623
277,217,0.8117427357605526
579,217,0.8298344922118953
485,244,0.82114056710686
495,244,0.8428710805518287
398,217,0.8405882104166916
182,51,0.8259822675692183
257,171,0.821294119315488
334,234,0.8021555529641253
546,51,0.8805840962699482
105,234,0.8131196190203939
104,244,0.8181864268013409
393,217,0.8390461758577398
173,234,0.8678690865635872
526,217,0.9306657026921
497,77,0.8379434783543859
374,220,0.871379899659327
582,220,0.7875255175999233
281,171,0.9163276034939501
439,217,0.9246101358107158
530,51,0.8645326543067183
413,244,0.8406401712979589
469,244,0.9357061261045081
23,133,0.8380543223715254
547,62,0.8921295556106738
49,51,0.8450283700866359
218,217,0.9082986979878375
221,217,0.8705139572599104
422,244,0.8812001833160009
49,217,0.8319052085280418
23,171,0.8033513586436
528,217,0.7874644239033971
524,234,0.8741229921579361
104,0,0.8682582761560168
96,51,0.8936442275132451
182,21,0.8480047989370567
502,116,0.8399283598576274
560,217,0.9114945774365749
584,51,0.951996117797015
286,217,0.8169779580618654
497,217,0.8497150710650853
528,244,0.792573553110872
109,244,0.9074264401237347
508,242,0.7987572753003666
373,171,0.8213509640523365
132,139,0.8192979873357606
280,51,0.8578881562820503
497,234,0.8344201498797962
100,244,0.8295365183481148
145,51,0.8369094093463251
107,217,0.8414648595665183
154,217,0.7972155011125973
501,154,0.9334091680565118
497,171,0.8387707333479609
441,133,0.9318082738401634
371,244,0.8446362039872578
46,217,0.8472570798226765
375,217,0.8087277691811323
334,51,0.8186259700783661
502,171,0.8294875919818878
126,244,0.8379615800721305
174,7,0.9574036680694137
406,217,0.834261862960245
375,244,0.8180121446826628
80,217,0.863637844898871
411,217,0.9041921557592494
243,147,0.848268024623394
334,124,0.869410576564925
112,235,0.8480717736695494
586,185,0.8512220731271165
112,129,0.8961245493431177
277,116,0.8072723597288132
168,236,0.8439694656325238
29,230,0.8716988084571702
63,68,0.9040340154564807
473,31,0.9436715947730201
112,237,0.9036454156573329
31,215,0.8698738834687642
305,103,0.9810910035989114
586,220,0.8405158578285149
241,210,0.8373509139886924
168,219,0.9004580484969276
230,234,0.7994466519781521
34,236,0.8480189430660435
373,129,0.8806062269556735
303,51,0.8334226443299225
100,67,0.8218734844454697
334,158,0.90041111143572
359,153,0.8878832869231701
34,115,0.8265745145534831
303,5,0.8642721468848842
168,227,0.878432208938258
117,244,0.8110433572104999
359,234,0.823653122144086
103,51,0.8463335973875863
586,234,0.8239974755477826
96,217,0.8814956604370049
457,220,0.8180576264858246
241,185,0.82004168469991
308,97,0.9450656710458654
462,130,0.9516208310212407
28,244,0.8052196300455502
40,115,0.8094510792621544
502,130,0.8563571005527463
257,75,0.850986265843468
373,116,0.83118148414152
582,130,0.8023245643292155
105,116,0.8225651649492127
404,214,0.8710846336824554
154,242,0.8025559814912933
137,244,0.8209426887333393
102,21,0.8849916303796428
59,56,0.8112502092761653
243,241,0.8077598766290716
457,129,0.860520940007908
521,244,0.9235602595976421
508,132,0.8741734603619469
419,217,0.8545079449457782
249,93,0.8589655341846603
287,45,0.8906264012413365
243,217,0.8049065847215908
34,67,0.8172286142195974
123,37,0.8501647827880723
328,116,0.9139505479085658
182,185,0.852797308670623
495,217,0.8344473455633435
320,242,0.8487594191517148
426,241,0.8517455905675888
262,221,0.8818302644150597
470,139,0.7905496529170445
126,217,0.8327502299632344
182,56,0.8336950881140572
59,111,0.7967576192958015
182,229,0.8534588036127388
306,242,0.8355034141402159
306,244,0.8413564922021968
353,171,0.8096923381090164
590,130,0.8542467840015888
87,140,0.882477950903454
174,217,0.8765436915148582
166,160,0.8858415260910988
373,141,0.8648570475966803
34,171,0.8053231984376907
168,24,0.8490364485021148
277,220,0.8137637839785644
168,234,0.7973341441580227
112,28,0.8287492468953133
537,215,0.849271315283009
100,109,0.9487277508846351
368,129,0.8750165901812059
359,161,0.9346726145595312
334,236,0.8410708787185806
59,241,0.8147619691278253
243,171,0.795273562094995
219,97,0.8826638856636626
202,132,0.9048643697585378
193,139,0.9707630186208657
145,45,0.795987071203334
298,9,0.8248153584344047
457,229,0.8415238037705421
303,139,0.8203952881906714
395,130,0.8463845101318189
477,139,0.8222813362787876
168,77,0.8127422449844224
550,245,0.8859536163342584
295,139,0.8376456554979086
359,220,0.8381808494949448
116,130,0.798078437003174
227,241,0.8478500151208469
91,188,0.9272317588329315
590,97,0.846781658540879
368,116,0.8283728574003492
465,217,0.8339609727263451
331,244,0.9833475157161696
117,164,0.8563149954591479
203,244,0.8515894029821668
306,217,0.8310478946992329
117,217,0.8042198174766132
343,217,0.8677203335932323
241,234,0.7947772549731391
353,217,0.8162249316062246
243,242,0.8090584164352289
546,171,0.8586477616003582
25,78,0.8482958637177944
507,171,0.9152417663218719
547,64,0.9350638856579151
137,164,0.876940948090383
105,244,0.8280148540756532
399,217,0.8032169022730419
410,116,0.8038269151002169
528,232,0.8517187990780387
393,51,0.851727624689894
101,234,0.8539381101727486
393,244,0.8499802192174164
447,217,0.8460634539702109
375,130,0.8306732322754604
161,135,0.88417391558843
368,51,0.8342531717249325
104,51,0.8199140248554093
145,244,0.8351179627435548
562,244,0.8685849008283445
40,244,0.8198403056178775
577,244,0.9445875372205462
154,234,0.7882560640573502
111,171,0.9244838505983353
547,217,0.8299998248528156
29,236,0.8430035064063434
334,59,0.9176114770982947
329,130,0.8112044573894569
473,224,0.9778196503009114
241,154,0.8250958089317594
303,234,0.8133336763296809
241,235,0.8105953059026173
240,116,0.8278588099139077
359,116,0.8361154635037694
105,171,0.8122631109186581
137,45,0.776963336127145
255,222,0.9248924952532563
300,67,0.8314938537244286
546,217,0.8708433253424508
457,51,0.8225500865706376
182,160,0.8473630568810872
312,244,0.8871165922443781
157,171,0.9055941312440804
202,75,0.8544396034308842
369,56,0.8511288905782359
254,157,0.9021565930784813
62,130,0.813084099973951
137,188,0.8430067979331527
406,220,0.8417404623968261
446,115,0.8182784321584872
518,139,0.8874489766146455
28,116,0.7968696345176015
259,244,0.969424127468041
243,133,0.828650816742863
55,45,0.8362651563116482
140,130,0.8753305258495467
359,202,0.8359164776546615
116,217,0.7837190122476646
581,45,0.9460623584953802
105,37,0.964313678709524
398,220,0.8455725764922265
457,130,0.8336484405611243
406,67,0.8300232094313417
540,115,0.8476705955607551
264,244,0.8862139210104942
372,51,0.9567044169775077
195,45,0.893163361054446
80,111,0.8463818904544625
312,151,0.9292071908712387
147,116,0.869267580648219
330,56,0.8744956803108964
306,24,0.8621464999658721
80,115,0.8678780477494001
441,130,0.9425558777792113
68,124,0.8607116139360836
129,130,0.9350309717868056
165,72,0.9698585335697446
249,116,0.8036753548575299
365,111,0.8977884919648724
59,200,0.881504934680249
405,74,0.901979132422379
405,94,0.9065926096269062
222,44,0.9022218022229416
202,51,0.8364380193608147
495,116,0.8386782583381448
497,115,0.8559635586238333
502,220,0.8441132184650216
166,179,0.9358291860137667
4,150,0.8072958769542831
575,116,0.9432522250073296
473,210,0.8368339593123112
574,111,0.8135154619812965
395,171,0.818480095160859
225,191,0.886338632686862
377,130,0.9353824545230184
415,159,0.9065089259030563
334,26,0.8746092372706958
367,121,0.8505722891007151
23,141,0.8564414967051042
547,241,0.8331106082935419
473,200,0.8630889231073005
112,147,0.8857003353270037
395,217,0.8268735451357705
249,132,0.8878115889217172
322,244,0.9833419089471656
146,241,0.8887057558500341
253,28,0.8774010065410819
431,33,0.8087645992636681
325,217,0.8777496250612395
538,244,0.8227815330028534
203,217,0.8480451660496848
101,244,0.8672295968447413
446,242,0.8112622164189816
359,130,0.8503430082595774
303,116,0.8282052760145494
61,234,0.8281280829438141
28,242,0.7994205808000905
566,116,0.943187311058864
104,132,0.8903511131315359
168,218,0.8384370867695127
368,133,0.8531010746955872
62,116,0.794231898018292
232,217,0.8166171801941735
112,92,0.9301808508379119
341,171,0.837073282471725
441,217,0.9190578549834234
68,217,0.8633898230535644
190,147,0.8614715965730804
99,51,0.9350008965869036
303,242,0.8267798013985157
497,67,0.8524167250309672
495,51,0.8487104778843266
145,217,0.8304535081343991
257,234,0.8174957430788449
406,171,0.8255420469545892
257,217,0.8322537690401077
375,67,0.8136478305927345
303,143,0.9400114587375096
300,244,0.8365041427314281
457,5,0.8773088971751609
241,79,0.9030486947241505
334,215,0.867932889610529
29,217,0.8104494873966489
112,45,0.8185993656516075
473,230,0.8945135069744927
303,164,0.8937905521265098
34,51,0.8245184591838292
303,124,0.867985039616802
334,166,0.9190221019089222
29,244,0.8191210350819996
334,75,0.8291341593222958
373,236,0.8620761292321342
546,242,0.8742293353591647
111,244,0.945200501275914
254,59,0.9400536731949874
555,111,0.9115770732085886
538,242,0.8174157930271966
473,20,0.8716730318431344
249,229,0.8342226940606322
303,91,0.843698726700885
398,222,0.8826443212372916
59,26,0.8792918816741023
40,217,0.8110508812325341
105,48,0.9709997621497938
586,215,0.8954275851803166
249,242,0.8099547492872391
51,244,0.9042824059724808
547,51,0.8395737734224115
137,220,0.8163171530302081
446,218,0.8395575314893254
381,45,0.964038973408086
154,188,0.8408418155408331
146,157,0.9323777135993753
534,220,0.9194200523197651
73,135,0.8955086022615433
175,150,0.8482423682830164
28,51,0.8034353591501713
508,77,0.7975727724177497
404,91,0.8328266449804816
405,39,0.9096666052937508
88,244,0.8849520481058529
413,241,0.8300635122827121
528,130,0.8038084847586495
359,244,0.8413956573099962
400,156,0.922950369705047
168,51,0.815285652343716
303,157,0.888965079693922
209,51,0.9448759733100555
329,141,0.8335494304608021
320,115,0.8403126517576831
359,241,0.8378401241664376
240,130,0.8463048883214859
530,8,0.8585505815488952
241,220,0.8101066095488412
368,241,0.829497744861458
68,171,0.8532411849924496
497,147,0.8710202936615262
404,244,0.8247155450018389
23,232,0.8835934177041054
457,234,0.8055065508399691
202,244,0.8322331216186285
101,242,0.8623901163893086
173,51,0.896507908590138
248,51,0.8889478594064713
44,242,0.8676885526095118
568,217,0.8862906952521631
194,217,0.8921415356120893
502,244,0.8459532777113574
107,51,0.8542593254574707
135,242,0.8962612863896149
34,116,0.8161202509488378
377,217,0.9160202209438596
399,51,0.8089457473584584
128,68,0.9013146236538887
63,201,0.9206021247165543
334,107,0.8874573186039925
34,154,0.8367110565304756
590,24,0.8765777336167437
590,9,0.8629463639642511
334,202,0.7936827018857002
112,202,0.8361563895429883
272,217,0.8580860607326031
582,244,0.7876424342393875
61,51,0.844775236078671
104,130,0.8283051454595157
73,217,0.8193454284753118
300,51,0.8359924758385334
579,220,0.8338496913867337
478,168,0.8625532814434597
537,244,0.8353664066110339
391,130,1.016487485596112
373,202,0.8261067154152053
249,233,0.8620560967496463
563,244,0.9199204253298896
512,115,0.9097193623227733
304,57,0.912818906695715
243,130,0.821834586294634
525,171,0.9476091887003609
195,28,0.9007381211434092
480,133,0.8418416133416551
87,94,0.8885232665176902
405,49,0.9068874184574399
87,98,0.8885429235441344
166,157,0.9215650074183941
137,217,0.8129150867462158
303,56,0.8169580384024552
409,214,0.8805792552552053
466,160,0.9112512362854821
224,97,0.9032543596944639
22,124,0.9574567146067109
154,220,0.8021100599850927
104,171,0.8013224899768829
254,168,0.8532949664763042
241,97,0.8135194959385055
241,109,0.9601160037730422
303,67,0.835130110915218
431,11,0.8289298995264939
204,97,0.8306968542081969
586,116,0.8346856598343168
562,242,0.8660367246650692
524,244,0.8912542159003871
103,93,0.8833993341156331
105,21,0.851500536182097
59,51,0.8177563545427152
426,244,0.8651501536369324
117,51,0.8095056270914418
508,126,0.892865846731833
524,217,0.8900942554963487
395,244,0.833129476090627
71,217,0.877750823540347
104,242,0.8144008953656469
586,171,0.8261252559189286
508,93,0.8470572499292237
399,171,0.7942916804126331
329,242,0.7979601621627808
316,244,0.9030666067930204
74,234,0.8744537726576839
586,147,0.8684059871094567
314,244,0.9554508335090109
574,244,0.8349691055981177
451,244,0.8171547748414534
73,171,0.8072982196296964
586,242,0.8378740286986742
520,217,0.8188773883240563
341,107,0.9064923434385231
132,97,0.8344466992254768
465,97,0.8524043597280979
528,51,0.7955415142433984
426,217,0.8542952920709338
126,67,0.8315293677151203
61,217,0.835373121712889
118,116,0.9612068975610393
497,130,0.8706755249627999
586,244,0.8405496643057891
100,171,0.8165969904512167
254,116,0.84677738526703
112,232,0.9370079663183007
117,130,0.8237769236522061
241,52,0.9126881829329899
359,51,0.8370254050408091
277,233,0.8533532997327191
303,229,0.8538553597671645
240,235,0.8436321062701089
103,241,0.8381631528692586
230,51,0.8139224467532975
8,28,0.9075963210780174
241,202,0.7907736461077418
252,235,0.8869475887290069
328,241,0.9063600136765412
238,244,0.8641225378960371
40,220,0.8156764486006328
465,160,0.8495912083557674
137,28,0.7939641326665878
446,234,0.7943018728068897
59,45,0.7736799110259328
508,141,0.8337182099265712
509,1,0.9439152817108801
538,130,0.8311376380068916
105,241,0.8230312280356884
257,235,0.8330969512462616
457,72,0.9104583371164543
446,116,0.8090620674192905
59,5,0.8691965332836844
49,93,0.872152255715004
59,28,0.7955443082111222
182,124,0.8827398823840278
579,171,0.8194235547312668
145,97,0.8378152144806725
273,241,0.8785264545253345
300,160,0.8392636717430183
411,130,0.9221092111298016
404,33,0.8238812525357518
520,171,0.8088035966668811
435,197,0.8697242066264153
396,208,0.9189530025635447
122,114,0.8800882601312229
550,220,0.8986216727644205
303,154,0.8409802275044578
137,210,0.8441993908158371
538,241,0.8141488869275365
404,56,0.8143502590911729
241,150,0.8021398569856372
395,56,0.8217271978833846
550,51,0.9062341993142452
373,28,0.8184470406600407
227,116,0.8514978050121239
182,141,0.8662213579685029
227,130,0.875806667975017
105,77,0.8326784553272384
270,233,0.9553390986153057
451,220,0.8157971712228443
285,217,0.806269923590922
81,217,0.9450959504715034
126,234,0.8228370483432498
149,171,0.8099607569830758
23,116,0.8125033687267985
507,21,0.917641961148807
169,171,0.855280686702047
343,51,0.8810753133147955
495,56,0.8453634977340698
23,21,0.8426727665854352
202,242,0.8303146899810859
344,116,0.9905354401894978
180,217,0.8716107324830124
529,244,0.8430878291172641
62,51,0.8013911619782448
533,244,0.8901142270437309
401,77,0.8943533631307738
241,168,0.81954218766519
29,31,0.9228595943589296
34,130,0.8331493886985949
230,116,0.809181232537542
284,244,0.9407136003885951
320,244,0.8528147020510265
216,130,0.9127636152718749
102,244,0.8806297218959246
261,161,0.8822194018534252
404,97,0.8261406554707459
96,242,0.8821234910615853
457,60,0.9228598879916328
55,214,0.8407675166215215
153,139,0.877202280397926
174,171,0.8646210384156022
586,139,0.8301464508154562
137,116,0.8147048045481954
59,97,0.8247295527585915
164,160,0.8964155700856021
249,5,0.8723563945719174
23,188,0.8535028008211937
117,161,0.9033014582736152
359,222,0.9018521074737821
8,144,0.8938534249152456
275,220,0.9030584466776678
531,144,0.9123539927282504
446,226,0.9843167413824371
396,84,0.9224863297172955
404,75,0.8349482864141464
168,202,0.8126187026500702
243,129,0.8499636831028121
513,204,0.9100080711234894
404,139,0.8102181255817413
410,244,0.8066355858131179
305,217,0.8771555524851594
368,93,0.8809442328555244
154,171,0.7870740283812795
243,77,0.8111840188503265
590,217,0.833551458648539
457,242,0.8186806333916528
494,217,0.8807104148768953
451,171,0.7997604076351438
33,242,0.7840159934546266
395,234,0.8143727396215711
371,171,0.828959960224373
341,242,0.852061348834208
383,234,0.791640120957579
426,171,0.8489413836172649
447,171,0.8362059949597876
451,217,0.8111808528857571
154,67,0.8001947892563683
15,244,0.9217735795038087
420,234,0.9032420391948628
401,51,0.9352840616234711
101,51,0.8686861704502787
109,171,0.8844036696744817
126,21,0.86042395606637
240,129,0.8733320449079786
112,5,0.9018650623703641
104,217,0.8098973206111363
249,127,0.865239435008594
492,241,0.9061513420726571
73,139,0.8092347809246608
264,171,0.8725158206320235
446,194,0.9214159409914698
243,220,0.8101514162761825
257,220,0.8333902795399938
477,97,0.8372779263050428
137,130,0.8297046524073396
182,139,0.8213904845927443
45,139,0.8675022338117871
534,51,0.9247459497834954
398,115,0.8539088312536478
62,241,0.79132643448455
97,111,0.880676154579435
291,7,0.8833706235246999
400,124,0.9035476234608463
97,244,0.9256042654493025
508,220,0.7991713828274182
48,91,0.8787414117583207
3,115,0.9036649316549301
580,219,0.8400547640132052
528,242,0.7952975215656417
579,132,0.8960907970155988
383,241,0.8124309051781893
59,18,0.9094657621213368
446,28,0.7972063422203064
146,15,0.9561397616884538
405,223,0.9014944939741066
34,72,0.9056564854191882
241,230,0.9086232576519251
475,139,0.8907630252984485
337,202,0.9029075957036444
73,168,0.8407745894510299
359,154,0.8632688958730016
446,130,0.8266309837677649
550,132,0.9429109862872532
508,221,0.8669514637440443
145,130,0.8430464869099004
550,217,0.8917546402662992
423,241,0.8819020954625947
112,165,1.0096086646829332
444,160,0.9082887428147453
426,144,0.8452557559524264
202,235,0.8395725222570556
314,133,0.9486026960824218
182,116,0.8169847652316093
249,77,0.8075676347528186
51,234,0.8835041762462684
146,171,0.8813476931037647
40,116,0.8089611274855477
501,242,0.9206659191155008
567,244,0.8741388022899628
486,171,0.9622884646856359
140,217,0.852977149986795
203,220,0.8534813395568303
319,130,0.8837768201317105
501,130,0.936351941632373
508,116,0.7941243052482605
104,175,0.8287618311920336
29,234,0.799933693238667
428,217,0.86953105032444
400,244,0.9194345926599843
49,244,0.842169100684779
154,91,0.824263411973204
401,217,0.9233232008825455
508,78,0.8860579843499831
540,234,0.8279024091150079
112,242,0.8543253881590707
241,31,0.9584286276783262
590,220,0.8369363998728139
230,171,0.7998950066311019
112,144,0.8397909977606365
586,202,0.819392303270953
103,129,0.8858703816575664
586,10,1.0311657943530008
320,51,0.8584407999047211
319,217,0.8612511626311711
42,241,0.9543951471070093
40,127,0.8530710440661226
95,45,0.9916903536234584
319,227,0.8881301672330925
28,130,0.817918553349695
540,217,0.8401437508208411
249,91,0.831058147762503
254,67,0.8507465704211167
291,124,0.8673058040440083
182,77,0.8243388235569
418,153,0.888308756585632
54,217,0.8659779887114253
465,51,0.8398939687758684
526,45,0.9053825629608971
329,222,0.8612066150775978
59,202,0.8032383812325341
221,220,0.8786746607095536
534,130,0.9379359622086797
320,229,0.8683696697865214
446,200,0.8609509837946722
582,116,0.7844539156981877
306,241,0.834009892506791
173,171,0.8768033986645085
352,114,0.927016624382564
79,28,0.9267103584217173
405,98,0.9067583515175751
275,130,0.9313544859843594
334,27,0.9564497625189168
126,241,0.8319399292979922
334,95,0.9500305269445691
61,242,0.8390058970877102
225,192,0.9059970725460776
508,234,0.7850095629692078
202,91,0.8474366441369057
260,217,0.9749606092061315
137,222,0.8542984912970236
182,129,0.8727333098649979
101,171,0.849030657604869
227,133,0.8654796289546149
406,160,0.8330633310335023
485,220,0.8191389973674502
404,154,0.8365284417356763
177,51,0.9001725819294474
442,244,0.9991340876689979
499,93,0.9062083399455462
250,234,0.981545875115054
28,217,0.7994707067097936
373,242,0.8341084021542754
457,188,0.8579033219388553
113,234,0.9253835678100586
