Carrier,ShipmentDestination,dist
528,35,1.0235512480139732
109,84,1.0195000288741929
457,8,1.0378275902143546
202,90,1.012060634791851
23,0,1.024460389145783
280,89,0.9950310707624469
497,101,1.015304780950828
145,89,0.9666157577719007
107,117,1.048442926790033
249,59,0.9988089302953865
154,114,1.0169558823108673
501,21,0.975714444049767
497,90,1.0167859154088157
23,21,1.0015742971029664
441,113,1.0357134065457754
227,35,1.0139639292444502
371,82,1.023253358900547
46,117,1.0642358704603143
375,34,0.9574399065625455
502,90,1.008986132685095
126,82,1.0013397370598145
530,90,1.0164469105324574
174,83,0.9855014838810477
406,49,1.0418081134557724
241,22,1.1127804174986002
375,83,0.9906362307124904
80,116,1.0005001665891282
411,3,0.9835344558315617
112,59,1.0063245385619146
586,40,0.9824664241501263
168,35,0.9942770706755775
112,35,0.9973704699826028
586,8,0.9819409756788186
277,90,1.0255093474739365
29,84,1.0100136063992977
334,116,0.9661155460136277
241,80,1.0290839879640512
373,44,1.0324143087491393
168,23,1.0098123938909598
63,41,1.044346867661391
31,25,0.981344396514552
473,90,1.01660079402583
31,116,0.964806185236999
305,89,1.0465453852500235
586,92,0.938878185847508
34,90,1.0276356397994928
359,117,0.9939734853937158
112,60,1.0660448244639806
373,117,1.0059667894882816
34,116,1.0017980597913265
277,35,1.0106088582958495
303,92,0.9856975030686174
112,117,1.010724377020129
359,16,0.9790816883573176
103,89,1.0075262870107378
586,82,0.9555543433338504
23,89,1.014627845425691
241,40,1.0059288859899556
308,35,1.0563937851360865
462,117,1.046183770256383
28,82,0.9913066535123757
373,90,1.013342661517007
582,8,1.0389226802757807
105,82,0.998905827424356
404,35,0.9993732646107674
137,82,1.0162530949871456
102,82,1.0777959930045264
59,100,1.0626828569054072
368,8,1.025386419346822
521,117,1.0088924856058188
182,86,1.0487177946737833
298,3,1.011818635144404
419,8,0.9995099505675691
23,114,1.0186555257366439
287,104,1.0261725911072321
243,122,1.0763590266661984
123,23,1.015822207821267
328,92,1.0102315092725414
243,35,0.9985024029655116
182,122,1.0879916500832354
182,116,1.0008619693773133
495,89,0.9977325387299061
249,21,0.990095966462312
426,82,0.9699110718710082
262,117,1.052121102809906
478,63,1.0393387047307832
470,63,1.0375359540006943
126,122,1.0704256375985486
182,100,1.058883424848318
23,86,1.0431998377399785
59,3,0.9953654403133052
470,35,1.0029868142945426
107,23,1.0493777745536395
306,82,1.029689331139837
306,89,1.0404072321419204
373,10,1.0641762451933963
470,23,1.017613553575107
353,90,1.078229980809348
404,83,1.0231679350669896
87,31,1.0523361281624861
174,89,0.9783462717064789
166,92,0.997533342002758
34,114,1.0281640848677074
243,8,1.0236051071967398
277,16,1.0094503103090184
537,10,1.0516440719366074
249,35,0.98986018994557
219,16,1.0123368315398693
202,84,1.0060793225254332
574,118,1.1438097665086389
193,35,1.032841797651989
145,86,0.9948076744164739
457,89,1.0299286640116148
320,49,1.00825069631849
240,16,0.972033775012408
373,114,1.01531454707895
168,100,1.0416955804186208
477,54,1.0007688451026167
168,82,0.9976173117756844
550,21,1.02194772873606
182,8,1.0335049948522024
295,35,0.9985994260225978
116,49,0.9827852299703019
91,82,0.989051319126572
446,16,0.9822183123656681
590,21,0.9803129972091743
465,8,1.0246739029618246
331,116,1.0594323864206672
530,35,1.0040536735739027
280,90,0.9974733282412801
203,82,1.0045739843377046
243,116,0.992267279151877
240,117,0.9875667387885707
343,106,1.0227551109024458
353,59,1.0783494785428047
277,92,1.0004196691193752
168,105,1.0378219246465181
243,54,1.0298784651926585
34,108,1.0848902825798308
546,82,0.9952067126120839
25,92,1.0481561107694037
117,117,1.0031898814652647
507,82,1.0199795157781668
112,8,1.0262002463319473
547,35,1.0104234096195017
182,90,1.0225275339824813
137,117,1.0208201204825724
243,84,1.0075635175619806
105,110,1.046008815456714
117,16,0.9897271431982517
375,49,0.9728794095239469
410,23,1.023821965658239
528,80,1.0660994490608573
393,21,0.9778001553245953
101,16,0.9979718295591218
447,23,1.0485730660147965
105,86,1.0368106638613557
4,35,0.9859875259654862
375,101,0.9778105688414404
161,116,0.9970360522025398
203,117,1.010966113635472
446,89,1.0008707301957267
241,34,0.9705557000956365
104,114,1.0002845976102566
320,23,1.0240099696176392
249,54,1.018172636628151
577,23,1.0669118825878416
257,59,1.0129635169037752
498,117,1.0301695338317327
154,116,0.9959390959037202
111,35,1.0249058306217194
547,34,1.0048628725510622
508,35,1.0124062948993273
29,90,1.0143646720264639
112,25,1.0119810814669887
431,34,0.9637686141899654
230,98,1.0203761216253042
334,63,1.0012267184044634
334,100,1.0190410427749157
240,49,0.9827189831329244
112,54,1.0331122311098235
241,59,0.9829208234857235
240,122,1.0423109938523598
112,58,1.0373329573443957
334,49,0.9781260756509644
112,16,0.9923457693574684
230,25,0.9847417191735336
241,84,0.9853907584079674
105,59,1.0053581882800375
137,21,1.0084398819931917
528,117,1.0330595358141832
255,35,1.033055525539177
300,114,1.0353232960083656
546,84,1.0056599037987846
182,82,1.0100773924163409
574,16,1.0380086983953203
182,35,1.0048225138868605
312,82,0.9856302535959652
157,92,0.9866005432226562
202,116,0.9889765584043094
404,116,0.9908861214561122
369,16,0.9746646998184068
254,21,1.004764264183385
62,117,1.0018819305779678
73,104,1.0538045847788453
137,80,1.0658668276986905
446,116,0.9802648606044906
59,23,1.0282827597111464
40,90,1.011485595713436
518,59,1.036675091300692
298,23,1.0459707725260938
457,32,1.0443967523585473
259,82,1.0131477386291539
182,59,1.0154533215931483
243,0,1.024692249085222
55,92,0.9634456963145307
140,90,1.01382026342409
550,80,1.0529001695769173
581,59,1.0335680807807617
105,101,1.0152077012296234
398,92,1.006152918628816
477,84,0.9849341064691544
368,23,1.0151953140739352
540,35,1.037071061453649
264,35,1.0230520995599883
372,90,1.0504983011633158
195,59,1.0047969720991594
80,114,1.0237618163768534
312,10,1.024721750723464
132,92,0.9982930179685354
359,106,1.0104596827711378
147,82,1.0229360736640436
330,100,1.0336745391998972
306,117,1.0375121954296316
80,117,1.02204657035015
61,117,1.016018564945885
441,101,1.0127052757889032
68,35,1.0294771173170634
129,101,1.024154678519283
165,35,1.0379904636314936
249,0,1.0137845565165793
365,92,1.052794982147004
405,113,1.090506653700556
405,100,1.0705623818295342
222,0,0.9872336359361985
202,7,1.0938164213938373
497,13,1.0592425311250346
166,23,1.0258856362530164
575,82,1.0262552504760347
227,82,1.0168055950530939
473,63,1.0270508059433527
574,80,1.0890398717352323
225,63,1.066417587654931
377,116,1.0306786415832383
31,92,0.9621085450053215
415,35,1.039925731319402
334,58,1.0189861453005247
334,113,1.064064398407936
367,35,1.0497604693685259
508,116,1.0054713248142175
586,116,0.9456027721587036
249,84,0.9999495170943972
195,117,0.9996918769819396
322,82,1.0469601388488496
146,82,0.9914958647319249
253,122,0.9924004167052252
431,117,0.9743373670748302
29,16,0.9954529782491071
586,16,0.9489958371850662
240,32,1.0064892106872452
82,35,0.9716766774654388
325,52,1.067287212503808
117,92,0.9819478017411062
61,35,1.0071167663804121
168,3,0.9718016024146762
243,83,1.0272397390965904
502,110,1.0426638924649783
168,22,1.1164893889134484
23,106,1.036181703209877
375,35,0.9625428386830858
538,80,1.0301747069128655
101,117,1.0114115572401456
502,49,1.0026633983610995
566,25,1.0608974705849374
368,54,1.030364969479186
495,101,0.9989672323156681
104,117,0.9953247194311449
249,89,1.0039054096809454
100,21,1.0050140991806984
105,3,0.9750614802220038
230,8,0.9993365103644984
368,113,1.0802966909749168
62,21,0.9927388856719647
232,101,1.006291997219835
80,82,1.013483280049903
240,35,0.9760183412581682
117,90,1.0097240986568587
4,117,0.9965119420417717
441,59,1.0283221526603614
249,122,1.0630918085309011
116,16,0.9752172396651336
68,114,1.028194762234177
190,11,1.0208167247474194
99,117,1.0847195386886597
428,23,0.9797180071473122
497,3,0.9823434193219457
154,3,0.9829416428027409
101,105,1.0320885657731975
495,84,0.9977212388600621
145,92,0.9460885673761368
590,100,1.0258101435112101
579,82,0.9990366244954723
406,117,1.0547831025240677
174,59,0.9748014424528394
232,122,1.0568332118647439
248,21,0.992679153968181
300,59,1.0391269206468547
34,105,1.0534320170991123
373,84,1.0083169575248445
112,101,1.021996389010123
117,8,1.0188060881836074
586,25,0.9670213266674962
29,89,1.0109729713627271
473,84,1.0062906678233827
112,80,1.0489422559205974
34,59,1.0226074282878213
303,104,1.0732783701803004
29,50,1.054816605789321
431,23,0.9777921922504902
34,35,1.0092618934411024
586,35,0.9508722915447184
546,117,1.0023501430238997
111,117,1.0279360221964973
254,113,1.0889400912980949
555,3,0.9507457134979111
538,51,1.0968177659170968
249,16,0.9873706768932087
31,35,0.9735178202390671
457,16,1.0113932729831763
59,21,1.0112235088433539
298,34,1.0313938430377416
105,13,1.0814279104982103
446,25,1.0017715261450835
586,63,0.9868333406879434
73,35,1.0056069365569524
23,7,1.1034100438534682
4,59,0.9949770793318748
59,49,1.0253585973488433
518,21,1.02568273086633
182,58,1.0446031178746904
116,86,1.0078162870236806
249,8,1.0140300524820174
175,63,1.019169987312385
368,21,0.9984142266746078
470,117,1.013121824179377
381,23,1.0126798708390976
154,49,1.003775039953845
146,117,0.9980423136481217
534,92,0.975507668685168
227,66,1.09181321545371
73,117,1.0169118866324425
175,84,1.0005738628762109
107,35,1.0467571541666985
508,23,1.0275341025512066
404,40,1.0259791387777244
405,35,1.0541847401431628
88,23,1.0248889002416814
413,114,1.0534660981169768
146,84,1.0015744189066547
550,83,1.0326519656394209
444,92,1.0248845999262162
400,82,0.9956168218382767
105,92,0.9843701443501881
168,114,1.0134941057435103
373,50,1.0554425128336464
209,117,1.0505444673555238
61,82,1.009663057646581
359,116,0.9746687609170165
530,63,1.029445230046154
182,54,1.0368572883307934
329,98,1.0450491444872958
300,117,1.0341595648122686
277,21,1.0113365797858154
457,86,1.0540451391467027
508,84,1.0201428371614643
61,92,0.9931552500597068
306,58,1.0579480906682355
404,82,1.0037976338395052
399,114,1.0189543008205615
303,8,1.029059352087123
173,8,0.9841076699750764
502,32,1.0175145747406142
202,82,0.999763788123216
495,59,0.9973303233938557
101,8,1.0229702230010713
173,0,0.9593696260957846
248,92,0.9886447765997478
44,117,1.0257408922272069
568,89,1.0560959593525954
194,82,1.067636491464717
168,10,1.0650514396173614
34,82,1.0138632029515324
101,35,1.003096155822277
154,50,1.0570102142436164
502,89,1.0067619303507465
154,23,1.0184745453298092
502,23,1.0095901565094079
457,59,1.0242196981395995
377,82,1.0407964700300778
574,117,1.052458324602672
399,82,1.001420316419431
128,100,0.9993735578443322
168,32,1.026559847606612
373,25,1.012218810884016
168,21,0.9941350237599441
590,16,0.9743152391165495
112,50,1.0558557685996806
105,23,1.0087405342076505
582,117,1.0270015432366304
368,117,1.0096587224730424
306,11,1.06852529038276
105,49,1.0024256323065077
368,34,0.9959371337401015
73,101,1.025965350014823
298,63,1.0632385675396239
101,84,1.0115202580179488
73,116,1.0047768673726492
23,11,1.0590528396423906
579,92,0.9834377664540496
478,35,1.0180880342211043
537,82,1.0092354608433587
391,117,1.0630001941961902
373,116,0.9878819739179951
563,82,1.042893516698054
534,16,0.9886098129874361
398,82,1.021220355693783
368,16,0.997613482975534
49,90,0.9871051998010704
512,80,1.0217815877071448
304,84,1.0608642750552721
525,49,1.0105986086917775
195,3,0.9749774134584835
175,117,0.9994590772049767
428,117,0.9765844337110009
480,113,1.0437388723450047
87,59,1.045729779771396
182,13,1.091530344848122
431,116,0.9592272170952388
550,54,1.0356623008847237
303,40,1.027548218046182
409,35,1.0743763127497263
329,82,1.0020612342549222
395,83,1.0349663293787412
359,92,0.9720029541557389
426,92,0.9535663236996957
466,23,1.0150610251751329
224,35,0.989732679827804
300,82,1.0276637319475412
22,21,1.0514728506760938
254,3,0.9908747143511262
303,82,1.0057972249175822
431,40,0.9786876078162875
204,117,0.9258397753749575
105,122,1.0754796053682054
586,122,1.0244153538452727
126,89,1.0113026044730629
524,117,1.0323133846478803
257,117,1.0136307871767454
334,117,0.9857359406139169
243,59,1.0064162965863943
117,86,1.034843704530171
104,105,1.022681464840259
71,35,1.0346371209514993
586,117,0.9611322007008961
40,21,0.9978749398142099
173,21,0.9635710506034749
243,80,1.0473529281360763
399,3,0.9820209926526461
316,8,1.0280512405027236
508,90,1.028178472138409
457,54,1.0445841470999377
74,16,0.9912704319826194
314,84,1.0569089544670922
574,82,1.044166630932263
451,82,1.0125379704737238
520,89,0.9981352064226355
28,50,1.0276874750852585
341,35,0.9989303749586854
132,117,1.0180792612954974
465,59,1.0155076811455988
107,8,1.0563693456351757
248,58,0.9895101104463849
375,92,0.9517372487378972
126,25,1.0103052980931742
118,82,1.0679115232612406
230,32,1.003994990672384
375,89,0.9759111292660236
254,82,1.0163051959659373
112,114,1.0214750705552953
359,27,1.1367931248886245
473,117,1.0101614488022668
112,110,1.0608566690768515
34,98,1.0595908101115907
240,92,0.9649370371231011
8,3,0.9609604794532061
241,89,0.9896288309246302
249,66,1.0845712199807167
252,35,1.0189792410071408
470,59,1.0117706997053963
508,21,1.0106100525174821
238,82,1.0832780439938818
40,114,1.0051865093410015
243,105,1.0421839963112558
40,116,0.9916356120790754
137,49,1.021807889786682
320,92,0.9936778332505908
528,122,1.0907026755490474
59,16,1.0116000855299976
470,86,1.0479820838996343
298,35,1.0375252499112062
509,35,1.0628300966428859
538,23,1.0073219170527798
303,19,1.1284829170576163
368,0,1.0267617053219251
590,10,1.0502393547046398
105,54,1.025681586403932
59,63,1.050295500483896
49,8,0.981670788356236
590,0,1.0008472313971393
232,35,1.0026160807880973
477,105,1.00696358989392
579,8,1.0130300532494272
399,89,1.0153245231402772
145,117,0.9621296014104571
238,35,1.0778009040015084
273,82,1.0246304201760463
538,82,1.0007730078484331
23,3,0.9812503989253726
411,84,1.0136557764240675
404,84,1.0080570977713381
520,90,1.0026579688835358
530,34,1.0043289948787009
435,3,1.0057467963613038
368,90,1.015337857783639
396,117,1.0249651436294829
122,79,1.0611815674762641
182,25,1.0233256564076458
550,35,1.0303143105868782
303,100,1.0434509015509061
329,116,0.9938355492694038
137,3,0.9969593126858983
73,80,1.0526571380240577
404,16,0.9947751111217907
257,63,1.0314683991351299
395,21,1.010585829615593
182,92,0.9973352274724415
243,86,1.0427026855094093
373,23,1.0100120582750864
29,92,0.9930150258753981
359,82,0.988071270835852
550,82,1.0289022166814124
550,105,1.04108352586627
88,8,1.024391102471522
112,83,1.0197490347283227
303,54,1.0375944465132696
117,49,0.9980298296681472
373,21,0.9939373055739062
537,40,1.0342716776898928
227,90,1.0275641102343798
105,90,1.0120463137115752
477,21,0.9737360221999032
105,116,0.9866530677037579
270,117,1.0691246943814414
368,92,0.991694116432752
451,16,1.0074256070490395
329,38,1.0729562427316393
285,90,1.0471431676830565
81,82,1.0338527959372317
117,84,1.005259854985135
149,82,1.0369052429284369
243,34,0.9951075952433582
507,35,1.0253781138786249
368,25,1.0138557694320167
264,98,1.0258408088370092
169,21,0.9840460850724152
343,82,1.0179143973759242
495,21,0.9842601737805775
28,8,1.00298201878156
202,101,1.017276766044753
203,35,1.0027032388108117
528,3,1.0037364182727677
344,117,1.0541584129844392
126,23,1.0146074321653162
117,21,0.9918190927377769
180,82,1.0414999624980348
413,3,1.024554932573145
533,8,1.052302289288491
401,59,0.9755151976964304
590,116,0.9751394460909069
230,23,0.9862738393380174
473,105,1.0488663168091859
230,16,0.967185711887266
284,117,1.0485383555559176
550,114,1.0250593250883477
477,59,0.9827177992888859
145,116,0.942173251083919
320,90,1.027581603665437
216,90,1.0607108974031039
40,25,1.0050683984799045
261,117,1.0664498060941696
404,59,1.009409079062087
96,90,1.074235331998872
182,110,1.0570513659289904
55,25,0.9910062939992973
153,63,1.0046595154064042
174,82,0.9664337746798992
182,83,1.0382292153579848
586,59,0.962591755777664
23,60,1.067763542490346
579,54,1.0182858377562038
478,90,1.0376187195735318
164,35,1.054070898996932
145,84,0.9629538921373231
221,122,1.0847878655684846
146,116,0.9830797075160912
8,116,0.974936706812254
275,35,1.035215578441109
277,50,1.0596531280981643
531,21,1.00302697292396
513,100,1.0319468176790647
404,92,0.9859213488442558
410,84,1.0206087280863099
305,106,1.0106760641293866
473,92,0.9872574545443058
368,114,1.0166490547957696
373,34,0.9927830893014159
154,84,1.0140590007816042
154,104,1.0671986203108514
399,21,1.0028066651097365
494,117,1.0771912964326995
451,117,1.0198975154863936
368,49,1.0072443670859295
399,25,1.0134392050760133
33,84,1.0560952355819089
257,114,1.0160619898566179
334,54,1.012125883783613
371,117,1.0303804794592517
341,82,1.0031927286514215
383,35,1.0366362790976251
182,60,1.070212225828852
291,58,1.0583298318088055
426,117,0.9768210436616626
485,90,1.0602779351174831
117,116,0.9870025302682605
15,35,1.0571885438902038
248,80,1.0148948491550982
240,90,0.9938107795481171
420,35,1.0613934131605285
173,89,0.9817377328872681
401,82,0.9600805171898433
371,3,0.9990249297448567
168,101,1.0152082266286016
109,35,1.0124431742089135
230,54,1.0028388207512242
230,92,0.9596874393256647
241,13,1.076397911778518
34,92,0.9965335510538093
240,116,0.9693442309009177
249,86,1.0290527189416545
40,8,1.0156385166836637
492,116,1.0972435660660267
413,117,1.0516757520713977
73,63,1.038354047707149
243,49,1.0056391318461724
264,82,1.0212928370622518
320,80,1.0437061014984335
477,90,0.9899141096643039
137,25,1.0304409359980906
45,63,0.9918336006147521
534,89,1.0058735328327333
398,23,1.02834329860551
62,82,0.9954703051064696
97,35,0.9889495835772583
291,21,1.0356327319456926
400,35,0.9926236106881073
97,23,0.9929938429434385
508,59,1.019770787363606
48,35,1.016974136765514
154,11,1.053489766748888
3,21,0.9910392175827708
495,16,0.9822054260543415
343,59,1.030723372740405
477,82,0.9768961774451392
227,116,1.0046897642314434
