HSCode,PortOfUnlading,dist
31,15,1.324252360101257
89,43,1.3199471010094774
10,52,1.313736970935549
50,62,1.331720075703093
89,8,1.318749004708869
14,52,1.3107186253515206
69,45,1.320628302970103
61,62,1.3083473390766553
57,2,1.3214204130428178
60,6,1.2901918104450618
95,49,1.3128396740981512
54,14,1.318250875254827
34,15,1.3116150288842618
91,55,1.323490804726524
87,64,1.321218331743564
93,15,1.3157951728041684
32,15,1.315450775370534
45,61,1.3090332432516985
45,52,1.3131778359280102
62,62,1.3174272977880068
92,64,1.3255322038062982
92,55,1.323755159708006
91,27,1.3181342583681857
87,33,1.3281833523485278
73,49,1.309196407773665
16,52,1.3035279864977514
92,44,1.32691874142204
93,50,1.3158119792517806
62,33,1.3190704291046131
90,49,1.320568794916783
54,49,1.3159581036972148
85,49,1.306361760944128
10,44,1.3114723081567459
10,30,1.3134134387863534
15,15,1.3061725593038969
14,15,1.3102836624852248
33,6,1.3265205782788274
20,50,1.309509839862585
87,27,1.315855734050274
10,15,1.3116178895745958
88,50,1.3073861439313208
54,52,1.3155763436641013
83,15,1.2997834464269025
88,6,1.3040737032092042
26,15,1.3137353855584348
87,18,1.3315111224406533
90,57,1.310812338654484
32,30,1.3147549112992627
34,50,1.3099859444690602
82,62,1.3166162024385162
89,6,1.3153398086183838
34,8,1.3081246915140323
32,8,1.313797500516687
26,6,1.3113346914095538
91,14,1.325754938780197
50,49,1.3273975320958666
62,15,1.312748586492879
91,59,1.3068685648696763
91,0,1.3153141630547387
88,14,1.3126088785273688
90,43,1.3201668156044823
19,15,1.3056308613823993
95,45,1.3236969475235258
40,8,1.3194016278056162
93,49,1.3167599340501641
57,62,1.3305387345275708
11,43,1.313863003892558
88,8,1.3070653256561076
0,15,1.304629233000534
57,6,1.3215226870296257
88,49,1.3071663741554533
14,27,1.2932411506772041
88,62,1.3123323989171436
44,10,1.3153919698670506
88,30,1.3089507003980023
62,52,1.3160239418835513
91,33,1.3304983416040028
93,30,1.3189480902094926
50,52,1.3276308136326926
34,0,1.2835166437019194
86,52,1.3053264896651464
80,50,1.300368467611926
82,61,1.310668883978256
90,55,1.3201575872621365
62,59,1.2919009278661437
95,55,1.3134649047361953
64,52,1.3214249344808715
10,33,1.317087807027357
26,33,1.316406830080918
24,52,1.3249966280002679
46,2,1.2925275728505636
24,10,1.3169483414718084
45,8,1.3090438704405511
10,59,1.2940812158132238
40,15,1.322412773700697
57,61,1.3227459037942546
4,15,1.3093109051031726
26,30,1.3134554299925054
42,8,1.311867259043668
32,61,1.3141187518236361
20,62,1.315648589283228
10,6,1.309043171200236
50,6,1.3233167108015291
46,52,1.3008601912297308
87,57,1.3125300306294645
34,62,1.316736214062465
94,62,1.312011064163276
90,50,1.3186271169355936
63,62,1.3129264475511653
32,43,1.3188385577606303
74,15,1.3200392904026168
91,64,1.3245975372514553
64,2,1.3203593068090933
26,62,1.3197166815932309
4,39,1.2439159681754453
34,2,1.3050809899078948
60,45,1.3036734099899019
10,45,1.3221968867084277
33,30,1.3263921301279749
64,61,1.3201690247016293
62,49,1.314294582365879
14,45,1.3210913320737225
10,10,1.3115984028471368
40,18,1.3154039760785443
39,33,1.3296726197004318
54,2,1.3148447099540914
88,10,1.3070373170609986
82,59,1.2714758428878017
33,59,1.2957576336671732
89,15,1.319648238165038
40,14,1.3274706397205591
30,15,1.3002380773957287
71,50,1.3028870201004403
82,2,1.3107975266341652
92,9,1.316923063248396
20,43,1.3133615931229932
95,52,1.3171293903142214
81,43,1.3099844540868486
84,62,1.313870759414775
66,49,1.3127113665645342
23,45,1.3122769647410937
13,18,1.2824022703404938
34,49,1.3105406167783908
56,62,1.3177232501329854
48,6,1.3155507042205759
34,6,1.3077001385390759
91,44,1.3257582453744752
64,30,1.3209654074162245
69,52,1.3106652393804066
69,2,1.301551066272493
26,50,1.3149564526975155
45,55,1.3056606155421053
38,15,1.3001624811440706
54,8,1.3124650977551937
44,49,1.3168018399072545
14,50,1.31246459563928
7,6,1.308343541276242
92,14,1.3231192550488882
40,33,1.3207797796598502
38,62,1.3078986613878183
50,61,1.3250313608774118
39,61,1.3233627397567034
63,43,1.3096071341590556
16,6,1.3022469941393606
80,59,1.2699663286496485
4,55,1.283072714028614
50,15,1.3263898702072245
13,52,1.3050342071801424
72,43,1.3069907229925906
34,61,1.3076451863494836
95,8,1.3139141068926878
69,15,1.3108126986771822
17,14,1.3128332820321833
42,18,1.3144404217600822
44,64,1.3159623127430677
26,45,1.3248304772589887
32,10,1.3123606321002756
39,49,1.3259838266697312
45,62,1.3179193415812083
57,57,1.3050477128875042
95,61,1.3135498259216547
95,6,1.3092158939689398
50,2,1.3232299291661807
70,49,1.3049256159657878
32,52,1.3165085720164436
90,52,1.322541419416666
91,18,1.33293238814388
92,57,1.3165885284543037
76,50,1.3059342780283518
93,18,1.3285873916133173
43,43,1.3161943411188466
54,27,1.3108458260872535
42,45,1.3246359904961926
14,0,1.2792691279734885
80,0,1.285532248472529
22,50,1.3034457191824913
29,62,1.314865529537201
61,45,1.3158459213695355
32,14,1.3203031557745166
87,41,1.313888670344438
63,15,1.3061891831457615
33,49,1.3304446206561156
90,33,1.3272719462568472
44,8,1.3160369311060225
57,45,1.3350481720907348
88,61,1.3082726798685533
60,27,1.2810219257537807
45,18,1.3136542386242323
61,52,1.305477783682623
74,14,1.3236418817791022
78,15,1.3127935667123114
81,2,1.3003835172525473
89,2,1.318108691434775
32,18,1.3158253056130238
45,43,1.315668383879321
44,52,1.3185813980443137
57,18,1.3243427081033587
33,33,1.3291850946843624
52,62,1.317961323873273
14,2,1.3036570027969512
33,61,1.3264255356708807
48,43,1.3233011292696963
45,44,1.306526307016611
7,62,1.3210234039330058
89,27,1.3110597610606678
29,45,1.3135901939656054
72,6,1.2988819644919463
87,59,1.3051516110343593
26,61,1.3136713012520755
43,62,1.319481734186411
82,33,1.3131654704255717
40,49,1.3248038230729955
24,6,1.3201171661327993
16,45,1.3140042509351457
78,45,1.3220150103526456
28,52,1.3078734001943044
7,33,1.3038972004183702
32,2,1.3136257526597805
42,43,1.3173020923776286
69,50,1.3094148581315364
90,61,1.320830280759505
54,61,1.3140229997225106
34,52,1.3125969083713633
26,49,1.3155612807188715
69,62,1.3174410685231643
82,43,1.3143905467752899
89,50,1.317213695828936
14,6,1.3068486538083692
15,50,1.3078612312674522
44,6,1.3125790180971049
15,8,1.3049394568162305
4,33,1.3000399465007442
85,43,1.310009565204382
64,18,1.3296840119042568
34,30,1.305832656898669
93,10,1.3196714794820374
60,33,1.2980893339429582
54,30,1.316114085593394
75,50,1.316667201263564
26,0,1.298446027029838
93,14,1.3189271540780152
34,14,1.316424770812903
80,61,1.301366959033268
3,61,1.2976498972025834
89,30,1.320865309265043
46,15,1.3013397460537297
24,45,1.3340730887970753
23,15,1.3000248780341022
66,45,1.319106547428029
42,61,1.312926349629249
20,15,1.308315735310316
73,43,1.3124762829393148
42,10,1.311282335647515
39,45,1.3354477352861847
82,6,1.309080317882555
93,57,1.3081530037203006
90,2,1.322164036466607
74,49,1.321600507412638
62,50,1.3135907894798688
87,0,1.312375869735011
40,50,1.3247087983680623
4,30,1.3006746566721372
38,61,1.2957695040053554
3,49,1.3065601693732398
38,50,1.2998593154562903
40,52,1.3232122569211893
16,62,1.3137788447950567
40,61,1.3193571838949407
20,52,1.3097149728398239
20,61,1.305830039616142
73,62,1.3153632750160926
45,6,1.3088514735656125
37,43,1.3042074751907162
30,52,1.2973978629867946
34,43,1.3140509495777744
32,32,1.2856315856001206
64,59,1.3044491205364466
36,43,1.3032832789633955
82,49,1.313127290457487
95,14,1.3152252052511488
87,5,1.3082632358585085
93,0,1.3133254437042134
95,57,1.3060964662581682
47,14,1.2949941573398454
43,2,1.299096590440188
33,14,1.3337318927847914
74,52,1.3239581217723233
34,55,1.2949288777474846
36,52,1.295366564033819
33,18,1.3244400633765119
71,62,1.3117805136633771
50,27,1.3187277488676565
80,49,1.3026459983416967
44,59,1.2942558492400817
10,58,1.3045311427808233
3,52,1.3055331212983998
24,49,1.325346885781203
80,55,1.2953571863472462
24,33,1.3225243341709887
21,62,1.3081713909549373
13,15,1.3066527305969171
57,49,1.3265331731776573
26,64,1.3110234450016702
89,52,1.3208762841033084
0,30,1.294784446113876
15,10,1.2975067171667303
63,45,1.3164809334557503
38,43,1.3048467263579369
56,15,1.3095949842993702
32,0,1.2998371997049876
75,8,1.3177211114338465
57,27,1.3173514546028204
6,15,1.2984130989227975
33,50,1.3291168811597995
14,44,1.289471575391612
20,2,1.304620338337762
4,10,1.2972803895494767
41,10,1.2951489176068987
62,2,1.3133591744117439
94,15,1.3049836062959261
50,64,1.3203808180987835
84,43,1.3115346080490522
23,52,1.3011120634951763
26,44,1.3076088330043214
76,62,1.315061264006155
64,64,1.3251273238233157
62,10,1.3129142198179449
88,0,1.2985145558736153
10,27,1.3088819860879863
74,62,1.3249384256611978
3,50,1.3056492840072937
27,61,1.2968435678547914
76,40,1.2179950741784913
94,6,1.3008089132074798
54,10,1.3153299952724151
73,15,1.3087847812899522
41,62,1.3183966151305608
60,52,1.2970354788537537
61,57,1.2871408422277975
89,61,1.3192257793354136
48,8,1.3158678976552827
93,61,1.3168815800121851
32,33,1.3186159479830946
78,43,1.3139187448791094
29,33,1.2894195270325457
48,49,1.3201668322352427
10,64,1.3142877902303423
10,26,1.2985512736652578
95,33,1.3217365530186467
57,44,1.3166521872792925
35,52,1.3064967494990145
95,64,1.317850093490311
95,10,1.3159983927117926
90,39,1.3137165643274784
19,50,1.3045022011335408
62,30,1.3139275067618914
68,49,1.318964728287288
94,43,1.3089832876409804
84,15,1.308931743460042
93,64,1.3197482861578465
45,33,1.3151921874710493
62,45,1.3246444123131889
62,8,1.312761893229825
61,30,1.3061394934941615
62,44,1.313635208777019
31,43,1.3309346080890723
93,27,1.314178101286026
78,33,1.3119185396603175
95,30,1.3162858939862676
61,14,1.3084711804986
61,27,1.2945224405931575
41,8,1.3052591692124094
31,62,1.3342154201652323
48,15,1.3200208001237894
56,33,1.303268357047013
54,33,1.3197093456983566
39,27,1.3166403517908682
62,61,1.313343240879476
85,62,1.3130440195756299
23,27,1.2838651359613453
67,10,1.2839187809731811
26,14,1.3175430920507227
7,20,1.2364862199340547
83,50,1.2980561123362608
75,40,1.251775483201657
81,33,1.3023544400930405
64,27,1.317073510161468
61,64,1.303404364734888
75,49,1.3180717783314841
54,36,1.2960194399846452
56,18,1.2920565187398876
7,50,1.3134500618491853
42,33,1.3160731121897697
40,57,1.2999714225796717
87,21,1.3146936316043139
24,50,1.324556619993278
31,33,1.3142892473510333
56,30,1.3027376239853246
52,15,1.3077785247670752
74,50,1.3188817221671343
48,2,1.3109262684759284
72,10,1.286696270457469
0,43,1.3108267496739114
44,18,1.3238711233383842
45,49,1.3145698372806822
45,50,1.3144204483500548
43,45,1.3201072178781033
31,18,1.3024015362773622
45,30,1.3106550329497881
26,27,1.3085679332060474
41,43,1.3153755271009036
89,10,1.3167797457426786
52,0,1.2601394573492664
66,50,1.3121186111238785
10,39,1.3024260983137148
13,33,1.2947800319109644
16,44,1.2778378415054508
64,32,1.3085774627647229
64,21,1.3114808050117321
52,49,1.308293687844915
44,61,1.3173605810318674
19,49,1.304873997877751
62,18,1.319084407761693
19,55,1.2746913459684168
29,50,1.305052658942129
50,0,1.3050835361438138
14,8,1.306291881150433
12,8,1.3127214892634325
7,49,1.313856517629964
7,15,1.3130387421697378
42,14,1.3173361207757677
80,45,1.3133298227829593
88,18,1.3181270406182324
68,50,1.3172420308526074
56,36,1.2402983818735396
19,27,1.2773679250052996
12,18,1.2938655513737882
69,43,1.314902052283287
49,15,1.3004564778613192
64,33,1.3273231427052192
16,43,1.3112569190561771
70,50,1.3033812594533498
49,43,1.306691606396011
95,2,1.3156476702008928
88,64,1.3065286337264947
24,62,1.329609286705298
16,15,1.304094129375049
44,27,1.30757311864623
55,33,1.2924126940114158
66,8,1.307271863466927
50,30,1.324597064937864
23,14,1.304756572470069
31,2,1.3135401521410262
63,61,1.3030695392351066
12,2,1.3064190984836646
25,18,1.2766272536412413
85,15,1.3068336006253958
14,33,1.3043551045869077
26,52,1.3150871126646442
64,0,1.3139725170497383
42,57,1.2956366251621927
44,14,1.3204984059391012
26,18,1.3155141845345497
90,44,1.3246063339923109
15,43,1.3127171274806773
1,28,1.2100798461054052
84,45,1.3190231009253435
80,18,1.3031078103397573
82,50,1.3111084406929356
94,14,1.310124363218035
46,39,1.235783622201
51,61,1.3008354580295938
94,8,1.3022187734022737
70,61,1.2959942417219281
14,61,1.3060395124900555
91,57,1.3155818916857243
56,6,1.3055162195648466
32,27,1.3068584966074144
87,39,1.3164378787790025
43,8,1.3076267572385925
44,45,1.3273530637712352
63,50,1.3040134799666703
37,2,1.2845539509185724
24,30,1.320846080247845
73,6,1.304476021955322
60,49,1.293790805818779
47,62,1.3004407994449139
92,39,1.3212726270513875
13,2,1.295417261975152
39,0,1.3079217744192906
75,15,1.319467962852546
57,10,1.321422763434904
42,2,1.3117502086928912
3,35,1.2141219664897238
32,64,1.3110875519258636
32,44,1.310129755841834
52,45,1.3156612683087587
88,2,1.307430655828544
93,55,1.3179697545378335
34,18,1.3021237653281008
72,49,1.3028126528619655
23,49,1.3030055446018065
31,61,1.318787248539073
83,62,1.305908613173025
69,6,1.3071352132329983
60,30,1.2934655576412166
27,55,1.269943402647706
33,52,1.3310332670807838
82,15,1.3121967036277056
49,14,1.3056051305362157
63,30,1.301346295912351
34,44,1.2958888017705508
42,64,1.3099448031612806
78,57,1.2720606832631998
22,49,1.3038462067821197
35,10,1.2875072791108064
20,10,1.3045145411576544
61,10,1.3040898740291595
39,14,1.329629782986428
46,30,1.294134956385408
92,51,1.3190215855304683
90,14,1.3217395677098207
56,43,1.3146533827696527
89,18,1.327373994314777
68,43,1.3237138539552689
23,43,1.3070112421243851
10,1,1.303076486502375
81,62,1.3122439650552613
50,46,1.2989483401179314
37,33,1.2848333253392152
46,45,1.3115406462124415
43,50,1.3108640468812414
61,8,1.303849894553423
34,42,1.2635526067045117
52,61,1.302199621418757
44,2,1.3173513067886233
89,44,1.3209056524293763
23,8,1.2986213103868067
7,45,1.322359242609569
69,14,1.315329268840807
69,8,1.3069826486919607
10,40,1.2994833627848752
57,52,1.3270961615656103
83,2,1.2911199780979328
54,57,1.3012498846011502
29,43,1.3116614754710878
20,45,1.3193739759070533
14,43,1.3169412261673383
88,27,1.3020361265433686
29,30,1.29229085413473
10,42,1.2999417092651129
73,30,1.2998769927237714
34,45,1.3196913359154547
46,8,1.2984245500660367
39,57,1.3074821619583028
15,2,1.3009479391787733
73,45,1.3182565665670805
14,30,1.3058950863778591
95,44,1.319196808551039
20,0,1.2874779195657797
40,43,1.3279322481581144
7,8,1.3094542629883759
20,40,1.2709894589081938
71,61,1.297447460969644
52,10,1.2914747757770653
14,64,1.2942657990248077
38,10,1.287879211029836
85,61,1.3012939739440168
37,8,1.2934586458972521
14,49,1.3125880471031581
56,52,1.3085804749280214
17,50,1.3068582181419646
75,14,1.3220154808035918
45,38,1.2818773910403252
7,14,1.3176320783261741
71,52,1.3040958806606275
29,44,1.2650504458163465
7,26,1.2394102700054646
52,2,1.2960073834817325
62,14,1.3168035641844784
5,2,1.2973925573585023
54,18,1.3193575832992792
38,8,1.2969676844243492
94,45,1.314959383968796
44,30,1.3167440907231398
72,52,1.3025736874967282
15,45,1.317266194415944
16,61,1.297792459305908
36,15,1.2965347160186087
79,62,1.3147024022681373
68,6,1.3161521893260735
39,10,1.3217942671451186
60,2,1.2925481317298753
0,8,1.3009305838495493
24,0,1.3002226944746715
75,45,1.3281510355217117
47,57,1.2631208908611111
6,49,1.298727278730699
28,1,1.2412471803171294
83,43,1.3040204207812036
17,15,1.3080270791958486
32,57,1.2944934447961194
15,49,1.3073003627359867
46,62,1.3094064119671072
50,21,1.3015234510281257
20,5,1.2674115616162973
54,0,1.3066597173788719
69,33,1.3038245444851262
93,21,1.3103083936231477
62,27,1.3051177393645048
78,59,1.2659774871010865
80,52,1.3055512213281222
31,49,1.3253670036792755
88,21,1.2964089043172342
83,21,1.2281513975134917
84,33,1.307443315429347
33,27,1.3182604911604099
81,49,1.3069871802415167
41,49,1.3102477778281485
46,6,1.2983279333982085
38,45,1.309239601450307
80,41,1.2671766911766358
34,24,1.2743535568006337
66,43,1.3172878408804536
60,57,1.269985324836203
10,57,1.3022898446236337
50,18,1.3259275510374988
16,50,1.3058450065021003
15,52,1.3080989907009228
60,8,1.2942869705813271
41,18,1.2874264025262423
31,30,1.3168338595756464
80,53,1.2727965933403798
13,27,1.2782346079392093
26,59,1.2889180156801427
56,50,1.3097114166510957
73,52,1.308469112363777
5,50,1.310446116275021
40,59,1.2900763107463717
84,50,1.3073931426874228
20,44,1.2963819514427866
24,14,1.3277909380516835
39,18,1.3276081599428184
54,44,1.3153079601802997
4,43,1.3146817040230547
64,55,1.3215540278303837
78,49,1.3119070955685206
31,45,1.3330897672900133
5,18,1.283776414181505
88,59,1.2891735171766154
27,33,1.289931021630764
33,55,1.3189940264980708
4,18,1.291223679270063
61,59,1.2822275897487998
19,6,1.3028308218345046
18,15,1.296225088515452
13,30,1.2986501221145903
43,61,1.3034184472302772
31,6,1.3218162908617939
52,6,1.3048624262612845
47,15,1.290034135537488
93,39,1.3118454622370856
27,15,1.3039648809603281
44,33,1.3231342501406158
27,14,1.309350193611213
0,14,1.3096004016697407
46,59,1.249772029795817
92,41,1.3191533852368593
41,45,1.3181129566260747
15,33,1.3012166725737708
45,10,1.3132957480847836
89,55,1.3180223724339157
73,2,1.2979568632186524
63,10,1.2958413700440101
56,61,1.3037549092301302
13,8,1.3019695979143893
82,30,1.3085206342594964
43,15,1.3111628144979477
4,61,1.3043405832057553
63,52,1.3078741817069905
71,10,1.2880484746502978
39,64,1.3213887392942394
92,60,1.313258877822331
12,15,1.3187924596880163
46,61,1.2951392063046765
19,30,1.2960130066743918
41,2,1.2960539782153708
11,45,1.3157312109002046
43,49,1.3117081754441773
23,46,1.2501674996955054
42,52,1.3156391898436206
49,27,1.2726240354989256
64,14,1.321896462634738
78,52,1.3155423156318389
64,57,1.310998353042773
85,30,1.2994345085961478
41,33,1.3007617209638869
70,43,1.3099822392687201
74,10,1.3158197269908019
72,15,1.3027966235365187
77,62,1.3133574927092664
37,50,1.2971990915414477
57,55,1.3184856824019724
16,8,1.300676210650376
31,14,1.3304547012916632
52,34,1.2334922983178072
92,12,1.3166030451123203
38,18,1.2862277839865004
10,17,1.2978611712210946
51,45,1.3180853905422347
13,62,1.318102054297924
50,59,1.2971595746598072
66,62,1.3203586584755354
51,2,1.296020232274064
85,14,1.3113624953797884
33,44,1.3178128020704858
36,10,1.280074323660561
0,50,1.3047987720263856
68,27,1.2872603205697877
56,14,1.3138477421764816
88,55,1.3072064649313688
9,45,1.3088453124676431
45,36,1.2817470543086529
67,15,1.3022023968930756
15,61,1.3035568155880486
10,14,1.3158094055418457
92,23,1.3173045869916677
32,51,1.2917464128030198
20,34,1.2701882874327046
57,14,1.3282519388677818
84,14,1.3120463868337018
70,15,1.3042750182960714
47,50,1.293276663603527
25,50,1.3014224644617312
95,59,1.2960117653211845
68,62,1.327117525473503
62,55,1.309124015537756
45,2,1.31118005035179
7,43,1.3185528700373002
42,27,1.3073757072644574
80,14,1.3039845552827631
38,2,1.290697327415858
57,30,1.324037918155747
47,52,1.2916707711161248
38,6,1.2967015290632844
34,51,1.2684892885653036
15,14,1.311730938830546
13,61,1.2996727552797114
51,50,1.3095860063497509
83,59,1.2427575279559409
90,0,1.3164561201951333
11,33,1.293118960091046
74,45,1.3318187539823287
83,14,1.3035045617393084
56,8,1.3049718998372555
17,49,1.3077865817717143
38,55,1.2796877634744825
82,14,1.3145890499332122
60,64,1.2884108953710114
91,51,1.3156071049826485
68,15,1.3205453541928105
47,2,1.2870884579440047
61,55,1.303299578305866
20,33,1.3063291013240814
85,59,1.2502936402867948
39,55,1.3182054693648493
36,8,1.2920357435941696
20,27,1.2970983950155122
71,15,1.3038742265530996
54,59,1.2960751044696994
91,7,1.3113885748067073
48,33,1.3146850203296967
40,0,1.2993005119663263
7,2,1.302303091489843
4,64,1.282445466278919
56,45,1.3186729004872697
63,6,1.3030862025916576
88,44,1.3096642973167556
42,55,1.3079197752688612
51,62,1.318965066756521
61,61,1.3041310837226254
61,33,1.3124025063090292
44,21,1.2979060564456242
8,6,1.29530811715605
80,8,1.3019026775644826
45,14,1.3158503323793411
61,22,1.2776615491935186
89,33,1.3277382730905498
28,15,1.3065657168626785
12,14,1.3240690023771353
17,62,1.3166269852746544
6,30,1.2867222601281745
81,30,1.2991413218634469
73,50,1.3077907948089498
1,55,1.2664680172955352
34,27,1.2966690209827252
66,15,1.31102863113795
76,43,1.312032814536776
26,55,1.3087742227528776
66,10,1.2958501014592392
5,29,1.2172142756836755
33,57,1.3040018209389277
56,49,1.310006913862058
4,62,1.3176854247493404
42,21,1.2905348338120217
28,45,1.3171370370047433
20,18,1.3026545175484248
48,50,1.3191617984058601
62,58,1.29532994409757
91,21,1.3170640186539717
13,64,1.2720016148939197
27,2,1.292498224281839
20,30,1.3062984208975519
4,21,1.2418450745088714
13,6,1.3037238449656539
23,6,1.2988048334206854
42,9,1.2886958087661438
76,14,1.311881716230086
44,55,1.313941235787102
16,33,1.2938848797764098
48,14,1.3241703192636902
60,14,1.2974115014076233
84,53,1.2535293685593518
36,14,1.3014449264322008
80,4,1.2639329259150796
28,61,1.3029274136892386
47,43,1.2973637532974993
80,31,1.2660628437463726
92,48,1.3194910689656223
43,6,1.3070317883975804
42,0,1.2996273112616368
82,52,1.3169660004121917
64,5,1.3063702724341835
14,18,1.2968523117846675
89,34,1.3053236807297384
65,43,1.3068273293652706
89,64,1.3160726098077637
49,52,1.2999114990234375
