ConsigneePanjivaID,HSCode,dist
1225,92,0.891903107719762
5752,92,1.0026501241539205
5298,32,0.9828339112656457
2566,95,1.131921052400555
1183,64,1.0195341605160917
413,87,1.0669298858514853
2859,87,1.20741967856884
1183,93,1.0309063321245568
5671,39,1.0039000564387865
1378,87,0.9380418732762337
3278,87,0.9031944429235799
3183,92,0.9883855150214264
2530,42,1.0928580516151019
470,95,1.0052573010325432
15,92,1.0138515132878507
5666,87,0.9582806472400469
1670,87,0.9204094558954239
1427,92,0.9765478001624744
4101,78,1.0257116691874606
2453,78,0.9696113126618522
2220,92,0.9798207820526191
1716,42,1.0662361468587602
2979,60,1.0960445438644715
2220,87,0.9759555570781231
1144,87,1.1002729442635817
2805,92,0.9822972978332213
3798,87,1.0186707143272673
3353,90,1.0673316393180616
1429,92,0.9976053559886557
4548,92,1.0770909147603172
3582,92,1.1842491924762726
4963,92,1.041073035980974
3422,32,1.072773548109191
3108,92,0.9912945745246751
448,92,0.9827044089990002
2279,54,0.9494297355413437
5579,87,0.8375316384647574
5007,54,1.0364058635064535
3305,44,0.8792991861701012
2821,87,1.0126990438438952
5626,32,1.1103713940829039
5752,87,1.0122833808085747
4053,87,1.0849199992205416
5751,75,0.9715739475297076
4224,92,1.196261758783034
922,90,1.1656956957387072
5020,87,1.2078283381249224
786,92,1.1162683133568083
4803,92,0.9824444656925542
4629,90,1.0908558810395854
1854,87,0.994865045217531
4675,92,1.1159247229141849
4324,93,1.048992617321866
5047,92,0.9081345988171441
1378,93,0.9516496557210173
1302,92,1.0047893280695592
2310,15,1.1628306295190538
2693,87,0.9601792352540153
5521,87,0.9713978450745344
1378,92,0.9420795419386455
1989,90,1.0624815612765295
2330,64,1.0515317525714636
3385,57,1.1371302178927831
3559,87,0.9135342293635144
274,87,0.9594640497650418
5390,87,1.0378084001796586
2819,87,1.007516849519951
2283,89,0.9646253950361695
5693,92,1.0325869361736946
1211,87,0.9234822701130595
4803,87,0.9910278559130218
5438,50,1.017976519784757
1067,87,1.1084103621542454
4086,90,1.1402116657367773
1863,60,1.0232625412089484
1736,74,1.0568500866315194
3569,92,0.9971640863056693
2235,95,1.0409890447876282
3225,92,0.9637455423029938
2634,90,1.0355093354093177
5395,39,1.0589487730924572
264,87,1.1095343721764428
1302,60,1.0632035067038876
3786,61,1.0556491110806487
4979,79,0.9803566633324537
2547,92,0.9797147938349683
1402,92,1.0235161387494631
1386,87,1.1022598866506346
3293,87,0.9503799368228231
2086,87,0.9025481279407229
5692,92,1.0075704694858618
2923,92,1.1381238858614648
1941,87,1.0018164532791292
1680,92,1.0743157811063742
1460,92,0.979866275297744
450,39,1.0624637138098478
4981,44,0.9761317776782172
4542,87,1.0562505819834769
4389,87,1.100858645779746
1364,92,0.9885510227509907
1393,95,1.0391670045043742
2000,80,0.9822420994085925
1316,87,0.9805393608819161
4384,87,1.0674111901649408
5615,87,1.1058422274488424
