Carrier,ShipmentOrigin,dist
269,18,1.2613503407753472
103,63,1.2765686453453131
254,98,1.1793962631906783
145,47,1.2867702565022878
241,105,1.246575411941324
359,48,1.1950541395427925
508,22,1.2543093636631966
449,21,1.2516960065279688
168,75,1.2647218108177185
334,29,1.2592326636825288
303,78,1.2365636069859778
562,76,1.2355495137827737
168,16,1.2951515662883009
112,20,1.2215140738657542
386,46,1.192116611770221
549,53,1.2552419586905412
520,46,1.2717471638960498
398,98,1.2329291589558125
328,21,1.1662879926817757
127,93,1.2224792389731323
223,53,1.2929801142641477
547,62,1.2158559943948473
422,48,1.1778076088854246
371,46,1.2116216003882332
280,109,1.2442904210516386
426,53,1.239890462585858
574,68,1.2319828367659025
359,106,1.2031374988811356
291,99,1.2346766623003143
446,76,1.252414736364569
526,49,1.2440783796565873
481,109,1.2404772101768426
538,27,1.2657217290252447
376,92,1.2367939805345876
88,21,1.1864668056368828
523,21,1.2356112744393093
268,21,1.269636501691171
112,82,1.297757098717349
29,98,1.2421953156590462
400,98,1.231781002666269
137,49,1.1617985293269157
520,109,1.2789608743041754
286,14,1.2340299572263445
338,98,1.2594368596162115
68,46,1.2445985142673766
280,98,1.2618009522557259
61,76,1.2484793567231722
300,109,1.1748294468436922
280,62,1.2468478200691087
73,62,1.2247991529958588
23,89,1.2802845553628035
49,98,1.2757143250533514
515,46,1.1912162899971008
529,53,1.2158482202461787
56,21,1.2400795138840164
341,96,1.237217175109046
1,21,1.1845337280205317
278,21,1.2264254258147307
240,105,1.2455412223935127
34,77,1.230248259646552
256,53,1.2250579723290034
145,48,1.2181178693260466
470,93,1.2462436982563563
