ConsigneePanjivaID,ShipmentOrigin,dist
1225,21,1.0629700688379151
5752,21,1.0792078876069613
5298,21,1.0764285955977226
2566,21,1.0354506160531725
1183,21,1.064140091783234
413,21,0.8227307493133205
2859,21,0.9984200155096394
5671,21,1.026619984635285
1378,21,0.9525181923859886
3278,21,1.2060281107468265
3183,21,1.1365925801385726
2530,21,0.9907150832670075
470,21,0.9608744618349842
15,21,1.0572738989389368
5666,21,1.1242419481277466
1670,21,1.0942874593394143
1427,21,1.0420983870447214
4101,21,1.0237080254924618
2453,21,1.0743225812911987
2220,21,1.0364457975540842
1716,21,0.9804086637284074
2979,21,1.083506244899971
1144,21,0.9889524861105851
2805,21,0.9798247015901974
3798,21,1.0224080405064992
3353,21,0.9182154771738819
1429,21,1.0392532646656036
4548,21,1.0330956769841058
3582,21,0.9950715872858252
4963,21,1.0774829355733735
3422,21,1.0051092082368476
3108,21,1.0522188970020838
448,21,1.2404612664665495
2279,21,1.0879968902362245
5579,21,0.9127323020781789
5007,21,0.9512575332607541
3305,21,0.9593943926904883
2821,21,1.0737313383391924
5626,21,1.0063513655747687
4053,21,1.1050022797925132
5751,21,1.1413632673876626
4224,21,0.8153601735830307
922,21,0.9740975616233689
5020,21,0.9582832969192948
786,21,1.0622535885444708
4803,21,0.9588664517338786
4629,21,1.0614095857100827
1854,21,1.0362985386912311
4675,21,0.978333346013512
4324,21,0.974896172859839
5047,21,1.030775920221848
1302,21,0.9272418453225068
2310,21,1.059272422056113
2693,21,1.1356826573610306
5521,21,1.007435436227492
1989,21,1.0240685428891863
2330,21,0.993796129311834
3385,21,1.1188587482486452
3559,21,1.0169525713925915
274,21,1.0600205894027437
5390,21,1.1179761993033546
2819,21,1.0917601085134916
2283,21,1.0452533975642706
5693,21,1.0932453381163734
1211,21,1.17361247752394
5438,21,1.050606246771557
1067,21,1.252986537558692
4086,21,1.1748404524156026
1863,21,1.006799144404275
1736,21,1.0441914445587568
3569,21,1.1201521178175295
2235,21,1.034098238817283
3225,21,1.1212546647127186
2634,21,1.0361529876078879
5395,21,1.1469108542161328
264,21,1.02736890282748
3786,21,1.175800000982625
4979,55,1.037408051746232
2547,21,1.2041648953620876
1402,21,0.9388493576220104
1386,21,0.9381749208218285
3293,21,1.0213979532543038
2086,21,0.9828922785818577
5692,21,0.9630364035921437
2923,21,0.9995004424958357
1941,21,1.1251263373664446
1680,21,1.1211728351190686
1460,21,0.9695571001086917
450,21,1.2050507494381495
4981,21,0.9553925190120935
4542,21,0.9363083732979638
4389,21,1.0034415697945016
1364,21,1.0607113534850734
1393,21,1.0354140474061881
2000,21,0.9735454028206212
1316,21,0.977461154971804
4384,21,1.1386144469891275
5615,21,0.7657776094440903
1794,21,1.0567898210138083
5576,21,0.9762763019118991
2461,21,1.1042620638119323
2782,21,1.0039742603631956
1696,21,1.093769891586687
4281,21,1.0004194070185934
4552,21,1.0115776285529137
2191,21,1.0372585022289837
4569,21,1.1360975386840957
4843,21,1.132267994007894
1468,21,0.9694533560957227
5752,102,1.2224500530532427
3214,62,0.9913014072392669
42,37,1.056723632982799
2220,109,1.0626173583524567
3146,109,1.0101401865748423
1211,49,1.1865013281681709
3508,81,1.0813295583107643
5752,96,1.1667634674480982
5752,77,1.1520052130467124
1601,21,0.9739711763603347
2399,109,1.0368698383016246
3586,105,0.9483520468430859
3866,21,1.1481769340378898
7,68,0.9370414400473237
5752,53,1.0832137031746762
5752,89,1.2172777290855135
899,20,1.074329512060753
5465,21,1.1074581018515997
1144,30,1.1447904209739395
1457,46,0.9508982838264534
5752,14,1.1011211483606271
91,25,1.2536183691450529
1122,21,1.15713699853846
396,18,1.1239046747131007
1427,49,1.074475860223174
5039,31,1.0962210920240198
1952,60,1.1652823697243417
1378,48,1.0041911793606622
2295,20,1.1021155528724194
2414,99,0.9625046966331345
5385,60,1.0420186530266489
2835,18,1.0257707796990871
2220,62,1.0634801206844193
1645,21,1.1708898485771246
3966,21,0.9860243571123907
1889,93,1.1576598945206829
2098,109,1.013825052816953
2815,18,1.2416507976927929
4464,109,1.0985000830675875
5271,109,1.1040637389357602
1952,46,1.0794144592114858
1296,53,1.078679924564702
1273,46,1.063245396262833
1378,49,0.9800161056752715
5446,21,1.0328152594821793
2059,22,1.092241103627852
1232,43,1.0153344693992818
3092,21,1.014494650065899
5368,14,0.9926821226254106
4871,20,1.053942196071148
167,69,1.179267602307456
5752,78,1.1721904325698103
1059,81,1.1224317734262772
2126,21,1.0665280888123172
2257,46,1.15785162416952
261,53,0.8892986327409744
5752,58,1.138525784813932
5067,109,1.0994901192773665
1257,21,1.062201602251402
2374,21,1.0561372291828905
2910,20,0.9941299905975549
377,80,1.0870678455435805
5654,81,1.0782681097501023
