ConsigneePanjivaID,PortOfLading,dist
1225,244,0.8343212721603257
5752,217,0.8627597806709153
5298,217,0.9351126264248576
2566,244,1.0531630209048413
1183,171,0.772902960223811
413,217,1.0554031250482825
2859,217,0.8989914192685059
1183,234,0.7708318765674319
5671,56,0.8291496235345092
1378,171,0.8752385436424187
3278,217,0.8922181267823491
3183,242,0.9950216529624802
2530,51,0.9271899733160224
470,244,0.7699266879686287
15,171,0.8807221235973495
5666,217,0.8743291281695876
1670,175,0.8497934461172137
1427,244,0.7497466153332165
4101,234,0.862846127046006
2453,217,0.8647108948124307
2220,244,0.7666385974069791
1716,51,0.7991974247353417
2979,78,0.9944468033500016
2220,51,0.7661109200811812
1144,171,0.823634245033775
2805,116,0.7701401614717075
3798,217,0.8757105778370585
3353,51,1.0234710646577045
1429,171,0.9086780271359852
4548,171,1.1283400508442096
3582,77,0.9762327530022178
4963,217,0.9067105592361518
3422,217,0.9081246118460383
3108,244,0.7678300168897424
448,244,0.8629406355321407
2279,217,0.8021851654131231
5579,217,0.8482597363846642
5007,116,0.9055112568395478
3305,242,0.9886863375348705
2821,217,0.7557194707915187
5626,217,0.9191047506672996
4053,217,0.8286295980215073
5751,244,1.0293136733983244
4224,171,1.1118867477135999
922,217,0.9035604055305677
2220,217,0.768880769676928
5020,51,1.1082795805164747
5752,244,0.8591621390410832
786,171,0.938883761077055
4803,234,1.0479632738112872
4629,234,0.9214228391647339
4963,244,0.9110358410647937
1854,217,0.9082686262471336
4675,67,0.9218929739935058
4324,244,0.9645209331065416
5752,220,0.8647551110812596
5047,77,0.8225204525515437
1378,232,0.9340231709315309
1302,244,0.8664640234118062
2310,51,0.7708532356524042
2693,244,0.6332418290632111
5521,171,0.8370025690112796
1378,244,0.8716679042471307
1989,244,0.8948563454406602
2330,217,0.8787028959819249
3385,217,0.8013800669993673
3559,130,0.7208889462053776
274,171,0.8179796562264008
5390,217,0.8416348312582288
2819,217,0.7619700410536357
2283,234,0.8399074937083891
5693,244,0.786134157861982
1211,244,0.8418193118912833
2220,171,0.7704414763221783
4803,51,1.0593893397599459
5438,234,0.9644308292440006
1067,217,0.895593428186008
4086,234,0.876052323861846
1863,51,0.902415289410523
1736,116,0.7068663803594453
3569,244,0.8758966422506741
2235,189,0.8629301722560611
3225,116,0.9122790255184684
2634,51,1.0472479505198342
5395,56,0.9220650280559701
5752,45,0.8001204590712275
264,220,0.8914966583251953
1302,242,0.8827113297634891
3786,234,0.7789893592042583
3786,171,0.7644576532100993
4979,233,0.9346858213123467
2547,244,0.863892206123897
2220,116,0.7499346592064414
1402,242,0.9841402683939252
1386,217,1.025992896940027
3293,217,0.8937426757599626
2086,217,0.8637182818991798
5692,217,0.9116726427205971
2923,217,0.997631810605526
1941,244,0.7121661135128566
1680,21,0.8781200636710439
1460,171,0.8211217182023185
450,51,0.8252634886386139
4981,171,0.8526804441852229
4542,244,1.1088053275431906
4389,217,0.9656937335218702
1364,244,0.7361081317067146
1393,217,1.0736467383124233
2000,51,0.9337933708115348
1316,217,0.7174106735203948
4384,217,0.9716408742325646
5615,171,1.016365940549544
1794,67,0.7914610422615495
5576,244,0.8132584015173572
4675,244,0.8854981549084187
2461,244,0.8469593240214246
2782,217,0.8085647321838353
1696,171,0.9235472300954696
4281,217,0.9092720099059599
2805,217,0.78182702511549
4552,133,0.9291210169238704
2693,171,0.6393552241580827
2191,217,0.7761342633914735
4569,217,0.889023845749242
4843,217,1.0022554456123285
1468,217,0.685743515512773
5752,235,0.858670246388231
3214,130,0.9996823253376144
42,236,0.8957539521423834
2220,241,0.761663770170084
3146,241,0.8008961640298367
1211,220,0.8424131396625724
3508,146,0.9619810879230499
5752,100,0.9605266217674527
1601,217,0.9348300211131573
2399,241,0.8944312548264861
3586,149,0.9574968601976123
3866,51,0.8568030976291213
7,28,0.9699895067938736
5752,99,0.9162341356277466
899,56,0.9441840219244894
5465,242,0.8519882506557873
1144,141,0.8552454872073473
1457,116,0.90516866424254
5752,168,0.9253109988889524
5752,139,0.849192143550941
91,33,0.7756672097103936
1122,244,0.8030062232698713
396,236,0.9502767550625971
1427,220,0.7547835814101356
5039,108,0.9749190161071185
1952,244,0.8171997528988868
1378,220,0.885721850075892
2295,56,0.7778523798499789
2414,141,0.8760261285517897
5385,244,0.987359434100134
5752,28,0.8245779350399971
2835,236,0.8424164477203574
1645,130,0.8023874333926609
3966,244,0.8826089416231427
1889,235,0.7470034403460366
2098,241,0.6885907081221896
2815,236,0.8148823497550828
4464,116,0.8289484184767518
5271,241,0.7302663752010891
1952,220,0.8094941013093505
1296,139,0.9906457707818065
1273,234,0.7570831711803164
1378,116,0.8659914896956512
5446,217,0.8687192190970693
5752,188,0.8646035854305539
2059,38,0.9738225245050022
1232,194,1.0964845881930418
3092,217,0.9750445397304637
5368,168,0.8719028420746326
4871,207,1.084606587421149
167,230,0.9243084799963981
1059,210,0.8112928505454745
2126,217,0.8264146673360041
2257,244,0.8231393487325737
261,45,1.017202741865601
5067,241,0.7950787874204772
2330,242,0.897183039358684
1257,234,0.7108722148197038
2374,171,0.7542444957154137
5752,202,0.8563590794801712
2910,154,0.9128114442740168
377,144,0.8499389668660504
5654,202,0.8823500460545931
1952,217,0.8088805256411433
4185,154,0.8297770475702626
3095,160,0.828180902238403
2197,192,1.0263627682413374
1144,241,0.840873726776668
5271,217,0.7384516607437815
2601,241,0.8020221213144916
