ConsigneePanjivaID,ShipperPanjivaID,weight
ConsigneePanjivaID-0,ShipperPanjivaID-852,1
ConsigneePanjivaID-0,ShipperPanjivaID-1679,2
ConsigneePanjivaID-1,ShipperPanjivaID-702,1
ConsigneePanjivaID-1,ShipperPanjivaID-1149,22
ConsigneePanjivaID-1,ShipperPanjivaID-1156,7
ConsigneePanjivaID-1,ShipperPanjivaID-1820,2
ConsigneePanjivaID-1,ShipperPanjivaID-3203,2
ConsigneePanjivaID-1,ShipperPanjivaID-3598,5
ConsigneePanjivaID-1,ShipperPanjivaID-3672,5
ConsigneePanjivaID-1,ShipperPanjivaID-4428,2
ConsigneePanjivaID-1,ShipperPanjivaID-5332,4
ConsigneePanjivaID-1,ShipperPanjivaID-5371,3
ConsigneePanjivaID-1,ShipperPanjivaID-6286,2
ConsigneePanjivaID-1,ShipperPanjivaID-6489,2
ConsigneePanjivaID-1,ShipperPanjivaID-6589,26
ConsigneePanjivaID-1,ShipperPanjivaID-6596,2
ConsigneePanjivaID-2,ShipperPanjivaID-374,1
ConsigneePanjivaID-3,ShipperPanjivaID-1372,1
ConsigneePanjivaID-3,ShipperPanjivaID-2718,5
ConsigneePanjivaID-4,ShipperPanjivaID-140,1
ConsigneePanjivaID-4,ShipperPanjivaID-231,1
ConsigneePanjivaID-4,ShipperPanjivaID-357,1
ConsigneePanjivaID-4,ShipperPanjivaID-360,2
ConsigneePanjivaID-4,ShipperPanjivaID-435,1
ConsigneePanjivaID-4,ShipperPanjivaID-482,2
ConsigneePanjivaID-4,ShipperPanjivaID-483,2
ConsigneePanjivaID-4,ShipperPanjivaID-505,1
ConsigneePanjivaID-4,ShipperPanjivaID-607,3
ConsigneePanjivaID-4,ShipperPanjivaID-757,2
ConsigneePanjivaID-4,ShipperPanjivaID-786,1
ConsigneePanjivaID-4,ShipperPanjivaID-822,1
ConsigneePanjivaID-4,ShipperPanjivaID-836,2
ConsigneePanjivaID-4,ShipperPanjivaID-840,1
ConsigneePanjivaID-4,ShipperPanjivaID-863,1
ConsigneePanjivaID-4,ShipperPanjivaID-896,1
ConsigneePanjivaID-4,ShipperPanjivaID-1001,1
ConsigneePanjivaID-4,ShipperPanjivaID-1019,3
ConsigneePanjivaID-4,ShipperPanjivaID-1107,3
ConsigneePanjivaID-4,ShipperPanjivaID-1136,1
ConsigneePanjivaID-4,ShipperPanjivaID-1137,2
ConsigneePanjivaID-4,ShipperPanjivaID-1156,2
ConsigneePanjivaID-4,ShipperPanjivaID-1223,1
ConsigneePanjivaID-4,ShipperPanjivaID-1225,2
ConsigneePanjivaID-4,ShipperPanjivaID-1230,2
ConsigneePanjivaID-4,ShipperPanjivaID-1253,2
ConsigneePanjivaID-4,ShipperPanjivaID-1259,1
ConsigneePanjivaID-4,ShipperPanjivaID-1319,1
ConsigneePanjivaID-4,ShipperPanjivaID-1321,1
ConsigneePanjivaID-4,ShipperPanjivaID-1432,2
ConsigneePanjivaID-4,ShipperPanjivaID-1491,1
ConsigneePanjivaID-4,ShipperPanjivaID-1555,2
ConsigneePanjivaID-4,ShipperPanjivaID-1622,1
ConsigneePanjivaID-4,ShipperPanjivaID-1832,1
ConsigneePanjivaID-4,ShipperPanjivaID-1885,1
ConsigneePanjivaID-4,ShipperPanjivaID-1886,2
ConsigneePanjivaID-4,ShipperPanjivaID-2132,2
ConsigneePanjivaID-4,ShipperPanjivaID-2153,2
ConsigneePanjivaID-4,ShipperPanjivaID-2218,3
ConsigneePanjivaID-4,ShipperPanjivaID-2237,1
ConsigneePanjivaID-4,ShipperPanjivaID-2246,2
ConsigneePanjivaID-4,ShipperPanjivaID-2271,1
ConsigneePanjivaID-4,ShipperPanjivaID-2330,3
ConsigneePanjivaID-4,ShipperPanjivaID-2350,1
ConsigneePanjivaID-4,ShipperPanjivaID-2420,4
ConsigneePanjivaID-4,ShipperPanjivaID-2421,1
ConsigneePanjivaID-4,ShipperPanjivaID-2453,4
ConsigneePanjivaID-4,ShipperPanjivaID-2535,1
ConsigneePanjivaID-4,ShipperPanjivaID-2661,1
ConsigneePanjivaID-4,ShipperPanjivaID-2767,2
ConsigneePanjivaID-4,ShipperPanjivaID-2857,3
ConsigneePanjivaID-4,ShipperPanjivaID-3095,1
ConsigneePanjivaID-4,ShipperPanjivaID-3235,2
ConsigneePanjivaID-4,ShipperPanjivaID-3251,1
ConsigneePanjivaID-4,ShipperPanjivaID-3328,1
ConsigneePanjivaID-4,ShipperPanjivaID-3334,1
ConsigneePanjivaID-4,ShipperPanjivaID-3336,1
ConsigneePanjivaID-4,ShipperPanjivaID-3355,1
ConsigneePanjivaID-4,ShipperPanjivaID-3411,1
ConsigneePanjivaID-4,ShipperPanjivaID-3414,4
ConsigneePanjivaID-4,ShipperPanjivaID-3465,1
ConsigneePanjivaID-4,ShipperPanjivaID-3476,3
ConsigneePanjivaID-4,ShipperPanjivaID-3511,1
ConsigneePanjivaID-4,ShipperPanjivaID-3540,1
ConsigneePanjivaID-4,ShipperPanjivaID-3604,2
ConsigneePanjivaID-4,ShipperPanjivaID-3639,1
ConsigneePanjivaID-4,ShipperPanjivaID-3644,2
ConsigneePanjivaID-4,ShipperPanjivaID-3666,1
ConsigneePanjivaID-4,ShipperPanjivaID-3886,1
ConsigneePanjivaID-4,ShipperPanjivaID-4000,3
ConsigneePanjivaID-4,ShipperPanjivaID-4177,1
ConsigneePanjivaID-4,ShipperPanjivaID-4183,1
ConsigneePanjivaID-4,ShipperPanjivaID-4342,3
ConsigneePanjivaID-4,ShipperPanjivaID-4356,1
ConsigneePanjivaID-4,ShipperPanjivaID-4551,1
ConsigneePanjivaID-4,ShipperPanjivaID-4675,1
ConsigneePanjivaID-4,ShipperPanjivaID-4696,1
ConsigneePanjivaID-4,ShipperPanjivaID-4910,1
ConsigneePanjivaID-4,ShipperPanjivaID-5157,1
ConsigneePanjivaID-4,ShipperPanjivaID-5354,1
ConsigneePanjivaID-4,ShipperPanjivaID-5371,2
ConsigneePanjivaID-4,ShipperPanjivaID-5492,2
ConsigneePanjivaID-4,ShipperPanjivaID-5608,1
ConsigneePanjivaID-4,ShipperPanjivaID-5766,2
ConsigneePanjivaID-4,ShipperPanjivaID-5772,1
ConsigneePanjivaID-4,ShipperPanjivaID-5810,2
ConsigneePanjivaID-4,ShipperPanjivaID-5826,1
ConsigneePanjivaID-4,ShipperPanjivaID-5941,1
ConsigneePanjivaID-4,ShipperPanjivaID-6014,1
ConsigneePanjivaID-4,ShipperPanjivaID-6099,2
ConsigneePanjivaID-4,ShipperPanjivaID-6143,1
ConsigneePanjivaID-4,ShipperPanjivaID-6193,2
ConsigneePanjivaID-4,ShipperPanjivaID-6203,2
ConsigneePanjivaID-4,ShipperPanjivaID-6233,1
ConsigneePanjivaID-4,ShipperPanjivaID-6346,1
ConsigneePanjivaID-4,ShipperPanjivaID-6438,1
ConsigneePanjivaID-4,ShipperPanjivaID-6458,1
ConsigneePanjivaID-4,ShipperPanjivaID-6532,1
ConsigneePanjivaID-4,ShipperPanjivaID-6607,1
ConsigneePanjivaID-4,ShipperPanjivaID-6630,1
ConsigneePanjivaID-4,ShipperPanjivaID-6808,2
ConsigneePanjivaID-4,ShipperPanjivaID-6817,2
ConsigneePanjivaID-4,ShipperPanjivaID-6844,1
ConsigneePanjivaID-4,ShipperPanjivaID-6847,1
ConsigneePanjivaID-4,ShipperPanjivaID-6891,4
ConsigneePanjivaID-5,ShipperPanjivaID-503,1
ConsigneePanjivaID-5,ShipperPanjivaID-5906,12
ConsigneePanjivaID-6,ShipperPanjivaID-1689,4
ConsigneePanjivaID-6,ShipperPanjivaID-5906,4
ConsigneePanjivaID-7,ShipperPanjivaID-4775,2
ConsigneePanjivaID-8,ShipperPanjivaID-5906,7
ConsigneePanjivaID-9,ShipperPanjivaID-2410,3
ConsigneePanjivaID-9,ShipperPanjivaID-6101,2
ConsigneePanjivaID-10,ShipperPanjivaID-740,1
ConsigneePanjivaID-10,ShipperPanjivaID-2491,2
ConsigneePanjivaID-10,ShipperPanjivaID-2626,3
ConsigneePanjivaID-10,ShipperPanjivaID-2944,1
ConsigneePanjivaID-10,ShipperPanjivaID-3281,1
ConsigneePanjivaID-10,ShipperPanjivaID-4234,1
ConsigneePanjivaID-10,ShipperPanjivaID-6483,5
ConsigneePanjivaID-10,ShipperPanjivaID-6727,3
ConsigneePanjivaID-11,ShipperPanjivaID-5906,2
ConsigneePanjivaID-12,ShipperPanjivaID-273,1
ConsigneePanjivaID-13,ShipperPanjivaID-1024,2
ConsigneePanjivaID-13,ShipperPanjivaID-3714,1
ConsigneePanjivaID-13,ShipperPanjivaID-4501,2
ConsigneePanjivaID-13,ShipperPanjivaID-5651,1
ConsigneePanjivaID-14,ShipperPanjivaID-6436,4
ConsigneePanjivaID-15,ShipperPanjivaID-1023,4
ConsigneePanjivaID-15,ShipperPanjivaID-1706,5
ConsigneePanjivaID-16,ShipperPanjivaID-205,2
ConsigneePanjivaID-17,ShipperPanjivaID-2241,1
ConsigneePanjivaID-17,ShipperPanjivaID-3962,5
ConsigneePanjivaID-18,ShipperPanjivaID-2577,1
ConsigneePanjivaID-18,ShipperPanjivaID-5685,1
ConsigneePanjivaID-19,ShipperPanjivaID-3021,2
ConsigneePanjivaID-19,ShipperPanjivaID-4483,3
ConsigneePanjivaID-20,ShipperPanjivaID-6914,5
ConsigneePanjivaID-21,ShipperPanjivaID-188,1
ConsigneePanjivaID-22,ShipperPanjivaID-3441,2
ConsigneePanjivaID-23,ShipperPanjivaID-5779,2
ConsigneePanjivaID-24,ShipperPanjivaID-790,1
ConsigneePanjivaID-24,ShipperPanjivaID-882,1
ConsigneePanjivaID-24,ShipperPanjivaID-1890,1
ConsigneePanjivaID-24,ShipperPanjivaID-3545,1
ConsigneePanjivaID-25,ShipperPanjivaID-2413,6
ConsigneePanjivaID-26,ShipperPanjivaID-1320,3
ConsigneePanjivaID-26,ShipperPanjivaID-1621,3
ConsigneePanjivaID-26,ShipperPanjivaID-6265,1
ConsigneePanjivaID-27,ShipperPanjivaID-8,1
ConsigneePanjivaID-27,ShipperPanjivaID-111,1
ConsigneePanjivaID-27,ShipperPanjivaID-133,1
ConsigneePanjivaID-27,ShipperPanjivaID-305,3
ConsigneePanjivaID-27,ShipperPanjivaID-312,1
ConsigneePanjivaID-27,ShipperPanjivaID-557,1
ConsigneePanjivaID-27,ShipperPanjivaID-1037,1
ConsigneePanjivaID-27,ShipperPanjivaID-1878,1
ConsigneePanjivaID-27,ShipperPanjivaID-1935,1
ConsigneePanjivaID-27,ShipperPanjivaID-1970,1
ConsigneePanjivaID-27,ShipperPanjivaID-1982,1
ConsigneePanjivaID-27,ShipperPanjivaID-2063,1
ConsigneePanjivaID-27,ShipperPanjivaID-2720,1
ConsigneePanjivaID-27,ShipperPanjivaID-3802,1
ConsigneePanjivaID-27,ShipperPanjivaID-4109,1
ConsigneePanjivaID-27,ShipperPanjivaID-5118,1
ConsigneePanjivaID-27,ShipperPanjivaID-5698,2
ConsigneePanjivaID-27,ShipperPanjivaID-5711,1
ConsigneePanjivaID-28,ShipperPanjivaID-2414,3
ConsigneePanjivaID-29,ShipperPanjivaID-144,5
ConsigneePanjivaID-29,ShipperPanjivaID-328,3
ConsigneePanjivaID-29,ShipperPanjivaID-427,2
ConsigneePanjivaID-29,ShipperPanjivaID-952,1
ConsigneePanjivaID-29,ShipperPanjivaID-1394,9
ConsigneePanjivaID-29,ShipperPanjivaID-1624,8
ConsigneePanjivaID-29,ShipperPanjivaID-1650,19
ConsigneePanjivaID-29,ShipperPanjivaID-1779,9
ConsigneePanjivaID-29,ShipperPanjivaID-1815,1
ConsigneePanjivaID-29,ShipperPanjivaID-2491,4
ConsigneePanjivaID-29,ShipperPanjivaID-2661,3
ConsigneePanjivaID-29,ShipperPanjivaID-2681,10
ConsigneePanjivaID-29,ShipperPanjivaID-3467,17
ConsigneePanjivaID-29,ShipperPanjivaID-3633,9
ConsigneePanjivaID-29,ShipperPanjivaID-3667,1
ConsigneePanjivaID-29,ShipperPanjivaID-3845,22
ConsigneePanjivaID-29,ShipperPanjivaID-3945,15
ConsigneePanjivaID-29,ShipperPanjivaID-4511,4
ConsigneePanjivaID-29,ShipperPanjivaID-4940,4
ConsigneePanjivaID-29,ShipperPanjivaID-5116,1
ConsigneePanjivaID-29,ShipperPanjivaID-5628,5
ConsigneePanjivaID-29,ShipperPanjivaID-6183,6
ConsigneePanjivaID-29,ShipperPanjivaID-6891,6
ConsigneePanjivaID-30,ShipperPanjivaID-807,1
ConsigneePanjivaID-31,ShipperPanjivaID-1057,2
ConsigneePanjivaID-31,ShipperPanjivaID-5312,1
ConsigneePanjivaID-32,ShipperPanjivaID-213,1
ConsigneePanjivaID-32,ShipperPanjivaID-770,1
ConsigneePanjivaID-32,ShipperPanjivaID-1358,1
ConsigneePanjivaID-32,ShipperPanjivaID-2442,2
ConsigneePanjivaID-32,ShipperPanjivaID-2666,2
ConsigneePanjivaID-32,ShipperPanjivaID-2987,4
ConsigneePanjivaID-32,ShipperPanjivaID-3453,1
ConsigneePanjivaID-32,ShipperPanjivaID-3905,2
ConsigneePanjivaID-32,ShipperPanjivaID-3933,2
ConsigneePanjivaID-32,ShipperPanjivaID-4448,4
ConsigneePanjivaID-32,ShipperPanjivaID-4689,1
ConsigneePanjivaID-32,ShipperPanjivaID-4699,1
ConsigneePanjivaID-32,ShipperPanjivaID-5175,2
ConsigneePanjivaID-32,ShipperPanjivaID-6025,1
ConsigneePanjivaID-32,ShipperPanjivaID-6169,1
ConsigneePanjivaID-32,ShipperPanjivaID-6562,2
ConsigneePanjivaID-33,ShipperPanjivaID-1088,1
ConsigneePanjivaID-33,ShipperPanjivaID-1260,1
ConsigneePanjivaID-33,ShipperPanjivaID-3372,4
ConsigneePanjivaID-33,ShipperPanjivaID-5072,1
ConsigneePanjivaID-34,ShipperPanjivaID-1800,2
ConsigneePanjivaID-34,ShipperPanjivaID-1878,2
ConsigneePanjivaID-35,ShipperPanjivaID-1297,1
ConsigneePanjivaID-35,ShipperPanjivaID-3461,1
ConsigneePanjivaID-36,ShipperPanjivaID-2118,2
ConsigneePanjivaID-36,ShipperPanjivaID-2126,3
ConsigneePanjivaID-36,ShipperPanjivaID-4337,1
ConsigneePanjivaID-37,ShipperPanjivaID-3949,2
ConsigneePanjivaID-38,ShipperPanjivaID-3402,1
ConsigneePanjivaID-39,ShipperPanjivaID-1958,3
ConsigneePanjivaID-40,ShipperPanjivaID-637,2
ConsigneePanjivaID-40,ShipperPanjivaID-1107,1
ConsigneePanjivaID-40,ShipperPanjivaID-1612,4
ConsigneePanjivaID-40,ShipperPanjivaID-3686,1
ConsigneePanjivaID-40,ShipperPanjivaID-4015,2
ConsigneePanjivaID-41,ShipperPanjivaID-1947,2
ConsigneePanjivaID-41,ShipperPanjivaID-2023,2
ConsigneePanjivaID-41,ShipperPanjivaID-5555,1
ConsigneePanjivaID-42,ShipperPanjivaID-2313,2
ConsigneePanjivaID-42,ShipperPanjivaID-2421,1
ConsigneePanjivaID-42,ShipperPanjivaID-2453,1
ConsigneePanjivaID-42,ShipperPanjivaID-4356,1
ConsigneePanjivaID-42,ShipperPanjivaID-5354,1
ConsigneePanjivaID-43,ShipperPanjivaID-3791,3
ConsigneePanjivaID-44,ShipperPanjivaID-674,12
ConsigneePanjivaID-45,ShipperPanjivaID-6741,5
ConsigneePanjivaID-46,ShipperPanjivaID-1104,1
ConsigneePanjivaID-46,ShipperPanjivaID-6711,4
ConsigneePanjivaID-47,ShipperPanjivaID-2324,3
ConsigneePanjivaID-47,ShipperPanjivaID-3187,2
ConsigneePanjivaID-47,ShipperPanjivaID-3200,1
ConsigneePanjivaID-47,ShipperPanjivaID-4162,2
ConsigneePanjivaID-47,ShipperPanjivaID-5466,2
ConsigneePanjivaID-47,ShipperPanjivaID-5819,4
ConsigneePanjivaID-47,ShipperPanjivaID-5847,1
ConsigneePanjivaID-47,ShipperPanjivaID-6266,1
ConsigneePanjivaID-47,ShipperPanjivaID-6562,3
ConsigneePanjivaID-47,ShipperPanjivaID-6769,1
ConsigneePanjivaID-48,ShipperPanjivaID-790,2
ConsigneePanjivaID-48,ShipperPanjivaID-2390,4
ConsigneePanjivaID-48,ShipperPanjivaID-3746,3
ConsigneePanjivaID-48,ShipperPanjivaID-5644,1
ConsigneePanjivaID-49,ShipperPanjivaID-1414,1
ConsigneePanjivaID-50,ShipperPanjivaID-4297,10
ConsigneePanjivaID-51,ShipperPanjivaID-755,2
ConsigneePanjivaID-51,ShipperPanjivaID-1280,2
ConsigneePanjivaID-51,ShipperPanjivaID-1370,1
ConsigneePanjivaID-51,ShipperPanjivaID-1639,6
ConsigneePanjivaID-51,ShipperPanjivaID-3225,1
ConsigneePanjivaID-51,ShipperPanjivaID-3592,2
ConsigneePanjivaID-51,ShipperPanjivaID-4996,3
ConsigneePanjivaID-51,ShipperPanjivaID-5413,5
ConsigneePanjivaID-52,ShipperPanjivaID-3771,3
ConsigneePanjivaID-53,ShipperPanjivaID-2719,1
ConsigneePanjivaID-53,ShipperPanjivaID-4005,1
ConsigneePanjivaID-54,ShipperPanjivaID-203,2
ConsigneePanjivaID-54,ShipperPanjivaID-304,1
ConsigneePanjivaID-54,ShipperPanjivaID-1500,1
ConsigneePanjivaID-54,ShipperPanjivaID-2007,1
ConsigneePanjivaID-54,ShipperPanjivaID-2547,1
ConsigneePanjivaID-54,ShipperPanjivaID-3541,1
ConsigneePanjivaID-54,ShipperPanjivaID-6844,3
ConsigneePanjivaID-55,ShipperPanjivaID-3746,2
ConsigneePanjivaID-56,ShipperPanjivaID-5339,2
ConsigneePanjivaID-57,ShipperPanjivaID-1195,4
ConsigneePanjivaID-57,ShipperPanjivaID-5397,1
ConsigneePanjivaID-58,ShipperPanjivaID-6687,1
ConsigneePanjivaID-59,ShipperPanjivaID-328,3
ConsigneePanjivaID-59,ShipperPanjivaID-6778,1
ConsigneePanjivaID-60,ShipperPanjivaID-4173,3
ConsigneePanjivaID-61,ShipperPanjivaID-4176,2
ConsigneePanjivaID-61,ShipperPanjivaID-6635,1
ConsigneePanjivaID-62,ShipperPanjivaID-3817,2
ConsigneePanjivaID-63,ShipperPanjivaID-4537,1
ConsigneePanjivaID-64,ShipperPanjivaID-2020,9
ConsigneePanjivaID-65,ShipperPanjivaID-2133,3
ConsigneePanjivaID-65,ShipperPanjivaID-5729,23
ConsigneePanjivaID-66,ShipperPanjivaID-3423,1
ConsigneePanjivaID-66,ShipperPanjivaID-4756,3
ConsigneePanjivaID-66,ShipperPanjivaID-5854,2
ConsigneePanjivaID-66,ShipperPanjivaID-6826,1
ConsigneePanjivaID-67,ShipperPanjivaID-702,1
ConsigneePanjivaID-67,ShipperPanjivaID-822,1
ConsigneePanjivaID-67,ShipperPanjivaID-840,1
ConsigneePanjivaID-67,ShipperPanjivaID-866,1
ConsigneePanjivaID-67,ShipperPanjivaID-1137,3
ConsigneePanjivaID-67,ShipperPanjivaID-1223,1
ConsigneePanjivaID-67,ShipperPanjivaID-1491,1
ConsigneePanjivaID-67,ShipperPanjivaID-1780,1
ConsigneePanjivaID-67,ShipperPanjivaID-3592,1
ConsigneePanjivaID-67,ShipperPanjivaID-3604,1
ConsigneePanjivaID-67,ShipperPanjivaID-4098,1
ConsigneePanjivaID-67,ShipperPanjivaID-4855,2
ConsigneePanjivaID-67,ShipperPanjivaID-5120,1
ConsigneePanjivaID-67,ShipperPanjivaID-6116,2
ConsigneePanjivaID-67,ShipperPanjivaID-6381,2
ConsigneePanjivaID-67,ShipperPanjivaID-6532,1
ConsigneePanjivaID-67,ShipperPanjivaID-6825,1
ConsigneePanjivaID-68,ShipperPanjivaID-3111,3
ConsigneePanjivaID-69,ShipperPanjivaID-1730,4
ConsigneePanjivaID-70,ShipperPanjivaID-29,1
ConsigneePanjivaID-70,ShipperPanjivaID-601,2
ConsigneePanjivaID-70,ShipperPanjivaID-1084,2
ConsigneePanjivaID-70,ShipperPanjivaID-1300,2
ConsigneePanjivaID-70,ShipperPanjivaID-1959,3
ConsigneePanjivaID-70,ShipperPanjivaID-1973,1
ConsigneePanjivaID-70,ShipperPanjivaID-1995,2
ConsigneePanjivaID-70,ShipperPanjivaID-2024,2
ConsigneePanjivaID-70,ShipperPanjivaID-2037,2
ConsigneePanjivaID-70,ShipperPanjivaID-2038,1
ConsigneePanjivaID-70,ShipperPanjivaID-2085,1
ConsigneePanjivaID-70,ShipperPanjivaID-2099,2
ConsigneePanjivaID-70,ShipperPanjivaID-4464,1
ConsigneePanjivaID-70,ShipperPanjivaID-6469,2
ConsigneePanjivaID-71,ShipperPanjivaID-2381,1
ConsigneePanjivaID-71,ShipperPanjivaID-6751,2
ConsigneePanjivaID-72,ShipperPanjivaID-3970,1
ConsigneePanjivaID-72,ShipperPanjivaID-4233,2
ConsigneePanjivaID-73,ShipperPanjivaID-6478,2
ConsigneePanjivaID-74,ShipperPanjivaID-918,1
ConsigneePanjivaID-75,ShipperPanjivaID-2431,1
ConsigneePanjivaID-75,ShipperPanjivaID-3957,1
ConsigneePanjivaID-75,ShipperPanjivaID-4692,3
ConsigneePanjivaID-75,ShipperPanjivaID-4702,4
ConsigneePanjivaID-76,ShipperPanjivaID-45,5
ConsigneePanjivaID-76,ShipperPanjivaID-3321,1
ConsigneePanjivaID-76,ShipperPanjivaID-3723,1
ConsigneePanjivaID-76,ShipperPanjivaID-4061,1
ConsigneePanjivaID-76,ShipperPanjivaID-5688,1
ConsigneePanjivaID-77,ShipperPanjivaID-1154,1
ConsigneePanjivaID-77,ShipperPanjivaID-3773,2
ConsigneePanjivaID-77,ShipperPanjivaID-4506,1
ConsigneePanjivaID-77,ShipperPanjivaID-5197,4
ConsigneePanjivaID-77,ShipperPanjivaID-5356,2
ConsigneePanjivaID-77,ShipperPanjivaID-5448,1
ConsigneePanjivaID-77,ShipperPanjivaID-5553,1
ConsigneePanjivaID-78,ShipperPanjivaID-3757,5
ConsigneePanjivaID-79,ShipperPanjivaID-111,1
ConsigneePanjivaID-79,ShipperPanjivaID-133,1
ConsigneePanjivaID-79,ShipperPanjivaID-312,1
ConsigneePanjivaID-79,ShipperPanjivaID-557,1
ConsigneePanjivaID-79,ShipperPanjivaID-2063,1
ConsigneePanjivaID-79,ShipperPanjivaID-4109,1
ConsigneePanjivaID-80,ShipperPanjivaID-2707,2
ConsigneePanjivaID-81,ShipperPanjivaID-4979,5
ConsigneePanjivaID-82,ShipperPanjivaID-391,2
ConsigneePanjivaID-82,ShipperPanjivaID-585,2
ConsigneePanjivaID-83,ShipperPanjivaID-1406,2
ConsigneePanjivaID-84,ShipperPanjivaID-752,3
ConsigneePanjivaID-84,ShipperPanjivaID-2997,1
ConsigneePanjivaID-84,ShipperPanjivaID-6287,1
ConsigneePanjivaID-85,ShipperPanjivaID-969,4
ConsigneePanjivaID-85,ShipperPanjivaID-6224,4
ConsigneePanjivaID-86,ShipperPanjivaID-1081,1
ConsigneePanjivaID-86,ShipperPanjivaID-1137,2
ConsigneePanjivaID-86,ShipperPanjivaID-3945,2
ConsigneePanjivaID-86,ShipperPanjivaID-6812,1
ConsigneePanjivaID-86,ShipperPanjivaID-6873,1
ConsigneePanjivaID-87,ShipperPanjivaID-6739,1
ConsigneePanjivaID-88,ShipperPanjivaID-5630,5
ConsigneePanjivaID-89,ShipperPanjivaID-143,2
ConsigneePanjivaID-90,ShipperPanjivaID-1019,1
ConsigneePanjivaID-90,ShipperPanjivaID-1107,1
ConsigneePanjivaID-90,ShipperPanjivaID-1900,1
ConsigneePanjivaID-90,ShipperPanjivaID-2540,1
ConsigneePanjivaID-90,ShipperPanjivaID-3557,1
ConsigneePanjivaID-90,ShipperPanjivaID-5686,1
ConsigneePanjivaID-90,ShipperPanjivaID-5926,1
ConsigneePanjivaID-91,ShipperPanjivaID-303,4
ConsigneePanjivaID-91,ShipperPanjivaID-2183,4
ConsigneePanjivaID-92,ShipperPanjivaID-6060,4
ConsigneePanjivaID-92,ShipperPanjivaID-6520,1
ConsigneePanjivaID-93,ShipperPanjivaID-840,1
ConsigneePanjivaID-93,ShipperPanjivaID-1156,1
ConsigneePanjivaID-93,ShipperPanjivaID-2225,1
ConsigneePanjivaID-93,ShipperPanjivaID-3476,1
ConsigneePanjivaID-93,ShipperPanjivaID-3508,1
ConsigneePanjivaID-93,ShipperPanjivaID-4014,1
ConsigneePanjivaID-93,ShipperPanjivaID-4582,1
ConsigneePanjivaID-93,ShipperPanjivaID-6233,2
ConsigneePanjivaID-93,ShipperPanjivaID-6438,1
ConsigneePanjivaID-93,ShipperPanjivaID-6808,1
ConsigneePanjivaID-93,ShipperPanjivaID-6887,1
ConsigneePanjivaID-94,ShipperPanjivaID-2178,1
ConsigneePanjivaID-94,ShipperPanjivaID-3169,1
ConsigneePanjivaID-94,ShipperPanjivaID-5728,3
ConsigneePanjivaID-95,ShipperPanjivaID-544,2
ConsigneePanjivaID-95,ShipperPanjivaID-729,2
ConsigneePanjivaID-95,ShipperPanjivaID-843,17
ConsigneePanjivaID-95,ShipperPanjivaID-1363,6
ConsigneePanjivaID-95,ShipperPanjivaID-2393,2
ConsigneePanjivaID-95,ShipperPanjivaID-4827,3
ConsigneePanjivaID-95,ShipperPanjivaID-5050,3
ConsigneePanjivaID-95,ShipperPanjivaID-5506,3
ConsigneePanjivaID-95,ShipperPanjivaID-5541,2
ConsigneePanjivaID-95,ShipperPanjivaID-5694,4
ConsigneePanjivaID-95,ShipperPanjivaID-5819,2
ConsigneePanjivaID-95,ShipperPanjivaID-5897,1
ConsigneePanjivaID-96,ShipperPanjivaID-1934,2
ConsigneePanjivaID-96,ShipperPanjivaID-2039,2
ConsigneePanjivaID-96,ShipperPanjivaID-2054,2
ConsigneePanjivaID-96,ShipperPanjivaID-5320,2
ConsigneePanjivaID-97,ShipperPanjivaID-2802,3
ConsigneePanjivaID-98,ShipperPanjivaID-616,5
ConsigneePanjivaID-99,ShipperPanjivaID-2566,8
ConsigneePanjivaID-99,ShipperPanjivaID-4448,1
ConsigneePanjivaID-100,ShipperPanjivaID-106,3
ConsigneePanjivaID-100,ShipperPanjivaID-368,1
ConsigneePanjivaID-100,ShipperPanjivaID-674,3
ConsigneePanjivaID-100,ShipperPanjivaID-1692,3
ConsigneePanjivaID-100,ShipperPanjivaID-3952,2
ConsigneePanjivaID-100,ShipperPanjivaID-6918,1
ConsigneePanjivaID-101,ShipperPanjivaID-3681,3
ConsigneePanjivaID-102,ShipperPanjivaID-3063,1
ConsigneePanjivaID-102,ShipperPanjivaID-6600,6
ConsigneePanjivaID-103,ShipperPanjivaID-1684,2
ConsigneePanjivaID-104,ShipperPanjivaID-211,7
ConsigneePanjivaID-104,ShipperPanjivaID-214,11
ConsigneePanjivaID-104,ShipperPanjivaID-2591,2
ConsigneePanjivaID-104,ShipperPanjivaID-2604,1
ConsigneePanjivaID-104,ShipperPanjivaID-4162,1
ConsigneePanjivaID-104,ShipperPanjivaID-4700,1
ConsigneePanjivaID-104,ShipperPanjivaID-4796,1
ConsigneePanjivaID-104,ShipperPanjivaID-5295,4
ConsigneePanjivaID-105,ShipperPanjivaID-1780,1
ConsigneePanjivaID-105,ShipperPanjivaID-4177,1
ConsigneePanjivaID-105,ShipperPanjivaID-4675,3
ConsigneePanjivaID-105,ShipperPanjivaID-5369,1
ConsigneePanjivaID-105,ShipperPanjivaID-5371,1
ConsigneePanjivaID-105,ShipperPanjivaID-6458,1
ConsigneePanjivaID-105,ShipperPanjivaID-6808,1
ConsigneePanjivaID-106,ShipperPanjivaID-1030,1
ConsigneePanjivaID-106,ShipperPanjivaID-1826,1
ConsigneePanjivaID-106,ShipperPanjivaID-1972,1
ConsigneePanjivaID-106,ShipperPanjivaID-1991,1
