HSCode,ShipmentDestination,dist
50,81,1.3135028183460236
39,38,1.3038519908274924
14,104,1.2998169990522521
98,59,1.3371008336544037
91,42,1.3381476274558477
21,89,1.3054232549454485
81,113,1.319146262747901
82,40,1.2364461764560215
91,18,1.340793137039457
96,18,1.3322896914822715
88,59,1.3359888877187456
91,99,1.3652889217649187
95,75,1.3224478928106171
57,13,1.2898999729326792
43,99,1.3417867422103882
84,81,1.318114921450615
5,64,1.3075380782995905
65,116,1.3260064997843333
43,81,1.326688072511128
78,89,1.3112937020403999
72,18,1.310689773942743
43,27,1.3226707811866487
45,18,1.3244687297514506
57,37,1.305820987692901
38,100,1.2729357731129443
47,113,1.3154921212366648
59,9,1.3031197956630163
42,115,1.3380939641169138
16,81,1.3065269514918327
35,27,1.3245736509561539
57,14,1.2999525804604803
93,52,1.3253977788346154
45,0,1.3400056202496802
42,91,1.3396926777703422
94,14,1.3248583067740713
64,113,1.326279674257551
37,0,1.336276349212442
29,89,1.3287012300321035
64,105,1.2984395899942942
92,52,1.3309566218938147
36,89,1.312991012419973
93,100,1.3178475435291017
51,38,1.3185634506600243
55,18,1.3214232389416014
22,116,1.3208680163536752
12,37,1.3264831410987037
96,52,1.3240896803992135
98,88,1.3347685156123978
96,0,1.3555228944335664
57,91,1.327704397695405
94,79,1.3220408675926072
98,38,1.3242851346731186
91,104,1.3428028630358833
88,54,1.313103134078639
42,99,1.3574992290564947
74,98,1.1922922554825033
55,70,1.2554551825991698
41,83,1.3233003403459276
10,37,1.3085522140775407
53,18,1.331323436328343
64,18,1.3347195110150747
12,76,1.3114699982106686
41,27,1.3210005802767617
36,22,1.3316859837089265
90,79,1.3230431143726622
47,97,1.3061686296548163
17,64,1.3092930998120988
49,59,1.3059666933757919
64,91,1.3378095626831055
63,83,1.3141906804272108
36,27,1.3128793793065208
93,37,1.3173880683524268
53,115,1.3355609433991569
67,82,1.3507823986666543
98,46,1.3188797618661607
59,102,1.2294975681496518
29,99,1.349486768245697
95,109,1.341372521860259
12,116,1.3397269142525536
94,64,1.3453470574957984
42,82,1.352788514324597
98,0,1.3534949549606867
96,58,1.3048807606101036
53,104,1.333448344043323
67,42,1.3213427024228233
96,97,1.3232408602322852
22,42,1.3061252566320556
92,115,1.343415481703622
93,27,1.334497102669307
88,111,1.2272360987429107
10,42,1.3023494886500495
37,89,1.3215181902050972
11,27,1.2973981936063086
83,88,1.3294921496084757
85,20,1.2566219409927726
18,88,1.2930146817650114
16,116,1.3060012278812272
93,22,1.3515028272356306
37,22,1.3426647910049982
53,51,1.3041200946484293
41,91,1.3259110855204719
65,89,1.3261292651295662
16,18,1.3002170313681876
45,59,1.3369523329394204
90,120,1.3037088704960687
49,38,1.2898074718458312
35,91,1.3283019491604395
77,51,1.2794986643296267
57,59,1.329677322081157
79,116,1.3073627991335732
63,38,1.3103801501648766
9,88,1.3038357150341784
48,71,1.2860239584531103
94,13,1.3134622360978807
60,18,1.3119260285581862
17,89,1.3110791029674667
39,91,1.3100548599447523
93,75,1.3015454038977623
98,63,1.291926539369992
51,115,1.327991755945342
81,83,1.3295754779662405
48,9,1.3172726737601417
59,100,1.2898608243891172
18,91,1.2902712555868285
26,81,1.3093166649341583
81,81,1.3304355900202478
80,83,1.3137944149119514
67,113,1.3257902818066734
83,38,1.3166252608810152
83,22,1.3432989482368742
96,27,1.3344233291489738
57,22,1.341138584273202
95,111,1.319830800805773
79,81,1.3078320175409317
45,83,1.3253301339490073
98,83,1.3274970991270882
55,89,1.3207012659737043
86,115,1.3360011045421873
95,85,1.3244483864733152
48,104,1.3221689760684967
35,82,1.3418307517256056
48,18,1.3207292620624815
37,27,1.3238689388547624
78,116,1.3113247698971204
29,81,1.3298140232052122
91,59,1.3471061353172575
22,88,1.3246000515563148
49,113,1.2829829869525773
95,120,1.3139027718986784
47,115,1.3263448349067144
90,8,1.3055467318211282
60,47,1.2706047518711006
98,109,1.322195474590574
26,83,1.3069638599242484
96,13,1.3038102931209974
78,24,1.3126930956329619
78,81,1.312142191188676
18,83,1.2856984063982964
77,116,1.3116239277379853
67,112,1.3020472063549928
57,42,1.313652487737792
35,83,1.320449439542634
35,15,1.2875235761914934
12,2,1.3048249727913313
60,104,1.3133945411869459
66,116,1.3215198633926255
14,116,1.3164530556116785
63,18,1.317377151123115
60,38,1.3089436856763703
47,81,1.3236229590007238
97,4,1.343572974205017
36,104,1.3080242733870233
43,9,1.320183394210679
55,113,1.311144393469606
83,110,1.2542975575530104
92,70,1.3187419208032745
44,4,1.3278379206146513
96,35,1.3226831459573336
22,91,1.324123845568725
47,88,1.3274190479091235
51,9,1.3129281167473112
83,83,1.3221015887601035
43,88,1.3299399018287659
91,60,1.3241722413471766
91,27,1.3427734928471702
94,77,1.327339703483241
53,59,1.3407515457698278
12,75,1.3041788999523436
29,24,1.3307843910796302
90,15,1.3250025340488978
60,35,1.297710008919239
26,4,1.322778840150152
50,4,1.3286387068884713
10,27,1.3183991611003876
60,9,1.3111150009291512
35,9,1.3199951435838426
67,8,1.2882390123392855
57,82,1.3423815497330256
60,40,1.2807997773800577
75,91,1.3235938889639718
71,81,1.3138350897601672
97,109,1.2972863196794475
97,22,1.3450102784803935
85,24,1.330379456281662
90,12,1.3158297496182578
93,9,1.3297086996691567
81,116,1.329153401511056
83,112,1.2802859715718244
26,88,1.3119928176913942
85,100,1.3089941452656473
81,97,1.302963794342109
95,71,1.3277372547558375
34,64,1.3081015454871314
10,81,1.3221285321882792
27,6,1.2882334414337362
65,38,1.3200346806219645
67,88,1.3332855116043771
57,100,1.3060767693178994
16,38,1.2994249324713434
49,115,1.299583719245025
96,113,1.3315202572516032
12,42,1.328736573457718
53,82,1.3520375681774957
83,113,1.3158803976007871
92,89,1.3414710419518607
91,51,1.310530200600624
10,89,1.32045493381364
91,4,1.359125907932009
93,24,1.3363626130989619
5,75,1.2194260537092174
35,64,1.3269315723861967
29,13,1.2936097596372877
42,47,1.292413778603077
26,46,1.2802061151180948
41,22,1.3398069739341736
91,24,1.3470564143998283
96,54,1.3356571261371886
78,58,1.256834924487131
97,88,1.3296060540846415
66,81,1.3213715627789497
96,83,1.331007529582296
81,24,1.331147130046572
91,97,1.3278504546199525
60,89,1.3163561671972275
44,89,1.3064389580062457
87,24,1.3173917116863387
48,6,1.2907004696982247
92,54,1.3419440537691116
36,59,1.32415594799178
83,20,1.26369282496827
98,51,1.2993059711796897
47,52,1.3109111711382866
95,45,1.3316337977136885
94,60,1.32743467603411
22,115,1.322833205972399
33,91,1.3029987854616982
52,64,1.3009353280067444
0,38,1.2941240796021052
98,103,1.2884776581610953
42,109,1.327328408403056
29,59,1.3350618034601212
34,38,1.3026161811181478
8,42,1.2915347053536348
91,22,1.361648861851011
48,22,1.340054567371096
53,81,1.336657675249236
90,71,1.320055827498436
90,6,1.330767082316535
94,58,1.315606954906668
65,22,1.346562689968518
14,75,1.209148517144578
97,104,1.3109231176120895
92,13,1.3063840089099747
77,113,1.3052127744470323
12,5,1.31167405630861
90,118,1.3103979655674525
51,24,1.3255988040140696
67,46,1.318165123462677
47,83,1.3203388558966773
76,81,1.307005015867097
29,14,1.3031491333884853
72,89,1.3115000150033407
92,27,1.341231501528195
88,81,1.3248842901417188
12,80,1.3042739917125021
51,81,1.3251966184803419
67,104,1.3322623180491584
27,59,1.335784294775554
12,7,1.3010539034647601
57,104,1.32172449358872
67,77,1.308091160442148
44,38,1.3053806094186646
96,103,1.2921597329633576
35,107,1.2720555056418692
92,58,1.308077186346054
0,22,1.3175704032182693
11,83,1.3031559820686067
14,22,1.3329316079616547
7,27,1.2985481449535914
27,116,1.3266551792621613
54,4,1.3161108195781708
16,42,1.2860258679304803
16,115,1.307529863502298
27,83,1.323692839060511
93,13,1.3012196416301387
42,27,1.3363157766205924
46,24,1.3272206730076246
95,58,1.3198734000325203
97,59,1.3357631585427694
60,85,1.284102055643286
53,52,1.3234534178461348
86,38,1.3251762400780405
64,81,1.3353439910071236
81,111,1.2377531374139445
65,59,1.334264725446701
83,89,1.324295004563672
22,38,1.3145963645407133
77,89,1.311311916581222
43,116,1.3265705811125892
83,4,1.3410794734954834
22,18,1.3172787395971162
34,83,1.3074034580162592
42,85,1.3040438235870428
95,25,1.3174721774246012
57,4,1.340466429080282
94,40,1.319404190140111
60,115,1.3175116990293776
64,9,1.32647776390825
95,15,1.3307141065597534
5,100,1.2851138934493065
45,105,1.2927878094570977
36,91,1.3175117341535432
37,105,1.277044151510511
50,91,1.3130717756492751
59,22,1.32942199919905
92,9,1.3344578849417823
22,99,1.3402614678655351
95,23,1.312946924141475
53,42,1.3241525909730367
36,102,1.2615091417516981
12,39,1.3092216247958797
25,58,1.239510360040835
47,100,1.3063176891633443
77,88,1.317195261163371
12,50,1.3115055821835995
16,83,1.3040197768381663
37,51,1.290985060589654
26,51,1.2738091014325619
87,100,1.2935681683676583
45,27,1.3259895529065813
85,0,1.337491410119193
96,8,1.2904935998043843
81,103,1.2666302298062615
96,67,1.3056440310818809
85,112,1.2803955123360669
83,10,1.2643166431891066
36,100,1.2943048870989255
35,113,1.319314097719533
22,89,1.3211925338421548
10,88,1.3258804572480065
94,103,1.3049327645983015
67,45,1.3049061298370361
70,27,1.3010467833706312
49,116,1.2940703768815314
26,38,1.301384988640036
54,115,1.3032186552882195
43,0,1.3382857484476907
90,60,1.3273455330303736
91,54,1.3459363047565733
48,97,1.3073532666478838
43,82,1.3369459147964204
16,113,1.2969730065337248
48,24,1.3264237770012446
85,113,1.3192305181707655
93,120,1.2988151290587016
92,91,1.3448837037597383
98,85,1.3040042532874005
95,67,1.3239963640059744
95,30,1.3358560374804906
73,115,1.3130320512822695
67,47,1.2972234987786837
22,22,1.337685348732131
41,89,1.323830563042845
57,54,1.3244222498365812
53,14,1.3132709999169623
36,82,1.330542185476848
40,85,1.2581315051232065
4,78,1.1816452837416105
51,64,1.3266297429800034
31,2,1.2250037217246634
22,100,1.3029452775205885
92,95,1.2912043003099305
65,60,1.2977378155503954
21,38,1.3028971531561442
96,120,1.2991358462188924
56,38,1.3031177552683013
53,54,1.3348114298922675
77,40,1.2598793267471982
34,22,1.3254364686352866
12,59,1.3463382635797774
12,120,1.3094662725925446
67,60,1.3109708790268217
70,37,1.289632967540196
66,42,1.311053678393364
94,71,1.3196094004171235
92,64,1.3455023275954383
87,38,1.3104166399155344
95,107,1.3261662146874837
53,9,1.3307036480733327
42,58,1.2996228127075093
90,19,1.3188920468091965
96,14,1.3147674181631632
98,4,1.3489100571189607
36,35,1.2923966278987271
77,109,1.2926455911781107
42,9,1.3320889962571008
35,51,1.2909823464495795
96,87,1.2966923655143805
76,35,1.2641254161218447
30,88,1.3084180323140961
21,83,1.307464066360678
27,97,1.305986191545214
14,38,1.311965243092605
26,18,1.3041610409106528
90,75,1.3133678872670447
47,53,1.2642886621345366
75,81,1.3211148264152663
59,115,1.3146749170763152
35,13,1.2878496194524425
22,46,1.3018009822283472
96,104,1.3360084018536977
22,37,1.3059889727405138
69,85,1.2571928183149015
83,54,1.3172970680253846
91,112,1.312033276472773
98,37,1.3205274758594376
88,22,1.344964929989406
57,58,1.2906949818134308
83,106,1.2542998210660048
41,51,1.2905361652374268
67,37,1.3152168925319399
55,83,1.3225234938519341
67,13,1.2979613372257777
44,22,1.327424134526934
35,79,1.296795703470707
67,52,1.319685812507357
37,9,1.3184524465884482
77,4,1.3324192059891564
25,88,1.3066533936985902
96,100,1.318603781717164
59,64,1.31155769101211
75,88,1.3263097490583147
79,76,1.2070773249225957
65,64,1.3293486769710268
47,85,1.2916341650166683
47,4,1.33976115499224
91,64,1.345286454473223
48,30,1.2880598147000586
94,37,1.329534385885511
37,42,1.3120071132268225
93,46,1.324371917971543
60,91,1.320170701614448
47,104,1.32248078925269
47,89,1.322673306933471
83,27,1.3246406316757202
12,113,1.3367514056818826
79,89,1.3070194678647178
84,37,1.3059087981070792
84,89,1.316849838410105
5,22,1.3255124134676797
18,38,1.281978668378932
12,52,1.331547740314688
55,81,1.3238775336316653
10,4,1.3358473841633116
66,83,1.32044851567064
17,22,1.3280562545572008
90,45,1.3234423622488976
24,20,1.1967884020081587
87,51,1.283696552206363
76,89,1.304398055587496
36,37,1.2976551077195577
9,22,1.3163583257368632
17,42,1.2934339631881033
64,103,1.2812481724790163
75,116,1.3206734550850732
95,87,1.318986028432846
29,100,1.3101164272853307
73,81,1.3087454597864832
42,30,1.3068105791296278
67,0,1.3485045433044434
44,18,1.3051015064120293
22,59,1.331563534481185
71,115,1.3176910323756081
15,115,1.310718366077968
45,91,1.332982946719442
15,51,1.269862497491496
98,64,1.3347369389874595
91,79,1.3186811464173454
45,115,1.3302220063550132
17,81,1.3119916415640287
40,91,1.3136203001652444
7,22,1.32074051456792
48,38,1.3164688284908022
74,113,1.2941999728126186
18,47,1.204002346710435
53,99,1.3577429269041335
77,96,1.2421022850487913
87,85,1.2709190707121576
96,15,1.312577756387847
98,54,1.329808306481157
96,51,1.3033293677227837
34,89,1.3074194341897964
60,105,1.2795271522232465
53,46,1.322863050869533
45,4,1.3423013814858027
37,100,1.303495069699628
60,88,1.3196175673178263
70,103,1.2265591967318739
10,9,1.3133559503725596
87,116,1.3157604783773422
18,81,1.2878116411822182
67,99,1.3541951860700334
64,4,1.3537237495183945
64,13,1.2968793607183866
42,42,1.3252319991588593
41,42,1.3048694197620665
3,89,1.29961300481643
48,35,1.3033189911927496
65,51,1.2930813820234366
98,104,1.3333523273468018
29,88,1.3315148545163018
16,64,1.3047812240464347
47,91,1.327193381530898
96,85,1.3088601673288005
51,88,1.329522087105683
47,9,1.316162673490388
26,89,1.308342189661094
29,91,1.3317136594227381
90,86,1.3159391060471535
87,79,1.279965846666268
12,54,1.3421344310045242
91,100,1.3280272505113058
90,90,1.3124208971858025
77,83,1.311419492321355
51,18,1.3208262462701117
18,24,1.2897399099809783
5,6,1.247887753881514
44,88,1.3128539749554224
60,70,1.2868236973881721
59,83,1.3133791323219026
67,97,1.3180614284106664
83,18,1.3210465971912657
90,117,1.3203925426517213
89,91,1.2976559049316816
60,27,1.315886235662869
16,4,1.3198894560337067
17,59,1.3234903514385223
60,82,1.333739012479782
92,4,1.3571414755923408
94,52,1.336380086839199
80,116,1.313028332378183
88,115,1.3291754190410887
48,99,1.3446936245475496
10,38,1.317247109753745
83,70,1.278314993317638
30,4,1.3198626669389861
45,64,1.3298535602433341
76,116,1.306605186845575
64,8,1.2778464608958788
63,24,1.3196683440889632
64,46,1.3166399459753717
13,64,1.3024802207946777
39,27,1.3064472419875008
26,13,1.2638313126351153
5,59,1.317026219197682
48,42,1.3148718242134367
36,51,1.2803507936852319
53,35,1.3216612839273043
63,9,1.3096788972616196
86,113,1.3205379279596465
43,97,1.3073153485144888
79,38,1.3022380492516927
87,40,1.254456427081355
47,13,1.2878137773701124
35,58,1.287186078461153
42,54,1.3358461473669325
48,89,1.3240158238581248
47,40,1.2887611048562186
47,42,1.3166388177445956
51,54,1.3118877804705076
87,89,1.3163063499544347
95,76,1.330605121595519
30,75,1.2006201491292035
78,83,1.3116890394261904
48,115,1.3246691056660242
42,51,1.305995173752308
10,60,1.2801428277577673
83,25,1.2570911049842834
44,81,1.3089184750403677
92,59,1.3473003144775118
93,8,1.2938264845205205
59,116,1.3135761788913183
63,100,1.2995449198143822
98,14,1.310089513127293
73,22,1.3267791824681419
98,20,1.2974996343255043
94,8,1.3054988352315766
47,92,1.279335196795208
77,81,1.3132799741412913
91,82,1.3646130242518015
27,58,1.2862357678157943
65,9,1.3195634931325912
45,47,1.2800221326095718
38,9,1.2859103104897909
96,79,1.313195098723684
53,75,1.2910859696567059
53,15,1.3045823935951506
50,27,1.3124123109238488
47,22,1.3413657354457038
15,4,1.323352959539209
18,116,1.2877076406564032
92,75,1.3008040296179908
17,115,1.31223498071943
64,52,1.3193738854357175
88,52,1.3026903511158057
41,64,1.3240132267986024
27,104,1.3201639450022153
85,15,1.2709241618535347
77,65,1.233457172555583
29,9,1.323303493005889
46,88,1.329578849886145
35,60,1.2977687950645174
34,18,1.3052061615245683
89,22,1.3142901712230273
48,27,1.3249825686216354
48,59,1.3297150773661477
12,48,1.3158963226846285
46,18,1.3207896937217032
29,4,1.3429689875670843
85,115,1.3341777345963888
36,113,1.3081661867243903
