PortOfLading,ShipperPanjivaID,dist
133,1712,1.0903159425194775
77,4097,0.7852977350620287
127,3966,1.0974196578775133
219,5503,0.6916361397930554
222,1427,0.7594407383086426
100,5887,0.8698344667043004
201,3536,0.935911204200238
158,5854,0.8161314212317977
158,3363,0.9098534003964492
222,4404,0.7639017369864243
115,2738,0.8224362933209964
133,898,0.8959565978896405
245,5108,0.7277051582932472
115,6749,0.8277306081727147
69,1441,1.036449478140899
219,2216,0.8769028045769248
222,3517,0.815310155174562
54,359,1.0339147773172175
219,1656,0.9153533668390342
144,4531,0.9859165059668678
170,3803,0.8872356587754828
245,3217,0.6944101101585797
59,4852,0.8168128779424089
33,4107,0.8052701451150435
54,3936,1.0047696333910738
26,2196,0.823217650609357
248,3479,0.7732735949435404
248,4998,0.9036315812596253
248,3711,1.05967294025634
248,1586,1.053095284317221
219,6207,1.0832816766841071
222,6362,0.7394387249701789
219,5819,0.864375150163791
238,5526,0.8185870604855674
54,2266,0.8529004163241812
248,1980,0.8579538549695697
248,6611,1.0070687069424562
238,6688,0.8224453872867993
248,5172,0.9411646900698543
170,1914,0.8047615481274468
54,4477,0.9624998196959496
248,5970,0.9253455315317426
248,1984,1.0828013776668481
246,2388,0.9967439781342234
248,1280,0.9464210450117078
248,6739,0.9347202079370618
248,3815,0.9050763133647186
219,845,0.7624079244477409
170,6774,0.9025124918137278
248,957,0.8783585812364306
246,3726,1.0476775174694402
238,4915,0.9347579543079648
246,3849,0.9967086291206735
219,5354,1.0350000562944583
170,5320,1.0174324443297726
115,2295,1.028636201683964
219,3624,0.9982443276260581
26,5629,1.0164355247148447
248,3973,0.9985444000256913
248,3741,0.8929650400366101
80,3576,0.8623928438339915
170,2117,0.780414843665702
54,2196,0.8065419364720583
238,6867,0.7914931550621986
219,3641,0.7321947004113879
54,1905,0.8741308014307704
170,3148,0.85172979001488
238,972,0.8132425557289805
219,6680,0.7768107918756348
248,6601,0.968715112922447
248,3097,1.055959366918874
248,1662,0.9606838830347572
170,3019,0.940065329096147
248,6023,0.9143042795892272
170,4865,0.9780167270052645
246,1212,0.9732352580342974
219,4545,0.8049612822277206
54,4143,0.7966336490852493
149,6873,0.855743119759219
219,3501,0.9619972852191755
92,3690,0.9546315345380988
219,2978,0.8945579786917993
219,3207,0.7723578895841327
238,4780,0.9595708828419447
219,3650,0.9839718715686884
248,1597,1.0231652344976152
238,805,0.9029743843046683
219,4828,0.9720548433916909
219,2196,0.7857517200921263
54,5895,0.7616622958864484
170,4495,1.0337738054139274
48,6519,0.7941874542406627
54,2058,0.8964608865124839
219,6099,0.7901021486946515
219,4650,0.8433171111558165
188,3680,1.1433270531041282
238,3877,0.7749621027282306
238,1593,0.7278157068150384
144,1604,0.794330970658588
219,4214,0.8665009111698184
248,2539,1.0526661956765955
248,6738,0.7847226134368351
238,6499,0.9245187773236206
54,296,0.8649211792009217
235,3669,0.967212279726352
222,723,0.9335069581866264
238,4249,0.8989105639713151
170,6928,0.8617445017610278
80,6898,0.8623159900307655
245,5405,0.9051729254424572
219,2087,1.0592858248523302
248,960,0.8961218646062272
69,3747,0.9785527171833175
248,6593,0.8401583435812167
219,3903,0.62866929599217
54,3589,0.9284314520025093
79,701,0.8998400888272694
91,6248,0.7642273881605693
245,5489,0.6733820806922657
144,3567,0.7457460989909512
247,4307,0.7275377283138889
219,6841,0.8223767818084785
54,3596,0.9831818438002041
219,757,0.9593810204948697
219,6700,0.8204564398952893
219,1310,0.7085495271853038
115,2104,1.0491855421236582
149,2371,1.035676131557141
54,3759,0.9217205771378109
248,3775,0.6962376214796677
54,5287,0.8521330931356975
238,6722,0.7766329760530165
219,868,0.7830907361848014
219,1993,0.8723620583436319
219,6456,0.9663566239178181
241,4120,0.8050162228090423
238,6470,1.2063878923654556
205,986,0.8726253496216876
238,4060,0.9510099941066333
29,4919,0.9507002638919013
222,216,0.6803779290722949
170,2594,0.9544456510671547
126,291,0.7878044332776751
245,463,0.8212019731955869
190,2726,0.7911018569554601
248,980,0.9070514682680368
219,4666,0.8280228695699147
233,5126,0.8629111642284053
205,4225,0.7478179154651505
125,1009,0.7382908090949059
126,413,0.9071749625727534
97,5454,0.8325507098010608
245,216,0.6879826569929719
126,259,0.7372905611991882
248,388,0.850367854216269
127,702,0.7969309099550758
245,1692,0.7094485514930317
144,1788,0.9493902655584472
222,5813,0.8770691973290273
97,6812,0.7993391156196594
48,2475,0.969964140493955
149,1091,0.7665007508226803
149,994,0.6779117839676994
2,4887,0.9433361142873764
248,1676,0.739317523581641
22,5813,0.9476221999419587
97,1859,1.0140714025391
240,703,0.8876477616972157
133,1319,0.795665580712791
188,579,0.8458348715045888
149,1904,0.8383331149816513
245,2887,0.6891208610364369
185,149,0.7790272222565753
48,5428,0.8996869471988508
248,2256,0.8358152354402202
133,1723,0.7588992549239525
138,6021,0.8839307547147784
245,4307,0.7111049012414047
229,5544,0.867522266294275
48,5835,0.751301999602999
127,1067,0.7330278211406299
222,5695,1.0275004825421743
245,450,0.7248103650552886
232,6067,0.7739152740687132
158,6332,0.8657581824809313
220,5850,0.9485773079629455
245,3416,0.8281851879187992
54,3579,0.9525626221937793
33,995,0.8301652478320258
240,3567,0.743161526109491
245,1091,0.7367693856358528
219,6792,0.8002882131508419
219,6173,0.8265249207615852
97,3947,0.7921313485795898
170,3574,0.9534311273268291
245,6802,0.9139079289244754
241,3332,0.8912224860063621
48,4183,0.7612235067146165
245,5822,0.7060669676533767
111,3234,1.0735999010503292
180,6879,0.9079195803829602
245,730,0.7726484542446477
144,700,0.923549581851278
218,6074,0.9511908363118502
222,677,0.7627235017716885
241,5977,0.8309103309043816
219,2226,0.8588323691593749
219,1009,0.7104855101954725
188,3362,0.7666623177272933
158,6127,0.8641365819743702
170,2106,1.113972112270338
232,1362,0.7596468680671283
248,1441,1.0498031148953098
59,2924,0.7024198842367956
128,4151,0.7387311501162392
248,5889,0.8868057663951602
48,1205,0.8012238565300193
94,2201,0.9392776553119931
212,2201,1.0190568582287856
54,2362,0.8570379303502185
245,5559,0.996441437197583
248,1039,0.8885032406875065
115,5478,0.7625606187752315
115,4023,0.760219143969672
245,6720,0.7926766872406006
170,5017,0.8901489893240588
222,313,0.6703125430004937
54,622,0.8587574706678944
127,2694,1.0029706636643303
48,4521,0.83536298089062
114,374,0.804398945399693
29,4614,0.7105542208467212
222,5684,0.880915176655565
216,4175,0.7880302750106368
219,5370,0.7617215567401477
232,140,0.9776563250592777
222,6189,0.7490691042372158
245,3219,0.7688178409423146
138,5209,0.8559448798852307
215,4085,0.7011942214864705
115,5903,0.648689517485244
133,4430,0.8636606271777835
170,6282,0.8448209437940802
135,612,1.097225726715156
248,2941,1.0079184488526411
133,3430,0.839412053248712
167,1613,0.6826605126261711
95,934,0.8804240982447352
246,3455,0.869239106574761
150,5887,0.961318878190858
229,529,0.9714559192902276
97,1713,0.8997086709631341
219,5767,0.6575171287653835
138,57,0.8166720239179475
170,6316,0.7881228109555585
48,2812,0.7595263304288632
127,2561,0.7767976400043283
114,1420,0.8106553160718509
97,5248,0.7965009196528366
165,6623,0.9706769548356533
238,3178,1.0359747207590513
54,3327,0.7167156679289681
111,817,0.9468429663351604
91,6169,0.8731005457895142
126,3554,0.7787988207169941
77,4165,1.050828855484724
238,1092,0.8243035838407066
241,6006,0.7127929883343833
48,2483,0.8250732395265784
248,3314,1.0183577888778277
250,5541,0.9515547422426087
219,1934,0.9955180582723447
170,4968,0.9224121436210615
248,5765,0.9413534674261298
219,1279,0.9898961952754429
245,3349,0.8525815962680748
26,1909,0.8352779618331364
219,2169,0.8755326832511595
222,5796,0.8551372789910862
246,2028,1.0044119584241085
127,3223,0.7034284680017403
36,6911,0.7894219275830048
248,6053,0.7985309756227902
167,147,0.6999345067888498
114,1072,0.7473585238414151
115,2800,1.0096965676971845
188,57,0.770974871303354
219,4784,0.764590651861259
248,3861,0.7191070041486195
100,211,0.7275278493762016
248,5091,0.7298378497362137
219,3900,0.9668299151318414
48,57,0.7951432455863271
97,6400,0.815194978245667
245,1606,0.6794897951185703
127,5771,0.8220031793628421
245,5420,0.9704828177179609
127,2949,0.8312020456152303
245,1832,0.6996426252382142
188,5881,0.9074532666376659
205,564,0.9441752782357591
219,1625,0.7365151611821992
97,2885,0.7936965525150299
167,471,0.8407267230962004
97,1815,0.725951341313443
245,1588,0.7762531941490514
48,5416,0.820296008672033
246,1948,0.7748839163354465
129,2256,0.8307825973523515
248,4445,1.0975977031713617
174,1611,0.8800572444285665
97,6558,0.8091921859553882
222,2886,0.8702522553503513
219,5683,0.852210745215416
149,6619,0.779605079974447
248,3046,0.8100084353770528
229,1829,0.9056358675339392
238,6032,0.8971462265721389
135,1497,0.9686700946518353
178,8,0.8276047174419675
111,1201,0.7998962935193309
127,1192,0.7330481686762401
115,1046,1.0508190071476358
238,5576,0.853296024458749
185,3453,0.7831845714577607
238,6903,0.8239515705832413
174,3807,0.7620861934764045
10,1613,0.690835709550551
241,1484,1.0002946055361204
48,1214,0.7622923318828855
219,6010,0.9344089004610266
115,3921,0.8370304501482418
248,765,0.6459677013834673
238,3658,1.026003963846181
169,5883,1.0289195222514016
219,3855,1.1621842684357293
222,6514,0.8715471255459956
238,3521,0.9359505980807755
62,4662,0.8481826132961682
9,4407,0.8676853267742055
48,5561,0.6925641021558216
42,5847,0.845917597413063
222,835,0.8301065228879452
48,4750,0.8342698063196232
33,3091,0.8363275740827832
248,6133,0.8658578496958528
158,5744,0.9761029005582843
127,3297,0.7670696995088032
162,1830,1.0320618131331034
138,2636,0.8791844568082264
93,3089,0.7887743253793035
111,5416,0.8408577825341906
222,1215,0.8192062793033463
205,5759,0.7537587790616921
216,1545,0.7509734556078911
144,4098,0.9023278281092644
133,6661,0.8737742491066456
165,1894,0.9224586402997375
248,631,0.6914045281176057
115,6412,0.8277136300499218
247,1654,0.9085390280400004
219,1483,0.9481282569468021
216,1366,0.7825520145041602
240,5887,0.8679944973971162
154,5854,0.8108348037515368
205,5561,0.6781200468540192
245,1461,0.6984782591462135
133,6829,0.7078814996140343
248,5356,1.007338050420263
245,4298,0.9601521034325872
77,4852,0.8277197501489094
222,901,0.9734694148812976
219,2580,0.916830886487982
111,2809,0.8482115220810685
246,688,1.1350917496851511
78,1143,0.8702447878729019
183,6914,1.0039272571780853
245,1420,0.8097707010872129
135,6810,1.0269730368496053
222,4763,0.8114978708326817
97,2993,0.9077814399663892
245,5653,0.8873991545821939
205,1287,0.7354454398155212
115,716,0.836246131254094
54,1916,0.925009428789573
213,3963,0.784891134926251
33,1184,0.9812206327915192
26,4393,1.082318548645292
248,1952,1.048396852665714
248,4082,0.8672258875199726
69,3868,0.8453904906553882
219,3424,0.9434758648276329
246,6557,0.8495225618992533
219,6602,0.8860422862427575
219,5655,1.0879461860417254
248,5608,0.962344781894769
248,2428,0.7791445170130048
238,3282,0.7796144088996309
219,3428,0.8794016348464149
93,6094,0.8778544286532062
248,2174,0.8107137829065323
246,2114,0.778903203351157
54,6099,0.7814962480749402
170,3731,0.9764046794973963
219,3796,0.9181885980069637
79,6606,1.0136003230831452
170,3152,0.9254420506102699
127,6798,0.7733112988727433
219,1566,1.2270061522722244
124,6905,0.846554057938712
219,1680,0.8873696582657951
219,410,0.9138876705297402
248,5116,0.9414207073693562
219,1615,0.8858160530882222
248,5762,1.042231799286258
219,294,0.9914340547152928
219,3710,1.0121576839259692
248,1380,0.7820382224661964
219,2317,0.8777762978736844
248,4980,0.7756597873355661
248,2341,0.8280802571347782
248,2947,0.9691541116418583
246,2172,0.9810364938208035
220,2309,0.9592185845332486
69,3229,0.8916069668318544
238,4849,0.954373069905809
79,4367,0.9099431979869094
77,4673,0.9528834920908723
248,5103,1.1178868035120624
246,996,0.779427710388388
54,1994,0.937646146863699
248,1269,0.8490409169878278
162,6844,0.8467543620084014
115,5577,0.7841696026069778
248,3913,0.9747738938271401
219,6368,0.8240315185061523
115,6104,1.1468042906905924
219,4895,0.9565418242876019
174,968,0.7952119151928595
219,6323,0.9565595835447311
238,1378,0.9495199386562619
219,6049,0.8305533906178815
219,1400,0.9904889366589487
219,1689,0.824441951832601
129,131,0.8002899012395314
248,1525,0.8407484112041337
129,6067,0.7454700544476509
170,2273,0.899320346170238
248,298,0.7975330235702651
248,6142,0.9880514038460595
220,5220,1.0983951602663313
246,1283,0.7852905115910939
48,3040,0.9310089445539883
238,6420,0.7659216986170837
246,1938,0.8798632587173155
246,5998,0.8278121310286224
54,6775,0.8700141809614641
248,2068,1.1193725408187933
219,5900,0.7476611764037183
170,6170,0.8620450049638748
238,3170,0.8387487408305917
248,6620,0.9743954225310257
79,1520,0.8589663617312908
246,6608,0.8907563601221357
54,1703,0.9273706781012672
115,1173,1.075651894722666
219,3895,0.8065620490482875
54,2912,0.9629290071981293
115,1909,0.8249184627618108
222,6504,0.8148678434746606
219,783,0.7711633374648434
54,1371,0.8592094880129609
248,1353,0.7695206967847688
69,751,0.8890421890786716
248,4918,1.0730731024273805
219,1275,0.7668106151478631
170,3535,1.0061973567519868
219,3200,0.8709839039615223
54,6662,0.782387278441872
167,4935,0.82796810567379
238,6837,0.9526731221870121
54,291,0.78708434051701
246,3110,0.8231096139975956
219,2277,1.001054764858314
216,4283,0.6819418839045933
10,6754,0.8854423452700887
115,1312,0.802088003339512
167,4265,0.8259472892469992
219,5741,0.7378107639295715
127,3633,1.1806055610733373
54,5532,0.9906254557094404
222,1171,0.8981736938336066
219,3647,1.0782015866466932
59,4325,0.9452588990596789
219,4395,0.7408426739275455
219,6809,0.8644289651087352
115,6527,0.9221908684287753
54,51,0.9363327021045345
246,4081,0.9462768627064568
248,2281,0.8578106755656856
248,1238,0.8915953323511141
248,5779,0.970490292779037
248,6308,0.8499639992203031
222,524,0.8748996926338545
238,3953,0.7362916980470929
248,2251,0.8931234846157687
170,1339,0.7721097628985133
54,2441,0.8958828949502536
238,2328,1.165544984596116
248,6298,0.9764296294056943
245,2830,1.1448257035974945
48,3127,0.9976537983332362
205,158,0.7991752331810338
115,366,0.6831852958670684
36,2734,0.8146764039993286
77,2323,0.8479665730680738
133,3251,0.929594375193119
133,6812,0.800292354609285
69,891,0.6490101718476841
48,4674,0.9584435825901372
48,4317,1.047709008678794
233,641,0.9280702194997242
248,3279,0.8459589505302054
115,1023,0.67855233166899
248,6324,1.0056329209889685
219,2518,0.708874379417726
222,5822,0.7191739253965872
10,6767,0.6786725989409855
245,666,0.7416585928627423
245,3300,0.9269051841859307
219,1490,0.6860657414155347
240,1710,0.7852493971586227
111,5358,0.8587568753532001
115,6625,0.9142708815634251
245,1490,0.6822808953667325
245,1313,0.7893495751278741
48,897,0.9895498555685792
219,3767,0.8920787306768554
245,1571,0.8396153407437461
100,5429,0.8697579401944365
26,5488,0.826024517416954
248,1688,0.9043948504674647
71,6623,1.011052384440388
97,1722,0.8420645497041862
