HSCode,ShipperPanjivaID,dist
90,4143,1.186623058414885
95,4572,0.9310123873209315
95,2286,1.0966653132012911
67,4033,1.1217300966382027
95,3840,1.1389804227011544
95,3181,1.0573907305619545
90,6844,1.0300152132154576
95,3818,1.0360348783433437
95,113,0.9501049827252116
90,2161,0.9775282509758004
93,6053,0.9770395412508931
53,1464,0.9805417326944215
85,952,0.9749425958309855
92,4620,0.880516414131437
95,6676,1.0991172354136194
90,2345,1.037381482177547
67,4824,1.0375035969274384
95,6045,1.07158261737121
95,1646,1.08322764773454
95,6192,0.9836534272347178
95,6177,0.965023144015244
90,2229,1.0584798061421938
95,2107,0.9096049953784261
95,1013,1.1920777069670814
37,3990,0.9174637421965599
90,6871,0.9415253954274314
95,2185,1.1032658139509814
90,6832,1.0364316833604659
93,4704,1.01445158464568
95,2001,1.12167819163629
93,3807,1.0189690749185891
53,3576,1.1575538271239825
90,3939,1.0791524115151592
35,2405,0.9693849390106541
95,3072,0.982650668493339
90,4289,1.0707651392689772
95,6160,1.1008759758302145
90,5309,1.0113191458263568
98,4044,0.9448813859905515
90,2252,0.9657200292817184
59,3770,1.2786645618367143
95,6806,0.8632769440965993
90,6084,0.9084392823278904
90,5895,1.113829551530736
95,1311,0.9312554752188069
67,6652,1.0126562363335065
57,1282,1.0103335377893277
67,2074,0.9696780314136829
95,1218,0.9503849633038044
95,6069,0.9680920148800526
95,968,0.9440637087183339
90,3663,0.955877776241063
90,1946,1.0768188451017653
95,6873,0.9849830413503307
45,5332,1.0728011787203806
94,4958,0.9652182257601193
93,5616,0.9794580414891243
90,5206,1.0113229339144059
95,4228,1.039880225168807
93,3210,0.9624503361327308
95,5676,0.9861410731183631
93,1019,0.9471862419907536
90,968,0.9444318370161844
95,6278,1.1024820532017787
42,1340,1.1447538190654345
95,5841,1.0776715860036867
95,6205,1.1488300843962602
57,3991,1.1785699522921018
95,5307,0.8400107156485319
42,5719,1.1503552900893348
37,701,0.9614006600209645
90,5088,0.971822044945189
90,3048,0.9738824133362088
95,3443,1.0714638105460577
67,3553,0.9047856108019394
95,4122,1.1079866073227354
53,6395,1.156356971178736
90,653,1.1005553335084446
90,3938,1.0255164355039597
65,6891,0.9669051745108196
93,4912,0.7993333871875491
34,4283,1.0670448123876537
95,6662,1.028285184076854
93,6135,0.9419855959380844
90,2063,0.940148397215775
84,2282,1.1037639394136411
42,3066,1.0620414795620101
95,2306,1.1638608672489812
90,3195,0.9917771979900343
57,3017,1.073623649775982
95,3485,1.281002021261624
95,6077,0.9933254048228264
57,5305,1.0485184702223964
12,244,0.9800781857754503
95,703,1.009767568138029
46,747,0.8909734253372464
74,160,1.1326963105904204
95,607,0.8731891927974564
95,1960,0.9499735129731042
90,6211,1.1896546387246676
90,863,1.1245500232492174
67,3110,1.0586526787706785
57,6898,1.1019914229400456
95,1003,0.9866765732211726
95,6248,1.0647475368210249
94,1003,0.9879454494054828
29,6840,1.096746635224138
90,6497,1.0162099324432867
95,4255,1.0196321925946645
90,1049,1.000381136579173
90,2258,1.1642264042581831
45,3728,1.0946231046026307
90,835,0.9465141956295285
49,6553,1.0438529143908195
96,3669,0.9063327945768833
96,3589,1.0364611610504133
90,3056,0.919492033975465
90,5007,1.1071855346007007
95,236,0.9654654813930392
90,2001,1.1182481816836767
43,6665,1.0807526957775866
63,4050,0.9569918321711677
95,6926,0.931552464674626
10,3972,1.2562816398484367
90,3327,1.0762887692877225
95,6847,1.1093837746552058
95,1196,1.1709733445729529
35,5155,1.148395789521081
48,6410,0.9413959447826658
95,2229,1.0595587023666926
95,3321,0.9962641490357262
95,4335,0.9992022626101971
90,6248,1.057317694383008
95,4576,0.9542479967432362
94,4307,0.9210636959012065
17,473,1.0330170621829373
35,3303,1.0817717255226202
93,2362,0.9082514106162957
53,4928,0.9797939503831523
90,5843,1.0871714926324785
92,968,0.9684772209397384
95,6600,1.1194330815758025
67,6534,0.9223359684859004
35,4147,0.9724654768194471
90,6362,1.1074381236519133
94,5775,1.085664947118078
95,1603,1.0373352287071091
94,1009,1.0211922811078173
64,3190,1.1149631259696824
90,6447,1.0736643641222534
94,6017,0.9673065419441887
90,3326,1.1243766280157226
36,2163,1.0689573734998703
96,3172,0.9924699942182217
93,5046,1.1050313976593316
95,2194,0.9087843596935272
41,3991,1.1914341492312295
67,3629,1.0602590159646101
90,6568,1.0335377625056676
90,1372,1.1520394344947167
90,5265,1.0673499023375501
93,3153,0.9642698066309094
95,1660,1.0411785850717155
90,6847,1.1038569861224719
90,3589,1.0340047262143344
93,2147,0.9313526568668229
46,1933,1.1136335699952074
94,6067,1.0071102819804634
57,5592,1.0077665746212006
90,891,1.0052630991808005
95,799,1.0606689626084906
18,2604,1.037540087742465
90,5613,1.1136339135201914
90,4855,1.1126551818867614
35,701,0.9477209555251258
95,6352,1.0496866032481194
29,1825,0.9348466698346394
95,3362,0.9655082300305367
60,2281,1.1815093830227852
90,6896,1.0073069440467017
45,4404,1.0920364925903934
94,4107,1.0627618789938944
95,5504,0.9307939394244126
95,6004,1.0417159859623228
95,3272,1.0505616744714124
95,3825,0.9842633746032204
90,3362,0.9778732284903526
95,4263,1.0258334098117692
95,1067,1.0294067871208037
90,6201,1.0445289089610534
22,2213,1.116953631314183
42,5561,1.0439907306406115
95,450,0.9555041311042649
95,1354,0.8518039504332202
95,2539,0.8878664331776756
95,581,1.103725682411875
95,6472,0.9809989040784005
96,311,0.9971475933811494
95,6551,0.8907291644385883
91,1254,0.8269346744886467
96,1712,1.0100543243544442
67,2201,1.0645309280870217
95,356,1.0799794042749065
12,6310,1.1134413140160697
90,2622,1.0765084214508533
95,1698,0.970133193901607
12,4501,1.1023855448833533
53,2924,1.103338670517717
98,6335,0.9220938799636704
95,1896,1.0522010627693297
95,1391,0.9253773465752602
94,994,0.9650607827518668
94,6926,0.9384975328243205
12,5358,0.9818982982209751
96,6920,1.0309297740459442
94,3362,0.9738839417695999
90,2032,1.1756363681384496
95,1171,0.9057825995343072
16,3136,1.2121066014681543
95,259,1.081483262458018
31,604,1.1392075100115366
95,2201,1.0246816926768847
42,6690,1.1080448108592205
90,1060,1.062122245984418
95,4447,1.0794418305158615
98,3343,1.1060821557683604
90,6915,0.9954359701701573
95,2749,1.183806877051081
95,5558,0.9930273472730603
10,4067,1.1002452436036296
93,1716,0.9785623087414673
35,2638,1.2223113115344728
94,1446,1.0131221429577895
90,5239,1.075407564373953
12,3136,1.2092220016888209
53,2835,1.0898174356137003
95,5830,0.9719281640968153
12,5464,1.0026632520769323
94,450,0.9537275795425687
95,350,1.0538814749036516
95,3917,0.9858526172382491
67,644,1.0882571403469359
95,706,1.0563316981175117
94,3707,1.1028276894773756
95,1307,1.0274379223452084
95,3506,1.1044889947931682
94,6694,1.0789615299020494
90,5723,0.9711805917322636
22,6925,1.0174760890326329
96,851,1.0384631529450417
94,3276,1.0253515629363912
95,2846,0.9863825791648456
55,2004,0.9927703402936459
47,4570,0.981196831379618
48,736,1.120290700379493
95,1796,1.0293470839304584
96,6327,1.0871043024318559
27,5582,1.1284556915717465
95,1422,1.1290602242308003
37,5632,1.0446620838982719
94,4439,1.0003241832767213
50,6823,1.1812344353113855
94,4436,1.0021764348660196
93,2422,0.956762178667954
98,4304,1.0081637280860118
5,4211,1.0210033218775476
95,70,1.0442355775407381
95,263,1.032503788093371
96,4431,1.1215980389554585
90,6909,0.9386657295482499
95,3864,1.000730306708387
94,622,0.9744790058050837
43,3838,1.0962341693895203
95,4597,0.9210645237139293
95,5638,1.0937734103894658
94,1700,1.0373235456645489
60,3838,1.0800160776291574
36,2754,1.0110228171439044
65,579,1.0034800198461329
