PortOfUnlading,ShipmentOrigin,dist
39,27,1.3555187114647456
6,43,1.4187669179269247
5,90,1.3734398973839623
6,99,1.4072611310652323
47,68,1.371457263827324
9,107,1.414467609354428
0,45,1.397278836795262
13,96,1.3748495259455271
54,2,1.3674496795449937
28,86,1.3601007631846838
44,95,1.3654866750751222
46,59,1.3358601438147681
43,93,1.3758650932993208
53,109,1.379625175680433
26,90,1.3717560193368368
40,31,1.3933246774332864
15,66,1.381308491740908
53,28,1.3890744362558638
45,71,1.3625150748661585
23,65,1.3716858540262495
23,88,1.372902782899993
13,53,1.367926495415824
8,38,1.359252855181694
19,93,1.3746150646890913
39,101,1.419280658875193
4,111,1.3943901913506644
54,97,1.3822559182132994
53,74,1.3842209630778857
29,107,1.4161861900772368
54,80,1.3822405423436845
8,65,1.3595209355865205
2,53,1.3447831379515784
44,66,1.3709891715220042
40,111,1.386228357042585
44,91,1.3784612278853143
26,17,1.3966767702783858
26,80,1.3813742526939936
40,57,1.3577212393283844
53,27,1.3757249074322837
26,111,1.385748388511794
47,111,1.4054013384240014
8,6,1.3446396504129683
40,64,1.3602015631539481
15,99,1.402569824031421
6,62,1.4202675691672735
5,29,1.3610736089093345
28,109,1.378455794283322
38,10,1.3677284376961845
39,77,1.3683398280824934
55,101,1.4187159559556417
55,60,1.350097275206021
45,23,1.3651416557175773
47,77,1.400705179997853
0,94,1.402656695672444
54,104,1.3939423582383565
39,106,1.4016434401273727
49,41,1.360298365354538
5,22,1.3702794483729772
40,106,1.396514749952725
54,71,1.366542371256011
1,107,1.4156654647418432
2,100,1.3549602553248405
45,14,1.3637993591172355
5,0,1.3450371963637215
41,43,1.4199539401701518
4,63,1.3719735145568848
38,77,1.383344122341701
52,36,1.439520156809262
12,48,1.3715035957949502
26,6,1.344895098890577
40,29,1.358978196978569
42,17,1.4053918889590673
5,77,1.3848609732730048
0,88,1.3462712637015752
28,15,1.3704828002623148
55,65,1.3392988108098507
39,45,1.4082455677645547
54,53,1.3561773768493108
44,23,1.3689373220716203
26,103,1.3936583208186286
53,3,1.3800063282251358
55,78,1.370105015380042
5,33,1.3740018478461675
15,47,1.369134321808815
2,29,1.3517567813396454
23,78,1.3911141072000777
45,103,1.3941245079040527
52,13,1.3566604043756212
55,88,1.3435609840920992
2,98,1.3909686186483927
0,41,1.3515142723917961
21,18,1.4227496279137475
0,31,1.3752184520874704
44,98,1.3962269936289107
26,21,1.3638970681599207
28,13,1.3748263929571425
52,60,1.367934369615146
45,57,1.3567777765648705
38,7,1.3670378412519182
40,73,1.3598370807511466
5,16,1.3800100556441717
24,36,1.4359764690910066
38,0,1.345781339066369
26,97,1.382421953337533
15,45,1.4207507797649928
40,42,1.375495263508388
12,103,1.3959529133779662
5,3,1.376557245850563
44,14,1.368343146783965
0,79,1.3857220794473375
8,36,1.4210991795573915
45,6,1.3451984311853136
54,82,1.3885706045797892
39,97,1.3737803953034537
2,16,1.38289874792099
12,109,1.3744930177927017
5,78,1.3737331671374184
26,3,1.373651642884527
26,61,1.3774969492639815
23,16,1.404600671359471
28,71,1.3702549657651357
26,88,1.3593471986906869
8,82,1.3835841864347458
12,44,1.3762812348348754
