ShipmentDestination,ShipmentOrigin,dist
79,50,1.2055826990732126
97,99,1.2025959268212318
4,48,1.1348652610821384
22,79,1.1562252228281327
91,94,1.170781905097621
83,101,1.1309525415833508
22,65,1.1910156570374966
51,45,1.166508321251188
46,106,1.1949540131858416
102,12,1.2314420528709888
18,8,1.1553162123475755
99,19,1.148810364305973
109,46,1.2031274352754866
116,66,1.1602618236626898
42,96,1.1678213812410831
76,16,1.2117202590618814
22,66,1.1563398146203585
111,18,1.2664783001943891
42,30,1.1585834499980723
64,42,1.1634910042796816
116,1,1.1440456419118814
38,79,1.1622210160962172
81,35,1.1820340103336744
46,43,1.216088902737413
13,50,1.1863316409289837
52,45,1.1738668475300074
81,78,1.1893541206206595
20,93,1.2037718071203147
99,16,1.1705580662403787
22,1,1.1394465544394083
91,36,1.1548442127449172
51,90,1.1530624298112733
88,93,1.1762466036182428
104,0,1.1589763361428465
13,60,1.1963206082582474
64,80,1.159999743103981
38,107,1.1864251978030163
22,109,1.152080955782107
120,43,1.1993478962353297
4,99,1.1773104859249932
59,40,1.1578442127044712
71,70,1.1696647671716554
115,99,1.1956755119775022
81,88,1.184442655316421
4,44,1.139472101948091
18,31,1.1457077078521252
18,108,1.1507421040109225
99,99,1.1904143691062927
112,110,1.225834018284721
103,45,1.193319691611188
75,36,1.196608656751258
63,43,1.2537787899907147
115,95,1.1790035516023636
59,45,1.1580359376966953
9,101,1.1465320227933782
100,93,1.1787551379363452
103,50,1.1986407461975301
18,27,1.165889282311712
88,60,1.1921024189463683
82,14,1.1561520514743668
18,77,1.1533967011741229
116,90,1.1600524692663126
0,99,1.1899765729904175
54,60,1.1950022631457873
83,60,1.1835147993905204
116,98,1.1426538660057954
88,77,1.154718226087945
113,36,1.1455434789615018
89,46,1.1931879978094782
81,93,1.1691561712484275
64,26,1.1621522679924965
88,97,1.1702729133622987
27,107,1.183021223205807
47,28,1.1648953803149718
109,99,1.1974945297198636
64,34,1.160106383796249
22,58,1.1347122881561518
13,62,1.1930478875126158
91,109,1.1647353310670172
24,94,1.1583368852734566
83,36,1.132836247661284
64,45,1.169206761355911
115,107,1.1840936023342823
24,45,1.164721651534949
38,49,1.1652893658195222
51,79,1.156213718865599
15,99,1.2214389685541391
2,16,1.2274083708013808
42,56,1.1593820394149847
115,97,1.1735246341143335
4,106,1.1604406015415276
116,28,1.16753182134458
18,101,1.1406720355153084
38,91,1.1593842868294035
113,14,1.1637822101557893
104,1,1.1404460530195917
54,62,1.187475929835013
91,27,1.1735925658472948
110,99,1.2487192611609186
81,65,1.1883268249221146
38,16,1.1814987361431122
82,1,1.1272185311785765
70,16,1.1972353043300765
35,99,1.2125776829198003
91,83,1.1765277800815446
83,55,1.1515390194420303
4,77,1.1397594043186732
51,62,1.168460990701403
99,79,1.153396466480834
60,43,1.212426827289164
120,16,1.1878408385174615
4,4,1.1407437077058213
27,16,1.1808714142867498
42,82,1.1619899421930313
77,107,1.207549377743687
24,34,1.153276122042111
116,10,1.1579593185867583
115,19,1.167077399790287
8,43,1.2259444115417344
15,1,1.1372334150198316
35,43,1.2060019043939454
82,43,1.1845219651503223
4,103,1.1319045381886619
18,70,1.149159997701645
113,107,1.1810276827641897
4,27,1.1516557351819106
22,4,1.151234616126333
12,18,1.2448084008480822
116,25,1.1571439169347286
97,106,1.1811829363661153
0,93,1.1649128002380686
71,45,1.2079587812934602
58,60,1.224761497894568
97,27,1.1518710841025626
18,34,1.1577096528240614
6,12,1.2211768536695413
59,60,1.1857465808945042
109,45,1.1732994631997176
18,71,1.1665829750044006
81,61,1.158616537494319
116,17,1.1585493513516016
22,8,1.1506800563739878
4,11,1.1481012792459555
22,6,1.1754028648138046
103,99,1.224082065480096
91,107,1.1943715931847692
109,43,1.1938422008284502
42,22,1.1516529587762696
82,40,1.1439632246536868
52,62,1.180736525782517
88,108,1.15073938029153
4,58,1.1214999334354485
115,78,1.1969783870237214
75,70,1.1705962508650762
18,51,1.1641925647854805
64,36,1.1491774480257715
13,43,1.2069387063384056
79,106,1.2038965209254198
18,17,1.1608232972877366
47,43,1.2441994288404072
46,36,1.1742282041481562
116,101,1.1366107293537684
81,34,1.1531274398522717
18,78,1.1958304015653474
22,34,1.15352902295334
52,78,1.1953219209930726
20,46,1.2585627186511243
42,25,1.1662248628480094
51,99,1.194065303674766
45,107,1.2003861969070775
60,110,1.2078191016667656
88,90,1.1609961661909307
115,77,1.1581119203141756
35,52,1.191155540091651
59,52,1.1797598518564232
103,79,1.1738002646182264
4,66,1.1482476810259479
109,26,1.1520909810704845
115,26,1.160340299031564
71,18,1.2498245742172003
42,46,1.2076911217133914
6,60,1.203223385981151
64,10,1.1644779816269875
58,110,1.2362929774182183
75,28,1.1689168297286545
40,110,1.2047884284651704
104,99,1.2015247148062502
99,34,1.1525058522820473
5,99,1.2454891007925784
27,61,1.1645458659955434
118,18,1.2518417362256773
58,62,1.223503143925752
120,18,1.2087420225143433
80,12,1.2313934668366397
79,110,1.2215048255664962
59,77,1.153257998504809
109,110,1.1910859080297607
54,45,1.1764829701610975
104,12,1.1776950686637844
116,93,1.1726776768586464
22,14,1.1696243866213731
88,37,1.1577733403870039
7,3,1.1275692880153656
81,83,1.1610124451773507
59,79,1.1532707549631596
115,106,1.178633218098964
104,4,1.1485426222373332
38,4,1.1576347202062607
83,12,1.1578347693596567
91,34,1.1670562358839172
116,26,1.1562515555747919
107,36,1.1896241810172796
22,38,1.1564913288291012
91,104,1.1584575873400484
22,28,1.1648238556725639
82,17,1.147546807570117
91,101,1.1490860472300224
24,90,1.1569299277450358
60,70,1.1567119152418204
115,8,1.1581487985593932
42,10,1.1620643734931946
115,98,1.1488130954759461
38,82,1.1637235400932175
91,26,1.1660803849143642
58,106,1.2137565638071723
14,60,1.1852320677467756
111,99,1.254774714687041
83,52,1.1740912131166883
37,97,1.1569833707596575
22,13,1.1535549791795867
42,77,1.1573903262615204
37,107,1.1732986675841468
88,7,1.159941654652357
9,45,1.175353562725442
25,74,1.149878392062549
82,46,1.1906267644039221
4,36,1.1290936688227313
91,98,1.15330677905253
15,45,1.1949876442751182
82,34,1.153022587299347
23,110,1.2187100555747747
67,60,1.194497792848519
91,103,1.1531456687620707
13,27,1.1648711849536215
115,14,1.1780366290892874
38,31,1.1503754524247987
42,62,1.1875366057668413
22,31,1.1422161744641406
71,12,1.220536703509944
39,16,1.2165736625237125
22,106,1.1700045892170496
0,82,1.1366471972848688
99,8,1.1467803248337336
116,34,1.1558900959789753
4,56,1.140366047088589
79,36,1.1808476011667932
97,46,1.2026962371809142
4,107,1.166863747207182
50,16,1.2185672473694598
51,98,1.140980024422918
35,46,1.2161011642643385
38,40,1.165629940373557
81,45,1.1616074849984475
116,24,1.1603595220616885
10,74,1.1349646930715866
59,48,1.1488701062543052
100,60,1.190968459205968
79,14,1.1889473907649517
88,10,1.1602618513362748
91,82,1.1676859797111578
103,110,1.2172932028770447
60,60,1.1930827924183436
100,62,1.1787070014647074
38,25,1.162688413368804
27,40,1.1593496198100703
83,88,1.1831424015441112
30,18,1.23343642508345
18,60,1.1928199516343219
83,19,1.155690352831568
37,40,1.149294055466141
115,25,1.1626956649124622
81,82,1.1533522829413414
14,12,1.1991612570626395
79,94,1.1998725671853339
116,85,1.157177438693387
78,28,1.163722743147186
37,101,1.130048736131617
89,25,1.1591988535864013
59,30,1.1528381215674537
81,104,1.1435615782226836
79,45,1.2087111845612526
81,90,1.1547979771026544
64,40,1.1638440958091192
100,58,1.1389623172581196
95,18,1.2622102004076754
120,8,1.1514162038053786
115,79,1.1628145016729832
120,106,1.1770846162523543
54,12,1.186016146093607
89,26,1.160761805517333
40,99,1.2069564063900284
104,27,1.156833218144519
64,81,1.1748295617955071
120,37,1.127202638557979
18,21,1.1622112574321883
88,40,1.1610856069517987
88,94,1.1622859963348933
37,34,1.1421654256326812
85,99,1.218870468703764
46,80,1.168729091329234
71,110,1.2263223459678037
18,109,1.1555634140968323
107,18,1.2612085635108607
81,63,1.1560976100819451
15,18,1.2327288558174456
19,18,1.2562074294047696
87,59,1.120930371007749
91,88,1.2016158157161303
103,34,1.1804933526686259
81,111,1.1449163284684931
83,98,1.135757150660668
42,71,1.1699551492929459
81,56,1.148629312536546
27,82,1.157876348921231
109,9,1.1389031897165947
97,17,1.1572624881352698
38,28,1.1732637190393038
24,88,1.1885355354419775
75,19,1.1583447798288293
27,111,1.1507777848414011
53,62,1.2316608810797334
23,18,1.2419721433626754
115,70,1.1520151538508279
4,25,1.1425923079784428
85,43,1.2109138021644736
115,60,1.1958148692335402
89,27,1.1654587153877531
13,36,1.1628322303295135
22,88,1.187144944710391
81,58,1.1303913199475832
85,94,1.1796360489513193
83,65,1.1884370220026799
100,36,1.1491242466228349
37,36,1.1314701230398245
58,46,1.2479895922754491
24,80,1.1530083183731352
59,34,1.150312957220844
24,29,1.1723188140562602
58,43,1.2395768487559897
24,97,1.1665635598557336
64,28,1.1721666284969874
52,98,1.1367320183531515
106,18,1.263124228189034
67,110,1.2207054543708051
51,61,1.1652235867721694
116,6,1.1761687227657862
99,28,1.1553990904773985
99,101,1.1362261990351337
88,35,1.1881338261467005
109,60,1.1844840166824204
88,8,1.1556481319878782
27,78,1.1958155067903655
116,94,1.1607497462204523
18,98,1.145166739821434
76,52,1.191497482093317
23,62,1.208383604085871
112,93,1.2100612563746316
85,110,1.2067306161459004
22,47,1.1566089756254638
0,97,1.1530203633010387
88,78,1.195138945643391
8,99,1.2284819606159414
27,45,1.1690430215426855
88,48,1.1505382736878735
24,106,1.1699460808719908
113,12,1.1696294083126955
38,27,1.169336634022849
82,83,1.1547144055366516
52,77,1.144246474706701
115,41,1.1701890634638923
82,99,1.1949952148965426
38,111,1.1558550457869257
99,75,1.1479550078511238
20,45,1.2244286412107093
51,82,1.1532174785222327
83,44,1.1453434686575616
54,99,1.2035906921539987
22,98,1.1413882334849663
87,107,1.2247117481061391
38,80,1.15895692471947
100,45,1.1694884608898843
59,12,1.1620908714830875
81,44,1.1469116152397223
38,84,1.1688086496932166
38,38,1.1633260718413763
18,23,1.1551253476313181
42,3,1.1518029017107827
51,97,1.1663305940372604
59,98,1.1406059941010815
79,25,1.1785838822168964
83,61,1.1585356539913587
38,41,1.16886405646801
51,106,1.1745093991713864
99,60,1.1799033763153213
27,29,1.1740463902907712
42,109,1.1587661132216454
115,33,1.161547050412212
47,107,1.2217370753309555
96,62,1.2237344601058535
24,3,1.1439429963273662
85,52,1.1963044661762459
15,43,1.2212771943637304
88,19,1.1645028974328722
83,70,1.1401654439313071
37,26,1.144532417080232
89,93,1.1762478508587395
0,43,1.1833300366997719
85,45,1.19236779133124
112,43,1.237072966992855
38,33,1.1606323750955718
88,103,1.1460618786513805
81,66,1.1561437845230103
115,40,1.1635306528104203
91,65,1.2054624110460281
15,107,1.2024777784411396
38,6,1.1820407509803772
105,46,1.2127682673079627
18,25,1.1589627180780684
35,45,1.1885967243994986
113,46,1.191222710268838
104,17,1.1585693725251727
113,17,1.1573602280446462
64,41,1.1699018297450883
64,96,1.171638336032629
85,101,1.1589983986424548
86,110,1.2295597307384014
79,93,1.206202860256391
116,22,1.1436769046953745
54,106,1.1822997528527464
13,12,1.1943113037518092
83,94,1.1526220430220877
90,43,1.2427050340920687
81,37,1.1509479875011104
18,95,1.1745561818991388
116,84,1.1623483310852731
99,94,1.1577770709991455
59,101,1.131064603903464
0,111,1.1292527818254061
99,108,1.135867484978267
64,79,1.163817082132612
117,18,1.2372093791408199
88,45,1.1660089838717664
91,108,1.1599249440644468
52,101,1.1419181920895685
79,88,1.2143032614673888
24,78,1.1916223168373108
22,56,1.1506800007607256
82,108,1.1310699385191714
38,29,1.181970726698637
22,70,1.145987194031477
99,22,1.1319293369139944
88,101,1.139738337336374
116,65,1.1929808437292064
38,105,1.1623896179454667
4,60,1.177671208711607
70,107,1.2022735268941946
79,98,1.1675963694495815
24,25,1.1547059368874346
13,70,1.1589913400156158
46,88,1.2035391245569502
116,27,1.163011715880462
9,52,1.1911586541682482
91,21,1.1705945394933224
88,106,1.1749323175089168
22,93,1.1748280204566461
58,52,1.217562012374401
35,65,1.1906921533601624
27,36,1.1494949598397528
71,65,1.189688200397151
82,98,1.1350969672203064
37,8,1.1413300287510668
51,94,1.15762176577534
115,104,1.1530043897884232
113,106,1.1736648972811443
79,60,1.214139046413558
35,62,1.1932245248130389
83,25,1.1499665270426445
64,98,1.1498779196824347
88,82,1.1589300544666392
91,80,1.1654599851795606
58,98,1.1741343882001405
40,62,1.191325404714527
91,5,1.1675051892442363
76,18,1.2532319803056973
22,71,1.1623574878488268
81,25,1.152837029525212
91,44,1.1615551566439015
99,40,1.1496566225375449
42,13,1.159862648163523
25,50,1.2256022665117468
54,17,1.169620083378894
4,108,1.1368255615234375
14,99,1.214459974850927
54,65,1.1914549501878875
14,27,1.1539660042950086
20,99,1.2483005108577865
0,4,1.1381491156561034
27,101,1.1412124197397913
92,99,1.2521107782210623
99,97,1.1603403740695544
64,27,1.1714789037193571
38,15,1.1655152184622628
58,12,1.2259091402270965
8,110,1.219263605773449
47,12,1.2303361082449555
52,104,1.1400231306574173
15,12,1.2085543466465813
27,1,1.1439653507300787
89,45,1.1685212831944227
22,59,1.1402399007763182
42,16,1.1886759964483125
38,104,1.1524140664509364
51,31,1.141526305249759
18,15,1.1622374983770507
4,15,1.1489798671432905
60,46,1.2206199908895152
103,70,1.1647189216954368
37,50,1.1479265035263129
65,43,1.2479729785450868
88,88,1.1915506225611483
60,98,1.1428669983787196
79,65,1.2128690592944622
13,88,1.1993893118841308
81,97,1.164990367633956
27,112,1.1645238889115197
48,12,1.225003101729921
59,72,1.1616834593670708
38,65,1.2005493779267584
104,8,1.15133058066879
91,91,1.1641291108514582
91,93,1.1874904265361172
91,58,1.1471033708325453
81,53,1.162732264825276
25,110,1.2344948670693807
82,37,1.1396361121109553
18,56,1.1542844719120435
13,79,1.1682988016733102
104,50,1.171884716488421
24,6,1.1755050825221198
112,82,1.173873887530395
89,17,1.1612377847943987
81,106,1.169611246724214
6,17,1.1894735765776463
38,69,1.1734170040913992
38,78,1.197985970548221
52,56,1.14638550100582
22,42,1.1581970804503985
38,90,1.1662801333836146
91,70,1.1609613661255156
22,19,1.1608771846762724
114,50,1.2337503470480442
7,99,1.2323114589921065
102,17,1.194643228447863
22,52,1.184388218447566
15,97,1.160263214576324
9,16,1.1888729259371758
38,76,1.1723281751785959
69,99,1.251819159835577
20,43,1.2488139194569416
115,6,1.1830520597951752
81,103,1.1393084589924132
88,6,1.179220219275781
40,79,1.1639913081058435
88,1,1.145325395677771
72,62,1.223481634631753
22,108,1.1467886694840022
97,50,1.1739114980612482
64,4,1.159192408834185
64,1,1.1465710026345082
85,4,1.1592016180178948
59,51,1.1623388518180167
89,50,1.165110414049455
99,58,1.1271920707076788
0,46,1.18583475372621
58,36,1.1933213876826423
42,59,1.1471344993582793
57,94,1.2027140632271767
13,34,1.1745594825063432
88,74,1.148905775908913
38,108,1.155056425503322
6,18,1.2498166161988462
23,99,1.2356807445508562
83,28,1.160971681454352
114,99,1.2533388526311942
37,110,1.1751329457121236
22,101,1.1354456678631581
89,9,1.1573008298873901
6,99,1.2413205839693546
4,93,1.1630556698822017
30,99,1.2221749354419964
42,88,1.2011539922761065
88,26,1.1581447582159723
107,73,1.1804360294980663
13,82,1.1623853695179736
0,73,1.1600406499845641
47,40,1.1773020215332508
74,66,1.1620326608951603
18,47,1.159410489456994
4,34,1.14170005149208
7,52,1.1875542354370867
24,31,1.1413064721439565
6,92,1.1490963106708867
46,65,1.2012851004089629
24,10,1.1557173590574945
99,73,1.1774751831378256
88,41,1.1660647935100965
97,88,1.1819194560604436
22,94,1.1578158693654197
83,48,1.1431991585663386
105,40,1.161514571202653
105,50,1.1844259415354048
100,88,1.188572645187378
85,62,1.1958148362381118
18,107,1.184590118271964
99,81,1.1564678336892809
18,44,1.1532977457557405
40,93,1.1729817651212215
58,8,1.1887960971466132
