ShipmentOrigin,ShipperPanjivaID,dist
18,4143,0.7846425010689667
18,4572,0.8645636194518634
18,2286,1.0222039297223091
18,4033,0.8645060477512223
18,3840,0.8137651607394218
18,3181,0.8167207762598991
18,6844,0.7588299081793853
18,3818,0.9790027725643345
18,113,0.8985668899757522
18,2161,0.8270759114197322
18,6053,0.8084062305944306
18,1464,0.988286956612553
18,952,0.932263122605426
18,4620,1.0065286585262843
18,6676,1.0160701949415463
18,2345,0.9154440615592259
18,4824,0.9492176191083023
18,6045,0.877977600853358
18,1646,1.111400215620441
18,6192,0.7957808747887611
18,6177,0.9814095731292453
18,2229,0.9484588588987078
18,2107,1.0712471966232573
18,1013,0.9465606460081679
18,3990,0.9017840134246009
18,6871,0.6896781423129141
18,2185,0.7726758351283414
18,6832,0.925779619387218
18,4704,0.829436434166772
18,2001,0.7557451980454581
18,3807,0.8607178923806974
18,3576,0.7420753480068275
18,3939,1.078017218570624
18,2405,0.896208953378456
18,3072,0.844016256076949
18,4289,0.8626293889912111
18,6160,1.109251128775733
18,5309,0.890642523765564
18,4044,1.0822017658501863
18,2252,0.8456089459359646
18,3770,0.9252680683774608
18,6806,1.010938850896699
18,6084,0.9539081027531731
18,5895,0.8571080129061427
18,1311,0.8563242219388485
18,6652,0.8148952993963446
18,1282,0.8043254898594958
18,2074,0.8868280106856089
18,1218,0.91711940217231
110,6069,0.9448492846318653
18,968,0.8843257533652442
18,3663,0.9252871317522866
18,1946,0.8940016116414752
18,6873,0.8728195962363056
14,5332,0.8097534070589713
18,4958,0.980270694824867
18,5616,0.9119846405727523
18,5206,0.9173762649297714
18,4228,0.9170630999973842
18,3210,0.9106688511424831
18,5676,0.8361851519771984
18,1019,1.1127124992864472
18,6278,1.1100609986377614
18,1340,0.9288876720571092
18,5841,0.9685398872409549
18,6205,1.0260304974924241
18,3991,0.8906713090837002
18,5307,1.0511691242988621
18,5719,0.7953602174030883
18,701,0.7819640221340316
18,5088,1.0152451366718327
18,3048,0.8904384183032172
18,3443,0.8975154033729008
18,3553,0.978884226576026
18,4122,0.9694290523018155
18,6395,1.1039327107635992
18,653,0.818292143621615
18,3938,1.061840035021305
18,6891,0.8466153489425778
18,4912,1.0429969600268774
12,4283,1.0050435444074017
18,6662,0.9171789629118783
18,6135,0.9319296963512897
18,2063,0.7640902442591531
18,2282,0.9104768117623669
18,3066,0.9093861909849303
18,2306,0.955052242747375
18,3195,0.874777540564537
18,3017,0.9862206380016038
107,3485,0.8928192875214985
18,6077,0.9948931698288236
61,5305,0.9089720887797219
62,244,0.9839841223188809
50,703,0.82037353515625
50,747,0.9536546076248799
99,160,0.9478718553270612
18,607,0.8217570768403155
18,1960,1.0114982869209987
18,6211,0.8622428966420037
18,863,0.95219508345638
18,3110,0.7706138869481427
18,6898,0.7304285934993199
110,1003,0.8486478456429073
18,6248,0.8040076653872218
18,6840,0.7796496642487389
18,6497,1.0220204283084189
18,4255,0.8854250758886337
18,1049,0.8644924915861338
18,2258,0.808843334870679
18,3728,0.7847969542656626
110,835,0.8698877798659461
43,6553,1.0391387077314513
18,3669,1.053599032440356
18,3589,0.8031113642667022
18,3056,0.8323792815208435
18,5007,0.7875525062637669
18,236,0.9797836744359562
12,6665,0.8221143375683043
18,4050,0.8250056909663337
65,6926,0.9779496235506875
59,3972,0.8748250313635383
18,3327,0.8271866690899644
18,6847,0.7264981365629605
18,1196,0.75871527833598
4,5155,0.8191190310088652
18,6410,0.8975015452929905
110,3321,0.850403326430491
18,4335,0.9009782935359648
18,4576,0.9218644538694727
110,4307,0.9103715451700347
12,473,1.0284377167533552
18,3303,1.0528431811503
18,2362,0.8646038612350821
18,4928,0.8530830799468926
18,5843,0.697241729923657
18,6600,0.8669491825858131
18,6534,0.8865554606808084
18,4147,0.8151563107967377
18,6362,0.8561206332274846
18,5775,0.8838619334357125
18,1603,0.8381394781172276
62,1009,0.7940250379698617
18,3190,0.9406538357392752
18,6447,0.7815748224300998
110,6017,0.8691565234746251
18,3326,0.9185994459050042
18,2163,0.7482674547604152
18,3172,0.8675087450870446
18,5046,0.9447890451244477
18,2194,0.9001360288155931
17,3629,0.8181210963521153
43,6568,0.9914121979049274
18,1372,0.935198714690549
110,5265,0.8630551319303257
18,3153,0.9726692714861461
18,1660,0.8303431067615747
18,2147,0.9818704664108476
18,1933,0.7374992317387036
62,6067,0.811521902680397
18,5592,0.8993810548314026
60,891,0.8911899365484715
18,799,0.9161722755857876
36,2604,0.9630387788638473
18,5613,0.7349983369931579
18,4855,0.7521981793854918
45,6352,0.8019723961395877
50,1825,0.8863713193152633
79,3362,0.9631243348121643
18,2281,0.8566042929887772
43,6896,0.8122598166976657
62,4404,0.7484809373106275
80,4107,0.9411970313106265
12,5504,0.9326327911445073
45,6004,0.9669100259031568
93,3272,0.9394047143203872
50,3825,0.7891334508146558
12,4263,1.1398869449538844
110,1067,0.8125667779573372
43,6201,0.8795665938939367
107,2213,0.8365740329027176
83,5561,0.8421932991061892
110,450,0.821986334664481
110,1354,0.9980434232524463
43,2539,0.9984017834067345
46,581,0.8260386305462036
43,6472,1.0142826970134462
99,311,0.9666597350899663
110,6551,0.8180194475821086
46,1254,0.9286765317831721
50,1712,0.9679488403988736
107,2201,0.7412820266825813
43,356,0.9160951072616237
16,6310,0.8201679087110928
43,2622,0.7986684861992087
110,1698,0.8402542687420335
16,4501,0.8305912270609822
12,2924,0.811702413218362
110,6335,1.0084327166633946
50,1896,0.8215875648560801
99,1391,0.8994179974044008
110,994,0.8889578772442681
25,5358,0.8823228497058153
50,6920,0.7533101205314908
107,2032,0.9719037626470838
110,1171,0.9006547265286956
66,3136,0.994683746780668
46,259,0.7549790420702526
35,604,0.9244989220585141
56,6690,0.8192047370331628
18,1060,0.8016355942402568
46,4447,0.9850130887436015
99,3343,0.8745756569717612
50,6915,0.7753878588389073
110,2749,0.975244981369802
12,5558,0.8782573140093258
107,4067,1.0576980434291596
50,1716,0.6566777327763182
8,2638,0.859499062278441
110,1446,0.8758719872151103
43,5239,0.7734055487256098
1,2835,0.8995881352041449
18,5830,0.8629354036280087
107,5464,0.9322659948042461
58,350,0.9296012579330376
90,3917,0.963909633989845
52,644,0.9250636122056416
43,706,0.7931878007948399
18,3707,0.9753954110201448
45,1307,0.8714752388851983
18,3506,0.9986195883580616
50,6694,0.8905996020351138
18,5723,0.9453641974500248
107,6925,0.897678576942001
93,851,0.7667624290500369
83,3276,1.0662401499492782
26,2846,0.9459134957620076
18,2004,0.7666182283844266
18,4570,0.9766390414110252
43,736,0.8936876228877476
50,1796,0.9588519169815949
36,6327,0.9248924436313766
12,5582,0.9087891711720398
46,1422,0.8995349774403232
18,5632,0.7889117196734462
110,4439,0.8668009415268898
1,6823,0.870468051305839
110,4436,0.856826463714242
18,2422,0.9652417887534414
99,4304,0.9879365158932549
66,4211,1.0986536805118834
78,70,0.828170043017183
46,263,0.8605279356041657
26,4431,0.9122571780213288
18,6909,0.892259248665401
43,3864,0.8766072395124606
43,622,0.970759988646023
17,3838,0.8488699298884187
18,4597,0.9565768358962876
110,5638,0.8069116446588721
110,1700,0.8249874881335667
94,2754,1.0124558303505182
36,579,0.976491819534983
12,4766,0.9911184887002621
40,5241,0.841164908771004
43,4023,0.9304393708173718
43,3283,0.7852455601096153
110,5702,0.9449666392590318
16,664,0.8398113854761634
62,5427,0.9680014042449849
43,5104,1.042054793398295
17,2734,0.79874551402671
110,745,0.8560823498825941
50,1727,0.746124184823462
18,1904,0.747804867369788
71,83,0.8232671267219952
25,3626,1.0763633043638297
79,5254,0.9492047564791781
98,6081,0.9997006308819566
50,211,0.9740127817328487
50,1821,0.8683745052133288
101,1244,1.0443311030311244
99,502,0.8633396859679904
50,5471,0.9660549632140568
18,5614,0.7975656124097961
43,571,1.0252259716923748
82,6318,0.965705252119473
99,2900,0.8804555077637944
50,5625,0.8038776785667453
16,1236,0.8016465487224715
18,6032,0.8760350096438613
101,1589,0.736094029886382
16,4444,0.8554722858326775
62,1902,0.9020431100257805
7,4048,0.9016582816839218
43,4202,0.9320761976497514
83,1007,0.9941494852038366
17,4852,0.7995601879166705
110,4025,0.8481151046497482
62,668,0.8209968251841409
43,764,0.7700102041874614
66,4857,1.109064945685012
79,2994,0.8305930271744728
18,6448,1.0003686089600836
99,2459,0.9625513573576298
62,5711,0.7944272136581796
12,4267,0.917037522287241
43,3943,0.9544669645173209
110,3265,0.9826229134840625
18,6610,0.9077956013913665
110,1601,0.8371665424534253
18,1599,0.8689860392894063
45,5839,0.8215932995080948
30,2625,1.039220389510904
52,3651,1.0067811203854424
26,5087,0.8570083624550274
36,3530,0.9159308791692767
12,4124,0.8097499006294778
12,1947,0.9187852503465754
49,2685,1.1061662403600556
46,2581,1.0075618590095214
50,6917,1.0415121541923977
12,1920,0.8238188084214926
12,3067,0.9639948952410903
79,1637,0.9896270345364299
110,3921,0.7951474514390741
110,4518,0.8973101318946907
18,6798,0.8030872690890517
12,2064,0.9103152541044567
97,6785,0.9774997707988534
110,5822,0.8120513132640294
110,5482,0.827734284635101
70,6030,0.9085714231644358
99,631,0.7868785059877804
18,4927,0.901221518537828
110,1661,0.8264080286026001
70,5493,0.8745216365371432
18,2173,0.8945075449134622
12,1277,0.9007542342213648
62,3131,0.7927133909293583
79,4164,0.8970797647322927
46,1216,0.8234127121312278
101,247,0.8885110300034285
110,4029,0.9832661132594305
18,2971,1.0401314967311919
18,2242,0.7939731904438564
110,5283,0.8575114150132451
50,1805,0.8913491378937449
110,3614,0.8028678164950439
110,319,0.8136280072586877
16,2726,0.9312306472233364
18,1914,0.8087105367864881
46,4763,0.9013405825410571
18,1965,0.8711839390120336
110,6130,0.8435861162309136
110,1606,0.7728503090994698
110,5453,1.0042511188824261
99,4309,0.850956672004291
17,6912,0.8372911081782409
17,2505,1.069773324632219
62,4057,0.9720967338819589
18,425,0.8648898859641382
16,655,0.9197150015139154
18,2077,0.8989086898842028
110,1072,0.7475477212241718
43,6792,0.9106863093163285
12,5552,0.8582418111285993
107,2180,0.7855404775057521
36,2457,0.9559268435197217
46,1362,0.8274380330528531
99,3605,0.9737767396228654
62,697,0.7794237977692059
110,4796,0.8185808094484466
18,3690,0.9698970413633755
110,1570,0.7774434717638152
12,6234,0.8951400784509522
79,401,0.9933286649840218
18,5798,0.9239253814199141
50,6563,1.1076470625453763
12,6500,0.8586435254131045
27,1620,1.158569301877703
18,6171,1.0608019725020443
18,6249,0.8713200291884797
