ConsigneePanjivaID,HSCode,dist
414,90,1.0816037319600582
1430,95,0.9201027649853911
1671,95,1.0138601511716843
3653,67,0.9549299871016826
1444,95,1.059099332828607
4675,95,1.0896456986665726
1853,90,1.0313655475952797
1503,95,1.0773182838623012
1327,95,0.7756900981933411
725,90,1.0443422666617803
2182,93,0.9923815898863333
1100,53,1.0914816144587738
5095,85,0.9185207624520574
2271,92,0.9665471645338195
2831,95,0.9695352305259023
1115,90,0.9024128850017276
5204,67,1.0117079471903188
2046,95,0.9381909029824393
5937,95,0.962421467261655
448,95,0.9224466827831098
1509,95,0.916497993748635
2257,90,1.06482275325938
3647,95,0.9334877718772207
3005,95,1.0966645859714066
764,37,0.8163601511291095
1210,90,1.0139983051589556
1105,95,1.1693915533167976
2059,90,0.9683059347527367
2140,90,0.9696644863912037
1303,93,0.8619692714086601
285,95,1.099965381369527
5880,93,1.1005926568593298
4735,53,1.1064859796315432
5937,90,0.9773945584893227
4464,35,0.8397193396730083
3866,95,0.8744879819984946
3669,90,0.9781181737780571
1015,95,1.0202954901116235
2541,90,0.9486366723264966
3778,98,0.9375927671790123
2546,90,0.9449835496821574
1890,90,0.9706010278397506
330,90,1.063868451331343
1894,59,1.227732155006379
2325,95,0.8737313875130245
5780,90,0.9233010421906199
585,90,0.9773569979837963
1650,95,0.8823617872382913
3638,67,0.9771642120821136
4494,57,0.9958134495786258
3005,90,1.1049421512122666
1205,67,1.0718289835910713
4309,95,1.075990038391735
589,95,0.9958323651392545
1501,95,1.0205980400953973
1400,90,0.8692621923317867
1560,90,1.015607395076326
2248,95,0.9819853948429227
4402,45,1.1760222760162182
5684,94,1.1195442570107323
2578,93,0.9866927596075195
3633,90,0.9147342531941831
691,95,1.0407242732388633
794,93,0.8287598724876132
1339,95,1.0139578117855959
1170,93,0.9474686147711638
2341,95,0.8876370063849858
1951,42,1.1264171132019587
4884,95,1.0995193357978548
5207,95,0.9893477410078049
3310,57,1.116529984133584
4789,95,0.8791018291376531
1027,42,1.018678069114685
2574,37,0.9718606291072709
1232,90,0.9435921319361243
2724,90,0.9683750207935061
2715,67,0.8902860124196325
1865,95,1.0350922507100873
1876,53,1.0156948758023125
1662,90,1.0415897819080524
253,65,0.9249935703618186
850,93,0.8812337743916682
255,34,1.0132812336087227
2140,95,0.971195654145309
4526,93,0.9699599880592099
2353,90,0.8252289899225745
4142,95,0.8741733355647219
1160,90,1.047117494046688
