PortOfLading,ShipmentDestination,dist
133,103,1.105192338249513
217,81,1.0900508718831199
125,27,1.0767467359879188
12,88,1.0406564506036895
224,58,1.079130060704691
128,111,1.0790897426860673
155,4,0.9923282020858356
215,91,1.0323630880032266
236,116,1.0578307642468385
110,37,1.0283224345850093
55,22,1.0127840574298586
174,100,1.0785401399646486
76,59,1.0590333648558174
240,97,1.0713702913905894
48,83,1.0193600542843342
247,4,1.0543737874499388
127,51,1.0854094031133823
233,18,1.0534872966153281
158,9,1.0373394350920404
83,18,1.0326126622302192
186,25,1.0025698872549194
158,15,1.0850444095475333
26,9,1.0766716918775014
246,46,1.0995629456426417
148,22,1.0212209006505353
79,88,1.0818233261150974
235,89,1.0941411602709974
54,14,1.1438418493739195
210,4,1.0267411305436067
240,81,1.04971784326647
245,23,1.146264876571617
248,67,1.1586767018639617
217,83,1.0848845349890845
120,91,1.0329648205744368
111,83,1.0278684001948153
144,52,1.055850158445537
125,81,1.0863310521734613
196,22,1.0267765330416816
244,38,0.999518660562379
232,42,1.0540303175470658
202,4,1.0449687849198068
205,22,1.007163875337158
78,18,1.0850133001804352
133,83,1.0554886380476611
215,71,1.0288883013916867
184,39,1.0060970860400371
129,0,1.0927729305944271
149,83,1.0543944854289293
66,50,0.9876206832871374
21,81,1.068999414199165
205,51,1.0285900559808527
33,91,1.0035121057714735
100,64,1.0144353390538268
97,100,1.052401289343834
190,46,1.0667273008397646
217,116,1.0813197733036108
219,67,1.1621664497070014
115,112,1.0893489244793142
222,10,1.1744386575051717
223,79,1.0696967071188348
245,103,1.1283836178481579
124,113,1.0690571234694548
79,24,1.0736258189593042
245,58,1.0981038348483187
230,18,1.045249312883243
115,100,1.0813994535378046
77,0,1.042442758035447
48,79,1.0594475027506374
222,100,1.09948271486376
54,13,1.114164703924741
125,79,1.085994744008141
71,81,1.0394972848838993
185,37,1.0547817022140538
162,88,1.0537686672593867
238,85,1.1019159007285322
173,38,1.0177675278059073
246,30,1.1421505533092255
69,4,1.0479713593210493
133,22,1.0493692927328604
246,109,1.1183693808104311
80,54,1.0566083610590016
10,14,1.09760670603386
240,79,1.072968733363918
170,37,1.0657218704000115
189,78,0.999946529045701
135,37,1.0312150599701064
126,79,1.0822602066078357
94,59,1.0468891459916319
158,79,1.061474518551092
69,109,1.0924290652785982
196,64,1.0067531248288495
147,91,1.0757563523948193
48,100,1.0384265439850944
246,95,1.1730280151324612
238,60,1.1115252753453595
26,22,1.068400685276304
247,81,1.0827464977545398
244,4,0.9928072348536391
216,22,1.0379075184464455
133,79,1.0945352923258074
33,120,1.0644858117614473
10,54,1.0584873903010572
126,89,1.0620660627526897
127,40,1.1294804968472039
149,120,1.0782820440030523
5,18,1.0308738271040576
216,24,1.0489241507436549
202,91,1.0357664097100496
240,88,1.0447055198518294
97,88,1.0468484228476882
178,91,1.0445354612810271
111,37,1.0210425342832292
216,18,1.040909041251455
127,85,1.1056961081922054
188,46,1.042838906337108
245,71,1.104686093915786
170,107,1.164526625004198
219,15,1.1612192476168275
219,19,1.1715163295822484
224,4,1.0667871672360758
124,22,1.06934451471482
33,87,1.1047088059463672
233,42,1.0526642529293895
100,27,1.0560772642493248
36,97,1.0819591863879137
149,38,1.0533242230968816
108,75,1.0428066780524594
232,53,1.1332003729684013
56,4,1.0047616841537612
248,23,1.161518075503409
128,116,1.058231899248702
59,83,1.0318039799375194
48,13,1.0483425653406553
41,85,1.051172326718058
111,100,1.0420326675687517
113,112,1.0296699617590224
222,58,1.110096876825472
138,37,1.0132053643465042
188,24,1.0228089562484197
160,39,1.0208283822451318
138,59,1.0139921131942953
167,37,1.050548100045749
81,24,1.0332013312061983
77,88,1.0423448039218783
167,81,1.0644673188882214
115,109,1.1093371388103281
144,59,1.024607146957091
110,24,1.0339232282713056
105,64,1.0203283482364245
205,52,1.0405689887702465
232,82,1.0354197387184416
238,8,1.1300494074821472
248,106,1.17173316622419
127,103,1.1196752392819949
67,51,1.0370222918157066
140,116,1.0860531294518816
238,35,1.1031588919992958
80,88,1.061217996025724
246,97,1.1092935310942786
245,67,1.1446669355043144
240,51,1.0453891738184862
10,82,1.0285087104088493
114,113,1.0925884869481837
221,76,1.0830184601779496
222,23,1.1652102944042002
115,85,1.104810400732926
229,22,1.0847497074199575
12,18,1.0305441649896758
44,64,1.0217689688683353
115,30,1.1354726028429079
104,83,1.0617238006421499
89,59,1.0071226741586412
18,22,1.0099404379725456
224,24,1.0761821986442166
197,27,1.0334094954388482
122,18,1.0304468486990248
167,113,1.0623011977544852
205,82,1.011116764907326
51,52,1.0099078007042408
215,42,1.0470351470368249
113,87,1.0662166536785662
220,113,1.0492701424019677
27,38,1.0669625369565827
122,100,1.0378701253128904
6,38,1.0181696345763547
27,51,1.0508100166916847
9,59,1.0472066572734289
89,116,1.0169195090420544
188,38,1.0137043808187758
174,38,1.059666140803269
225,38,1.0205787707652365
153,42,0.9985529453094516
5,51,1.0462702861321824
131,116,1.0441170340969361
86,38,1.0523797757923603
54,58,1.115478155868394
230,38,1.0458079821297102
127,109,1.1077349430748396
205,79,1.0504193311291081
224,51,1.0899556566561972
232,59,1.036101153918675
127,100,1.079757442963975
63,91,1.0783407842474324
36,47,1.1047837398946285
