PortOfLading,ShipmentDestination,dist
167,99,1.0615481844704067
248,118,1.179917933685439
222,96,1.1749208399227686
208,64,0.9944589473307133
153,24,1.0050527357629366
236,85,1.0804492895092284
79,38,1.069074124097824
124,54,1.0627110161419426
26,91,1.0617383111800467
129,64,1.0693093509014164
136,88,1.0369047852499145
54,104,1.118513582673456
125,116,1.0803517898810762
29,15,1.1390943306365184
170,13,1.0911282364145987
122,103,1.0549872272780962
41,38,1.0176373358283723
115,35,1.1096951120666094
59,104,1.058446109028799
213,113,1.048343582877091
5,38,1.027662399091891
79,99,1.0932507467057024
144,18,1.0313908255525999
149,91,1.0418483944875854
222,86,1.184133557336671
54,79,1.1239680315900062
224,54,1.0872859039476939
235,54,1.0906348696111567
10,13,1.0705633847641625
89,83,1.0087338093768008
248,90,1.1795363793415683
1,22,1.046834767396961
138,24,1.0253685585090093
95,18,1.0168747834063
74,18,1.0073756886912244
108,99,1.042261581402272
99,64,1.0191685195480074
77,24,1.0435249730944633
51,6,0.9906393544681903
111,88,1.037257758634431
165,4,1.0218242966969098
41,18,1.0241078298006738
54,35,1.132787365200264
93,97,1.0875407526535648
78,91,1.0720915299441134
26,0,1.0933567902871542
18,38,1.0195308870502882
219,117,1.1580024562509996
223,22,1.0626680936132158
228,116,1.0686160331325871
217,18,1.074034989944526
63,24,1.0914780321763828
127,46,1.0895378962159157
122,113,1.0344188419237201
81,38,1.030318793441568
222,53,1.1843413338065147
122,22,1.0263515098818712
119,24,1.0092024149905359
141,99,1.0360364804842643
217,88,1.0831843614578247
245,89,1.0819505836282457
100,38,1.0394495382372821
144,58,1.0542269360739738
113,70,1.0725050117554409
211,116,1.0459881905200226
106,89,1.0650618176109024
144,88,1.043383871338197
205,13,1.0385067505495889
224,18,1.0723941348759192
170,46,1.0873664127596254
9,116,1.053381025258984
26,83,1.0781892846737589
127,58,1.0899045020341873
97,4,1.029194412886032
48,27,1.0327256124998843
91,18,1.0554342811395014
54,51,1.0984474596168314
202,113,1.0582065382041037
196,42,1.0333725985671793
224,113,1.0878971282924925
150,18,1.0220708176493645
113,81,1.0559213587215968
106,9,1.052837714020695
133,58,1.0824769942888193
165,38,1.0166074511195933
105,97,1.0486450453421898
246,13,1.1045937620635544
205,58,1.0342076340956348
126,40,1.120259452611208
154,91,1.0157821823709778
205,83,1.01401534942644
20,64,1.0261125170758791
54,76,1.184848969270076
215,13,1.0598930222913623
236,83,1.0556644315698318
232,99,1.0562085743461336
165,25,1.031169688861285
213,54,1.046672637973513
96,38,1.0365220847140466
11,81,1.074071730886187
166,45,0.991043681544917
219,20,1.1675734595794762
248,92,1.1802377924323082
170,105,1.1503717783572418
108,64,1.0153668157623283
168,18,1.0422031299177823
185,58,1.0676775313913822
245,8,1.1379327112808824
48,52,1.0483786929398775
93,83,1.0658712078418051
162,58,1.062659748430763
129,91,1.0811743603221007
246,4,1.0706235002726316
208,15,0.9899304714719099
9,27,1.0463238236095225
204,27,1.045052750834397
126,100,1.0694992199007953
111,116,1.0353784231202943
29,113,1.089744688144752
97,37,1.0277806278318167
69,52,1.07370953474726
26,15,1.1367368187223161
248,65,1.1720524414309434
80,9,1.0575291466500079
158,83,1.0375846561842732
130,42,1.01154850050807
232,116,1.047902420695339
115,14,1.1221869537340743
133,13,1.085803414894534
97,51,1.0500916125518935
206,64,1.027135413938335
85,37,1.0420109890401363
70,27,1.0461501176469028
31,99,1.0178712329694204
215,48,1.0633060687354632
33,104,1.0498816831303495
16,91,1.0288907076631273
115,60,1.1156149609014392
65,59,1.095093877187797
236,18,1.0537806046860558
201,115,1.041005036261465
240,91,1.018442790822259
40,88,1.0449982550926507
245,25,1.1517990846186876
154,38,1.0318047925829887
13,83,1.085548012850008
5,82,1.0224065938964486
115,40,1.1331904642283916
211,87,0.9934050525937762
97,104,1.0689447814864772
170,27,1.071835002994963
26,115,1.0704969252858842
80,51,1.066799630011831
126,109,1.0930850841104984
100,97,1.0669443782951151
149,6,1.1061489675194025
109,91,1.028003606413092
55,82,0.9985391018646104
216,82,1.0328172801860742
167,27,1.0554188319614954
162,85,1.0722067799153072
193,22,1.0192884212093694
39,18,1.0288504473865032
215,38,1.0492889444742883
246,79,1.1118352474378688
26,27,1.0830476060509682
104,24,1.0574304344398635
93,81,1.0737107231148653
221,116,1.0765537720705782
97,114,1.1231012252558554
127,7,1.143738126648324
166,38,1.0377688687294722
136,102,0.9887021062895656
48,15,1.099713365414313
235,22,1.083366734773985
246,40,1.1431270672806673
39,22,1.0237990591142858
224,13,1.0877414367028646
127,69,1.1647484840026923
55,35,1.0308994171874863
192,64,1.0095588665987765
68,88,1.074371823907963
79,109,1.1038925440183707
158,35,1.0669559785830123
48,40,1.1002705187669821
61,22,1.0178789890238218
222,72,1.1729911480631148
162,113,1.056200031723295
155,22,0.9923117847314903
166,27,1.044766468661172
219,23,1.167146919561284
122,54,1.0341570478464877
146,81,1.061765795041408
173,81,1.027867145304169
48,85,1.0687281005084515
129,59,1.0811389918838228
134,59,1.0415019220007318
126,51,1.0622917073113578
111,58,1.04657426529697
158,22,1.0256850043577808
100,115,1.0354428517499141
238,97,1.0902066281331437
240,57,1.127115280234388
155,38,0.9994632144059453
49,99,1.0439336097666196
170,6,1.1273779198527336
127,23,1.1472059703831161
69,97,1.0825146026909351
127,114,1.1552078260907106
235,83,1.0922582202724047
242,18,1.0443029238709383
222,37,1.0849233718056763
33,64,0.992982496640512
232,91,1.0316233225166798
127,6,1.125244296022824
83,83,1.0434741415083408
238,30,1.131402355751821
246,0,1.0947403508637632
170,106,1.1590184242065464
246,54,1.0943981409072876
222,42,1.1002766734787397
246,14,1.130300938550915
53,91,1.0227272723402296
116,116,1.0518196553790145
205,107,1.0980796837913138
81,13,1.0320537436221326
147,116,1.0939406231045723
198,47,0.9954911004751921
191,74,1.016252358444035
216,81,1.0582646651725685
159,7,1.0544436060424363
57,6,0.9720933267048427
149,24,1.0614321741408534
133,104,1.0893759100498366
188,22,1.0106010900012083
63,81,1.1033912170678377
135,9,1.0357017027480262
105,105,1.0878445963774408
54,60,1.1389211607830865
125,85,1.0976553671061993
235,59,1.087601704256875
232,79,1.0746076266680444
127,59,1.0549593829948987
97,97,1.0720886854188783
45,116,1.0591016395815782
33,58,1.0410779985998357
77,91,1.0247927334691798
216,4,1.0370876576219286
8,22,1.0052587315440178
9,18,1.0455821555640017
39,115,1.025564856827259
245,105,1.1583887029971396
232,52,1.0639304991013236
70,43,0.9908796377213938
246,51,1.0925237791878837
126,37,1.0542256986456258
173,51,1.0235297283423799
220,9,1.0438065433076449
33,116,1.026381727308035
62,112,1.0443373075021165
125,82,1.054987387465579
167,35,1.0911771096289158
179,64,1.0107194086553395
165,22,1.0146172158420086
135,91,1.0155489705502987
158,13,1.0530448321785246
93,104,1.0896502256925618
248,64,1.0570256848420416
219,98,1.1771484400544847
141,64,1.0163411785449301
97,85,1.0788472326738494
125,37,1.0713198073208332
101,115,1.0279002459719777
170,58,1.0912062257328736
248,99,1.0966866740158625
83,113,1.0347549835486072
216,13,1.0642301392342364
54,30,1.1594450129196048
202,24,1.0535260268620081
126,27,1.0598777854549033
159,79,1.0705774112471513
48,12,1.109057908611638
125,105,1.141645994569574
126,22,1.0483372730336018
138,82,1.015611787193588
227,83,1.0436386803547586
88,18,1.0221952960959502
26,85,1.1046255795019013
170,42,1.0808522570878267
94,99,1.0545241316514355
212,64,1.0123195903641837
1,82,1.039658753999642
125,51,1.0746489981455463
128,13,1.0687747512544905
100,22,1.0367102122732572
69,115,1.0476779980318887
219,8,1.154491590901411
185,79,1.0828721673626984
42,59,1.0387510981942927
21,116,1.0628187194732683
147,81,1.1015914417803288
76,77,1.014703281090728
114,37,1.08476964703628
174,18,1.0621924421616964
59,42,1.0364442569469767
26,100,1.0858538555247443
250,4,1.0332469876323427
48,113,1.0372688391112856
91,99,1.0687747607007623
41,12,1.0581979593262076
246,82,1.0754084677568503
219,71,1.121242217719555
63,88,1.1023972143552132
235,116,1.0931063794663973
40,115,1.0384039471724205
217,115,1.0729106728519713
110,35,1.0280394681862421
15,99,1.014505572617054
48,97,1.0587726819462009
159,109,1.075458677219493
51,18,1.0131815560162067
238,103,1.113926297319787
56,37,1.013892269560269
248,117,1.1542135125824384
114,83,1.0881977411253112
17,22,1.0451172211074404
64,43,1.0062612324420894
185,71,1.0647812401210623
171,64,1.0147841809583562
80,83,1.0582237875621234
222,51,1.0998581207490392
33,97,1.055583041693483
65,103,1.0891228833601676
175,4,1.0308853749717986
113,45,1.033300309841122
97,71,1.0712376243567892
125,113,1.0804579790149416
222,54,1.103456455282867
33,6,1.0751072647316116
238,14,1.1151238343279277
69,113,1.061937524271863
219,31,1.1781298044536794
250,81,1.05089461643781
122,59,1.0290989971586637
188,97,1.0533942668033498
138,35,1.0687363004045827
173,27,1.0305791486586844
114,115,1.0788446079407419
238,98,1.155371299811772
80,97,1.0776983531458038
138,46,1.0431789910154683
172,116,1.0425465198266985
205,42,1.026280840792294
97,25,1.1211060990712471
29,83,1.0907321608226215
135,81,1.041811422511403
54,8,1.1599524257970708
115,8,1.1365945974497922
219,32,1.168566009029746
48,108,1.0937842282333545
240,112,1.0564448769603456
106,83,1.0656099516698825
55,113,1.023565772920847
114,40,1.1454053201845713
29,54,1.094833014799016
170,15,1.1395608309124197
198,83,1.0355827898851462
54,53,1.1932781591479267
191,22,1.02741072380117
128,82,1.0523485615849495
111,52,1.051868461072445
135,97,1.0651369084204947
110,83,1.0384973774531059
103,88,1.0595895006720508
138,0,1.0368533259523767
133,115,1.0486798406179463
140,81,1.0922195329996092
205,81,1.0296740947025163
159,114,1.0507551201486163
193,45,1.009992883673736
128,113,1.0603826312082154
146,88,1.059123279792922
202,82,1.0254761363778795
236,107,1.1085344570102669
7,64,1.013992581250412
241,24,1.0859542457120759
40,18,1.0377408683832203
39,83,1.0338509606995754
115,110,1.1610414836863387
161,88,1.0554524383374624
221,58,1.0621901915541716
111,103,1.0748154121850217
210,64,1.0077126121946745
148,85,1.0422348965491568
248,42,1.0936887031421065
232,37,1.0404474684702498
238,53,1.1593831884009498
140,54,1.0807957678501094
154,83,1.0371831080743246
131,91,1.027262840952192
55,64,0.9932753273418972
170,109,1.1078839932701416
188,35,1.0656904374648417
109,37,1.0413310708744186
40,112,1.018530429274376
119,4,1.0003341010638647
144,105,1.1125770533856536
126,85,1.092035934528602
54,7,1.170936321573598
144,115,1.0288158005901746
205,100,1.0304927501295293
33,0,1.0378782137164049
114,79,1.1121116392314434
79,52,1.0829558627946037
238,120,1.0921932867329036
147,18,1.0908573062292166
180,115,1.0187711007893085
33,27,1.0322422576802117
111,32,1.1027370153793268
127,37,1.065742385174547
203,43,1.010106866380998
190,4,1.0512188832674707
94,45,1.0025625468364783
97,112,1.0569258779287338
246,112,1.0983194432088308
224,91,1.0593397375528835
174,51,1.0777977854013443
146,22,1.0461497608173107
227,24,1.0351198711723555
157,22,1.0189586633018084
79,115,1.0668693107685872
166,64,1.0139554047158785
113,4,1.0363928726541676
165,59,1.0163332873157092
246,103,1.1310972281332528
89,24,1.0138118591691767
125,24,1.0794717052153178
51,64,0.9892772031681878
111,96,1.1132456644305162
162,22,1.0437211051051105
77,97,1.066054838044303
91,42,1.062781612787928
240,22,1.028586337076766
247,0,1.0697801730462484
48,70,1.1123018275414194
18,115,1.014929891696998
14,4,1.027089895946639
26,113,1.0816430119531495
219,99,1.098749959043094
126,35,1.0927353464066982
89,13,1.0238179580441542
133,99,1.0744271278381348
154,9,1.0342008950454848
245,5,1.1527848190494947
76,45,1.0145133409116949
111,51,1.041738745357309
250,89,1.0449477141456944
77,58,1.0535287694739444
63,115,1.087048125054155
154,100,1.0425543713250331
89,88,1.016675891221634
219,42,1.0976829319926245
97,117,1.108631124320839
193,93,1.0254070464122509
117,38,1.053720735013485
245,15,1.144857817013482
48,109,1.0678574142179318
125,83,1.0793384755296367
149,0,1.072238506217088
26,52,1.088927258338247
115,15,1.1402407179453544
62,0,1.0524220479918378
113,82,1.0227937698364258
10,35,1.081569658060159
91,115,1.0483684559751834
86,91,1.0366722675306457
158,82,1.02712255609887
185,54,1.0627947933971882
198,105,1.05112973141617
48,105,1.1106812033270086
62,64,1.041738788996424
135,83,1.032301452143916
5,22,1.0230464615992136
170,85,1.1051896823836225
10,83,1.0561594828031957
10,88,1.0620576908903396
126,72,1.132465263562543
148,81,1.0405559952237777
242,82,1.0126685335167818
111,92,1.1167775520256586
248,112,1.1014662898544754
162,13,1.0679302188966955
80,18,1.054700425959059
34,105,1.101110597141087
178,24,1.0575103690082739
101,38,1.0286076779344253
185,102,1.0924819697226797
153,103,1.0135615185967513
135,46,1.0480652653745242
140,88,1.0853198424779944
186,18,1.0079063604186689
219,7,1.1640759158347334
78,38,1.0808793253132276
174,22,1.0547880924173765
101,22,1.0229059874213167
114,52,1.102777395929609
33,13,1.0453120645667826
180,88,1.0323719909148557
54,12,1.1711560280195303
63,105,1.1411374980317694
245,37,1.0735335733209337
33,35,1.0695630285356725
10,18,1.0515447844352042
247,22,1.0643632470497064
148,120,1.0418123315487589
126,103,1.1033776151016355
222,112,1.1042105752941487
81,113,1.0346219481102057
33,14,1.0868647146437849
127,79,1.100692281366459
216,100,1.0542516261339188
219,33,1.1912404548908984
54,3,1.1931204907596111
129,4,1.083645166163998
181,4,1.0158563176436084
91,109,1.0983013992330857
62,22,1.0596999510058336
32,84,0.9963609884892192
91,91,1.0435218587185122
238,37,1.0590003707579203
9,38,1.0491772216877766
9,42,1.0450280717840152
91,45,1.0983729889350278
228,60,1.0551914511514562
158,116,1.0399575882724352
125,89,1.0805522755752983
41,51,1.030715181359223
126,13,1.0772536671055215
247,18,1.0662543236144952
136,81,1.0379308653729302
230,13,1.058922179043293
236,115,1.0500827613951904
41,114,1.0614378728870568
122,64,1.0073235194597925
223,88,1.0736269322889191
111,64,1.002791229635477
69,54,1.0715284767959798
219,30,1.1553975053663765
79,116,1.0771258909787451
115,51,1.0821807134364332
126,97,1.0809023853923594
101,37,1.0259050742856093
122,91,1.016008919371026
248,15,1.1567249048634298
240,117,1.0994509505107999
12,27,1.0402666346303053
188,27,1.0285019922469343
222,14,1.1417143366665445
170,119,1.167197949652161
91,120,1.0750287608908755
238,117,1.1364972246145564
135,113,1.0438098109194212
219,107,1.1797971890441008
219,53,1.185020244813391
74,13,1.0107329449217235
135,109,1.0673835469476347
91,4,1.0443414240892577
33,25,1.104939813326512
25,83,1.041141716231193
158,58,1.0453111816729819
48,87,1.1148658799273627
84,75,1.0007992817222007
79,7,1.1303975115131055
10,116,1.0597760565578938
43,83,1.0322699725095714
140,67,1.10763169080019
240,37,1.0295913027865546
219,112,1.106267445055502
79,13,1.0915371985839946
238,7,1.1414193529303052
81,18,1.0306549992944514
186,38,1.0077692914887197
201,116,1.048779501712748
41,32,1.0577257350087166
127,82,1.064726465514728
206,99,1.04753343973841
109,59,1.0405596931065832
33,54,1.0389818751386233
106,116,1.0646935680082865
115,105,1.1534008335854327
29,24,1.092298379966191
33,79,1.0573019092636449
104,116,1.0618067240076405
65,13,1.0822033868836505
41,64,0.9924872868827411
59,97,1.0620069761228348
54,111,1.1810762946094786
111,13,1.049715865935598
222,90,1.1838327497243881
170,82,1.0638340900519065
170,20,1.1468918813126427
180,109,1.0327721972550665
188,54,1.0377579129167966
135,88,1.0370302630056227
97,109,1.0809820925018616
125,59,1.0671694637941462
223,81,1.077414661113705
127,42,1.0804293513564127
94,38,1.0447013208509557
124,38,1.07100860029459
127,11,1.1677186962749277
215,24,1.0526382300470556
15,82,0.9864883742162159
114,0,1.0920988794948374
54,67,1.1716965398352062
228,88,1.0718405448964663
54,29,1.1835695377417974
48,82,1.018169553950429
5,85,1.0621289839701993
69,27,1.0586625465324946
249,115,1.0796112404870135
166,4,1.0314511095306702
153,4,0.9951643523361001
119,22,1.001128043447222
222,64,1.062705700950963
224,79,1.096018416008779
69,63,1.142218503951361
230,82,1.0272414950387818
65,115,1.0917708362851823
127,32,1.149144532425063
73,64,1.0187366477080755
133,100,1.0712823356900896
226,83,1.0568023810961418
246,117,1.1470857451536827
1,115,1.043856468051672
127,108,1.134363228455186
109,64,1.0205024741590023
220,91,1.032293095120362
174,9,1.0680810127939497
173,83,1.0192811473139696
127,15,1.1370532983647925
5,59,1.0258107142789024
157,38,1.0303617870169026
80,91,1.0442662287969142
77,59,1.0321996330416627
128,20,1.0683130978473596
111,42,1.0421348417709981
196,82,1.005717466452292
222,17,1.1771450223667281
224,32,1.1161708602947849
52,64,1.0078740287572145
167,46,1.0725022181868553
129,27,1.0943227197442735
127,8,1.1372478841803968
122,112,1.0339930525847845
133,109,1.101398651088987
223,38,1.0700180232524872
79,54,1.0815563420099872
107,91,0.990573351936681
224,52,1.0881459574614252
129,115,1.0887444847862102
70,99,1.0438409889382976
148,64,0.9972504824399948
126,58,1.0725612126822983
80,4,1.0487333121044295
115,103,1.1214370831315006
41,108,1.0452099876212222
51,27,1.0244918734367405
236,100,1.0612080693244934
217,100,1.0852256443883692
93,59,1.0629768978272165
9,115,1.041716088673898
133,45,1.1115518946732794
46,81,1.052883351620819
34,42,1.0649269563811166
222,105,1.1687371390206474
224,64,1.048816844288792
142,45,0.9941305427678994
247,83,1.0753513340439116
240,109,1.0760432002799851
236,4,1.0520212855190039
126,14,1.1017963338111127
79,60,1.104039166189198
91,54,1.0706929386194264
66,44,0.9891227677996669
65,83,1.0949638773288046
236,91,1.0437691157151545
138,109,1.0614365206233092
113,99,1.0531478371205074
188,42,1.0235098361985624
24,37,1.0397304738206523
201,37,1.0392003660506037
115,90,1.1670475900173187
110,88,1.0417638596679484
20,77,0.982628828712872
33,82,1.011277993342706
190,100,1.0727012945072991
55,24,1.023407914276634
230,24,1.0519549346395902
32,51,1.0342736329351152
245,70,1.1577598540378469
135,24,1.0344584758526512
229,100,1.099493530179773
141,59,1.0390914928700243
131,24,1.0423234815576248
198,116,1.0327508050416196
133,37,1.0523876803261893
118,38,1.0162184829158443
131,89,1.046041011710518
68,18,1.0632921430681432
26,54,1.086618249969823
148,89,1.036699393231954
148,0,1.0416671724191733
224,71,1.0842958779207297
156,99,1.051923843100667
241,116,1.0835641915244716
74,103,1.0254307431834084
98,59,1.044075002095529
215,64,1.0197428496820586
69,67,1.127758308945756
188,115,1.010691907789026
246,105,1.1656512240214008
83,88,1.0423743089527957
125,22,1.0677804068795271
185,23,1.1095083912036248
242,59,1.0448171942095672
40,37,1.032132196107081
185,13,1.0789767594209738
35,93,0.9730933303279536
125,7,1.1145983804017305
115,66,1.1602471178131444
178,83,1.0645261150493752
236,60,1.0811814154897417
153,51,1.0129766293934412
95,51,1.0260894359754664
122,4,1.03124448923128
219,90,1.1831648291221686
122,52,1.0408731049724989
41,113,1.0375666543841362
74,14,1.0429735899503743
63,112,1.0654702931642532
249,105,1.1236257957560676
238,23,1.143003228519644
158,100,1.0451658735317844
141,42,1.036276826851203
220,22,1.0438549662274974
111,12,1.1042477954179049
230,22,1.0417016249016993
154,37,1.0331615103142602
133,113,1.0722069535404444
162,9,1.049810138131891
185,89,1.0618125242846352
125,88,1.0818927357904613
79,120,1.0896542284504644
216,30,1.0835016347201807
170,40,1.1344535890966654
97,20,1.118737475148269
219,70,1.1745937800567066
59,24,1.0381887879754816
111,113,1.0462389763976847
108,22,1.0344956727432353
36,64,1.0251369971249784
48,9,1.0325201989284583
238,105,1.1442072301371289
41,6,1.042379064751523
190,9,1.0634528446410383
127,4,1.0567340912031276
249,53,1.0760200188794573
29,38,1.0872736344380038
162,67,1.1080566109823329
246,20,1.1523626472667925
128,54,1.0524575689009257
194,64,1.0144479732428278
55,13,1.0231286361813545
193,36,1.0248177543814694
205,4,1.0008037348410912
127,97,1.1015083965446268
248,7,1.160676784813404
51,115,1.0112604211483682
224,15,1.1188155231731278
127,117,1.1426685361989908
26,99,1.0922359760318483
216,116,1.0507581027756845
41,116,1.030078254107918
205,46,1.041809213480779
127,110,1.1607171552189226
127,5,1.1506659339980356
217,51,1.0843288930399078
74,37,1.0104869585484266
236,13,1.0729611542608057
29,108,1.1331867916243417
198,81,1.0388486864311355
62,27,1.0691957977999533
143,100,1.0782814990463
144,109,1.0787699549192828
48,20,1.1108617269201204
110,115,1.0321932596520387
54,32,1.1748436343457018
139,81,1.0855382843209165
5,24,1.0351530756535274
97,9,1.0473069279853786
126,104,1.0794341864862613
219,34,1.1846889071166515
246,115,1.0744357375161988
127,20,1.1438400223851204
26,79,1.1063846317785127
68,116,1.0688654060608573
22,18,1.0689320527017117
163,18,1.0382610906048544
246,27,1.0856568398220199
9,88,1.0555162725171872
228,9,1.058603018567997
48,72,1.1175646491880928
170,62,1.1613461043951767
29,46,1.0963276028633118
240,58,1.0517320545124156
149,35,1.0978940629533358
205,54,1.0319301262497902
54,41,1.194266359188727
26,25,1.1424905793475253
224,37,1.0672028878969806
60,77,1.0189367744273372
240,52,1.0550085082650185
158,17,1.0942139621932125
115,79,1.1019500174692698
246,53,1.1694425919226237
188,100,1.0353731913492084
153,83,1.010510606358626
131,60,1.0418654127279297
236,56,1.1192844047078065
135,100,1.0424452966877393
162,40,1.0999688186150576
100,24,1.0455023683607578
134,38,1.0394933259646808
142,59,1.0460228568741254
54,101,1.1774356663227081
240,83,1.0376875384577684
93,0,1.0755646949900048
40,83,1.0420587742701173
91,37,1.0565602550549167
149,59,1.0458230030323779
113,27,1.0508250700575965
106,88,1.0681726009185826
222,103,1.1404747915055071
75,79,1.0253831847969974
135,22,1.0237864766802107
224,40,1.1250799553734916
4,108,1.0088635928529714
115,46,1.090295810252428
125,9,1.0752595937145608
29,22,1.080938278564385
133,1,1.1486222653350393
145,42,1.0278001699064458
158,37,1.037340008054993
241,105,1.1676317444736404
31,116,1.0205697417259216
246,37,1.0807005337306432
114,67,1.147044126077422
222,71,1.121266282895314
240,35,1.0851851712380136
89,91,0.9964866232393044
119,54,0.9983888555850301
126,17,1.136499410495162
97,115,1.0296164347257997
29,100,1.097465964300292
163,37,1.0364199980561222
62,38,1.0714492587638753
25,97,1.0403122923203878
114,88,1.0928817109337874
3,83,1.0286391294960464
127,12,1.14315305470622
97,119,1.1346332944397415
236,103,1.089796329382807
100,18,1.0394293816227997
9,64,1.020056395658425
111,59,1.0184316778821605
155,116,1.0063657755298274
1,91,1.0351247329797064
59,113,1.0431396567395754
202,37,1.0458107037203652
113,37,1.0446263067424297
122,116,1.036678496748209
54,42,1.1027565454798085
37,60,1.0382755036864961
40,22,1.0327375697504197
18,13,1.0074713247429048
233,59,1.0600730928459339
138,32,1.0851906084322505
224,59,1.0680434513571007
188,59,1.011901628758226
247,88,1.0794450216926634
1,18,1.0497162421899182
41,37,1.0157511340720313
248,41,1.1843099274805613
161,89,1.0483579860467995
217,59,1.0823332369327545
235,109,1.1110957110234136
247,115,1.0624692285699504
51,91,1.0030106021357434
78,88,1.0942413870777403
115,42,1.0820695697995169
140,85,1.0871077350207738
39,82,1.0054170680897576
131,103,1.0487116181424685
222,67,1.1649182444172246
163,22,1.0344473445521933
18,91,0.999636168259063
33,46,1.044045522010752
158,59,1.0308271305901664
153,113,1.0017574982983726
100,59,1.03868383252328
240,27,1.0473501742152231
144,82,1.0312504885452134
223,9,1.0628262705036573
247,91,1.0549028752637761
222,104,1.1147387852626187
135,85,1.0648682907755886
131,100,1.0413530864420213
1,4,1.0430117323994637
219,26,1.1853527227150542
88,25,1.018449314603848
114,101,1.1525727831758559
170,66,1.1632396839559078
22,113,1.0665015075355768
83,116,1.0409556230796235
245,42,1.0882288761703032
162,97,1.072975774428674
8,82,0.9869138651660511
63,100,1.0967734572477639
15,115,1.0139309708029032
126,59,1.0467745406287057
111,22,1.0212286854428905
91,112,1.061184791049787
67,4,1.0269701600606953
39,99,1.0345518812537193
165,82,1.0072698135461127
245,53,1.166204777679273
217,27,1.0815603019935744
236,20,1.096084851638547
80,59,1.0555626001608158
207,82,1.0335488409868308
128,83,1.05572600503053
74,9,1.0113772074026721
229,81,1.0958447214215994
158,81,1.0473876874893904
49,70,1.018927930987307
231,18,1.0320138614624739
26,120,1.0923700529549802
235,104,1.1037928179970808
29,13,1.1036899270755904
79,89,1.0792623944580555
222,35,1.1295057771993535
9,24,1.053504974315209
30,116,1.0333981165396315
224,35,1.111605352056878
127,67,1.1511120806514685
69,7,1.1307089227650846
139,22,1.0684390890278987
150,115,1.0227637059454406
144,13,1.0593878850340843
114,58,1.105640424149377
190,88,1.058596535984959
154,59,1.030032888453986
134,64,1.01712381201131
51,102,0.9908200589208198
106,24,1.060776783685599
248,34,1.1815475874713488
219,87,1.1755443603864737
128,30,1.064621217016663
236,58,1.060040841145175
93,88,1.071465875953436
25,22,1.0351760323558534
31,59,1.0059578173926897
69,35,1.09599751287273
138,22,1.0168351041419166
80,60,1.077423380953925
121,18,1.0413366369903088
216,15,1.0869699495711498
93,54,1.072580385953188
223,83,1.0743743436677116
217,91,1.063642959509577
126,90,1.1395840996078082
120,18,1.0487367250025272
41,102,1.0542154658053602
220,59,1.0386946432824646
0,79,1.018336353025266
127,53,1.164248430702303
140,109,1.1042168998724915
92,24,1.0325662437826395
148,38,1.0303106313305241
213,99,1.049610721213477
126,53,1.1407804702009474
222,16,1.1784958903278624
180,24,1.0257619823262627
238,25,1.1435737162828445
101,3,1.0212743545749359
146,38,1.0519535171666317
148,99,1.0349228174558707
79,46,1.0852804827902998
5,60,1.0676652323454618
67,24,1.030829757452011
93,13,1.0825555614594902
167,13,1.0776828309254987
118,51,1.0219435510890824
167,83,1.0524866495813643
192,82,1.0097749360970087
233,54,1.0498500897416048
126,54,1.0704734352683383
236,114,1.1036048991871732
223,85,1.070339878089726
42,115,1.0342243992324387
240,114,1.1154600307678006
13,59,1.0855353845150344
238,119,1.1612672326820237
93,18,1.0686331177130342
38,116,1.039605155055012
115,86,1.166522036173514
36,99,1.0653312536222594
207,37,1.06062928800072
10,37,1.0511701160243578
216,91,1.0313505687351738
163,24,1.03863310161978
109,4,1.0395742428622075
54,65,1.1833296897155898
25,75,1.0354177707007952
128,22,1.0564030089548655
97,54,1.055180317589215
54,15,1.1666980339214206
104,82,1.0258783447955335
131,108,1.0196353165166718
135,40,1.0831830836832523
123,38,1.0401327885753875
246,7,1.1520124452986888
207,38,1.0588968808629684
211,108,0.9903983340731689
83,91,1.0236080746565546
126,71,1.0820581787931067
80,34,1.0907805317214556
48,35,1.0758937559356647
111,108,1.087521247166608
190,113,1.0676402194159371
240,60,1.082956310760762
127,107,1.1598963386246137
111,85,1.0682432699416364
114,20,1.1530619910252946
177,38,1.0181361575211798
158,14,1.0787389645619052
127,86,1.1666923841195447
222,40,1.154160698484962
235,101,1.1206464722220386
223,51,1.07489475607872
93,22,1.0619160902819462
219,12,1.1671402538195252
132,82,1.0188914223441057
236,14,1.096435644264732
10,6,1.0687009140716068
245,7,1.1471613773277827
135,67,1.10468045329409
40,64,1.0152703574193376
126,60,1.1000384669085699
65,88,1.0988970228603907
38,89,1.0389620587229729
205,6,1.0679366482155663
170,64,1.0436133438987392
95,81,1.0273655370942183
235,38,1.0872042209708266
31,38,1.012835788407496
102,45,0.9716482657407012
243,55,1.0056073697549957
137,105,1.0862603349877256
22,120,1.033697129360267
131,109,1.0508040744545204
170,3,1.1686069877552134
59,60,1.0809273953948701
83,100,1.0412304044834204
165,81,1.0328304469585419
69,98,1.1448373279667325
238,64,1.0354314409196377
210,24,1.0369655691486384
48,14,1.0930039621889591
231,67,1.0426457468420267
91,24,1.063841485019241
235,18,1.0897298218748932
59,91,1.016019613615104
101,51,1.0357958977775914
124,82,1.0693609642663173
248,120,1.1097248325656568
59,100,1.0470518312816108
139,83,1.0808398420257228
113,55,1.0547051216874803
41,104,1.0524717611925942
119,38,1.0088986562831062
154,4,1.0321404509512442
