PortOfLading,PortOfUnlading,dist
129,8,1.1659730686140912
77,26,1.1900868980613137
223,13,1.148692945284503
107,47,1.1546986028552055
129,53,1.1575763363923346
148,28,1.181450224348477
91,55,1.2143607762243067
248,52,1.2173069740778633
80,2,1.1834907308220863
51,8,1.1639012203501937
158,12,1.1935871031559404
93,26,1.1991114398198468
9,53,1.1681624143717013
46,38,1.147554975003004
34,15,1.1166894821716207
224,28,1.1622917694704873
142,18,1.1119159551869546
247,40,1.2004010267555714
66,17,1.1325988391680377
65,40,1.143280753865838
236,47,1.1592224801757507
113,49,1.2013288307935
24,12,1.1340265138340848
201,12,1.1732874704258782
115,46,1.2500250179852759
110,44,1.1542570730671287
20,35,1.0935564101507356
33,39,1.2453323560101646
194,28,1.1197536986853396
32,23,1.1551482547583873
133,12,1.2341810017824173
118,13,1.1687989627410258
131,45,1.16281415947846
68,4,1.1359041620578085
148,45,1.1990874537399836
148,0,1.208079790962594
156,49,1.1336641597694583
241,54,1.1759088901536805
98,26,1.1336204430886678
215,28,1.1652406624052674
188,53,1.21905458558883
246,50,1.2433857917785645
83,44,1.1443849243223667
125,5,1.1962024479040079
242,26,1.111493092296379
40,12,1.194530892585005
35,48,1.1023573268737112
178,40,1.1542703613106693
95,23,1.1511229472234845
219,46,1.2527897049273764
63,8,1.15819001942873
249,50,1.165464139942612
232,39,1.2368895033640521
141,15,1.1329689252057247
230,5,1.1659910819892372
154,12,1.180456035970045
185,45,1.1972254046372004
125,44,1.2105371175067765
79,55,1.208715248320784
108,5,1.1575443286980902
36,28,1.1957443542778492
127,2,1.2258126560066427
29,13,1.1652129569223948
193,11,1.1560333828840936
51,53,1.1550862592245852
26,49,1.2284475235002381
216,54,1.1741208682901092
217,23,1.1450361545596803
74,12,1.209411690809897
198,38,1.1741952588116484
62,8,1.1496971906828028
110,53,1.1324705338837313
139,38,1.1828793420323305
246,53,1.17505064200876
68,54,1.1407665267054523
22,4,1.1472482741145151
163,4,1.1759517219449793
9,44,1.188738841297371
126,5,1.1773222352910255
224,12,1.1795459198100227
60,35,1.1238374401416098
153,40,1.171765226338591
248,39,1.205897961876222
134,13,1.172396064868995
142,26,1.1478323569255215
240,40,1.202866384493453
93,0,1.210719273824777
40,40,1.2048451203320707
91,12,1.2126017645568936
149,26,1.216184486235891
113,8,1.2010527633662735
106,44,1.1420174086732524
75,13,1.1394516857607024
135,5,1.2023144260581051
4,51,1.103854879204716
145,15,1.1302267698837178
241,50,1.2436533141881227
31,54,1.1886490764362472
246,12,1.1993016116986317
89,47,1.1491265801180686
97,53,1.2229078843125276
163,12,1.1630062482186727
62,13,1.1505119699452604
114,44,1.1912911087274551
3,40,1.158553991998945
236,12,1.1819674144499004
100,4,1.163878284394741
9,28,1.1649191231865967
111,26,1.2268170887338263
202,12,1.1841690723917313
113,12,1.2094646238588862
170,15,1.2271954406585013
122,54,1.1693465943847383
165,26,1.1880256094570671
37,54,1.165178596441235
205,2,1.228917758911848
40,5,1.1891268535650201
233,26,1.1432114019989967
188,26,1.230630339788539
247,44,1.203213523541178
1,4,1.1965271271765232
41,12,1.2052898752902235
161,45,1.1497191116213799
217,26,1.1443657356181316
247,53,1.1831183812714048
51,47,1.1556522388543402
78,44,1.1749203902270113
140,45,1.1551615223288536
39,39,1.1320781561412983
131,12,1.1583763449452817
163,54,1.178514828639371
18,47,1.119336988244738
158,26,1.1794646007141896
100,26,1.160744265786239
144,39,1.2088888500417982
247,47,1.177557135133871
1,2,1.1965373844972678
219,7,1.2510199270078115
83,54,1.1457391998597555
245,15,1.212627346361322
8,39,1.1168022347348077
63,4,1.1665047620024
15,53,1.1628995915608746
126,26,1.1872870163725955
111,5,1.2161882615515165
91,52,1.2065489467100374
67,2,1.1348042211362295
39,49,1.1496389101126365
165,39,1.1802244197045053
217,8,1.143012911081314
80,26,1.1771581139016365
207,39,1.1228096030120338
128,40,1.15058582781681
229,38,1.168937806572233
158,38,1.1830644831061363
49,30,1.0967935914439815
231,4,1.1527066736349039
26,55,1.2269995510578156
79,45,1.1926392481795378
30,54,1.1639827960836036
75,47,1.1266167594918184
139,5,1.1653658391109534
150,53,1.1666076832583971
190,44,1.1716354127441133
134,28,1.1513641210539
93,44,1.1993630837116922
25,5,1.1708062035696847
31,26,1.1726428855742728
138,5,1.2164299706263202
121,4,1.1612531863419073
18,53,1.121535239475114
223,40,1.1560365775866168
217,47,1.1300089063921146
126,46,1.244562491774559
120,4,1.1475582399538584
220,26,1.1591508007342262
0,13,1.127741274024759
148,13,1.1914342753589153
213,49,1.1761723453445094
222,3,1.2494169452360697
146,13,1.1569704924310957
148,49,1.197867112633373
192,39,1.1298514212815332
42,53,1.1561585606208868
13,26,1.1184045899925488
93,4,1.2000958818410123
38,54,1.156406746911151
36,49,1.21336142938318
219,6,1.245092247213636
207,12,1.152855557123465
10,12,1.1917491183350128
216,47,1.1520393331136023
163,45,1.1739652675709553
109,2,1.1753617387730628
25,33,1.1660145263054542
170,39,1.2235966420599393
104,38,1.1506256615476949
123,13,1.1460685293589319
207,13,1.1522264661533492
211,51,1.0917149651795626
83,47,1.1254088905240809
177,13,1.1490503821987659
235,44,1.1713856048882008
223,23,1.1461496253364853
93,5,1.1891617317284857
132,39,1.1036052820937974
40,28,1.179178662598133
65,44,1.1441322402762515
38,45,1.1510182821324892
170,28,1.2062295797680105
95,38,1.1651131332452809
235,13,1.1594823034746307
31,13,1.173947618342936
246,8,1.1881052519061737
102,18,1.1078447233220297
243,25,1.1331426136228921
22,55,1.1159980073571205
78,6,1.1833935348050935
165,38,1.2057206082556928
238,28,1.2069801331630774
235,4,1.168111396155187
59,47,1.1717164830437727
224,6,1.204156949051789
248,55,1.2185465802571602
139,40,1.1828035648380006
113,25,1.2043235408408302
248,15,1.2117189575022036
119,13,1.1561571515298315
154,2,1.1804727728345565
248,6,1.2521899566054344
245,52,1.2123735735991172
120,13,1.1418237563754832
200,2,1.1472859701939992
213,13,1.1673448766980852
199,45,1.150257225547518
114,26,1.1855453947292907
160,28,1.1342859733184534
165,47,1.180995259966169
163,5,1.1616001102541174
22,5,1.1387794039744352
165,53,1.1846284428611398
113,44,1.2089367060522949
8,2,1.143343054822513
221,40,1.1732689238020353
241,9,1.236310323966401
125,0,1.2132201476820879
109,23,1.171932725501912
56,40,1.1769926297877515
214,52,1.1010695625362652
53,13,1.1714072860777378
179,26,1.1348029750266246
185,39,1.1862466436411654
79,47,1.1801483200064726
59,13,1.1840530165604182
109,4,1.1772728168538638
27,28,1.1558068915785822
243,44,1.1693551487156324
97,39,1.2431115923183305
10,49,1.1853958408215217
13,47,1.1154129451939039
59,26,1.1938928150172745
210,13,1.167323593848518
33,46,1.2998182140290737
199,43,1.1031057738832064
243,51,1.129232062958181
209,54,1.1452506704788123
21,40,1.1413879066738966
41,39,1.1993286162614822
173,0,1.1748570512448038
39,13,1.154787479035024
241,38,1.1782325192221574
65,47,1.1245295708732945
1,26,1.1919025627097912
245,23,1.2120210762534822
16,4,1.1470984710114343
40,54,1.2068967992173774
29,5,1.1625429006027324
35,15,1.1386194069470679
64,49,1.1417550187491412
55,12,1.18044966978154
140,26,1.1518811626093728
213,5,1.1625191462891442
219,15,1.204215825668403
241,25,1.2370921849007053
170,46,1.2747634218207426
222,50,1.2489369383880071
243,9,1.1302433089752282
36,2,1.2108978629112244
171,26,1.145539169864995
199,19,1.1082362170730318
234,39,1.1152854052239232
222,23,1.2071219576256615
36,13,1.195441223680973
180,4,1.176220382962908
177,12,1.1420788683130272
140,13,1.1506087354251318
170,52,1.2339883789952313
54,46,1.265708679067237
8,13,1.146691950836352
9,36,1.1873144443546022
8,15,1.1441893487104349
243,29,1.126900041342846
231,54,1.1562390950109278
210,54,1.1815256971333707
174,26,1.196828673460654
190,25,1.1973259917327337
12,13,1.1987942581597184
19,15,1.1183745783886738
91,26,1.1959493185526557
113,9,1.2017198146453925
74,44,1.2122975485399365
41,5,1.1926362565053361
74,38,1.2099421141403062
4,44,1.1572220365383796
204,47,1.1408078771616732
63,26,1.1507276206144266
140,4,1.1572740088616098
174,12,1.2138838795279818
7,53,1.1263613365590572
11,44,1.1378023863903113
234,15,1.1396078749426775
155,15,1.172562973573804
237,44,1.1503006146688546
105,26,1.1636680497654848
54,6,1.2578538294349397
157,53,1.125011772266589
126,15,1.204394729807973
28,0,1.1259808271591152
210,38,1.1821915552552258
112,13,1.1654188446700573
164,15,1.1173100844690842
132,15,1.125808435392433
210,5,1.1634789833000727
203,49,1.1353743611169713
100,47,1.1427424451602357
69,39,1.1970589530787297
127,55,1.2414617958877767
232,6,1.2774174607225828
58,28,1.1263283022812434
55,54,1.1924394241401128
56,39,1.1437954530119896
144,12,1.2107200399041176
216,12,1.1787132148497872
106,4,1.1424351334571838
93,13,1.1895338030798095
232,53,1.2261514035718781
56,28,1.151792470631855
63,13,1.1581746797476495
114,55,1.1994061704192842
106,13,1.135435441242797
235,23,1.1717902456543274
140,55,1.14899557037279
37,44,1.1615815732095922
135,26,1.209963605140469
90,13,1.1529414230691535
129,12,1.179496603352683
101,2,1.159740284351366
105,54,1.1767386357699121
195,54,1.148406782985798
188,47,1.2046414479347212
133,39,1.233013549021312
37,4,1.1639506148972683
167,40,1.1922496599810464
8,8,1.1376330992206931
160,22,1.1244400899325098
220,4,1.1636631153523922
241,1,1.238520777784288
219,52,1.2107205068958657
106,38,1.1433167159557343
56,53,1.1591928407017673
93,2,1.2059524687273162
116,49,1.129894678081785
245,0,1.2162014272596156
158,28,1.1713939412896122
167,0,1.2054644051407064
205,41,1.2761632400963987
53,26,1.1622439777212483
232,8,1.239233790763787
80,46,1.1987509190637087
139,52,1.1563247888282473
29,44,1.179043604859284
52,26,1.1394741676215614
241,29,1.235544337225812
161,38,1.159239411354065
110,4,1.152861385273614
98,28,1.124124366257872
1,12,1.202670793847314
165,12,1.1939437953489167
36,5,1.1931040127362524
204,4,1.160831437579223
148,42,1.2157992241638047
202,8,1.1805113194776433
241,51,1.244559810762959
92,38,1.1910715132419551
12,38,1.2112768861864294
131,13,1.156767244317702
113,54,1.2079171197754996
66,28,1.1502173069332327
113,23,1.2048135373209203
124,38,1.1340704416590077
160,17,1.1223836690187454
12,53,1.193778624492032
12,40,1.2088825779833965
56,13,1.1687620745173521
244,12,1.1633570755698852
80,53,1.1731834062375128
152,13,1.149597795414073
125,49,1.208770479474749
78,54,1.1687490210502542
136,13,1.1774836922330516
30,38,1.1646358187177352
67,4,1.1490250314985002
150,26,1.1707954832485743
115,55,1.2120798384504659
124,4,1.1356765681079455
153,53,1.1525525109276973
151,40,1.1513543108012527
28,15,1.1314005186515195
12,28,1.190895490348339
80,5,1.1713796015163618
30,5,1.1464805081486702
145,5,1.1377382539212704
63,23,1.1609370652586222
173,4,1.1844970094306129
241,14,1.237064666913024
7,5,1.1309510960376687
238,39,1.2211369877415044
219,21,1.2555464218769754
73,18,1.1091146457142063
127,49,1.2357043440320663
178,54,1.1555112366165434
205,0,1.2488249561616354
161,54,1.159503121195095
140,47,1.1366039221840245
18,4,1.1415061405859888
18,54,1.145600720175675
228,40,1.1481838404600109
47,0,1.1237075605562754
27,5,1.1637881334338869
126,39,1.1965177772300584
127,8,1.2221292802797896
69,23,1.2067691505487477
223,47,1.134770571852901
38,4,1.1534436222698008
225,49,1.1261448173650674
131,40,1.1679118477872439
2,12,1.1541717547391142
137,38,1.1594877636858396
168,13,1.1423739131007875
219,10,1.24502132833004
109,49,1.17144770993452
124,0,1.131645927471774
125,2,1.2095654028068696
119,53,1.1466952290918146
24,28,1.1228349721724433
114,39,1.19408259381141
30,13,1.154606078352247
143,12,1.148770321293601
54,52,1.2220114969781466
23,47,1.1429882134710039
224,39,1.1768188668148858
137,40,1.1567440309694834
149,44,1.2215015281523978
14,5,1.1422553094370025
153,26,1.1566547736791628
168,38,1.1522449856357915
156,23,1.1330043167940207
77,12,1.2029986245823758
172,38,1.1474254706076212
22,13,1.147236688702833
237,40,1.1507023054042034
80,55,1.1834633408912592
134,18,1.1254917324653693
217,5,1.1354166439601354
37,13,1.1567424988108022
173,55,1.1635790637561254
236,13,1.1611910103155034
143,47,1.1357913576066494
145,4,1.1552054594670023
34,40,1.1365346010508282
98,52,1.0948968260948146
9,40,1.187009298907859
148,4,1.2005214377173357
219,28,1.1812717937199133
