HSCode,PortOfUnlading,dist
90,28,1.1635141436542784
42,40,1.1533861502456213
94,47,1.1584837847788418
83,4,1.1355491179440702
95,28,1.163390642464427
65,38,1.1473851435584947
67,47,1.1571533427174603
93,28,1.1489840188462819
60,28,1.1559551206550427
63,45,1.1359725120876516
12,38,1.145309462494749
27,15,1.1381229045135635
42,5,1.1709183526358433
12,2,1.1595014477414745
83,38,1.1372845678457193
96,26,1.1615728390003954
64,54,1.134735914612455
35,24,1.105067335867456
92,4,1.1349557100662164
65,40,1.148590533395431
57,40,1.153833500109613
27,28,1.1444251583889127
67,54,1.152656003633248
12,53,1.149427212849592
5,12,1.1237899315144335
92,47,1.1426893903740816
94,23,1.1314694258783544
43,15,1.1397024942561984
98,4,1.1512445562652178
27,4,1.1437263613167619
43,2,1.1564869059781944
29,15,1.1491396576831383
94,5,1.1727069060185127
36,40,1.150583234657201
55,2,1.1198081646746556
45,44,1.1493840592780284
98,53,1.1580615607755524
53,5,1.1713295145226377
12,5,1.1641619146934576
60,54,1.1561394041470652
35,13,1.141199589307819
91,13,1.1443976465546126
94,39,1.1727743885879005
48,13,1.1331314488738176
27,47,1.1507606071453276
53,45,1.156962740767215
43,12,1.141856144182384
45,15,1.1446397588588297
84,45,1.1180350040750844
42,2,1.163312445860356
12,4,1.1440389005001634
12,8,1.1433699393112744
52,13,1.1297933186537452
43,53,1.1487979862972029
65,2,1.1593950766005687
43,5,1.1650137548734034
5,13,1.1388821627645354
45,13,1.1489940051521574
45,45,1.151166309519405
12,31,1.1282863872391837
94,8,1.1501309505131627
90,23,1.1330150184886796
94,15,1.160334006816681
42,44,1.1541283274959173
42,45,1.1562554918761765
93,26,1.1512083460443787
72,54,1.1244725048808115
91,44,1.1472375458106399
41,13,1.1237153955070036
92,13,1.1364598701475188
53,8,1.147658122703433
64,13,1.1343944599585873
59,45,1.134513369096177
50,53,1.13712216976897
76,0,1.0780916860593217
96,53,1.1600799676296967
40,4,1.110781074368528
5,38,1.1404982018617116
91,4,1.1428007605884756
95,0,1.1575125099958055
35,26,1.1463650426428234
12,28,1.1498288182275636
93,44,1.1455802020749875
12,47,1.1508679924798864
63,38,1.133554724444236
90,15,1.162405362618821
42,26,1.1591871881059237
91,53,1.1493306544476323
57,53,1.1575247856921382
64,44,1.1367226181817907
94,49,1.1700325799663136
94,40,1.1545630563050508
36,2,1.1614727854196514
18,53,1.143409710909639
12,39,1.163653077557683
26,47,1.1538208299981696
43,40,1.1472858173240508
5,47,1.1443633042009813
48,39,1.1464132625343544
92,5,1.1567773362621665
53,12,1.1508400605193205
96,28,1.1617130716996533
92,44,1.1379373871854372
36,38,1.1531037323709046
3,44,1.1034226743504405
27,39,1.148706313754831
98,50,1.121048817411065
83,54,1.1381960099097341
60,2,1.1651083672020053
22,45,1.1410589440326606
94,0,1.151638091807919
90,0,1.1545640486957771
48,40,1.1345149810825075
96,19,1.1414446500795228
42,4,1.151165263062077
67,23,1.1303057188966446
14,15,1.1017757054152233
71,13,1.1208219593723439
27,2,1.1539911146807884
22,23,1.1053044336981006
90,52,1.142999970753278
66,44,1.1114924608596735
29,4,1.1505075079788054
60,49,1.1659715572771217
93,2,1.1596932317978437
57,45,1.157103406065809
12,25,1.1247293462178536
96,54,1.1544819846749306
35,49,1.1495883949100971
95,39,1.1795343487922634
53,28,1.1549296487521912
35,4,1.1391177192064268
47,13,1.1516130779470717
36,15,1.144752330013684
59,15,1.1122459738648363
42,12,1.1480441915669612
43,13,1.147850752375754
65,47,1.154724113110985
18,13,1.1478729165558303
90,12,1.156621647266937
36,53,1.1526657075488143
91,45,1.1485049281535404
53,2,1.1659041690872982
60,26,1.1611796726273107
29,40,1.1529369677550025
27,45,1.1503334789802986
48,38,1.1350456702389888
72,38,1.1227635954107558
74,4,1.1084627184484686
96,50,1.1262621693313122
36,44,1.1529494606490647
92,40,1.137409879160779
57,4,1.1523205659219198
92,38,1.1361953215673566
94,52,1.139765774814545
65,8,1.1428542342036963
63,44,1.1351439002901316
47,4,1.1505547954168702
67,8,1.1500672260299325
91,38,1.1453246479587895
55,13,1.1235347796630646
40,2,1.1142209409070867
96,5,1.1759577858444703
37,13,1.1235445075102948
93,50,1.1154357793607883
26,54,1.1535082685295492
60,38,1.1550191635864653
27,44,1.147969083201003
96,12,1.1550482625274785
87,13,1.1145114760313715
27,8,1.1351709118379014
7,53,1.113943012364741
93,53,1.1479635244634534
27,12,1.1398396329688174
17,40,1.1294918451458216
36,13,1.1521904520424349
14,2,1.1222714819014072
57,8,1.1493218990841083
30,5,1.151463743565338
75,54,1.1138277254150515
3,53,1.0989673200196453
59,13,1.131510499309765
98,47,1.1592024688143283
35,15,1.1382646134505714
91,40,1.1466732396345054
95,12,1.1582905749923416
65,44,1.1483326173786605
67,13,1.1506733655530428
67,2,1.1672081101486194
5,4,1.1365125150020634
34,54,1.1410690978768148
67,26,1.160187694077779
34,38,1.1381677238802825
27,49,1.1520117307081819
50,40,1.1353431334719062
96,44,1.1576932638085313
18,5,1.1625699957034417
87,38,1.1146022685404335
29,53,1.1545557701694114
14,4,1.1202650534022334
47,28,1.1569969643439566
22,2,1.144869068196775
35,44,1.1423782010429673
63,54,1.1341088800691068
37,2,1.1318689393395158
35,2,1.1527378455336605
25,44,1.1169587532723588
96,49,1.1713749601372652
85,45,1.1120527289541704
9,38,1.113544820209167
98,45,1.1542669915195023
29,12,1.147088676158871
48,28,1.1349919769646866
27,5,1.163073856250516
98,8,1.1505350447925073
91,54,1.145801148510405
85,54,1.1109066597585167
37,4,1.1205971775842565
50,38,1.1411113310605288
39,13,1.1164771104231477
47,44,1.153183932283095
14,38,1.125670424828838
42,47,1.1571779046207666
98,26,1.1595864013901778
91,15,1.1516121046484582
21,45,1.1235997605004482
81,54,1.1095547737287623
82,54,1.115776477381587
96,4,1.1535855163154858
88,26,1.1207828052075846
91,49,1.1596417847155993
95,33,1.1488076240888663
57,32,1.1238598387156213
43,49,1.1523552827004875
84,38,1.1164736445727093
5,28,1.131121726706624
83,45,1.1408283087158841
43,38,1.148580941421512
78,45,1.1139625466561742
72,4,1.1193153277106052
43,8,1.1375678410487515
45,4,1.1462607932543116
57,12,1.1491455198930842
38,4,1.1196387508784287
47,38,1.150786568177864
59,54,1.135554353124462
42,53,1.1558780506020412
16,38,1.1444865851330437
35,8,1.1342714098614775
45,0,1.1370651735258954
64,38,1.1342654361256532
37,0,1.1092510760894843
29,45,1.1563114177967821
64,50,1.0969777607492037
36,45,1.1548422101352895
51,13,1.1116967680198806
55,4,1.1172478457114525
22,54,1.140106703819973
12,12,1.1462734865822963
98,44,1.154063394359712
90,39,1.1752143635281496
96,0,1.153807062123503
57,47,1.1597766711243562
98,13,1.1501286778865116
88,38,1.1229515146863247
42,49,1.1630081313529186
74,54,1.113390363619796
55,30,1.0510218710239445
41,40,1.1209976159568344
10,12,1.1198524530378304
53,4,1.151655647404758
64,4,1.1347342152148485
12,34,1.128120321248259
41,8,1.1068006750262742
36,5,1.169657683798245
47,40,1.1527344415371772
17,28,1.1226374131760426
49,26,1.1145665595041854
64,47,1.141288090231163
63,40,1.1341678641204322
36,8,1.143167529853859
93,12,1.1430240590125322
53,53,1.1559467005011226
67,39,1.1707538132156645
29,49,1.1629361441591755
12,54,1.146167266914355
94,28,1.160761620649802
42,39,1.1629347942237342
98,0,1.149631988855877
67,15,1.155538845483014
22,15,1.1289371021224983
92,53,1.1415783894647444
93,8,1.1417187367166792
88,54,1.124216768923881
10,15,1.1151196919049002
37,45,1.1244063175150327
11,8,1.085106227280838
83,44,1.1394950365647674
18,44,1.1477549890322345
16,54,1.1460839027339327
93,5,1.1630248478613794
37,5,1.140682085284165
53,23,1.1292998061648436
41,53,1.1190190446962203
65,45,1.1497151987361056
16,4,1.1392095544641572
45,26,1.1545534849033825
90,55,1.1239325923046894
49,13,1.1213824383116193
77,23,1.1014967966558677
57,26,1.1599926691768425
79,54,1.111991835691567
63,13,1.1336911264806986
9,44,1.1104848634983813
48,47,1.1399706027337484
60,4,1.1525187200999685
83,53,1.1390561859921686
17,45,1.1350427573945905
39,47,1.118760092915701
93,33,1.1307654189211982
51,53,1.10921997949481
81,40,1.1072163714894228
18,47,1.1519297998664635
26,38,1.151768041741369
81,38,1.1084661132522993
80,40,1.0969226328389985
83,13,1.1372412255150266
83,5,1.156718256484185
96,8,1.15193948322641
57,5,1.1724921272003226
79,38,1.109935644914263
45,40,1.148458085288959
98,40,1.1534294167400472
55,45,1.1207340431865305
86,53,1.0938873147325856
48,5,1.1513999296086175
48,4,1.1334687011050326
37,8,1.1123076647054404
78,54,1.113652324570077
29,38,1.1538450581553792
91,26,1.1511818636874003
22,44,1.1382552405287112
49,53,1.116186737615083
95,55,1.1302626867379462
47,53,1.156760498814817
60,19,1.1259124321596963
26,40,1.1490079632827215
78,13,1.1130919004291562
78,38,1.1127754068667335
18,40,1.1441347427400095
77,54,1.134889340560351
67,52,1.1365890164992638
57,15,1.1536844070734722
35,40,1.140412422562284
12,1,1.1289197988808155
41,47,1.1265993064444046
66,54,1.1144234308573817
14,54,1.1280366753094964
63,4,1.1345961735184704
60,13,1.1536179942943687
98,5,1.172644673979708
97,2,1.1183028567050184
43,54,1.1504297881121082
55,54,1.1234196894802153
92,30,1.1155820041894913
44,2,1.13253631043647
22,47,1.142071729925062
51,54,1.1137030555733614
83,40,1.1371991475046213
43,44,1.1491593879847122
91,8,1.1411784061097674
94,35,1.1391664908400603
53,26,1.1595300597005658
12,33,1.1290894975619656
26,2,1.152831711939403
50,2,1.146963028769408
10,8,1.1158161566459708
57,39,1.167678611885224
75,47,1.1169786788523197
71,38,1.1198303307672697
97,54,1.1178266302283322
97,5,1.1328458967119721
83,52,1.1035692001293813
26,44,1.1498351489426568
34,28,1.1295211813828376
10,38,1.133851256487625
65,13,1.1481856990472548
67,44,1.1548531216103584
16,13,1.1423084068976874
12,15,1.1477133162053568
53,39,1.1656294925404447
92,45,1.1391275245031076
91,23,1.1214309926144779
10,45,1.1356172794476151
91,2,1.1600512928728546
5,33,1.0752778532249587
35,28,1.143101372623018
42,19,1.125749102660588
41,5,1.1376392938462752
97,44,1.114059797621199
66,38,1.112824770089771
96,40,1.1564760854733842
81,44,1.1081692634948663
44,45,1.1317593714754497
36,26,1.1573953761586122
98,23,1.1300614794267207
95,18,1.1535811578588826
22,53,1.1371756359668714
33,47,1.1142640288120933
52,28,1.1174548638186284
0,13,1.1223463058870817
29,26,1.1580356694425322
47,45,1.1537619976193778
34,13,1.1380300743372314
8,15,1.0876048623717256
91,5,1.1645572029852442
53,38,1.154160900174507
65,5,1.1682696059080107
14,33,1.0441010179264205
97,40,1.1132764535556947
51,38,1.112662488328559
76,38,1.11277636469874
29,44,1.1543703977284687
72,45,1.1233796050905116
92,8,1.1329520757842277
12,37,1.1287657554660524
77,38,1.1345137642430407
27,26,1.1510445760296923
67,35,1.1330755725502968
44,13,1.133193030288177
0,5,1.1359535602054425
11,40,1.10583848479603
14,5,1.1373246780463628
7,8,1.096823711979336
27,54,1.1490749920319234
54,2,1.1096279472777886
16,15,1.1256538984432285
16,53,1.1395129798578896
27,40,1.1458319011975877
42,8,1.1466904846685273
46,54,1.1218147172725625
97,26,1.1122014059552126
86,13,1.0964244239564453
65,26,1.1533742589609963
22,13,1.136911811972303
77,45,1.1356475380182798
83,2,1.1468720068889005
22,4,1.1357199823084687
34,40,1.1352617811145527
57,2,1.1668608988236104
60,53,1.1573308908181
45,50,1.1104450659560305
36,47,1.1579151496823346
37,50,1.0748238103198153
50,47,1.1428512729970473
59,5,1.1458780813430036
22,49,1.1423190369137697
53,15,1.152966121344694
12,14,1.1287021248468332
25,47,1.1223854111241442
77,44,1.1345875070962523
12,22,1.1277162219796861
16,40,1.140800244840128
37,23,1.0893339182117157
26,23,1.1099935897759028
87,4,1.1127604094466992
45,8,1.1398180910785283
85,0,1.09246101363429
81,13,1.110776938231928
85,4,1.1086132095328398
10,44,1.1324690713414125
67,18,1.139922123402357
70,8,1.0951811354607344
49,54,1.1225840478343474
26,13,1.149252988398075
54,53,1.1065258128302438
43,0,1.136239854485861
43,39,1.150942053113665
93,55,1.115284546145371
73,53,1.1040162997586387
67,19,1.1363875434866972
22,5,1.153956541259374
41,45,1.1269552689045668
36,39,1.1585195633981908
40,45,1.1171573963282364
87,54,1.1156611469175135
4,36,1.009563640558294
3,13,1.1074728509411216
51,28,1.105096545602594
31,1,1.030141812616161
21,13,1.1227749047435023
96,55,1.1251422512744154
56,13,1.102486438916198
34,5,1.1531164819773818
12,26,1.1538341546963369
12,55,1.1187385831560408
70,12,1.0957297967813378
66,15,1.1021663174698395
92,28,1.1441635928515876
35,23,1.1121090107730456
96,43,1.14018671640328
76,44,1.1100692196549582
30,44,1.1355107264327151
21,40,1.1186420592878545
14,13,1.1249610494290079
26,4,1.148240927473775
90,33,1.142865548176425
75,38,1.1117199222706924
59,53,1.1265939214167051
22,12,1.1290975998022728
69,44,1.1229170045283223
91,52,1.1273998429366787
98,12,1.1527603132916349
88,5,1.1404520331748895
41,23,1.0829585075012542
67,12,1.1515841002443008
55,40,1.1157800645700522
44,5,1.1467165084821838
77,13,1.134954112981047
59,28,1.1213643846900336
75,44,1.1094167894417686
79,34,1.026899907471878
65,28,1.1512052303795437
85,52,1.0685652731252568
91,28,1.150942366104573
94,12,1.154506548349413
37,15,1.1159405471594905
48,45,1.137568901692118
60,47,1.1604748171355044
83,8,1.1285212513591563
79,45,1.1112183058368308
84,12,1.1015577298322958
5,5,1.1556976847350597
55,38,1.1200720339215227
10,2,1.1339416934975557
66,40,1.1103645404800773
17,5,1.1463697776198387
90,18,1.1478582748344965
24,54,1.105455007271043
87,23,1.0749863617654358
76,45,1.1133084020444326
36,12,1.1439287842118315
9,5,1.1260338725322592
17,15,1.1147471626422234
64,53,1.1387432246868099
95,43,1.150566694991929
73,38,1.1103656806184776
67,0,1.14896186767146
44,4,1.1277949304452963
22,26,1.1416227389293323
71,53,1.1144085992792887
15,53,1.107908762525767
45,47,1.1549592802434094
15,23,1.0637189852339881
98,28,1.1583967145000185
45,53,1.1511172794603877
17,38,1.13261810284374
40,47,1.119259320731674
7,5,1.1345201725406306
18,19,1.0822670076574599
53,49,1.1661758509331517
87,45,1.1163889660633035
85,44,1.1104213672557048
96,23,1.134495548903942
34,45,1.1406396439831172
60,50,1.1171705488647734
45,2,1.15790706433888
60,44,1.156118303936507
70,53,1.1098521333187819
10,54,1.136908799010728
18,38,1.1491026734667165
67,49,1.1678236134882485
64,2,1.1485462385628904
42,15,1.151427942544355
41,15,1.1061421960060085
3,45,1.107488316816411
65,23,1.119589821302465
16,28,1.1351443408722324
47,47,1.1579929843594852
51,44,1.1115187906793185
25,45,1.1215132249386184
26,45,1.1537127018174422
29,47,1.1578410463740252
90,46,1.1381523100925344
77,40,1.134598663941558
51,4,1.1094031605337347
5,15,1.12545373636697
44,44,1.1288244380183252
60,30,1.1235395627362388
59,40,1.1295140297152102
29,5,1.1711317087922777
89,47,1.1142773827803987
98,2,1.1680427363940649
60,8,1.1485034469515085
16,2,1.145460125990212
17,26,1.1315704125777952
60,39,1.1653608807495661
92,2,1.1513452266475983
80,54,1.1033823591257845
88,53,1.1206745935737021
48,49,1.1432351017636913
10,13,1.1341783947178297
83,30,1.0939531257109982
30,2,1.1356806490304214
45,28,1.1503616840179478
76,54,1.1148765556115126
13,28,1.0903582141867705
39,53,1.1085284489506324
35,39,1.150735893818949
5,26,1.1371186458106552
48,15,1.1325020279203142
36,23,1.12098852611546
86,38,1.0962384907262666
79,13,1.109479770895892
47,15,1.154678983946464
95,34,1.1486642834331309
30,33,1.0593074610722917
78,40,1.1102232778710979
48,53,1.1362574041954108
42,23,1.1272167462323393
44,38,1.1316264966236693
92,26,1.1437965770019218
93,39,1.1646099957038782
73,5,1.1239593229589186
91,39,1.1631648994849197
45,19,1.117902621626854
38,38,1.125276884621209
53,33,1.1289152082587992
50,8,1.1298140198258417
47,5,1.1709446972901267
15,2,1.1116786185385925
18,54,1.1509131210457002
92,33,1.116964050169502
17,53,1.1274045809571231
88,45,1.1242905566468835
41,28,1.1157404540406008
46,44,1.116260622361941
34,4,1.1356696341452854
89,5,1.124093750658046
48,26,1.139482912740537
12,20,1.1316020669681686
46,4,1.1136258846547986
29,2,1.1634573939289632
85,53,1.1113020155046667
97,13,1.11711137236229
71,44,1.117930187644171
55,53,1.1163732098149401
22,39,1.1406560794317298
48,43,1.10284732441817
59,26,1.1292078749143653
12,52,1.1316534223567163
75,13,1.1130472915247083
16,47,1.1462085390729564
72,13,1.1238356671695198
98,55,1.1227565769638335
51,45,1.114211949652859
26,5,1.165324222030384
30,49,1.1292393447032996
3,4,1.1025906690130276
37,47,1.1294557598552533
16,26,1.1416837542450853
57,50,1.1185514506484782
70,54,1.1196807348834616
69,13,1.1237218880227633
29,28,1.1529196890104296
88,13,1.1238137340572263
47,26,1.1591485057017832
18,12,1.1303755417466164
34,8,1.121886150379266
60,40,1.1547153135096389
83,0,1.1243018813963448
72,5,1.1382261074655358
13,26,1.096108817761498
46,47,1.1224130767929767
37,28,1.1209718567635198
76,49,1.1032585831292505
75,0,1.077661152130791
64,5,1.1544676367027153
88,2,1.1258772728698594
73,54,1.1125210939374353
5,53,1.1363656148647092
48,19,1.104320383497647
48,32,1.0988021466348852
86,45,1.0978017012987817
81,45,1.1097734122137939
29,23,1.125841704330274
84,13,1.1177165586767452
7,2,1.1166894610089781
94,50,1.1270771422090806
40,53,1.1087173038727738
60,15,1.1510428676098985
49,40,1.1166164335528654
48,0,1.1266110709735326
91,12,1.145525970163622
22,40,1.1374029243098838
63,23,1.1071429981717043
66,49,1.1126532292525684
71,45,1.1204496727191977
72,44,1.1211302274438952
85,23,1.0754439708377634
26,53,1.1479132970229589
38,40,1.1195061947219074
43,47,1.1526625664638621
68,53,1.095753925054201
71,4,1.1165467205989574
1,16,1.029908005946449
41,44,1.1232963528018445
51,12,1.0976578893938236
54,54,1.1184740328629101
30,38,1.137577749830338
86,54,1.0975001656583376
27,52,1.114045554372881
64,8,1.1296418829421913
10,53,1.129235181425299
79,47,1.1135768769308925
31,53,1.1001961069248085
16,44,1.1426583129879353
35,12,1.135097469070128
42,0,1.1450558554248087
73,45,1.1114387451005834
71,47,1.1246027540681618
96,18,1.144895559442895
62,13,1.1074044650553592
37,35,1.077093459399683
15,47,1.1179361464455724
48,55,1.0989976243020334
16,5,1.1581857094341623
10,5,1.1477011812717788
17,54,1.135518763680011
47,23,1.1266466420409935
37,26,1.1261449079528185
58,54,1.108520052262715
92,15,1.1414357527890908
98,35,1.1327240451106004
83,26,1.1406326003904854
30,13,1.136985569976137
85,26,1.110891803201022
52,33,1.0464512837518538
44,53,1.1271412716845848
75,4,1.1085335573713695
44,12,1.114867522447769
87,26,1.1123383300645011
89,45,1.1127197586798243
37,44,1.1230780424084514
97,4,1.1146062021808965
29,39,1.1617670194911105
19,45,1.1134976970830135
9,47,1.1173470760695636
87,18,1.0595764352806978
54,27,1.0295055327670914
43,45,1.1511711427010596
81,53,1.1095461049782378
17,4,1.1296349350096924
0,44,1.1204955843942506
43,19,1.1133517197200231
90,35,1.1415385635835784
69,28,1.1137934140694727
17,13,1.132390351167747
47,0,1.1453284654500229
54,15,1.0884991708610738
95,35,1.1476792384471213
64,23,1.1059279694621051
69,54,1.1270749578252435
10,28,1.1258426558758532
14,12,1.1051639741552728
32,44,1.1141208850645594
53,0,1.147202979773283
51,40,1.1093415123011385
7,15,1.096645463258028
69,12,1.105247175520552
17,2,1.1339198746718466
30,28,1.1249608432075806
48,50,1.0958022439320172
65,53,1.152527293057314
0,12,1.1013562425172754
12,18,1.1347646053348268
30,40,1.1334651791091477
5,40,1.1367693500859397
14,44,1.1223574455029197
57,28,1.157124679003443
84,53,1.1145918441138096
37,53,1.1235689549440784
38,2,1.120420946606568
74,47,1.1164442161098123
16,12,1.128911063740296
16,52,1.0979003366748137
97,45,1.1171748941498143
85,40,1.1089662470455681
16,23,1.1025626533332147
49,47,1.1261413331293235
18,28,1.1403993651536959
57,55,1.1195272574467319
41,12,1.1089304853895945
3,54,1.10971885068076
9,28,1.099114100465418
12,23,1.1256013784690626
66,26,1.1127830789025341
7,12,1.1000052097120456
66,4,1.1113341825215943
87,28,1.1085821745385016
71,5,1.1347682129458658
65,15,1.148687292422567
75,45,1.1122480596282653
29,8,1.1451916545629501
92,10,1.116935905335205
70,13,1.1181909456583006
16,39,1.1352307377050497
84,28,1.1087962832700993
85,13,1.111033946275711
64,26,1.1406140562279947
94,19,1.1431079006620817
60,52,1.131031387884702
95,10,1.1499795690178871
21,18,1.0547348838299513
67,48,1.1368039127971445
57,33,1.127977226461683
82,44,1.1105640409514308
20,13,1.1036552691200217
80,38,1.1012566549969571
85,2,1.1173587734145778
63,5,1.1551269660038608
98,18,1.1390557017709528
21,12,1.1050498513504863
41,54,1.1268673968900527
81,4,1.1075196351323808
2,13,1.112516650098509
52,40,1.1253100793276514
12,50,1.1174147316653813
92,12,1.1374810266175441
6,5,1.1231841165572405
10,40,1.1317796536854334
21,49,1.1126534951784248
84,40,1.1133751491350787
47,52,1.1320363991794042
49,44,1.1189173852492655
38,53,1.1167811835184693
88,18,1.0658274958176273
46,5,1.132066513045824
51,5,1.1274268752230066
55,39,1.1059685085367943
66,13,1.1152354162186384
67,33,1.1341012141534261
9,2,1.1082124151954693
50,41,1.0929535959980317
27,0,1.1310239476816994
5,55,1.0795696481530155
85,12,1.1001770192358111
95,6,1.1479324251413345
7,40,1.1170059477112122
83,47,1.1443727145503675
12,30,1.1283440648445062
45,55,1.1088771341102464
47,12,1.150976964605174
63,53,1.1381373925001494
70,38,1.1177115345905935
83,49,1.1454308056937796
2,40,1.1051973002031446
62,5,1.118854689278773
86,47,1.1023110497210706
45,39,1.1563793758728675
53,19,1.131505566516093
47,8,1.1472090630392944
13,2,1.1002000637485512
33,13,1.1127641626766749
25,13,1.1199016333557665
52,54,1.132688528458987
97,38,1.1162857261619397
22,28,1.1344609631591343
95,46,1.1453901619783469
78,44,1.111416616011411
74,53,1.1059782288835518
46,39,1.1001223493367434
55,44,1.1187956576967346
50,49,1.1418285859482629
23,53,1.1013893236605716
77,47,1.142833267538143
47,2,1.165809605004532
47,49,1.1663564856031112
52,23,1.078913414850831
19,38,1.11334217665717
39,54,1.1184708652518955
42,52,1.130035595669012
36,50,1.108964930554586
57,23,1.127958388200828
69,38,1.124050549131685
44,15,1.1133195352740586
34,15,1.1189619769741381
46,40,1.114528367029769
47,55,1.1172235113169466
76,47,1.1180632576579228
38,47,1.1274697614301528
65,35,1.1136640113379275
45,49,1.1583259123643594
38,13,1.1250631607004575
39,44,1.1124846859768565
69,5,1.1373297317020064
7,22,1.033108372773443
30,4,1.1339068869128823
86,40,1.0940840882914407
13,40,1.100632123383028
63,2,1.1453835780266672
26,12,1.1352813241205044
60,0,1.1462545055629951
65,0,1.1400301036025797
60,12,1.149408329810415
63,47,1.1425004425857748
36,35,1.1132658076073443
91,0,1.1416537284385413
69,8,1.1057457393035293
54,0,1.0781934959647645
27,18,1.1154709639293807
29,0,1.1427589323637741
70,4,1.113241929826992
22,31,1.09505226037332
34,44,1.1371807674212115
96,39,1.1757591091362494
0,40,1.1176982464135758
52,38,1.1307582215272955
15,15,1.0920247937153493
84,26,1.1135128619748034
61,13,1.1184659415323819
5,8,1.124637860272612
19,13,1.115146218067301
15,5,1.1285966491060597
9,15,1.0868561980979783
52,4,1.1250861582479306
71,35,1.0383919742224472
59,0,1.1037328711577825
66,23,1.0733713885503156
10,17,1.0663734467567079
77,4,1.1346837731211312
12,19,1.1310292812330383
58,47,1.1093055993052465
67,46,1.131617612604584
96,35,1.1382175258227758
69,4,1.1205690435890574
64,35,1.1027854100934096
77,0,1.1212667082103767
94,33,1.1405053090836321
70,40,1.1120140315698726
50,23,1.1019258717840006
15,55,1.0384664885433657
83,28,1.1381208589965743
71,54,1.1217858845900213
84,44,1.11563094306205
81,47,1.1163559630513191
30,26,1.1307448813957828
80,13,1.1022959021585328
87,48,1.0517206165407385
77,12,1.1267206723735268
5,54,1.1419840156699397
83,12,1.1293049680867366
62,54,1.1092741629774017
46,53,1.1120519535948656
