HSCode,PortOfUnlading,dist
49,39,1.104798091043319
81,52,1.063797373856817
19,54,1.1161631482121135
57,0,1.1469005295740706
20,47,1.1052991936781578
50,13,1.1379743077060473
65,49,1.1603811243881605
48,33,1.102262699178287
73,18,1.0382296650537424
69,2,1.1247015242281901
0,53,1.1150743429648824
81,50,1.053713652172259
28,45,1.106907854521913
52,44,1.1283207128622703
52,12,1.1091649255582265
65,52,1.1242587020886796
55,26,1.1177296583607261
67,11,1.1368037153567587
94,18,1.1454749341521944
8,5,1.1244800639604884
7,0,1.0844443662956889
49,4,1.1181055746440376
95,30,1.1478630958923273
52,5,1.142941759100982
64,40,1.1362801369811808
3,12,1.0843081453016825
21,38,1.1230348258146219
64,12,1.1321001902355678
17,44,1.131148879416287
84,2,1.1195550223014183
88,44,1.1223863855536496
72,47,1.1276152173855476
86,18,1.0364861043968372
98,52,1.1370249379958426
35,0,1.133368348037558
29,18,1.1290418665323938
59,44,1.1311439878107714
52,2,1.1269834301367934
85,28,1.1078957324914103
32,54,1.119098634691909
13,47,1.109260957422001
54,5,1.1273532760595637
67,55,1.1238653186176504
45,12,1.143541561107018
94,55,1.1221382971853018
78,34,1.0448868503527982
78,47,1.1195695046335459
39,38,1.1161660040130041
48,51,1.0988134512943881
88,52,1.071822072445814
49,50,1.0529433494832898
50,50,1.0897929886622089
76,13,1.1145631069167783
83,48,1.0962754205933638
50,12,1.127941080801455
65,12,1.1448156856640708
65,55,1.1087598550532545
59,4,1.1277217366067427
88,40,1.1202183540112205
30,15,1.117646834214351
37,49,1.1294618286192417
53,55,1.1197459543389934
38,26,1.11678389932162
37,12,1.1140593734702893
6,53,1.1020239047440035
4,40,1.1020883260560888
46,2,1.115698702633381
21,2,1.120778008297618
21,4,1.1200274155874337
46,8,1.0966846804533685
46,55,1.0483152115983623
96,30,1.1382175423204899
64,0,1.1257226443184274
5,39,1.1328396136606378
18,26,1.1461234740646822
48,44,1.1356047873518296
29,52,1.1268239548163754
90,7,1.1407239197620325
58,12,1.0830590569946383
19,44,1.1099155175366573
21,44,1.1194949657323636
85,49,1.1155040442744004
44,54,1.1340621893344047
47,18,1.1335667462221213
73,13,1.1106872621125408
54,28,1.1008400982911033
61,45,1.1180075295103182
65,18,1.1221477000841074
10,4,1.1303946707796837
35,55,1.1009823153061526
39,5,1.1288300944226128
48,23,1.108160843274423
41,2,1.1239195906756712
31,44,1.1011040455861283
34,47,1.1427842815007483
42,50,1.116396466003997
88,47,1.1292381429313016
66,45,1.1138489195810897
34,49,1.1333206962527973
78,26,1.109687094975795
38,54,1.1276301885955036
44,47,1.1367063490407807
63,15,1.134071163567049
16,45,1.1465784976524966
31,31,1.0297612982935138
95,3,1.1446819475718908
17,8,1.1158958763948508
72,49,1.1180537311094148
58,44,1.1029788556375675
40,54,1.118162589280733
53,18,1.1351559396300996
52,26,1.1223119987574006
44,39,1.1194478037234927
50,54,1.1414715725862021
40,44,1.1139543520818864
17,12,1.1185251656653625
94,6,1.139400167124612
59,47,1.1353212354172553
59,12,1.1159596632101707
41,4,1.1196701127170985
95,51,1.1473569885960646
10,26,1.132269220692771
58,53,1.0981475287782294
48,8,1.1290136980158942
43,23,1.1208172403275967
95,19,1.1512861528566904
78,4,1.1114611106791668
88,28,1.1164314380979963
84,39,1.1084476389390017
62,4,1.1020420145775591
54,40,1.1092185247689486
55,5,1.136774433311075
97,8,1.097536099575726
78,18,1.0532180102808135
74,40,1.1076050996780396
41,39,1.1140708568106805
19,53,1.1074900719603258
8,38,1.1115239125210792
44,28,1.1226131160344397
95,25,1.1439222137310676
89,54,1.1146641364820036
83,23,1.106542139181069
69,45,1.1263329325177307
14,47,1.1271547242732984
50,44,1.1391138883939544
56,53,1.0922681971320085
35,50,1.0998949372608746
98,6,1.1323027350008488
90,6,1.141607633658818
61,2,1.1134312111618263
93,18,1.1354444952947753
12,27,1.1356514713593893
71,2,1.1184079084279281
15,4,1.1112586122139223
48,9,1.10237647912332
18,15,1.1316593552806549
67,25,1.129783862669553
26,26,1.1495504632060016
95,9,1.1491252976868833
37,18,1.0857071879186801
92,25,1.112029202548521
31,38,1.104508670845202
61,54,1.1194500108914716
39,45,1.116764071131391
6,33,1.017906759998628
80,49,1.0915448901110463
46,38,1.1185164021860277
67,30,1.1336369014212064
7,46,1.0292687152645417
93,51,1.128772375839097
65,9,1.1151946224272251
7,38,1.1226655783663904
53,52,1.1324070053441184
7,27,1.037788546111967
54,45,1.1164273017618274
68,38,1.1039453561284713
63,0,1.1226871694837297
48,18,1.1089428317333971
46,15,1.0971699204029781
39,4,1.1117710988702518
1,49,1.1023525407903694
14,53,1.1176821373935257
41,49,1.1225349714846484
17,50,1.0764533246734314
26,35,1.087619670267616
50,28,1.133811823225447
38,15,1.1006519974325784
98,9,1.133792829300676
66,12,1.1015953389661652
92,49,1.1525197108941418
63,50,1.0948110978518213
67,27,1.1399825710271085
94,46,1.1364093175423997
0,54,1.1252087618091278
67,29,1.1331841285739626
21,54,1.1252887034123498
65,25,1.110937231353351
68,40,1.0983504357614688
37,55,1.0778584073164634
88,9,1.0570809179916978
74,38,1.1115385588990259
90,9,1.1433981180723225
61,44,1.1141999656600612
69,15,1.1042389490508608
42,55,1.115303107138191
73,12,1.0896248145561134
0,45,1.1239946785249881
54,38,1.1153230401022094
74,13,1.1126184066327238
90,43,1.1443839280733041
16,0,1.1200882930840765
50,5,1.1553260013461113
31,13,1.1052150846059834
80,44,1.0991584145064865
51,47,1.1165225375443697
14,23,1.076410310342908
92,55,1.101979874274028
60,25,1.120128262255873
69,40,1.1203846829344652
73,26,1.1031732689589262
93,6,1.1295674879636084
40,38,1.1160618067120336
82,38,1.1137793411367707
0,38,1.1229000285800015
55,55,1.0509203101641365
4,13,1.10947748666097
40,0,1.082740277717156
25,5,1.13283115199634
26,8,1.1369444959397828
6,28,1.0957453438479985
28,12,1.0806713966386658
59,8,1.1133648888873202
13,0,1.0664015500141042
96,25,1.134396559957947
40,28,1.105584372899362
0,26,1.1149505169263907
16,6,1.0844077849760652
35,52,1.1155264635703392
69,53,1.118932076729834
27,55,1.1024343600230557
18,45,1.1513945936624492
59,39,1.1196908771193452
36,0,1.139836330964629
82,45,1.114513772639579
64,55,1.094116069908653
98,49,1.1704823563673667
9,53,1.1054881690070033
9,13,1.1150582726778728
69,39,1.1101639269285701
57,49,1.1649290852780854
15,13,1.1163677555034934
97,12,1.1007358926747526
3,8,1.0828238699053014
46,28,1.1083914757307087
32,47,1.119462947793571
76,4,1.110010288156835
94,25,1.1359296741762333
67,1,1.1345646849700384
58,40,1.1001212575605936
21,28,1.1108060875641448
64,52,1.1097895439182008
72,28,1.1140460588836245
84,9,1.0480291454919748
48,2,1.1481066001579165
25,54,1.122824922603156
21,15,1.1009120363742113
98,41,1.1348872051707335
57,46,1.124241562826293
87,44,1.114129967455353
95,29,1.14809919574431
14,49,1.1142863515498382
10,47,1.1379692893741387
72,53,1.1174339685322983
47,29,1.126952416662659
28,50,1.026593739565994
1,33,1.0292057943131243
59,2,1.1326649614077593
90,19,1.1454400545252221
35,18,1.11456500472767
29,6,1.1218041735036033
14,40,1.1200417863027334
70,44,1.1145148466208152
11,45,1.1129296280643237
60,23,1.1277079547622375
21,5,1.1359069086777578
43,42,1.1124010501163346
69,47,1.1276291269542915
25,38,1.1206556644506886
65,51,1.1117650398186274
82,13,1.1137218897097878
7,54,1.1257662889547646
63,26,1.139198001607188
17,23,1.0928313282451458
15,28,1.1023483946919441
95,20,1.1513784282973833
9,54,1.1167267648769277
40,13,1.116835389685418
72,0,1.0919109718608004
23,15,1.0830568906718068
80,2,1.1003006124602897
10,18,1.0801669132030969
93,0,1.1451809616493327
98,15,1.1590270868369512
55,0,1.0884477884641715
32,13,1.117169077341844
97,52,1.0583341748320632
52,47,1.1326582886810814
98,51,1.1308936029672623
75,40,1.1081254625959056
30,54,1.1397796520447758
81,26,1.1083998968492128
86,44,1.0957267127398933
57,21,1.1240122616291046
95,21,1.1464643808347839
20,45,1.1026776967836278
15,26,1.1085626617340105
34,26,1.1377767184084016
92,0,1.132546135290925
73,50,1.0396485807640212
91,50,1.1159667907548803
86,4,1.0942611848669392
93,9,1.1302365862897463
35,21,1.1039070204964705
51,35,1.046480996002044
40,5,1.1300702285287636
98,29,1.1325676079307283
79,12,1.0887898152161921
88,4,1.1209017849261207
53,24,1.1269688223089491
44,8,1.1125183620357089
22,8,1.1288911735173315
47,35,1.1264566321458136
55,28,1.1135710516412343
33,38,1.1123321762840663
1,47,1.117145226802677
32,38,1.1167725668471706
32,40,1.1111229942180216
47,9,1.1281533667019434
47,39,1.1687613393047027
36,49,1.160891514803682
22,27,1.1001019054757697
1,40,1.1089509491409575
9,8,1.089102167769202
88,23,1.0817619790988309
7,4,1.1178182339561837
83,34,1.095623301608222
34,39,1.128655212798289
9,40,1.1083564216803228
45,52,1.1229200546762772
61,38,1.1171133465000562
74,44,1.109123457090131
37,52,1.0903294639928
87,35,1.0485721185271228
31,33,1.032628276518413
84,34,1.0478860469801086
50,4,1.1368856996497405
34,12,1.1215039040045147
68,4,1.0997632159186261
46,26,1.1147273760288954
21,23,1.0772979039964932
85,8,1.09880416733878
39,2,1.1127420771600944
84,35,1.044997108035854
44,40,1.1281644968715097
3,40,1.101588090482567
17,0,1.1071074498551232
65,19,1.1172496266663074
91,33,1.127025842666626
62,2,1.101030659695555
88,35,1.054529939645103
76,8,1.0915248253316219
