Carrier,ShipmentOrigin,dist
112,18,1.0352455856544631
472,18,1.004090089883123
133,18,1.0497036432581288
109,18,1.1180850118398666
106,18,1.0091800120260035
184,18,1.0163003131747246
164,18,1.0182527021637984
385,18,1.009931594133377
96,18,1.014697901904583
523,18,0.9994988273829222
608,18,1.0218638977301973
41,18,1.0941460318863392
340,18,1.0165161511727743
459,18,0.9963934747502208
95,18,0.9871032019811017
369,18,1.017507451054241
92,18,0.9902585084949221
250,18,1.0064962400522615
333,18,1.060040071739682
551,18,1.1491057755691665
382,18,1.022243696664061
238,18,1.0016008280217648
21,18,0.9829638781292098
248,18,1.0140561126172543
377,18,1.035161901731044
346,18,1.0118397000644888
273,18,1.0998034971666388
556,18,1.0216619452195508
327,18,1.0647238176316023
580,18,1.054997326007911
254,18,1.016844894204821
318,18,0.9774891255157334
321,18,1.1115929947367735
152,18,0.9890184764351163
57,18,0.9878790532904012
221,18,1.091379939827935
465,18,1.0482226615328858
32,110,1.0376938741121973
36,18,1.0445140552307879
32,18,1.0082116307956832
101,14,1.1261502376624517
136,18,1.162033566406795
546,18,1.021363879953112
502,18,1.0076933206458176
291,18,1.0192559276308333
56,18,0.9791057236226541
141,18,0.9843564179858991
46,18,1.061551165633968
14,18,1.238819399582488
248,12,0.9951257072389126
579,18,1.1084483055580807
319,107,1.046000870210784
175,18,1.1091113077210528
112,61,1.1423624665476382
184,62,1.0485704796654838
536,50,1.083329304786665
96,50,1.0094253298427378
142,99,1.0761308643434728
53,18,1.0009189450315066
254,110,1.0448597533894437
318,110,1.0021494343610746
319,18,1.0075934827327728
371,110,1.1192540941493851
69,43,1.052375519382102
490,18,1.0431261051978384
418,12,0.9879911270524774
93,18,1.1212539986840315
391,65,1.1931952075766665
486,59,1.1054613241659743
106,4,1.105088634349938
412,18,1.0200439348617303
459,110,1.0222785265317984
496,18,1.061062827706337
422,18,1.104023496487311
604,12,0.9831779854638236
364,18,1.095600729542119
518,18,1.014950961672834
250,62,1.033941259873765
172,18,1.0023984802620751
414,18,1.1237081129636084
248,17,1.0454720757968192
32,43,1.0171038952789135
319,110,1.0393177302820342
586,18,1.1274568026087113
205,18,0.9757672218339783
291,62,1.0470503345131874
319,60,1.1115605176559515
382,36,1.045960899176342
184,45,1.0351418490920747
3,50,1.0003456962960107
346,79,1.0832543852073806
459,43,1.004976418800652
377,62,1.0635038316249847
346,80,1.1015232125563281
316,12,1.0188788208179176
369,45,1.0355180395501
334,93,1.0940385277249984
485,50,0.9817052031201976
319,79,1.076625834618296
346,12,0.9980096513671535
95,43,0.9986756475908416
112,107,1.0762530703629767
319,83,1.0784906617232732
346,110,1.0457182366933142
184,43,1.0253927100981985
250,46,1.0108394594863057
254,43,1.0252603071608715
409,99,1.0157296412757464
36,110,1.066408885376794
53,46,1.0070039702446334
346,50,0.9979052527674607
421,107,1.0510353738708156
346,16,1.0481320447953684
164,110,1.0462655041899
608,16,1.0567770612958287
495,12,1.0359311194292136
184,110,1.05206748098135
312,50,1.043480457588365
110,99,1.079838706213715
106,65,1.1417100301810674
346,25,1.121732943292175
250,110,1.038861201277801
106,66,1.0885201431810856
369,46,1.0206976466413056
164,35,1.1494442160640443
490,60,1.1436243908745902
382,56,1.1329073647835426
