HSCode,ShipmentOrigin,dist
39,36,1.3450447895697184
91,45,1.332181990146637
98,107,1.3095187065856797
34,40,1.3129781452672822
12,1,1.3415371403098106
95,61,1.3171082905360632
57,79,1.3173089964049203
21,16,1.3650476996387755
81,93,1.3198216898100716
82,52,1.308106348982879
91,73,1.3177048436232977
96,12,1.3172249368258886
83,46,1.3380881931100572
67,45,1.3380130124943597
64,110,1.3149686370577132
88,107,1.3318271626319205
95,106,1.2900701314210892
94,90,1.3189924220953668
57,66,1.3388443046382494
95,85,1.3208006833280836
57,106,1.2857212062392915
10,16,1.3490553530199187
35,12,1.3212469156299318
84,107,1.3356632718018122
5,19,1.3089360754404749
83,99,1.3260745470012938
96,94,1.302077675504344
43,18,1.3206873450960432
78,52,1.3007705509662628
95,97,1.314374922641686
57,94,1.2944010645151138
90,70,1.2979084849357605
36,36,1.315334147640637
48,99,1.3294653594493866
85,46,1.3525572014706475
57,4,1.3161743453570776
38,50,1.3601313595260893
16,3,1.3181282824703626
90,101,1.3072661299790655
42,50,1.3124691460813795
64,107,1.317851508302348
51,18,1.3468334419386727
22,19,1.3350755072065763
67,42,1.3332718227590834
57,43,1.3103202709129878
98,26,1.3054805589573724
35,43,1.3208665336881364
22,70,1.3160316944122314
83,52,1.3146168302212442
12,3,1.3335367877568518
42,110,1.3169487693480082
65,82,1.3087458115603243
88,43,1.342757225036621
42,12,1.3176678642630577
95,19,1.3247566148638725
55,73,1.291459412979228
10,1,1.3296674607055528
45,12,1.3170201714549745
47,99,1.3085514307022095
95,48,1.3269509598612785
47,46,1.3169842852013451
49,107,1.3428070502621787
94,94,1.3013273041163171
64,45,1.3251602905137199
98,106,1.2831347723092352
29,19,1.3231909051537514
95,66,1.3468577957579069
67,96,1.324786280947072
53,66,1.3534513946090425
88,18,1.3351896064622062
10,30,1.3148489168712072
53,42,1.326770544052124
85,52,1.3190837278962135
11,12,1.3690016950879778
94,78,1.2907984597342355
29,110,1.3268941545060702
90,66,1.3423597514629364
85,93,1.3244760653802328
16,46,1.3475151807069778
37,1,1.329043457550662
53,90,1.3244666350739343
41,50,1.3550269518579756
92,93,1.316803555403437
95,0,1.3216862848826818
16,62,1.3371232045548302
45,94,1.3019089794584684
49,36,1.3406451387064797
77,50,1.330938458442688
57,40,1.3117799354451043
79,46,1.359412016613143
45,110,1.315233705299241
90,46,1.2993142658046313
9,62,1.3532643765211105
67,19,1.334570902798857
48,70,1.3176153876951762
96,88,1.3201642919863974
95,44,1.3226325022322791
60,108,1.3304492724793298
17,16,1.3549608864954539
51,95,1.3129133486321993
98,36,1.3039616559232985
81,18,1.3406736552715302
48,101,1.3323177354676383
59,93,1.332386463880539
14,27,1.317480451294354
81,46,1.3483196390526635
60,40,1.3222962692379951
90,34,1.2915570576276099
91,99,1.3077519067696162
80,18,1.3442130727427346
57,77,1.3076310136488505
86,18,1.3558316315923418
48,45,1.3497068945850645
78,46,1.3499820530414581
29,43,1.3273185406412398
85,99,1.3401128266538893
22,77,1.3271401120083672
94,107,1.311488346329757
43,40,1.3208569564989634
42,16,1.3294477388262749
96,19,1.3254473294530595
60,28,1.3240815943905286
41,45,1.3708838863032204
92,58,1.3223261290362902
96,62,1.310011941407408
95,109,1.3214778708560126
78,94,1.3158859716994422
72,99,1.3369883809770857
77,99,1.3172220034258706
36,45,1.339406899043492
47,107,1.320171272116048
35,99,1.3124692695481437
95,56,1.326546661555767
60,43,1.3259420778070177
12,97,1.3210880107113294
67,1,1.3462766036391258
95,16,1.3200300123010362
67,106,1.3059722749250275
66,43,1.3405981425728117
77,18,1.3247993758746557
12,91,1.3295905472976821
57,14,1.3039990525160516
97,18,1.3451298453978129
43,93,1.3215348635401045
83,107,1.3405890837311745
92,16,1.3348200800163406
44,40,1.309396440429347
22,83,1.3358361391084534
95,55,1.3205208570829459
12,77,1.3269031271338463
51,99,1.3406692402703422
43,71,1.3171982456530844
91,16,1.3340569606849126
83,34,1.3205874817711967
53,10,1.321346368108477
53,94,1.310055524110794
29,46,1.324120513030461
90,19,1.3189029023051262
90,1,1.3303435551268714
26,103,1.3011577523180418
60,70,1.3029614889195986
29,66,1.3502668993813651
50,27,1.3252612607819694
10,12,1.3495715941701616
12,34,1.3083278409072332
75,18,1.3424737794058663
95,25,1.32889657999788
26,12,1.348979794553348
81,106,1.3119306106652533
12,27,1.33811438615833
94,93,1.3081063351460867
34,17,1.3212566620537214
27,34,1.316681587270328
42,107,1.3162190978016173
16,45,1.3633873164653778
95,17,1.3149300962686539
94,8,1.3180310374924116
95,11,1.3241214342415333
12,6,1.335042060485908
10,22,1.3210451209119387
63,99,1.3115654864481516
12,108,1.3404467084578104
91,58,1.325738570519856
5,70,1.2984901517629623
95,51,1.3210333229175635
90,97,1.3101008417350906
67,46,1.3236248046159744
53,17,1.3255542399627822
42,43,1.3185693791934423
26,36,1.3350168253694261
47,101,1.3209512776562147
41,12,1.3578427135944366
78,18,1.340767236692565
66,18,1.3336988687515259
44,18,1.329953949366297
87,46,1.3457370868750982
57,34,1.2936879258070673
92,46,1.3192234614065714
92,90,1.3218095494168145
96,52,1.3059714777129037
33,79,1.33645327602114
52,19,1.3089844563177653
0,56,1.3061302219118391
47,79,1.3275103675467628
42,26,1.3142839914986066
29,42,1.322061337530613
94,66,1.3478682456271989
34,101,1.325643954532487
8,22,1.2995543852448463
37,43,1.3338147508246558
92,36,1.321385411279542
48,66,1.3629505911043711
97,99,1.3364680175270354
77,43,1.3327223573412215
12,99,1.3124176157372338
90,61,1.3094383738934994
41,83,1.3344812989234924
43,46,1.3289358232702528
42,77,1.312382061034441
63,93,1.311456703713962
42,14,1.3096706899149078
26,37,1.3073961245162147
27,46,1.3330611011811666
90,103,1.3088049388357572
44,4,1.3060193828174047
16,12,1.3466943566288267
90,36,1.3039374468582017
0,38,1.287058986723423
11,36,1.347657886998994
60,99,1.3171787283250265
98,101,1.3052152203662055
96,104,1.3229998121304172
95,83,1.3175437759075845
7,12,1.360969637121473
54,40,1.3222103885241918
16,97,1.3182360806635447
36,17,1.3163115701505117
96,70,1.3037725548659052
83,70,1.3123030864766665
29,10,1.316313771797078
92,99,1.3096477070025034
35,98,1.3007463621241706
53,62,1.3206063913447517
81,99,1.3347138932773046
65,107,1.30685279411929
90,78,1.2861357001321656
35,40,1.3154367112687655
94,13,1.3268514882240976
94,36,1.3104764787214143
95,77,1.3212487357003349
53,43,1.3250352420977183
22,71,1.3286215822611536
90,16,1.3176938455019678
67,58,1.3292853693876947
95,74,1.3349269330501556
42,46,1.3167836655463492
57,36,1.3067248208182198
42,28,1.314901885177408
60,34,1.3082298700298582
22,17,1.3411247315151351
93,94,1.3033400188599313
22,16,1.350358628800937
42,99,1.3122162850839751
43,42,1.321001457316535
65,110,1.3084807353360313
12,31,1.3221861251762934
91,79,1.324944359915597
41,28,1.3265701798456055
27,40,1.3248952137572425
37,98,1.305817381611892
87,50,1.3429660541670663
95,24,1.3240746041493756
64,46,1.3147951726402556
83,74,1.3348381136144911
29,48,1.3238508020128523
60,35,1.3237247467041016
10,10,1.3034503933574473
41,82,1.3333717903920583
70,18,1.3510144246476037
49,52,1.3123426203216826
54,4,1.3196765972035271
27,56,1.328797103038856
93,25,1.3325789655957903
50,19,1.3165472596883774
95,60,1.3138540206210954
73,97,1.3106958642601967
12,106,1.3005923905542918
94,17,1.3169007620641164
67,74,1.3435923968042647
41,46,1.3539606077330453
93,70,1.3055514001420565
53,36,1.3217399141618185
36,110,1.3223839540566718
37,45,1.3453951350280218
98,66,1.3411828907472747
16,40,1.3293450357658523
87,99,1.33276700760637
79,52,1.3096064233354159
4,28,1.3048547868217741
60,46,1.3251508878810065
95,30,1.3299034599746977
51,50,1.3503465056419373
42,104,1.3118029279368264
31,16,1.3448147528937884
22,58,1.332962344799723
26,18,1.3412499129772186
67,110,1.3270245056067194
42,79,1.3203998729586601
57,70,1.291627216551985
90,106,1.2877317762800626
96,8,1.3204121951545988
56,83,1.327740602195263
90,93,1.3020674596939767
93,99,1.3038817580257143
12,8,1.3252451121807098
43,81,1.2998040935822897
12,37,1.3309354814035552
16,21,1.3152498954108782
65,60,1.3052642728601183
67,78,1.3063007593154907
70,34,1.3219177616494042
87,93,1.3154748603701591
57,63,1.3009573093482427
51,12,1.3601888290473394
36,43,1.3249200944389616
96,59,1.3302050179668836
96,111,1.3166887078966414
30,50,1.3496526437146323
21,98,1.3179445532815797
29,99,1.31876174892698
98,9,1.3043488833521093
26,99,1.3399717062711716
98,111,1.3069307655761284
47,62,1.3156915019665445
59,70,1.3115891431059157
22,36,1.3410233088902064
69,43,1.3541733005217143
98,34,1.2910431240286147
88,66,1.3404571094683237
96,29,1.316734170275075
67,34,1.310342667358262
91,61,1.3233621471694537
25,12,1.3723453560045786
29,28,1.3223844447306223
94,34,1.297299474477768
91,50,1.312328893159117
14,12,1.361402507339205
47,110,1.3196469002536364
45,47,1.302363799352731
53,78,1.3011613254036223
42,48,1.3161294061158384
51,78,1.3091279885598592
22,50,1.343430636184556
96,78,1.2929804303816386
64,43,1.3147345909050532
83,27,1.3339750713535719
84,36,1.3369921020099096
94,1,1.336721764079162
12,41,1.3199522942304611
17,40,1.3297462399516786
53,111,1.3216948711446352
90,75,1.3165043800004892
63,107,1.328149288892746
24,45,1.3700246534177236
87,82,1.3228080890008382
76,99,1.3377565549952644
50,44,1.3101489384259497
9,40,1.3270218830023492
12,79,1.3296831484351839
73,18,1.3528320917061396
48,34,1.3215078626360213
37,80,1.3239399663039617
95,28,1.3231726810336113
36,101,1.3166023726974214
90,17,1.3098110221326351
42,17,1.3177300633064337
15,97,1.32320579460689
95,84,1.3166606383664268
12,38,1.32967423754079
95,23,1.332055481949023
64,101,1.3145473450422287
95,3,1.3294931458575385
95,92,1.3175002820789814
29,17,1.3256584714565958
37,36,1.3256113763366426
90,104,1.314948005867856
91,25,1.334320074745587
17,45,1.3651783019304276
90,25,1.3239765561052732
45,45,1.3350500943405288
26,8,1.3208185242755073
7,40,1.3192744648882322
94,29,1.3152028689427036
36,109,1.3034190264131342
12,33,1.329196599977357
48,16,1.3494520549263274
18,107,1.338107586971351
77,62,1.3315923480050904
27,19,1.3240971543959208
34,93,1.3172078813825334
92,33,1.3258211389183998
70,36,1.3389131533248084
10,43,1.352768218943051
87,18,1.3384621334927422
94,85,1.3188366772873061
12,103,1.3221388597573553
12,30,1.3348290164555823
92,62,1.3159852432353156
67,62,1.322212591767311
95,6,1.3281473187463624
59,94,1.3232393307345254
3,16,1.360763362475804
92,25,1.3331664268459593
95,42,1.3250323587230273
16,41,1.3034884620990073
47,50,1.3161446026393346
96,101,1.3151562160679273
48,62,1.3377071555171693
26,26,1.3205142585294587
49,16,1.353822499513626
95,22,1.3345386694584573
50,94,1.3096283440079008
16,37,1.3130605316587858
65,101,1.3060568507228578
55,40,1.3046577141753264
96,34,1.29995025907244
66,84,1.2858331740966864
67,41,1.323083538029875
5,1,1.3246941885777883
35,110,1.3182945474982262
44,12,1.3400178721972875
12,46,1.319268527839865
95,111,1.317780054573502
93,79,1.3230097410934312
34,1,1.3187220799071449
60,73,1.318372120814664
10,40,1.3251086249947548
35,62,1.31402764575822
45,17,1.3133860863745213
67,94,1.3119319145168578
89,50,1.3695343392235892
57,17,1.311573832162789
60,16,1.3353430437190192
92,80,1.331603070454938
80,43,1.3506667124373573
10,105,1.2962438368371554
94,73,1.3125165472073215
53,110,1.3241969017045838
12,92,1.3219840718167168
30,48,1.3022638718996729
12,21,1.3325278641922134
92,106,1.3023221833365304
92,0,1.3213531555874007
13,28,1.3140835442713328
91,101,1.3221187272242136
67,80,1.334562782730375
48,40,1.3399334933076585
95,104,1.3212053951408183
37,101,1.324992587523801
26,31,1.3060461335948534
51,98,1.312097352530275
63,43,1.326183836374964
94,45,1.3244672556008612
27,99,1.329767027071544
86,99,1.3480651740516936
79,18,1.3544622957706451
47,40,1.3252964823373727
45,5,1.3075570645076888
51,43,1.3534144035407476
60,106,1.2994919185127531
30,106,1.3061173834971018
51,17,1.3472852174724852
93,19,1.3268476075359754
90,80,1.3181636407971382
95,13,1.3284322449139185
83,50,1.3341044996465956
73,66,1.3414538098233086
29,97,1.3166562584894044
22,15,1.3321899910058295
57,35,1.3129723316856794
67,16,1.3384120709129743
67,50,1.319938841675009
43,19,1.3203170342104775
67,104,1.3322693961007255
38,18,1.3583825039012092
67,102,1.3276738018861838
7,59,1.2975123535309518
41,31,1.3176041575414794
12,15,1.3358312951666969
12,50,1.3153097012213297
15,15,1.3079284450837545
81,43,1.3484715180737632
46,77,1.2934353181294032
34,45,1.3548183462449483
98,50,1.3012278761182512
27,36,1.329272753426007
90,94,1.295002015573638
53,30,1.3297831863164902
89,36,1.3516676000186376
65,78,1.2813880667090416
48,112,1.3268297048551696
5,72,1.294271546815123
97,8,1.3209095458899225
91,91,1.3268066527588027
36,8,1.3113139324954577
5,106,1.299139359167644
95,53,1.3143639032329832
67,30,1.3387159726449422
53,6,1.3327113879578454
22,37,1.3280060344508715
52,79,1.3316370312656676
57,50,1.3046249087367738
42,45,1.3354491974626268
90,6,1.3208392432757787
49,70,1.3046413585543633
88,106,1.2995345975671495
22,94,1.3249698451587133
93,80,1.3287727013230324
95,69,1.3188434009041106
60,78,1.3006653285452299
84,43,1.3481264348540987
17,107,1.341121569275856
47,17,1.3272221460938454
96,17,1.322007200547627
45,50,1.312541932931968
30,28,1.3113769186394555
94,111,1.3166822205696787
22,46,1.3467664271593094
45,16,1.3258776058043753
3,45,1.375283596771104
37,79,1.3265243481312479
16,18,1.3420809039047785
69,99,1.3465494577373778
63,110,1.3262410291603632
29,40,1.3239632525614329
27,106,1.3091847343104226
96,103,1.3152578047343664
88,93,1.3149856563125337
94,97,1.3155244237610273
12,110,1.3217477979404586
35,59,1.3157555226768767
72,45,1.3583882685218538
13,66,1.3471292172159468
60,83,1.3221634541239058
87,94,1.3160412769232477
46,36,1.3323102678571428
94,74,1.3348945762429918
16,108,1.3271634536130088
76,107,1.3365656648363387
12,9,1.3234912997909956
67,93,1.3219920545816422
85,107,1.3492857217788696
60,88,1.3237275055476598
45,26,1.312251831804003
64,19,1.31324816601617
67,47,1.3294459906007563
60,31,1.3130007215908595
60,110,1.3254328966140747
29,92,1.3126232491007872
57,107,1.313731046659606
60,76,1.319660969610725
40,14,1.297734216919967
36,59,1.3121361652655261
48,36,1.333979225584439
37,110,1.330363752586501
26,94,1.3146836012601852
38,17,1.341462561062404
22,98,1.3222462247524942
68,12,1.3659298632826125
1,112,1.2888918492410864
91,12,1.322530671954155
77,93,1.3132679888180323
86,70,1.3184499783175332
53,16,1.335251894380365
41,94,1.3303282409906387
10,18,1.3428152373858862
54,59,1.2987945808895998
86,46,1.363198242017201
12,56,1.3323777754391943
91,52,1.3147352284618787
79,79,1.3319796728236335
31,36,1.340120103742395
29,63,1.3116643918412072
67,10,1.3318657374807767
49,46,1.3582100378615516
62,8,1.323266944714955
37,107,1.3276157421725137
90,4,1.3190594070724078
15,12,1.3778139501810074
22,101,1.3398716236863817
77,52,1.2999460601380892
49,3,1.3051933380109924
93,82,1.3309128076902457
88,52,1.3019070902041026
17,18,1.3471782164914268
98,78,1.2816663389759404
90,42,1.3188194180173534
43,83,1.3227111782346452
67,83,1.3328295541661126
58,18,1.3579207041433878
22,106,1.3143046072551183
53,34,1.3093526916844505
48,4,1.3414056641714913
90,8,1.3114763019340379
91,83,1.326694093644619
78,93,1.3152064351098878
41,36,1.34871649316379
77,36,1.3297597191163473
37,16,1.3384563539709364
98,5,1.3129817957856826
48,110,1.3411159068346024
44,46,1.335959106683731
75,70,1.301483387393611
98,97,1.3048258216253348
79,4,1.318689071706363
87,107,1.3396663048437663
89,52,1.3188167342117854
26,75,1.3057998328336649
53,93,1.3208411697830473
18,18,1.341322517820767
29,61,1.3172520878059524
35,77,1.3095595283167702
53,98,1.3145833451833044
19,16,1.356407918035984
42,108,1.3257183783820696
60,62,1.3203282707503863
12,59,1.3359964841178484
36,107,1.3232765921524592
92,101,1.3237593748739787
19,18,1.3578224096979414
27,108,1.3323934759412492
10,68,1.302911323096071
0,16,1.3539729097059794
44,50,1.3350306153297424
85,97,1.3313241047518594
69,12,1.3534065634012222
90,87,1.3158526181110315
57,58,1.309871802372592
34,71,1.3077287296099322
52,18,1.3553813632045473
42,84,1.3051725359899657
69,45,1.3637705551726478
84,99,1.335795568568366
93,93,1.3122116007975169
32,50,1.3582262801272529
10,96,1.29819648287126
22,35,1.3317148728030068
25,36,1.3516204016549247
84,93,1.3203969321080617
69,17,1.3310237345950944
67,101,1.3282500409654208
30,94,1.3158759474754333
48,39,1.3301748697246825
59,106,1.314270990235465
17,94,1.3258444922310966
53,76,1.3249859538461481
78,106,1.3019923833864075
36,98,1.3013429918459483
95,5,1.3266720622777939
34,110,1.3354803313102042
94,19,1.3240893962127822
93,34,1.300756353352751
12,42,1.331546928201403
10,77,1.3113705664873123
53,27,1.33600031797375
17,36,1.3456611399139677
78,45,1.3597841347966875
91,82,1.3322249012334006
90,65,1.293344201253993
29,77,1.3172511660626955
38,12,1.3672006045069014
74,52,1.310505896806717
52,1,1.3295123619692666
16,16,1.353225467460496
67,40,1.3329785913228989
98,45,1.3200019193547112
67,66,1.359808763223035
96,97,1.3176474603159087
60,77,1.317448585161141
59,40,1.3316349610686302
18,91,1.303414700286729
52,42,1.3087408457483565
29,94,1.3089058250188828
93,106,1.2968743847949165
29,75,1.3195756397077016
42,31,1.3086112279977118
41,62,1.3478970229625702
1,111,1.3061217106878757
9,12,1.3698121117694038
42,78,1.2950763888657093
63,45,1.3397496779050146
93,73,1.3184783453387874
49,62,1.3458853300128664
93,74,1.3375767086233412
81,52,1.3108804853899139
29,104,1.318092561193875
71,66,1.3413130726133073
17,46,1.354290559887886
95,81,1.309723069093057
90,72,1.3195606358349323
63,103,1.3056374724422182
53,50,1.3189999950783593
95,59,1.3304600923189096
81,45,1.36263122516019
43,73,1.317324213151421
64,26,1.3129181095532008
65,45,1.3219781666994095
84,46,1.3496444480759757
22,38,1.3259597292968206
67,70,1.3134600381766046
60,1,1.3331439101270266
95,89,1.3245625267071384
42,101,1.31611182647092
53,107,1.3240354082414083
21,107,1.3545375796301025
44,110,1.3303552844694682
78,43,1.3460661534752165
94,103,1.3151272311806679
29,34,1.3081317277891296
91,93,1.3149285742214747
82,46,1.3596942914383752
20,107,1.3527257527623857
29,45,1.3418099241597312
12,67,1.3241567015647888
0,58,1.3090153996433531
98,70,1.2928877345153265
60,36,1.3209647344691413
92,45,1.3370117396116257
96,51,1.3191527426242828
45,83,1.3123003861733846
57,26,1.3096598599638258
2,12,1.3665611807789122
21,18,1.3651014481272017
60,97,1.3158298124160086
91,23,1.3323164667401994
29,107,1.3256194389292173
57,95,1.3125020489096642
6,6,1.3025505117007665
96,45,1.32982403252806
47,93,1.3143727715526308
67,97,1.3265139471207346
10,17,1.3340668688927377
16,15,1.3184735785637582
49,110,1.3500166875975472
10,46,1.3488194303853172
22,99,1.3391478679009847
43,109,1.3113214277795382
63,82,1.324537472533328
35,82,1.3201667969780309
45,63,1.2987432168530566
21,12,1.3730856265340532
29,83,1.3242371029087476
36,71,1.3110003247857094
49,18,1.3516370228358678
38,25,1.3220219143799372
46,110,1.3349479277219092
55,12,1.3370859335575784
96,77,1.3214742605175291
95,20,1.3221356506858553
8,28,1.3066339301211494
50,98,1.3049367974911417
29,4,1.3283606874091285
64,56,1.319140120276383
59,45,1.3671246298721857
30,4,1.31635505599635
65,74,1.31250818499497
47,97,1.3216855164085115
94,61,1.315796220941203
50,50,1.3310083257300513
67,68,1.3308942174272878
70,46,1.3566700049809046
57,80,1.3143573563013757
95,91,1.3240241717014993
60,101,1.322037243417331
94,26,1.3151135135974203
2,34,1.322588609797614
94,82,1.3269243192459856
62,40,1.33120823012931
35,45,1.3358250664813178
34,8,1.3146621733903885
53,28,1.325559027493
13,40,1.334091190780912
81,110,1.3452571353742055
27,50,1.3314338198729925
43,30,1.32104676003967
33,12,1.3764667979308538
25,106,1.3165937108652932
65,66,1.3348145186901093
22,97,1.3263694239514214
34,94,1.3104286662169866
