PortOfUnlading,ShipperPanjivaID,dist
13,6081,1.1659276724926062
2,211,1.0592881105840206
13,1821,1.2795574335115296
4,1244,1.0909497934792722
54,502,1.150161505809852
28,5471,1.0486355905554123
38,5614,1.0948172403233392
38,571,0.9130957850388118
47,6318,1.213646009963538
44,2900,0.9958921742758581
28,5625,1.2734778661813055
4,1003,1.1360935371901308
45,1236,1.0685688576528005
8,3589,1.1357336922415666
28,6032,1.1336212610559804
45,1589,1.114552028477192
38,4444,1.161997137857335
44,83,1.0897858502742435
15,2835,1.14249177010996
45,1902,1.1524199252682072
15,4048,1.0849533547900916
40,4202,0.9216597921081952
5,1007,1.0893518966955267
2,4852,1.1871633295501982
13,4025,1.1882603042093771
4,5723,0.9370376707187721
54,668,1.2016710213252477
38,764,1.0818393060139246
26,4857,0.9928906799136062
54,3589,1.1064137326819556
24,2994,1.2150143054979188
4,6448,1.0952127461454697
40,2459,0.9453279317489692
40,5711,1.19125494387533
28,4267,1.1321397817560606
45,3943,1.0865726321935654
47,3265,1.0221285011087144
40,1946,1.0980880877801351
38,6610,1.139217309786805
54,1601,1.1046248536024774
54,1599,1.0307573146585907
53,5839,1.1060113869607449
12,2625,1.0199575661016362
54,3651,1.097739549885903
54,1049,1.1802745120865958
47,6896,1.1081718580348283
38,5087,1.1908778037343706
47,3362,1.101104165826525
47,3530,1.2233467530459166
13,259,1.1486522012523241
23,6694,1.0091038484658514
2,3362,1.1310624054500036
4,4124,1.2033946269324847
5,1947,1.1460993343165942
15,4852,1.2002203783818655
4,2685,1.0947529199932302
54,2581,0.9903312213718891
47,6917,1.1413517821846264
4,1920,1.1292057207652502
2,3067,1.1485244588527297
44,1637,1.0816298574209213
2,3921,1.124187383800745
13,4518,1.2461190119917904
54,6798,1.1531701291512166
15,2064,1.2926151369299208
13,6785,1.039977129548788
54,1009,1.1332773518349444
5,5822,1.1048652396670409
44,5482,1.146187495972429
47,6909,1.094207834286083
44,891,1.0652981860829251
40,5241,1.1790457421115466
2,6030,1.1650912200400074
38,3807,1.1034360347049577
54,3943,1.0793736694114549
54,631,1.1542455299890466
2,4927,1.1583216062613897
54,1661,1.090305246828523
54,5493,0.9937711544334888
53,1067,1.1249259973743133
13,2173,1.0601675660748566
15,1277,1.2821943972791945
5,5830,1.1103547023875373
8,3131,1.2206192753676857
4,4164,1.2226017966334308
54,1216,0.9696404321917466
45,247,1.0712805560656957
38,4029,1.1064349873922765
4,2971,0.9270653059439999
8,2242,1.1501652324971343
54,5283,1.122250982161079
5,1009,1.1444405500577497
54,1805,1.1618037819862366
54,3614,1.195832631018545
54,319,1.118942888719695
45,2726,1.1497007005049713
44,1914,1.1467774188412088
13,4763,1.1169847026467323
15,2734,1.2193880789647145
53,2581,0.9863387532532215
53,1965,1.2161420684839999
45,6844,1.1275615691473442
54,6130,1.01401119732431
49,1606,1.1994251608848572
5,5241,1.1787335031798907
23,5453,1.0613457400883948
40,4309,1.1206604465842247
15,6912,1.2440386031355177
54,211,1.0422697226417117
5,2505,0.9570245580481631
38,4057,0.958987968308585
54,425,1.1304451147360461
45,655,0.976721506033625
47,2077,1.1092587453978402
13,1072,1.1466968378850393
38,6792,1.0226051551955087
49,5552,1.1413554339004415
54,2180,1.2109710185655527
13,2457,1.1261190644332342
54,1362,1.1330241336088096
54,1311,1.1060833388141222
38,3605,1.027182120397421
40,891,1.075829014714275
40,697,1.1451045349240303
53,4796,1.1141378954052925
54,3690,1.1187345790011543
39,1570,1.2128538968307632
28,6234,1.191133591745581
2,401,1.1287168759320463
4,5798,1.123599575566394
8,6909,1.1178918703060066
13,6563,0.9765307929899011
47,6500,1.0778005133782114
49,1620,0.995884755892413
45,6171,1.0296492810760225
54,6249,1.069255913341684
0,4886,0.9870171046682766
28,1815,1.3161993883550167
54,70,1.0477518833109312
12,3838,1.2041676212102175
45,6201,1.0876359295632159
38,6640,1.1562276471938406
54,5490,1.0240581163338252
28,1746,1.3273162783256598
54,1764,1.217363195227725
54,2924,1.1773548711623465
13,1390,1.0811981465168563
40,3037,1.0387638799313987
54,1090,0.9894806614943913
15,5241,1.2148144244316168
38,2855,1.1977585633950574
53,6067,1.140629321070654
45,6669,1.1187068138803755
13,3359,1.112970504061585
49,4259,1.1887719777545758
4,414,1.0242078815187727
13,4157,1.1672940935407365
54,1153,1.0650198249412435
54,2482,0.9655052319701228
23,3921,1.126794950238296
54,3435,0.9238898517297847
15,3917,1.146301003838224
47,5790,1.2278165952967746
54,587,0.9912105891188341
4,1362,1.1395929687257325
53,147,1.0726978109617318
2,4215,1.1265121389712607
54,697,1.1325814971434218
47,6341,1.0218142561082328
2,6694,1.020232121859278
13,409,1.04062100819179
2,5759,1.062575254323227
13,1067,1.1079895658684629
4,4358,1.1037552942122733
8,4852,1.192311302359615
2,1144,1.0769073474886162
13,2676,1.167584968464715
2,3331,1.0990649254194327
38,6115,0.9983336835035256
13,5224,1.0972413173211473
38,131,1.1909254448754447
54,1209,1.2079765578465802
38,3086,1.1608787687229258
5,3796,0.974467753299645
53,5213,1.1222935244441032
38,1570,1.1355712940650327
38,3918,0.9587800087673324
13,4806,1.1488355281097549
2,1712,1.1229700561878937
5,4097,1.116878584958613
54,3966,0.9385157570775066
40,5503,1.029451026980366
13,1427,1.1162237972021103
2,5887,1.255614282829421
13,3536,1.1343453101414656
4,5854,1.202025864805494
4,3363,1.1358326449990273
13,4404,1.2245280774576324
45,2738,1.1331295042265472
31,6310,1.2195472020123685
31,1236,1.2192396798304148
28,898,1.029097754508257
8,5108,1.1882881756339754
23,2622,1.0769392249307461
45,6749,1.1426742220563548
5,1441,1.0643853382872683
40,2216,1.116431476415268
4,3517,1.1149124231721674
38,359,1.0150740992810046
54,1656,1.0351529677531548
5,4531,1.1453338132372923
54,3803,1.0269813377942358
54,3217,1.1529062081660544
15,4107,1.2114101169364793
26,3936,0.958565986582211
44,2196,1.2008173375257425
26,3479,1.0942971043820893
2,4998,1.1269582243902343
54,3711,0.9722770910177913
45,701,1.1665983394320523
38,1586,0.9440932625106403
5,6207,1.1111954796527113
45,2163,1.1915491968393326
4,6362,1.0309243718428271
38,5819,1.0072347141270126
45,5526,1.119808389140027
44,6871,1.162417649690594
26,2266,1.1751121977078063
54,1980,1.042394605024518
45,6611,0.9178088353281575
44,6688,1.0766142388539655
13,5172,1.0562705430867416
44,4477,0.9040680732578039
38,5970,1.088901523500681
4,1984,0.8788229014192309
5,2388,1.0708192129220282
38,1280,1.2041378138320786
38,3327,1.1267833736326014
47,6739,1.126257995409625
40,3815,0.9459926512624536
2,845,1.0460513327270746
44,6774,1.151675844431988
5,4143,1.0625417370881354
54,957,1.1013931626720088
54,3726,1.0299349026754498
13,4915,0.9567860258477074
38,3849,1.1931823756146644
45,3195,1.0123216600290366
38,5354,1.049965791005109
44,5320,1.0930009534515972
40,2295,0.8849618464176144
45,3624,0.9896857299442802
54,5629,0.8539803022784846
40,3973,1.0614134641364217
13,3741,0.9499903909329858
8,3576,1.1456204748579435
13,2117,1.0514656848141126
38,6867,1.0899682456511073
54,3641,1.0810793510505132
44,1905,1.1170696110597678
38,5616,1.1781644081430775
13,3148,1.265993282198906
13,3435,0.9211901269653546
13,972,1.1647974933896745
47,6680,1.1726369096764497
38,6601,1.2328532354107924
54,3097,1.0522325134703092
54,1662,1.07376661204866
54,3019,0.9694878246103015
4,6023,1.058822741465909
45,3770,0.8992447395409856
54,6611,0.9168193135410547
53,4865,0.9798038985048022
54,1212,1.0601843733872687
4,4545,0.9343195970037154
45,1984,0.8880422647510257
5,6873,1.0615313101027692
45,6873,1.065939114695149
54,3501,1.0197061055472918
5,3479,1.099749006330967
54,2978,0.95356163487304
0,3207,0.879452778824738
38,4780,1.0406440666743688
38,3650,0.989715343923308
53,5719,1.1232802937073367
2,6871,1.198211425117084
8,2161,1.1598129119457943
45,4780,1.0547269800943988
44,1597,1.0019846551918559
4,805,1.1291795069617885
54,4828,1.1871248015335627
38,2196,1.2186503261327744
54,5895,1.0398292041250639
54,4495,0.9224492854305676
2,6519,1.1953048237732478
54,2058,1.1355544153068746
13,6099,1.1063639659966742
45,4650,1.1181790637118476
54,6873,1.0642789732332207
23,3680,0.9817671793113861
38,3877,1.2556228062936239
54,1593,1.0230502422366823
28,1604,1.0588526092469692
54,4214,1.0478319959448916
44,6738,1.0627092814206012
38,6499,1.022210047563671
26,296,1.2395090013742447
38,3669,0.9387089045984405
4,723,1.0297691696988684
40,6248,1.120637159794569
54,4249,1.137410347882126
45,6928,1.117277164544378
26,6873,1.0636228450707026
54,5405,1.052545566111803
54,2087,1.0653840085225446
0,960,0.9757205609764371
13,3747,1.0390928185411863
54,6593,1.0222911313176155
4,3903,1.1577572668237346
47,3589,1.1327366110469614
26,701,1.2043808815734727
5,6248,1.1218546289684517
54,6069,1.2397841183202607
13,5489,1.1630548068455286
28,3567,1.2177782019300918
13,863,1.0865147685898202
40,6841,1.0146932051783162
54,3596,1.0882004829389709
44,757,1.1841772837298257
26,6447,1.0878217167087965
38,6700,1.2055085128439325
4,6447,1.058341625545706
5,1310,1.196242620902402
45,3327,1.133586569023984
45,2104,1.0260376703725862
49,2371,0.976060871700091
54,3759,1.1747481341340713
38,3775,1.0869285581367356
13,3327,1.1309497031782354
40,701,1.1717899926006794
38,5287,1.0857245093211532
38,6722,1.2582753832851137
54,1603,1.1807752847671509
38,2001,1.0627904425242118
53,6447,1.0717545747756958
54,868,1.1095310124967779
54,1993,1.0806797061647688
38,6456,1.1229447259434633
44,4120,1.1250590234994888
15,6470,0.8054775167256594
26,986,1.2603877580591611
38,4060,1.0272923175777708
47,4919,1.1154099537857942
13,216,1.1206962507484215
54,5582,1.1013188807825958
45,2594,1.166315687155085
53,291,1.1549158144210065
44,463,1.0793069785993015
26,2622,1.0774074803505624
38,2726,1.1388572147448681
54,980,1.2311819727931703
45,4666,1.079009795827525
38,5126,0.9946408662945032
53,4225,1.1821677365473338
54,2242,1.140111757176263
54,413,1.071172202804259
13,5454,1.210153169397797
44,216,1.1306989693215914
38,259,1.139392891632659
26,388,1.0647861948236823
40,702,1.0878093702984708
38,1692,1.2029803030725037
44,6201,1.0940762534737587
28,1788,0.9572404680241432
53,5813,1.1750495384164554
13,6812,1.2129210401326418
45,2622,1.041136234998703
15,2475,1.1242791012461697
44,6053,1.1408607592540128
49,1091,1.1673808097839355
49,994,1.18634591411267
13,4887,1.184122920036316
40,1009,1.1442404775215047
54,1676,1.0707275752377297
38,5813,1.158731685818306
28,1859,1.1748551864709174
13,703,1.1124979230974401
4,6694,1.002104069505419
13,1319,1.1380610332957335
38,579,1.051261130720377
5,1904,1.113657500328762
38,745,1.1336831046002251
54,2887,1.1685825353488326
28,149,1.0704870406937386
4,5428,1.200113508850336
13,1700,1.0525852608095323
44,2256,1.193655590925898
13,1723,1.2233196986573083
2,6021,1.1005305623901742
54,5544,1.123778865805694
53,5835,1.2622341502990042
54,1067,1.1030196900080358
4,5695,1.0030614001942533
54,450,1.1254978094782149
38,6067,1.1169035291033131
13,6332,1.138684677226203
54,5850,1.145364798605442
53,3416,1.0363644382783346
13,3579,1.1525415256619453
2,995,1.2705213323767697
39,3567,1.2344779132732324
13,1091,1.1257856010592409
44,6173,1.051794276439718
47,3947,1.0923694031579154
54,3574,1.2333283365837164
40,6802,1.0523537924247128
40,3332,1.1277203016382242
13,4183,1.2226288448686577
13,5822,1.107440924005849
47,3234,1.0556189034666335
5,6879,1.1765828664813722
44,730,1.0352013676892966
47,700,1.1930733852620636
39,6074,0.7517455355264246
40,2622,1.05108920697655
4,677,1.2157173944371087
44,5977,1.0642430119748627
13,2226,1.3013343172413963
4,5489,1.1528259156537908
47,6127,1.04832495536123
4,2106,1.050007939338684
38,1362,1.1349094370380044
12,2924,1.233856406861118
54,4151,1.043859798993383
4,5889,1.1335970205920083
26,1205,1.1288374731583255
49,2201,1.2132399579776185
2,2362,1.1964983235645508
38,5559,0.9956732280552387
53,1039,1.0850499065626147
54,2622,1.042789573115962
45,5478,1.0884702163083213
47,4023,1.0507946810019868
44,6720,1.0946547325168337
54,5017,1.1455610830868994
8,5489,1.1767032689281873
26,313,1.294950647013528
44,622,1.2115948350567902
38,5241,1.1667376655553068
44,2694,1.1301628766315324
44,4521,1.1834631152451038
13,374,1.1059307993522711
38,4614,1.048643168594156
54,5684,1.0012825642313277
28,4175,1.1352620236575603
39,1920,1.191401444508561
50,5370,1.007191817675318
54,140,1.1660820075443812
38,6189,1.2503333911299706
54,3219,1.02362083537238
13,5209,1.1885775444763047
53,5224,1.102644788899592
5,4085,1.2189670487173967
13,5903,1.13915746233293
28,4430,1.2071046697508012
54,6282,0.986200929752418
54,612,1.0584103358643395
8,2924,1.2134581543505192
54,2941,1.042149216468845
28,3430,1.2167891849364554
2,1613,1.1031997427344322
15,934,1.2013850853379284
45,3455,1.0891072010355336
47,5887,1.2294774310929435
54,529,1.0554335677464093
13,1713,1.0169411122000642
0,5767,1.1525987876313073
44,57,1.1430786709700311
4,6909,1.1058921883148807
54,6316,1.0451514449502741
15,2812,1.1616497071725982
44,664,1.1574734816593784
54,2561,1.1755119418459279
5,1420,1.072546526190958
13,5248,1.1221645666020257
28,6623,1.0938521868416242
4,3178,1.1043011540813106
13,817,1.0797003912074226
0,6169,1.0873960836657457
45,891,1.0589513632335834
44,3554,1.0761415482099568
53,5126,1.008275016402227
40,4165,0.9244589068527732
47,1092,1.0876818051827806
45,6006,1.1268060537321227
26,2483,1.1956115333097321
44,3314,1.0332534166851215
19,5541,1.1021179492984499
40,1934,1.0711618358535426
54,4968,1.192316692854677
4,5765,0.9246058144739696
40,6067,1.130422451134239
38,1279,1.0310577798102583
54,3349,1.1411124180470194
13,6694,0.994183497769492
23,1909,1.1508629364626748
2,2169,1.0860838102442878
53,5796,1.2037407331102128
38,2028,1.05787708495544
13,3223,1.103516483945506
15,6911,1.1725922474038921
2,147,1.087873689298119
38,1072,1.1345623843371868
54,2800,1.1351474949291773
54,5822,1.097098017377513
40,4784,1.1312195991298981
40,3861,1.225178387016058
38,211,1.0419425198675267
4,5091,1.19599565331425
47,4267,1.0980797127953597
13,5854,1.198108227125236
38,3900,1.0004926310586078
53,2835,1.126396009432418
54,57,1.156473153403827
13,6400,1.1824423085365976
38,1606,1.1541680161442076
54,5771,1.1218262117888247
38,5420,1.1489882000855036
38,891,1.0549602756010634
4,2256,1.1904331628632332
40,2949,1.096737424310829
38,1832,1.138712081526007
23,5881,1.1573560985603504
44,4107,1.202811958534377
13,564,0.9658286179079109
23,1625,1.1860341578722
54,2885,1.1752729469111987
13,1692,1.211878095886537
44,471,1.1627457897577966
13,1815,1.2737628556787968
54,1588,1.1065121511263507
13,5416,1.0428546337144715
54,1948,1.1141635162888892
54,216,1.1232241434710366
52,2256,1.225733855872282
44,4445,0.9948635181146008
49,1611,0.863896084683282
54,6558,1.0699160790869169
4,2886,1.0071230961808137
38,6841,1.0025260248886687
38,5683,1.1300234209213937
49,6619,1.2552764730394952
13,3046,0.971007350200255
40,1829,1.1222521413915925
49,6032,1.1439065028514181
45,1497,1.0048159956932068
38,8,1.069851455943925
13,1201,1.0237521652265318
54,1192,1.1020258186118943
53,1046,1.0903306986604417
45,5576,1.0648272197161401
47,3453,1.135542981501203
23,6903,1.1099421227616924
2,3807,1.1486757355076926
13,3321,1.1752596508179391
47,1613,1.071507369567241
45,1484,0.8758677576801607
15,1214,1.1941906761910235
45,6010,1.066784300974437
45,3921,1.1006922077919756
8,765,1.1706731806376152
2,3658,1.1259292135281223
25,5883,0.9204956745462758
54,3855,1.0876048719510436
13,6514,1.1229284349828959
13,3521,1.1023047076804298
49,4662,1.1110510703708445
39,4407,1.0186929447310311
2,5561,1.2204144788639886
38,57,1.15456706817661
28,5847,1.1420020216277667
13,835,1.1483869733554977
4,4750,1.1661266671227557
2,3091,1.15354000204908
54,6133,1.104024961590767
13,5744,1.034985567842211
45,3297,1.1772550025156565
54,1830,1.286583726959569
13,2636,1.0738632715573269
54,3089,1.1509802985404218
4,1215,1.0973010233470373
4,5759,1.0680767667612858
15,1545,1.1632180847061266
13,4098,1.085848088243178
8,1153,1.0699103928304143
28,6661,1.1410041972994804
28,1894,1.1969444922038488
13,6909,1.1094645054212637
13,5561,1.20837282708713
40,631,1.1613525836063283
5,6412,0.9877432914716857
26,1654,0.9966049433818885
54,4436,1.1334126056837184
54,1483,1.1399948511804854
15,1366,1.1870695315301418
4,5887,1.2351030952164106
12,5561,1.2569997076477324
54,1461,1.0998020491429739
28,6829,1.2425252172563757
4,2622,1.0440043061971664
38,5356,0.936919919614281
38,4298,0.8773917821901185
13,4852,1.155481833432402
47,579,1.0498663378613335
53,901,1.0043012382728713
45,2580,0.939759872853756
38,1091,1.1127832388405554
38,6909,1.1018586525959628
47,2809,1.0110509060323238
45,688,0.9791304426533836
44,2001,1.0666308522756611
38,1143,1.136317199362176
13,5835,1.2363135442137718
49,6914,1.1685527733394079
38,1420,1.0822699699950005
13,6810,1.1372515934386425
12,891,1.1295630689710379
5,2993,1.055721361589219
38,5653,1.0913722318198
54,6067,1.1188712966229235
4,5561,1.2024095079728536
4,2457,1.1231747905590705
5,701,1.1800959716950143
8,891,1.1080241588580455
47,147,1.0701168323867023
13,1287,0.9830867754561561
45,716,1.0390691607525306
2,1916,0.9221391211529928
2,3963,1.1569145513432366
2,5241,1.2008193040798818
15,1184,1.0748153935585703
38,4393,0.8952578029462269
38,1952,0.9881670700851828
4,4082,0.9953852519392967
13,3195,1.0284655828561102
4,3868,1.1309241221419402
5,3424,1.2879716796534402
26,6557,1.1772381610104017
38,6602,1.1402960951839174
54,6739,1.1286179253033228
40,5655,0.8924302990947451
54,5608,1.0771793499588966
8,2428,1.1789046158748013
45,3282,1.1452688228871142
47,2161,1.1457646531718118
38,3428,0.8866728216941867
45,6094,1.0938186656151498
54,2174,1.1133824986006533
38,2114,1.2187998528991426
44,6099,1.0969452778143542
38,3731,0.924296188567366
54,3796,0.9645621042166438
38,6606,1.0197625048458576
4,3152,1.0862217055899757
50,1566,0.8722376669757068
45,3048,1.0640169722693307
54,6905,1.038757664417582
38,1680,0.9597247692623309
44,410,1.1411318773669856
13,6248,1.1257529405078717
54,5116,0.9913472086191177
8,1660,1.0549439077398606
44,1615,1.1399480010648924
54,3195,1.0151225136859077
45,5762,0.9078796820582024
54,294,1.049941292830876
44,3710,1.0265545451215334
54,1380,1.0350687865700041
4,2317,1.1479171152625764
54,4980,1.206957527569362
38,2341,1.0641019445444857
45,2947,1.1070564990597112
54,2172,1.1050459519028664
45,1660,1.0514782724369849
40,2309,0.8943555850003447
53,6676,1.051139381048935
5,3229,0.9406292888202837
13,4849,1.060585470204907
8,4367,1.193344029730984
5,4673,1.02693577802607
54,5103,0.8687955907412938
4,996,1.0717892911883868
13,4980,1.203795273389135
44,1994,0.8803885305034262
44,1269,0.9841348041580724
38,968,1.186243976865496
54,5577,1.1041389667620283
54,3913,1.134544633994145
54,2216,1.1200424579105206
38,6368,1.1305861175060272
53,6844,1.1454504506130303
38,6104,0.9052603713103703
4,4895,1.026799158060125
26,3424,1.3008928064789091
49,968,1.2209489345550537
45,6323,0.8933228461870125
13,1378,0.9526639256094184
