Carrier,ShipperPanjivaID,dist
112,4143,0.6704642197915486
472,4572,0.7557362644001842
133,2286,0.6971835291811398
109,4033,1.0310524636879563
106,3840,0.8045775139970439
184,3181,0.6847372081662927
164,6844,0.6899695683802877
385,3818,0.943677836230823
96,113,0.854919008910656
523,2161,0.7303101300661053
608,6053,0.7882219427930457
41,1464,0.806111821106502
184,952,0.9101499843777024
164,4620,0.9620966538786888
340,6676,0.6858041116169521
459,2345,0.7582967281341553
95,4824,0.8631749493735177
385,6045,0.8910719880035946
369,1646,0.8437619818640607
92,6192,0.7569626974208015
184,6177,0.9928717373737267
250,2229,0.6794904284179211
333,2107,0.849789669936789
112,1013,0.7842101260321215
551,3990,0.7640025144709008
164,6871,0.7246408781835011
382,2185,0.6903584961380277
238,6832,0.6965214562203202
382,2161,0.7557001592857497
21,4704,0.7208244212503944
248,2001,0.823454564171178
250,3807,0.6036497439656939
377,3576,0.48007818205016
346,3939,0.9161942579916545
112,2405,0.7341684246701854
273,3072,0.8614470016743455
556,4289,0.9019460592951093
327,6160,0.7883909578834262
580,5309,0.7258755428982633
21,4044,0.8862600782220917
459,2161,0.724985598985638
184,2252,0.904665337077209
254,6871,0.7038189108882632
318,3770,0.6767299515860421
184,6806,0.984858459942708
321,6084,0.7624725491872856
106,5895,0.6282962991722992
152,1311,1.0091205657060658
57,6652,0.8168876582224455
221,1282,0.6564620392663139
523,6844,0.702352204493114
340,2074,0.8550203062061753
465,1218,0.7242824179785592
32,6069,0.854766203888825
164,968,0.6186154197369303
36,3663,0.6539362615772656
32,1946,0.8650615833300564
472,6873,0.7040797272430999
101,5332,0.717381576974211
164,4958,0.8389822457517896
254,5616,0.6141258802131883
136,5206,0.7976754031011036
184,4228,0.8393058803464685
254,3210,0.7265909016132355
96,5676,0.7205278953271252
546,1019,0.8542947358052645
556,968,0.6464035276855741
164,6278,0.9093985648027488
346,1340,0.5939785002597741
523,5841,0.963390356994101
382,6205,0.9374376979789564
523,3991,0.7430685588291713
502,5307,0.8524548809177109
291,5719,0.8825826378805297
136,701,0.9930511309898326
56,5088,0.9543172711772578
184,3048,0.6725046977932964
327,3443,0.6793150348322732
141,3553,0.9444186801889113
346,4143,0.6602674296924046
250,4122,0.8083201114620481
238,4143,0.642449038369315
459,6395,0.7310745205198016
32,653,0.7391024152083057
472,3938,1.0035867914557457
46,6891,0.7337605053825038
14,4912,0.8504417682997882
248,4283,0.6468250440167529
608,6662,0.8032439383012908
152,6135,0.8686414382287434
164,2161,0.7347027659416199
152,6873,0.6660526756729398
250,6871,0.709499620965549
502,2063,0.7693794178111213
32,2282,0.6558986455202103
579,3066,0.7420900927058288
459,2306,0.8173769672534296
472,3195,0.7299073665136737
546,3017,0.8194744161197117
319,3485,0.8293679640295782
175,6077,0.7263628672808409
112,5305,0.7644417839390891
184,244,0.7269283421337605
536,703,0.6445267477205822
96,747,0.9829446578930531
142,160,0.8529583664078798
21,607,0.92347273762737
164,1960,0.8074331326809313
164,6211,0.7501035662634032
53,863,0.7051870599389076
164,3110,0.6647601638521466
382,6898,0.5790547140807446
254,1003,0.6758389371846404
248,6248,0.7709882349840232
318,1003,0.6852778994611332
112,6840,0.896219026563423
96,6497,0.8077839397426162
319,4255,0.858449787317243
21,1049,0.7863415772361415
112,2258,0.6601870805025101
523,3728,0.6881013959646225
371,835,0.6763011589646339
69,6553,0.9889321703064654
546,3669,1.0154018737375736
346,3589,0.7255150255348001
254,3056,0.7096012724297387
490,5007,0.9473143976980022
250,236,0.8376728206058033
92,2001,0.7116586946483169
418,6665,0.677457543356078
93,4050,0.7654989563993045
391,6926,0.8175224640539714
486,3972,0.9605843684236918
36,3327,0.724996839250837
32,6847,0.858733093632119
57,1196,0.5937126417245183
106,5155,0.5289590678044728
412,6410,0.6345116751534599
318,2229,0.6886890711528915
459,3321,0.6649937321032796
496,4335,0.8721962542206582
152,6248,0.688944932605539
422,4576,0.8432980413947787
32,4307,0.7076382828610284
604,473,0.8225338062537568
364,3303,0.9347741673035281
518,2362,0.7683328943593162
472,4928,0.680665887360062
523,5843,0.9537072298782212
523,968,0.6153104731014797
580,6600,0.9631292639034135
546,6534,0.7576754103813853
92,4147,0.7066794660474572
32,6248,0.712111121309655
319,6362,0.7423475810459682
106,5775,0.6655351913401059
106,1603,0.6136943506343024
250,1009,0.5884203676666532
164,3190,1.0110857895176326
472,6447,0.605749575155122
459,6017,0.6391738301941327
254,3326,0.8286915091531617
382,2163,0.6564560085535049
141,3172,0.7704181794875434
172,5046,0.8352808207273483
414,2194,0.6619516281144959
53,3991,0.7309839736138072
248,3629,0.45658027700015474
32,6568,0.8069741496749755
382,1372,1.142585873869913
319,5265,0.772256572331701
152,1603,0.5855329505034855
95,3153,0.8766005326594625
36,1660,0.6763581889016288
21,6847,0.8264956595376134
608,3589,0.7502934658633811
586,2147,0.7937489440664649
205,1933,0.7654154452694846
291,6067,0.6976143792271614
112,5592,0.6686131682779107
319,891,0.6077944274459567
32,799,0.8320647754839489
382,2604,0.80200086068362
238,5613,0.6758788244000503
291,4855,0.731591960149152
465,701,0.7478756351130349
96,6873,0.7356872678335223
184,6352,0.9288676913295474
3,1825,0.7360459294702325
346,3362,0.6845893434115818
382,2281,0.7175533780828118
459,6896,0.7318928922925677
377,4404,0.6978652722069195
346,4107,0.6321674415043422
316,5504,0.761766055183086
369,6004,0.8335036826985223
334,3272,0.7965329274801272
485,3825,0.6833809284227235
319,3362,0.6945914125868252
346,4263,0.8528598213036146
319,1067,0.5864077747932502
95,6201,0.6029442399740219
112,2213,0.5671692149979728
319,5561,0.6279591955244541
346,450,0.6876423720802579
319,1354,0.8218729118151324
184,2539,1.0418656437790819
250,581,0.7930610669510705
254,6472,0.8827205501230699
254,1067,0.5650291623813766
409,311,0.9267223736803446
36,6551,0.6332560059215341
53,1254,0.7831005773374012
346,1712,0.802950918674469
421,2201,0.640756049326488
184,356,0.8452906608581543
346,6310,0.6092723533511162
184,2622,0.7231011273605483
164,1698,0.7009818447487695
184,1009,0.6332756546991212
608,4501,0.6085382997989655
495,2924,0.49050444790295195
184,6335,0.9808069946510451
312,1896,0.622743507980236
110,1391,0.7222410238214901
459,994,0.6167310763682637
106,6926,0.6931743377021381
346,5358,0.7412879365895476
3,6920,0.5047972798347473
319,2032,0.7946066819131374
250,1171,0.7784395175320762
106,3136,0.7431597432919911
369,259,0.6437731523598943
164,604,0.5953750376190458
490,891,0.6679051380072322
382,6690,0.6899419549320426
409,1060,0.6734515513692584
184,4447,0.8691334628653878
69,3343,0.8569202763693673
346,6915,0.6263920409338815
346,2749,0.878267936940704
316,5558,0.719161868095398
394,4067,0.788268717271941
341,1716,0.786502895344581
164,2638,0.8039557305829865
53,1446,0.6366709555898394
506,5239,0.8639016609106746
346,2835,0.5893420502543449
53,5830,0.806418946811131
490,5464,0.777941710714783
597,6067,0.7048006632498333
346,350,0.8253800379378455
21,450,0.6147368348070553
346,3917,0.6796600771735289
369,644,0.6839409044810704
106,706,0.9218855808888163
238,450,0.6651387885212898
546,3707,0.8016469648906163
303,1307,0.6834162792989186
106,3506,1.0424440928867884
346,6694,0.7641005079661097
382,5723,0.8452002286378827
346,6925,0.6845103896089962
187,851,0.7081311462180955
32,1354,0.7900739732597556
346,3276,0.6945093981921673
604,1060,0.6481155242238726
382,2846,0.9155301920005253
238,2004,0.7309249639511108
358,4570,0.8288595536723733
205,736,0.7374240665563515
485,1796,0.7039121580975396
96,6327,1.0215248156871115
346,5582,0.7460439302293318
382,1422,0.7375664676406554
447,5632,0.7069019353283303
164,4439,0.5873624033161572
148,6823,0.8389740138580757
112,4436,0.6454637391226632
57,2422,0.7270326124770301
377,4304,0.7438430658408574
575,4211,0.8163979536454592
184,70,0.742714140032019
291,263,0.6842900944341507
6,4431,0.8122555656092507
418,6909,0.7472524734746132
112,3864,0.8683922833630017
319,622,0.7026182902710778
79,3838,0.5626666801316398
301,4597,1.097076527774334
32,6067,0.6746847916926656
21,5638,0.5288578825337547
382,1700,0.6996060588530132
346,2754,0.6984462440013885
106,579,0.7443644191537585
495,4766,0.7883902263960668
346,5241,0.494032268013273
112,4023,0.7794980183243752
106,3283,0.7175509035587311
248,5702,0.851304678512471
382,664,0.5364707708358765
164,5427,0.797688718352999
95,5104,0.8651680371591023
346,2734,0.4903258170400347
32,745,0.637748713738152
79,3629,0.45134239963122774
485,1727,0.612503496663911
547,1904,0.7153905232969139
600,6053,0.7777514188949551
106,6694,0.8058923631906509
248,83,0.6187789504017148
346,3626,0.6300036784793649
346,5254,0.7341731776084218
346,6081,0.5765809203897204
248,6896,0.7571981261883464
346,211,0.8462694591310408
485,1821,0.8149609236778426
459,1244,0.810666914497103
32,502,0.7568248638084957
485,5471,0.8302492563546237
152,5614,0.8192632189020514
472,571,1.022547107589032
248,6318,0.5937918270272868
21,2900,0.7554835464273181
42,5625,0.777955425637109
184,1003,0.7102525755763054
248,1236,0.6218185861195836
340,3589,0.726900951936841
346,6032,0.8045057984335082
340,1589,0.6907862910468664
319,4444,0.6596960233790534
29,2835,0.6269784914662263
385,1902,0.7175687391843114
346,4048,0.8292724122958524
238,4202,0.7872924213962895
346,1007,0.845626052269446
79,4852,0.4806080034800938
334,4025,0.7034504243305751
36,5723,0.8254846070360925
382,668,0.7153881681816918
184,764,0.7860177265413638
471,4857,0.7279258253984153
106,3589,0.7200186652397471
452,2994,0.7838735069547381
77,6448,0.8159779720008373
346,2459,0.853116013109684
32,5711,0.7742050290107727
29,4267,0.5313293039798737
382,3943,0.788391366068806
334,3265,0.8652439010994775
346,6610,0.7992670025144305
382,1601,0.6648060067423752
319,2161,0.7369704863854817
184,1599,0.7312003878344383
56,5839,0.7100259651030812
471,2625,0.6978652285678046
365,3651,0.6750549727252552
164,1049,0.797861596835511
369,6896,0.7627391006265368
