HSCode,PortOfLading,dist
95,74,1.1672115921974182
12,33,1.211107243650726
93,222,1.191919224070651
36,12,1.2304889102067267
53,167,1.2099940903218729
85,54,1.2368048675624388
95,122,1.1722653176901596
83,235,1.203486377905522
95,78,1.1355746337545238
34,232,1.2386130264827184
12,192,1.2021661765341247
27,59,1.2246679466749941
12,9,1.2102238771705223
50,138,1.1814292302089078
12,5,1.1851233403264945
90,55,1.2131428979337215
87,159,1.1629659522856985
5,236,1.1976099099431718
29,210,1.2134678629892213
92,188,1.198716570490173
98,128,1.1769247257283755
22,213,1.2193258229110921
67,93,1.1485612887356962
95,247,1.1891163853662354
83,79,1.1831252207713467
37,59,1.253582769206592
95,236,1.1605128278689725
95,1,1.1436988497152925
47,54,1.2007620720458883
25,219,1.2564395442605019
96,174,1.2149809407336372
85,246,1.2243093896125044
9,190,1.2472977196531636
96,238,1.1813157709049327
47,229,1.171940933114716
60,124,1.191301914198058
95,90,1.1913430451282434
64,80,1.2342419395489352
95,68,1.2022778445056506
67,167,1.204316070369844
53,222,1.1840175182691641
48,187,1.17307617941073
53,57,1.1637425840433155
47,219,1.1966029520013504
95,154,1.2005142170403684
48,249,1.158129092838083
85,115,1.2403954057289022
37,54,1.238991875600602
67,94,1.1702851033769548
67,166,1.1849074539329325
50,249,1.166852863771575
39,224,1.1767424738832883
91,91,1.204536338586227
98,73,1.1864369761730944
34,36,1.2321293726563454
98,127,1.172566797318203
12,155,1.202910037977355
63,248,1.2366698019738709
57,224,1.1636355886501926
91,48,1.2104663488987302
21,241,1.2608817964792252
81,238,1.2398337655301606
82,236,1.2044756674606885
96,202,1.2058904612702983
83,69,1.238112741283008
91,158,1.2039437935288464
64,115,1.2113604002765246
95,167,1.2052542703625346
12,105,1.2033541998160737
88,60,1.1809034744011504
91,174,1.2096960548910178
95,143,1.158042857689517
57,191,1.206668706876891
90,165,1.202972469053098
35,77,1.2476703439440047
84,245,1.2521819256778275
5,42,1.1766707700278078
83,127,1.1999031294669424
96,41,1.1763459401471275
98,79,1.1709834025906665
43,219,1.2188274482531207
78,236,1.1972594569836343
90,114,1.1819602325558662
57,240,1.1992631118212427
72,54,1.2510878640626157
43,91,1.2311790308782034
36,33,1.2473957767443997
90,79,1.1654102899400252
48,127,1.1807948957596506
85,222,1.227331750627075
94,183,1.224671779466527
12,81,1.172460722071784
94,59,1.2120494901069574
38,144,1.249681511095592
59,219,1.2388412931135722
16,153,1.1930291482380457
98,69,1.2156896506037032
35,59,1.2495104228811604
37,140,1.2544594931283168
42,144,1.200498603483928
96,126,1.1936660302536828
64,54,1.2086379979030295
63,170,1.2141829119729144
29,80,1.2310999758275492
67,1,1.136775593173557
29,54,1.2132330792290824
51,69,1.2560457640460558
93,93,1.1722536294588022
48,246,1.1964283856962408
22,149,1.2296041300786393
94,126,1.19223675770419
67,193,1.1821625923205699
94,22,1.206558836650012
12,202,1.1991458708154303
98,26,1.1784183138183184
27,204,1.182978954166174
98,48,1.2205659890813487
22,33,1.2314443849027157
83,159,1.1703996711543627
12,153,1.201433933206967
42,245,1.1998109842783637
91,29,1.1717371267399617
65,100,1.2051385939121246
42,80,1.2206491604447365
12,149,1.2093455023631188
88,245,1.2443287425807543
42,59,1.2178496814199857
95,50,1.182608937645065
91,245,1.1808555260566729
55,182,1.19299485960177
10,210,1.2038810950304781
42,88,1.1659950195732693
95,94,1.1884632485785656
45,167,1.2388753880347525
53,129,1.1839827299118042
45,126,1.2280398184167487
12,31,1.227484134691102
96,222,1.179139423583235
67,158,1.1969148377621812
90,77,1.2141287142128152
17,10,1.1964683458209038
47,127,1.17654556528266
49,113,1.219404443034104
94,5,1.1897354327873992
64,158,1.2182904370129108
63,127,1.2036622842507703
36,91,1.2466942082558359
95,91,1.1999868236349098
27,149,1.2255453132092953
12,52,1.1907606239297561
29,239,1.1824201586257135
96,69,1.2050321440079383
96,170,1.17377626337111
96,163,1.1833722150352384
22,77,1.2215937285551004
67,248,1.1885388355169977
53,242,1.2096896921949727
88,248,1.2553062746301293
10,36,1.219543949833938
53,193,1.1861622966825962
36,59,1.2469230315514974
12,40,1.1970911845564842
95,22,1.208502552339009
95,224,1.137107144775135
85,126,1.2383486470207572
11,185,1.2493072066988264
60,213,1.2353526029203619
29,245,1.2133962512016296
90,31,1.2309758609959058
18,33,1.2627195662685804
16,223,1.1902839153938527
12,207,1.2079385588211673
93,144,1.1976382160293204
95,23,1.2102717906236649
37,51,1.2270349115133286
96,59,1.2138795107603073
53,48,1.2152033658764725
29,149,1.2279572345848595
41,242,1.2033437974750996
92,54,1.1930697320827417
16,222,1.235911879156317
45,240,1.2064488109733378
95,44,1.1944542776660196
49,111,1.252170121031148
95,109,1.1532751061022282
77,133,1.223017690969365
57,196,1.2349683905818634
79,127,1.2428673628185476
45,245,1.221590946827616
9,126,1.2658487313560076
67,42,1.1764297606423497
48,205,1.205704162163394
67,122,1.16479540137308
35,31,1.250477627984115
60,155,1.2134031930140086
83,26,1.201221653925521
90,236,1.1714494882949762
17,241,1.2513581083289214
67,56,1.2152029084307807
60,92,1.1837308412151677
39,111,1.2397574000060558
93,33,1.2244300547754392
91,232,1.1848895051516593
95,41,1.1739235568924673
51,154,1.2242835560547454
95,124,1.1766085028648376
81,219,1.2441796245319503
95,63,1.158010155494724
27,91,1.2231452313384839
12,174,1.214842387358658
59,54,1.2426596911890166
26,232,1.21347909952913
81,246,1.2318855880626611
60,77,1.2343230295394148
53,127,1.1702494778271233
91,54,1.1830953478014894
80,219,1.278857596218586
57,80,1.2375208203281676
53,93,1.1612913919878858
53,229,1.1683861852756567
79,222,1.254695879029376
98,224,1.1466046938938754
57,149,1.2343774041427034
55,127,1.2496887519955635
86,219,1.2469460751329149
48,231,1.1981600251580988
48,219,1.2023972078625644
78,26,1.2311810055481536
94,109,1.1581384885524
27,210,1.2040478672300066
90,111,1.1814681536384992
85,248,1.245005088193076
91,41,1.174696596339345
93,71,1.1961065886010016
22,148,1.2146692933248622
49,33,1.2884776794484682
95,89,1.218559364123004
83,246,1.2130405995994806
78,221,1.1725811229220457
35,238,1.2271560175078255
83,170,1.2114350444504194
91,229,1.1604312124795146
95,31,1.2231057970119374
43,36,1.2151349346552576
64,154,1.2092732882925443
12,51,1.2206855512091093
42,241,1.2250413792873067
96,42,1.1901368983089924
60,105,1.21516058234764
64,92,1.1657771111599036
12,10,1.1870590121086155
96,113,1.1951621217387063
26,54,1.2276116833090782
94,111,1.1778681778482027
78,240,1.233201960367816
95,67,1.195791254086154
72,127,1.223852975293994
77,127,1.202353138210518
83,222,1.214726333107267
67,129,1.173316914787782
47,113,1.1986123727900642
57,185,1.2242050766944885
67,131,1.1586514672796642
35,246,1.2275466488541238
12,224,1.1388497288737978
67,210,1.2008933297225408
95,13,1.146478344287191
95,207,1.2136669419705868
41,133,1.2272034367280347
67,88,1.1653638761573737
14,149,1.2625878474542074
63,222,1.22001732327044
42,213,1.2167742353464877
77,248,1.2336515985163194
29,170,1.2018718948321683
47,79,1.1690846702882223
45,26,1.2044038527778216
97,174,1.2760720503117358
43,54,1.2244855117584978
55,229,1.231784856745175
93,162,1.1919666748227817
83,248,1.2315456795373134
29,114,1.2089299115219287
12,109,1.1513337514230184
27,155,1.1987730445606368
92,207,1.2114570896540369
90,230,1.178635446620839
44,77,1.2656667179294996
96,128,1.1738934629995907
95,217,1.1890260545936013
93,126,1.208989744739873
53,91,1.2092610916921072
51,248,1.2528952030198914
93,165,1.2075313740143818
43,34,1.2003870670284544
91,246,1.1760610960690039
94,113,1.1949156123612608
83,205,1.2288366667926311
95,36,1.1950262766331434
53,36,1.1957588408674513
29,127,1.189561854515757
53,41,1.1741403379876698
29,232,1.2098956078823124
93,65,1.1818197184807755
90,59,1.2156343313732318
90,51,1.2320528897855962
95,242,1.2218754052051477
26,33,1.2320783154240675
60,205,1.2191176691225596
29,129,1.1992798941209912
50,5,1.2070050965329366
10,185,1.2181782647967339
65,229,1.1776052686784948
67,173,1.1648081002224768
75,170,1.2532597295939922
71,235,1.209486308108483
97,248,1.267139998929841
97,219,1.2580398901232652
81,115,1.2490725868514605
83,129,1.2133782668305295
57,248,1.227695104000824
63,190,1.233216140951429
26,39,1.1915831434806543
81,248,1.2533656414598227
12,214,1.2195261610405785
34,77,1.2522096410393715
57,48,1.240135564601847
10,190,1.2230109684169292
47,238,1.1911778614989348
67,188,1.1818795124334949
67,44,1.1744218785315752
67,159,1.1616698352091979
67,154,1.1936425771564245
16,122,1.21212736387471
12,164,1.1764824001916818
57,232,1.2175120157854897
49,48,1.2946128717490606
95,137,1.220796734360712
78,127,1.2351371315973145
16,127,1.22240035874503
12,12,1.2093206294147032
94,230,1.1760353765649987
92,246,1.1849722580185957
53,62,1.209673387422559
29,223,1.1842997686804406
53,173,1.1700099626822131
10,241,1.2576140575110912
93,246,1.1928641950445515
5,33,1.2643287107348442
85,83,1.1970670633018017
78,159,1.165436054979052
29,133,1.2068390729504503
42,137,1.2054632899484463
26,48,1.2415257660405976
47,135,1.1927656547299452
41,167,1.2332560366817884
95,65,1.1704500844103418
67,174,1.2080611723608203
78,248,1.266080199607781
97,54,1.2612796758434601
67,69,1.1997094042599201
60,127,1.1978473418525286
44,219,1.263129132134574
87,222,1.2409114973353488
48,216,1.1746434968497073
36,238,1.2271688266524248
92,222,1.1854663496570927
64,93,1.161956589402897
98,238,1.1912530176341534
53,170,1.1814615545860891
57,229,1.1909401309676468
95,60,1.1945515219480771
96,97,1.1888066995888948
22,174,1.23726836591959
96,131,1.1694118167672838
33,48,1.2926849690931184
95,82,1.1956055323992456
52,42,1.1598712216530527
0,48,1.2880390829273634
29,193,1.1988576665254576
94,31,1.2273065019398928
34,115,1.255889148584434
8,36,1.2542311666267258
22,248,1.2268564484215208
48,31,1.2215073672788483
34,26,1.2264662672366415
45,209,1.1998911127448082
53,149,1.2094043725436288
94,1,1.1455346166289277
95,84,1.1808839882058757
95,216,1.1728745863905974
65,69,1.2281878337796246
94,174,1.21187204421897
97,246,1.2449950666299887
93,236,1.1771285656307424
12,25,1.1892511461462294
12,248,1.1994327403871077
45,135,1.2092182875743933
27,238,1.2059585401522261
51,170,1.232127532362938
29,140,1.2418929636478424
98,246,1.1899839080870152
41,48,1.2559549819145883
93,69,1.2177309457744872
35,54,1.2345704575335341
35,78,1.1763379169361932
88,219,1.2461616024374962
36,248,1.2415613234043121
64,246,1.1979164381711078
12,215,1.2088239227554627
43,209,1.190230952841895
42,56,1.2175212039479189
12,148,1.2141396823073072
63,54,1.229217448404857
42,222,1.1924532321946961
26,219,1.2220967087362493
77,219,1.224653142641078
27,83,1.1892623430384057
42,188,1.2002645786851645
90,2,1.180132174199181
42,33,1.2204882281699352
44,33,1.283611573278904
43,148,1.2143419140151568
16,77,1.2422991969755717
35,149,1.2474756304706847
11,188,1.2723320978028434
98,135,1.1840756882780366
91,69,1.198652279297156
95,121,1.1877571033047778
90,100,1.1990898890154702
7,185,1.2484223235930716
16,149,1.2505554748432977
18,111,1.2258172641907419
12,62,1.2159729578665324
27,148,1.2099667534764325
54,213,1.236390813120774
16,5,1.2134386607046639
48,158,1.2124354440186704
48,69,1.22083640278184
96,33,1.214255296492151
48,119,1.2068649775215559
95,231,1.209978595908199
46,26,1.2378336233752114
67,190,1.1973788269928523
98,229,1.1694511161851031
86,115,1.250949131058795
87,219,1.2490408612149102
90,229,1.1685492537716138
29,33,1.2311156328235353
64,26,1.183387289089816
47,222,1.192176834813186
12,7,1.1813486282314574
29,59,1.2295920848846436
96,242,1.224357424037797
35,205,1.2342097982764244
48,36,1.204910948340382
94,217,1.1947068401080156
53,115,1.1988276733858843
64,124,1.1712847437177385
81,128,1.1939865143171378
65,166,1.1951082274317741
22,111,1.2018048976148878
43,137,1.2107660504324096
94,55,1.2096099719804312
98,76,1.1949427303458964
83,174,1.2493730405611652
22,233,1.1769758143595286
34,54,1.2542162526931082
95,83,1.2010706067085266
95,186,1.199642835451024
29,246,1.2063855004629918
60,138,1.1914474591612816
36,167,1.247288417071104
5,219,1.2483142060892922
55,174,1.28858476690948
96,26,1.1684755411531245
85,219,1.2361417303660087
57,148,1.2288129755428858
92,79,1.1638786502049439
47,248,1.2070355447275298
22,59,1.231086210480758
93,240,1.1817000596118825
90,120,1.1983719367001737
53,12,1.2034299794052328
67,73,1.1717601902782917
22,241,1.2370984285537685
11,111,1.2543317143406187
96,144,1.1891589806016003
94,36,1.205037827470473
42,196,1.2151392638084613
57,127,1.1989542405520166
94,244,1.2243154996207781
65,245,1.21131689766688
67,241,1.2066768833569117
92,78,1.1415150838771038
95,215,1.2126519602856465
12,184,1.1816347350333152
64,248,1.2153569853066333
25,248,1.2668667111013616
47,93,1.1590107067355089
41,77,1.2295548394322395
50,149,1.2431906562830721
12,66,1.1962614908282245
16,232,1.2333378397992678
83,21,1.1625553420079606
37,205,1.2374818761433874
94,229,1.1643879143022267
26,133,1.2145632992365532
87,97,1.2482164411672525
85,69,1.2501058048967804
64,222,1.2014799298984664
64,238,1.2021366489518965
91,247,1.1858523690274783
67,79,1.1544957126357727
29,205,1.212224100849458
60,241,1.246062412192779
41,97,1.2291207654135567
41,33,1.2457862145134382
81,54,1.246887613886169
84,79,1.2134082592757685
67,60,1.1814279927472984
70,248,1.2815219068101473
49,236,1.2167708038219385
54,48,1.295996596770627
27,205,1.2144794687628746
48,240,1.1822749091578382
43,62,1.2229214600686515
95,125,1.1773928251516605
95,25,1.193599641855274
90,124,1.1857090496591158
36,170,1.2219303205077137
47,26,1.1776935788137572
85,162,1.214921167918614
98,78,1.1424246160313487
53,69,1.2116263788193464
50,148,1.229086846113205
73,48,1.2929077010069574
67,12,1.2034233144950122
53,213,1.210824595498187
67,250,1.1883091202804021
22,196,1.208121154723423
41,127,1.208002490124532
53,111,1.1786980469311987
29,126,1.2166536195935416
36,245,1.2321821280888148
37,158,1.243334467389754
36,62,1.2412083228783948
98,31,1.2331757109080042
87,127,1.227846139775855
79,221,1.1702832888279642
4,189,1.1610207089356013
45,77,1.2364724076219968
60,222,1.2135200340832983
95,196,1.2256430323634828
51,133,1.2368121365351337
95,62,1.2146848761351845
31,190,1.231776054416384
53,196,1.2129273007490806
45,229,1.1938633099198341
95,147,1.1499303866709982
63,229,1.1885471642017365
26,238,1.2155092869486128
71,54,1.2578713335096836
67,245,1.182848974530186
64,180,1.1991491094231606
67,80,1.2114956618419714
12,244,1.2204441992299897
57,205,1.220637081457036
21,109,1.141370707324573
56,33,1.2998386834348952
48,188,1.2060898302921228
95,166,1.201262696513108
96,5,1.1876836057220186
36,188,1.2280008659249038
34,216,1.2029503525367804
12,94,1.1849941635238272
65,115,1.214834258758596
27,62,1.2144688479602337
67,222,1.1733356325754098
95,214,1.2240737878850527
70,111,1.2522541795458113
66,48,1.2817609650748116
92,133,1.1928733480828149
87,54,1.2513321837676423
53,248,1.2018755292519927
43,238,1.2133767433198435
51,167,1.2554616906813212
96,149,1.2105710518413357
63,92,1.1757154704204626
76,170,1.2596492245793343
30,188,1.2398176714777946
21,48,1.2657183866415704
43,233,1.1918990811599153
12,100,1.1912206358143262
90,108,1.2090774423309736
47,232,1.1999807275299514
75,219,1.2612198080335344
59,205,1.2323509805968829
95,113,1.1915162344064032
94,77,1.2109300198166497
69,246,1.2540699020028114
83,238,1.217563089781574
91,129,1.1764016566531998
98,138,1.1756828288946832
12,160,1.1994650614048754
88,31,1.2439054128314768
57,167,1.23958114108869
96,81,1.1737090473595475
57,238,1.2122660905921034
42,105,1.1971211656928062
41,67,1.1541513726115227
93,140,1.2416542417236738
78,219,1.2589121625891753
27,127,1.190726129072053
91,240,1.1697171251954777
25,39,1.2052369245461054
94,138,1.1665383722699647
91,133,1.1799665899681193
14,56,1.207724722900561
45,238,1.214931364171207
14,77,1.255362406373024
75,246,1.2486766869468349
65,113,1.2028593676430839
85,129,1.2257080796573843
47,115,1.2040728397135223
96,188,1.1921109865818704
85,159,1.1634212019188064
91,97,1.1871068829537503
51,127,1.2217207572289877
22,97,1.2159748870347227
26,149,1.2348415393914496
53,215,1.2012891511299781
48,115,1.208889300402786
65,93,1.170211786404252
93,104,1.2090564987489156
48,18,1.187587027304939
95,173,1.1820648086390324
83,197,1.1893825616155351
93,79,1.174110525952918
84,111,1.2434719151684217
94,210,1.217564273093428
10,244,1.1980878891689437
17,196,1.1940901090025104
90,60,1.1995464153587818
24,222,1.2711545649383749
87,33,1.2741760121924537
76,127,1.246197886232819
50,48,1.2457421352820737
9,59,1.2744177281856537
17,77,1.2313263192772865
29,97,1.211112841963768
85,127,1.2139607891440392
73,170,1.2595613322087698
85,220,1.2196357512314404
67,229,1.1537024348841183
37,27,1.1707859662627536
90,6,1.2031501696578093
90,27,1.1669563512716974
36,115,1.2384186059768711
36,54,1.2351500330758947
22,205,1.2109044039888042
71,219,1.254268971404859
42,9,1.208290944142001
94,89,1.2249983996152878
92,230,1.1804781431066138
15,5,1.210015848012907
12,188,1.193234494222062
14,174,1.2742057080779756
29,225,1.1832206950140451
95,153,1.2079554221459798
98,44,1.1903492608772857
57,138,1.1900681400937694
95,131,1.1753043631490852
95,86,1.1831532070313446
90,232,1.1906705565218414
29,12,1.2197725964444024
37,31,1.2500584285174097
40,127,1.238899186652686
7,59,1.2784293198159762
48,27,1.1592644721801793
