PortOfLading,ShipmentOrigin,dist
96,103,1.19258585359369
11,16,1.2135467060974665
115,34,1.1736097325171744
127,88,1.202672463442598
129,97,1.2137990998370307
108,27,1.1875977516174316
240,15,1.239680894783565
245,9,1.2288205197879247
144,106,1.185364489044462
36,16,1.1561326501624924
247,99,1.1717238106897898
48,70,1.175033273441451
139,36,1.1857283264398575
59,43,1.1694579890796117
248,45,1.1110128850809164
130,58,1.2097175972802299
33,40,1.1886600128241949
222,80,1.2129400351217814
111,6,1.2190143700156892
25,97,1.1872305061135973
206,107,1.212350263127259
85,34,1.2224226998431342
149,16,1.1422722627009665
70,112,1.181130938231945
126,82,1.207140258380345
133,94,1.1475768483110838
193,72,1.198371593441282
148,66,1.172227333698954
16,91,1.1962653526238032
91,99,1.1575307005218096
149,60,1.170506294284548
193,17,1.2161483934947424
129,46,1.1752971857786179
65,43,1.2167136945894785
245,73,1.1988943368196487
188,8,1.1896965567554747
111,58,1.2159390896558762
248,53,1.2142732164689474
154,6,1.2145311023507799
5,37,1.2326213738748006
232,101,1.154025450348854
126,6,1.2171434036323003
100,45,1.1816060713359289
222,69,1.2386638075113297
55,82,1.1784679341529096
242,12,1.2287590663347925
235,99,1.1432078629732132
54,60,1.1692569766725813
97,94,1.140334573175226
235,43,1.1400839686393738
222,16,1.1620333535330636
240,73,1.2393005341291428
238,106,1.1859394333192281
233,6,1.2057890998465675
5,82,1.213777863553592
68,6,1.1691280262810844
36,1,1.173612731908049
61,50,1.2372334258896964
108,18,1.2173769984926497
146,12,1.2318896757704871
149,36,1.1485359743237495
173,36,1.2142256487693106
188,34,1.1719247198530607
59,58,1.2161967222179686
134,107,1.184856619153704
114,111,1.204277176942144
245,93,1.1984158222164427
62,18,1.2092362557138716
54,74,1.1917644824300493
49,107,1.1924179632748877
115,6,1.2066869246108192
245,106,1.1843079924583435
241,9,1.209232582045453
240,26,1.2118513179676873
53,62,1.2388665165219988
116,99,1.244384086557797
22,73,1.1706395692058973
147,19,1.1984128222933836
198,40,1.2101135509354728
12,47,1.203377713050161
149,73,1.1871263831853867
77,41,1.2193026861974172
188,48,1.2291403050933565
33,107,1.1207015748534883
162,46,1.1905296354421548
59,81,1.2253578411681312
219,12,1.1325541555582146
97,98,1.194674319454602
246,60,1.182860825742994
45,62,1.2310747312647956
138,98,1.2133358248642512
8,88,1.2206936648913793
59,30,1.2201163960354668
232,88,1.1843960221324648
245,34,1.1763450939740454
236,110,1.1858981102705002
149,26,1.1656449000750269
248,93,1.177909488124507
77,10,1.226357632449695
222,8,1.19610461805548
179,107,1.1994511538318224
138,56,1.1954991498163767
89,45,1.15504518364157
248,73,1.1855360961386137
126,29,1.2288228528840202
100,103,1.2225031575986318
77,71,1.2093688675335474
220,99,1.1700766278164727
101,97,1.2258081180708749
246,61,1.2094817438295908
245,70,1.1988078845398766
5,12,1.1957095393112727
48,34,1.1541694104671478
227,3,1.199171825179032
246,14,1.2175967416593008
170,78,1.1778788917831011
248,46,1.1323476106460606
149,8,1.170011437364987
111,71,1.2174999288150243
54,111,1.2011679198060716
54,78,1.169402837753296
188,70,1.199342980980873
149,98,1.2007585785218648
33,106,1.1616332467113222
127,61,1.2040918980325972
59,77,1.213698101895196
174,65,1.1942752024957113
148,28,1.1685093194246292
250,36,1.2250348308256693
91,50,1.1449081844517164
247,43,1.173056783420699
5,103,1.2232342511415482
15,50,1.2274161066327776
26,99,1.1381021703460388
149,75,1.2030284426042013
91,61,1.2021771924836295
148,108,1.1816474752766746
185,1,1.1898772482361113
17,106,1.2194971101624625
64,112,1.208035992724555
33,98,1.1926626222474235
240,107,1.173396463905062
171,107,1.211799525788852
149,106,1.1683068073221616
219,6,1.2046616332871574
175,107,1.2037200608423777
77,108,1.2190662856612886
77,62,1.1850991291659219
36,56,1.1827705332211085
219,26,1.1805237489087241
219,68,1.2317176163196564
188,45,1.1429708174296789
77,77,1.2145858045135225
232,18,1.1409429258533887
149,87,1.2036501403365816
111,97,1.1963207317250115
167,81,1.2093369088002615
172,52,1.216182461806706
205,7,1.2267978404249464
139,84,1.1739536161933626
111,94,1.1709170724664415
69,110,1.1532490689839636
240,77,1.241510584950447
29,62,1.1773770494120461
138,70,1.191660953419549
229,93,1.2075497188738413
103,39,1.1787016970504607
138,82,1.1955259719065257
36,77,1.1919302429471696
36,76,1.200157648750714
59,98,1.2248663710696357
249,110,1.2137568656887328
33,16,1.1456094181963377
7,45,1.237440241234643
127,27,1.1989429231200899
241,18,1.1273566178445305
69,26,1.182723160300936
144,94,1.1618668788245745
161,18,1.2488620962415422
221,45,1.1836451632635934
111,16,1.177074909210205
245,83,1.178259232214519
205,79,1.1795180546385902
91,93,1.2048699642930711
55,45,1.1787380097167832
188,1,1.1985370048454829
188,33,1.2220169774123602
36,41,1.1973287441900797
135,106,1.181877728019442
229,110,1.181576827807086
8,62,1.2336204775742121
229,43,1.1684696738209044
188,16,1.168690296156066
100,91,1.2287633823496955
203,111,1.2246647477149963
148,40,1.1805697881749697
154,74,1.209483200950282
33,78,1.175374714391572
219,73,1.1995227336883545
8,18,1.241306790283748
157,45,1.2063940912485123
115,52,1.1905875993626458
246,27,1.2020968837397439
81,104,1.2020088817392076
48,101,1.1577991268464498
236,43,1.1735730288284165
222,81,1.2265477521078927
91,34,1.175402500799724
77,1,1.1968282290867396
91,76,1.204578059060233
126,99,1.166850286935057
9,73,1.2001457725252425
240,38,1.2520251274108887
14,18,1.2565426698752813
137,110,1.2223053436194147
100,110,1.2113894543477468
36,78,1.1882453603403909
62,1,1.1920318816389357
111,89,1.2434774828808648
108,41,1.187738476055009
91,16,1.1559210398367472
170,93,1.1904306241444178
109,107,1.2134121911866325
115,8,1.1912533374769347
26,61,1.190466821193695
144,103,1.210611988391195
117,93,1.2569552574838911
229,62,1.187904141843319
54,101,1.1597778690712792
59,42,1.201225763985089
5,67,1.2477425911596842
62,110,1.2013832820313317
97,8,1.1675851653729166
107,50,1.2282205373048782
220,110,1.182308397122792
62,46,1.2019644911800111
131,18,1.2489502472536904
81,50,1.217819897191865
54,29,1.2099076339176722
210,28,1.1842796036175318
242,40,1.2499273419380188
188,90,1.2186694826398576
170,82,1.1950544289180212
205,31,1.2082703879901342
126,23,1.2271849513053894
222,90,1.220796410526548
188,44,1.2188813835382462
5,15,1.2254300862550735
246,88,1.203806608915329
149,94,1.150880875332015
36,48,1.2050898117678506
114,99,1.152250054691519
242,17,1.2483863362244196
77,8,1.200713004384722
129,16,1.1795091607740946
230,99,1.2104373659406389
8,110,1.224669954606465
183,94,1.1893131988389152
129,40,1.2172341964074544
129,17,1.2010057206664766
219,78,1.18114239190306
181,82,1.2110751430903162
108,42,1.1819879082696778
5,20,1.244485929608345
32,98,1.2072179509060723
62,12,1.1821688179458891
188,106,1.18904005416802
230,43,1.2080636620521545
238,52,1.1981436418635505
91,107,1.1282163177217757
48,33,1.205977703843798
115,83,1.1827421092561312
240,18,1.1921219996043615
129,94,1.186549967953137
33,104,1.1878787172692162
115,27,1.2022759169340134
88,103,1.1930022920880998
91,65,1.2014913175787245
26,88,1.1833764272076743
91,71,1.1965391635894775
149,74,1.1858293265104294
36,91,1.199187804545675
25,17,1.1963171192577906
5,80,1.224099527512278
5,73,1.2351108981030328
149,88,1.186186941606658
43,34,1.2271045467683248
236,62,1.1901813851935523
188,98,1.220762210232871
106,99,1.230635900582586
65,99,1.2143368188823973
219,34,1.1679924513612474
236,46,1.1876206185136522
101,74,1.2250525866236006
62,62,1.2031563520431519
91,67,1.2216077170201711
133,107,1.1307004136698586
62,50,1.1958916719470705
170,90,1.2129052983863013
158,18,1.1888654178806715
78,60,1.1984666266611643
15,18,1.2466500571795873
118,82,1.2079634804810797
59,48,1.2245890413011824
114,73,1.1922913129840578
249,52,1.2099429752145494
219,50,1.1302923211561782
236,101,1.1855953016451426
230,62,1.2103953489235468
5,36,1.2134362374033247
48,78,1.1758734349693571
238,88,1.2100874739033836
219,63,1.2259734954152788
36,26,1.1789589268820626
241,46,1.1307195544775044
138,107,1.1523628075207983
226,32,1.1876691931060381
91,43,1.151417157479695
173,98,1.2151499837636948
245,84,1.215061992406845
149,61,1.1854874725852693
111,17,1.1936909471239363
170,101,1.1672081425786018
205,94,1.164284606065069
127,106,1.1757842376828194
148,76,1.1850596442818642
129,88,1.211344146302768
219,47,1.2316441259213857
170,45,1.1214156970381737
36,108,1.1951423755713872
129,9,1.2397599858897073
232,14,1.1955627841608865
170,16,1.1515827365219593
129,76,1.2253459564277105
240,43,1.1876081292118346
148,110,1.1718568738017763
33,15,1.1947932541370392
205,91,1.2161785257714135
5,45,1.18388098691191
240,46,1.196186900138855
205,58,1.2135505335671561
46,94,1.2159953181232726
138,16,1.1775505947215217
142,107,1.1857180041926247
247,52,1.1927585899829865
240,54,1.2613844658647264
174,93,1.1894783675670624
247,78,1.1810349864619119
109,18,1.2528110444545746
5,18,1.2123127898999624
29,106,1.198675845350538
77,83,1.1938659782920564
245,60,1.177877243076052
246,16,1.1644105267311846
48,71,1.1969097086361475
77,58,1.2188647666147776
224,89,1.2619215015854155
24,107,1.2067245319485664
111,12,1.1561437579137939
54,90,1.2045966322932924
170,11,1.2299424346004213
77,48,1.2267075117145265
133,70,1.1830163331968444
88,34,1.2247417675597327
74,18,1.2051553577184677
170,29,1.2171222354684557
74,99,1.1945169397762843
64,111,1.2214496646608626
155,76,1.2188132916178023
149,97,1.1815688631364278
135,107,1.1544741988182068
149,46,1.1422211463962282
118,103,1.2032553159764834
156,16,1.2303222779716765
54,68,1.2225725374051504
98,107,1.1866236616458212
170,52,1.1864174104162626
188,103,1.211914667061397
232,6,1.1882470484290804
89,27,1.1879664765936988
77,34,1.1889720229165894
59,25,1.2009391891104835
224,73,1.2354045829602651
35,22,1.1880125871726446
181,105,1.215126330299037
59,106,1.1967026421001978
188,91,1.221380536045347
