ConsigneePanjivaID,ShipperPanjivaID,dist
5339,6915,0.8408785143068859
1890,2749,0.7662149550659316
2929,5558,0.5488561716462884
2128,4067,1.1720337069460325
796,1716,0.40888859970229013
2858,2638,0.4575467109680176
29,1446,0.573879312723875
3797,5239,0.6823072582483292
1102,2835,0.21472879818507604
2998,5830,0.5054082593747548
5408,5464,0.6384303782667432
2328,6067,0.48717419164521353
5937,350,0.4664041953427451
5937,3917,0.301090487412044
5064,644,0.3836107722350529
1474,706,0.4804923076714788
5772,450,0.3883559490953173
3945,3707,0.9578897559217044
1419,1307,0.3177315167018345
1501,3506,0.7021870866218316
5937,6694,0.8860434607735702
3005,5723,0.8187635599502495
5942,6925,0.34061657956668306
2869,851,0.6362131152834211
5937,3276,0.4859581845147269
3414,1060,0.5012888764696461
66,2846,0.6637273281812668
2528,2004,0.21926221677235194
5582,4570,0.8641241043806076
2253,736,0.4673049066747938
354,1796,0.8679418553199086
1200,6327,0.7918877665485654
5302,5582,1.0781566218772372
4783,1422,0.6003859490156174
754,5632,0.5240150365446296
2140,4439,0.4075814485549927
4581,6823,0.8765573103779128
2182,4436,0.3209241245474134
996,2422,0.8070893990142005
39,4304,1.068060500813382
5229,4211,1.1091066237006868
2512,70,0.39788978014673504
1890,263,0.3434903919696808
624,4431,0.8145254883649093
1641,6909,0.2630985379219055
2377,3864,0.89482952441488
1339,622,0.5970667345183236
1496,3838,0.40503627913338797
1579,4597,1.1873252572757858
2140,6067,0.2936215911592756
11,5638,0.8342810196668974
1118,1700,0.4779446337904249
885,3838,0.4806912754263197
4452,2754,0.5113573627812522
5937,579,0.42354289974485126
5751,4766,0.7824880714927401
4071,5241,0.12013357026236397
3002,4023,0.27141919306346346
2182,3283,0.28120329550334383
2456,5702,0.3492131701537541
5120,664,0.7389093467167446
2424,5427,0.3725621317114149
4934,5104,0.43466372575078693
231,2734,0.3851490020751953
1354,745,0.3751466487135206
2615,3629,0.3842537786279406
3088,1727,0.9733086643474442
1951,1904,0.5098745652607509
3386,6053,0.5193889439105988
229,83,0.6007164602300951
5937,3626,0.43607495512281147
5937,5254,0.5710712394544056
2125,6081,0.29429392729486736
823,6896,0.32926871946879793
5937,211,0.504444655297058
1368,1821,0.8634742755176765
1942,1244,0.7741563660757882
2886,502,0.3434525600501469
4512,5471,0.790184603205749
2704,5614,0.5425731667450496
1980,571,0.9507463225412981
1170,6318,0.42543513008526396
2008,2900,0.26052177803856985
3972,5625,0.6420923322439194
245,1003,0.6585223610912051
824,1236,0.6964076225246701
2074,3589,0.6206809771912438
4956,6032,0.5270895312673279
5937,1589,0.6265951267310551
4181,4444,0.7602340983492988
1017,83,0.6164721037660327
1985,2835,0.38146879417555674
566,1902,0.3564238335405077
5937,4048,0.6600599640182087
1251,4202,0.4310882602419172
3390,1007,0.8491745878543172
2884,4852,0.20743657861437118
3221,4025,0.4532806788172041
1814,5723,0.6612826455384493
2140,668,0.41568619864327566
4831,764,0.8231000839067357
4403,4857,0.6962741049272674
3406,3589,0.6660346420747894
779,2994,0.5468377981867109
4789,6448,0.5192509293556213
1287,2459,0.7029786168464592
5755,5711,0.30622280495507376
2058,4267,0.5633535725729806
2182,3943,0.6440433604376656
3221,3265,0.7079277155654771
2276,6610,0.5603584583316531
3005,1601,0.5971009773867471
3026,1599,0.3548826277256012
5310,5839,0.3953406182782991
5185,2625,0.641806037830455
4051,3651,0.7500465980597905
285,6896,0.4863356369148408
1777,5087,0.35204423325402395
720,3530,0.6303751021623611
1501,259,0.5835791464362826
1112,3362,0.5449268051556179
5937,4124,0.7405251280537674
2762,1947,0.6978048808606607
4453,4852,0.5142138052199569
3304,2685,0.3924315997532436
1327,2581,0.8453400555465903
1239,6917,0.6373880079814366
2072,1920,0.5708925745316914
2602,3067,0.6903477747525487
5937,1637,0.6349492818117142
361,3921,0.47337150999477934
1890,4518,0.3993502665045006
1572,6798,0.7638302211250577
2802,2064,0.38830022300992695
1488,6785,0.4110776611736843
3309,1009,0.8121967778674194
1041,5822,0.6358030757733754
1717,5482,0.4417710133961269
683,891,0.8177531946982656
4798,6030,0.7496418399470193
4818,3807,0.592909187078476
4108,3943,0.2733752301761082
3107,631,0.6708770383681569
2528,4927,0.37100817476000103
2699,1661,0.47724100947380066
1998,5493,0.8799122667738369
2182,1067,0.4579779548304422
3582,2173,0.5776676993284907
4799,1277,0.8341218893017087
2891,5830,0.6352977944271905
2831,3131,0.36274611949920654
5937,4164,0.4620453715324402
1419,1216,0.8295165768691471
2314,247,0.6066589994089944
2988,4029,0.9296130596527031
4789,2971,0.7219527044466564
2831,2242,0.5698775351047516
4826,5283,0.7533890003604549
5320,1009,0.48813013093812124
3953,1805,0.5995576296533857
365,3614,0.327648435320173
3670,319,1.290834414107459
5653,2726,0.8176361418196133
1600,1914,0.7253477456314223
3859,4763,0.5585312438862664
1524,2734,0.36222570283072336
1400,2581,0.5876571514776775
4954,1965,0.4011716406260218
2608,6844,0.7096919353519168
337,6130,0.9048966560512781
3294,1606,0.2615600654057094
2032,5453,0.6597559455383036
2712,4309,0.3762804738112858
4766,6912,0.9625300432422331
2158,2505,0.7690360865422657
1492,4057,0.869242878246171
2831,6909,0.5441531155790601
1501,425,0.6740446974124227
557,655,0.6880035597298827
5114,2077,0.3807427840573447
5470,1072,0.26032696451459614
2452,6792,0.27192874465669903
2803,5552,0.5432375243731907
1101,2180,0.847038138125624
913,2457,0.2995220933641706
2610,1362,0.6304132975637913
5937,3605,0.7112750304596764
1241,3283,0.441930536712919
1210,891,0.41321660365377155
2712,697,0.44135354672159466
1684,4796,0.5142180728060859
5853,3690,0.9960964385952268
1123,1570,0.45615382279668537
2602,6234,0.6122391069574016
1112,401,0.45279219320842196
766,5798,0.329062146799905
4022,604,0.5917344391345978
270,6563,0.2633570773260934
3006,6500,0.5683741421671584
1428,1620,0.6487761938146183
4330,6171,0.35015096834727694
2035,6249,0.8940953431384904
1627,4886,0.6793341535542693
4915,1815,0.4598796154771532
3524,6201,0.5268896733011518
1454,6640,0.6007170349891696
1354,5490,0.6381296607266579
4915,1746,0.5402503098760333
553,1764,0.7605459008898053
1338,2924,0.41705397197178434
4649,1390,0.23962444918496267
2103,3037,0.2522467204502651
5480,1090,1.0782334463936942
5369,5241,0.510491281747818
1280,2855,0.3253857408251081
3944,6669,0.2758451870509556
1181,3359,0.5513483115604946
3142,4259,0.7359442891819137
995,414,0.5841026935460312
1890,4157,0.4495279788970947
3393,1153,0.4095780168260847
5315,2482,0.5460926932947976
2456,3921,0.30904256446020945
1755,3435,0.618622113019228
1419,5790,0.6152855604887009
5650,587,0.7894054629973003
2140,1362,0.34160576122147696
3006,147,0.3940274566411972
1112,4215,0.47702827623912264
2008,697,0.3463977064405169
1889,6341,1.0510321823613984
2992,409,0.8639201458011355
1748,5759,0.7543874872582299
365,1067,0.31777643305914743
122,4358,0.8325966564672334
4079,4852,0.4832130627972739
5937,1144,0.5456642444644656
345,2676,0.5977079101971218
1532,3331,0.45161078444549013
3706,6115,0.8204473597662789
1586,5224,0.47153699823788237
2220,131,0.5539642583046641
1504,1209,0.891641558281013
2610,3086,0.6514147456203189
5270,3796,0.6629283045019422
3533,5213,0.30645727259772165
1354,1570,0.34291888560567585
3005,3918,1.0514510460197926
2118,4806,0.767066050853048
231,4097,0.21982228755950928
2035,3966,0.41414903317178997
2050,5503,0.9498908828411784
1444,1427,0.7514215173099988
5937,5887,0.30844139201300486
2518,3536,0.888440843139376
2988,5854,0.3577625112874167
1589,3363,0.6866159949983869
1586,4404,0.4109604741845812
1586,2738,0.4283588230609894
5120,6310,0.5367329844406673
877,1236,0.9383861917470183
2365,898,0.7894375302961895
2831,5108,0.3584121550832476
3004,2622,0.38072176916258677
5481,6749,0.712416663233723
2529,1441,0.22558391945702688
1501,2216,0.49693923762866427
2074,3517,0.3788443463189261
2962,359,0.4962263788495745
3706,1656,0.6314692624977657
1490,4531,0.5227087863854
3282,664,0.7987992806094033
1386,3803,1.009901982332979
5589,3217,0.3834016578538077
2845,3936,0.4083656966686249
1652,2196,0.39708391337522436
5193,3479,0.7884424978068897
5218,4998,0.4229444648538317
1941,3711,0.36544390661375864
5616,701,0.4720832918371473
5260,1586,0.6829743215015956
3007,3991,0.9501551128923893
2529,6207,0.5055376887321472
3452,2163,0.4286988845893315
285,6362,0.6383025845113609
1918,5819,0.425120724099023
2371,5526,0.7322733891861779
2784,6871,0.649616186107908
3932,2266,0.7214734639440264
4883,1980,0.6898052383746419
2726,6611,0.7476519258426768
2755,6688,0.6110470237742577
4615,5172,0.7421959851469312
3415,1914,0.5545308015176228
1170,4477,1.0518106395112616
482,5970,0.883298709988594
2308,1984,0.5135162259851184
3470,2388,0.7308069244027138
1207,1280,0.6748113515121597
2328,6739,0.5727336832455227
692,3815,0.8299674842648008
2590,845,0.7919434585741588
3369,6774,0.5998243561812809
4524,957,0.32415651423590525
2926,3726,0.7678464229351708
1648,4915,0.7208552722420011
2068,3849,0.5169944167137146
5468,3195,0.6096124047679561
4501,5354,0.5103607305458614
3664,5320,0.7525022753647396
216,2295,0.37636943800108774
4492,3624,0.8147968000599316
5833,5629,0.9630650081006544
1354,3973,0.7981373178107398
2255,3741,0.6142089494637081
356,3576,0.5541129112243652
1444,2117,0.8491175249218941
1673,6867,0.8121899548651916
330,3641,0.6701269213642392
5256,1905,0.9437087497540882
2533,5616,0.49445962054388864
3289,3148,0.5996458615575518
1495,3435,0.6334315133946282
1493,972,0.5740533939429692
2831,6680,0.46937292388507296
2288,6601,0.4772981490407671
1460,3097,0.880912196157234
3005,1662,0.7599178214690515
5346,3019,0.4390083508832114
3067,6023,0.46971403275217327
2308,6611,0.49963796564510893
1404,4865,0.87169170911823
5335,1212,0.4599741441862924
469,4545,0.707934533911092
2726,1984,0.8431828043290547
5916,6873,0.5683795256274087
1367,3501,0.7232167332300118
1133,3690,0.2998452016285488
5124,3479,0.5102003919226783
3669,2978,0.6264955369489533
2175,3207,0.5238828531333378
5223,4780,0.4825816111905234
3702,3650,0.8422199918755463
63,5719,0.3368899737085615
854,6871,0.6826687423246247
2831,2161,0.5275774129799434
3746,4780,0.5770679669720786
3148,1597,0.8219124312911715
1673,805,0.5922446527651378
911,4828,0.32018320901053293
4488,5895,0.718640033687864
2035,4495,0.8178468674554357
1748,6519,0.46198359557560514
3618,2058,0.5940385439566204
3431,6099,0.6670767696840423
5764,4650,0.5647647561771529
2377,3680,1.071626785078219
2570,3877,0.3441347820418222
3158,1593,0.38366920607430594
1613,1604,0.5731880792549678
201,4214,0.23921768154416764
4177,6738,0.8365678547748497
4383,6499,0.531954016137336
5193,296,0.7496924485479083
1582,968,0.6712868192366191
3018,723,0.5004359568868365
1354,6248,0.4975718174661909
732,4249,0.33841257861682345
1210,6928,0.5352768301963806
2712,6248,0.47512070408889223
4880,3327,0.783041828711118
4756,6898,0.48935966406549725
1440,1049,0.7274781678404126
1719,5405,0.5798103357000011
1583,2087,1.1307601880814349
1949,960,0.5830833264626563
4008,3747,0.6335617729595729
739,6248,0.5593714884349278
1866,6593,0.8727353704827172
3450,6847,0.9206249471088606
1973,3903,0.46484963808740887
4354,3589,0.9077666423150471
3180,701,0.4193148527826582
5320,6248,0.6595603275511946
1469,6069,0.7684204418744359
5470,5489,0.25190363611493793
382,3567,0.3055717519351414
5772,863,0.6033472333635602
2712,6841,0.41947374599320547
2338,3596,0.29481804370880127
485,757,0.4603807692016874
2426,6447,0.7367980070412159
1419,6700,0.723258583673409
2711,6447,0.6968945440437112
5513,701,0.48026181970323834
1075,1310,0.4437016802174704
2608,3327,0.6670992150902748
2314,2104,0.9577698872557708
5316,2371,0.5537965169974736
2168,3759,0.7807473428547382
4445,3775,0.3865960921560015
1339,3327,0.4283885019166129
1453,701,0.6255781373807362
1635,5287,0.6372587574379784
1951,6722,0.2745337358542851
5839,1603,1.076888654913221
5341,6871,0.6040957655225482
1808,2001,0.47145374757902964
3182,6447,0.44996844444956097
4273,868,0.6508339105972222
3310,1993,0.7494232393801212
2993,6456,0.9854024040978402
5737,4120,0.9532789662480354
4810,6470,1.0903984047472477
2302,986,0.859271728267361
2742,6248,0.6124131336941251
5292,4060,0.3890356549194881
2098,4919,0.7677292249032429
5772,216,0.4710026681423187
4824,5582,0.5981905502932412
3205,2594,0.8585167420761926
2295,291,0.5266466396195548
1170,463,0.7527160471571344
2964,1009,0.8070565573871136
2974,2622,0.5730514079332352
1064,2726,0.810526014039559
4165,980,0.5466351509094238
1354,4666,0.46889734055314747
2224,5126,0.32113183396203177
2058,4225,0.42707436425345285
330,2242,0.5759709456137249
3288,1796,0.664187131183488
5213,413,0.6718153208494186
5887,5454,0.5867216544491904
2722,216,0.5227792731353215
330,259,0.4921728081202933
5193,388,0.8324178425329072
1851,702,0.4163185315472739
330,1692,0.4669899770191738
1115,6201,0.6334957097257886
3924,1788,0.648265712495361
4189,5813,0.8444152463759694
2208,6812,0.7070440767066819
3524,2622,0.5184035428932735
5937,2475,0.7518799831159413
6,1091,0.344825199672154
3294,994,0.3489166796207428
4188,4887,0.49958060069807936
1354,1009,0.34299005780901226
3232,1676,0.8261334715144975
2321,5813,0.708532207778522
2580,1859,0.7973209502441543
1187,703,0.622919003878321
935,1319,0.7262557132967881
5414,745,0.47439936229160856
1118,2887,0.5464357307979039
2602,149,0.5550135374069214
5937,5428,0.7643355821658459
5494,1700,0.829487136764718
2182,2256,0.3883884378841945
2210,1723,0.6670067438057491
1112,6021,0.663395571921553
1446,5544,0.451942184141704
3997,5835,0.9198439727936473
5564,1067,0.3310288275991167
4457,5695,1.1101542439843928
1354,450,0.3367516909326826
1438,6067,0.7103889776127679
1287,6332,0.9018770050523537
2621,5850,0.8002423814364842
1929,3416,0.4588040368897574
5576,3579,0.42953547090291977
5937,995,0.640086902155807
1208,3567,0.4073968231678009
1339,1091,0.3796270787715912
3546,6173,0.6796454446656364
2261,3947,0.9097649167690959
5134,3574,0.42983682240758625
1996,6802,0.8163755222090653
5760,3332,0.2809432489531381
3431,4183,0.7949400959270341
2435,5822,0.4568088480404445
4420,3234,0.39134229506765095
3482,6879,1.0347804298092211
2722,730,0.38931629061698914
1676,700,0.6355882797922406
4052,6310,0.6187860497406551
4078,6074,0.6295615966830935
1210,2622,0.5525702238082886
2328,677,0.5150966005665916
2796,5977,0.9043059024427619
1890,2226,0.6089756041765213
365,5489,0.3682203207697187
2505,6127,0.7130669025438172
2489,2106,0.6635480161224093
1578,1362,0.7664965304242547
4590,2924,0.5596527031489781
1185,4151,0.3011629155703953
365,5889,0.683924560035978
1862,1205,0.3006798880440848
2070,2201,0.41092850055013386
1715,2362,0.6192074183906827
3366,5559,0.45956079023224966
1400,1039,0.8069320024390306
1135,5478,0.30535222802843365
2724,6720,0.6370124114411218
3406,5017,0.5758562300886426
2831,5489,0.4114720182759421
2140,313,0.2763085109846933
5772,622,0.5114899575710297
2371,2694,0.8321405659828868
5371,4521,0.4746705208505903
1123,374,0.5295718567711967
1501,6067,0.3594949798924582
2140,4614,0.3166955198560442
330,5684,0.7402569848511901
3502,4175,0.43024681348885807
2608,2622,0.6338507011532784
1586,1920,0.3605889805725643
283,5370,0.8782004290925605
566,140,0.6104010183896337
1429,6189,0.48411949617522104
1419,3219,0.5402790563447135
4676,5209,0.6570625305175781
1909,5224,0.3297557830810547
2602,4085,0.6194750624043601
1854,5903,0.3379379851477487
1570,4430,1.0851633815826582
2341,6282,0.9023783175008637
1942,612,0.9233751935618264
2571,2924,0.48368026529039654
2415,2941,0.6174375201974597
1874,3430,0.8707747863871711
1909,1613,0.3701857030391693
5937,934,0.3424772833074842
5134,3455,0.58152467331716
2985,529,0.42919065271105084
1368,1713,0.7333799217428479
2010,6053,0.4920856697218759
2888,5767,0.905849501490593
5937,57,0.290852997984205
1974,6316,0.3937079267842429
5937,2812,0.49365722281592234
575,664,0.8587414909686361
1254,2561,0.321931106703622
4915,5625,0.731410776930196
2712,1420,0.5184522526604789
5126,5248,0.7996648464884076
4433,6623,0.6450585520693234
2332,3178,0.7172431520053318
1808,3327,0.32364786096981596
302,817,0.5016257635184697
1949,6169,0.43781050613948275
4904,891,0.5545510990279061
5772,3554,0.6650810369423458
1360,4165,0.5447907852275031
772,1092,0.6511633260441678
4909,6006,0.7735484018921852
901,2483,0.5417114453656333
2569,3314,0.6756257797990527
5853,5541,0.5461670341236251
4920,1934,0.848499022424221
4281,4968,0.3608271905354091
5757,5765,0.5889399988310677
2154,1279,0.5215430078761918
3706,3349,0.6268590119268213
2528,1909,0.2238515019416809
4638,1091,0.48701542615890503
5937,2169,0.739577080921403
2140,5796,0.53360344682421
314,2028,0.49652199021407534
1501,3223,0.4964455472571509
1859,6911,0.2106694153376988
1370,147,0.5662536355001586
1354,3217,0.36254495808056425
2458,1072,0.4506321975163051
2035,2800,0.7889690739767892
3005,5822,0.4391962971006121
1210,4784,0.542920104094914
1354,3861,0.5183993620531899
1460,5091,0.5213975012302399
1102,4267,0.3745775435652052
5714,5854,0.3623823140348707
5714,3900,1.0560589086796557
5640,2835,0.43482945220811026
2208,6400,0.8772449094269957
5564,1606,0.4215611645153591
1848,5771,0.44809190716062275
2049,5420,0.3873155840805599
3005,891,0.3607978735651289
1354,2949,0.48785737582615446
5442,1832,0.5134778448513576
2093,5881,0.6678400595805475
2722,6017,0.5352852158248425
4450,564,0.5549406430550984
2032,1625,0.2992641159466335
1998,2885,0.9039952052491051
408,1692,0.587971140231405
5937,471,0.553795018366405
1752,1815,0.4071984120777675
1254,1588,0.4275006055831909
4349,5416,0.5680552252701351
1658,1948,0.35906408514295307
2140,216,0.41843115431921823
2010,2256,0.4264589548110962
2755,4445,0.6300985110657555
6,1611,0.600203024489539
3321,6558,0.6280974660600934
2371,2886,0.5736102940780776
1354,6841,0.5006904006004333
1501,5683,0.5092271864414215
3294,6619,0.3706959571157183
1465,6798,0.9888747516420803
5701,3046,0.9543956938598838
3333,1829,0.5054701886006764
2314,1497,0.6943263528602464
2108,8,0.43124070124966757
3012,1201,0.3356739325182779
1254,1192,0.34351932150977
1976,1046,0.7835303337446281
4703,6912,0.5501470842531749
2617,5576,0.5888078723634992
1806,3453,0.5302693332944598
5872,6903,0.32783751828329905
1501,3321,0.49246308633259367
709,1484,0.7048684981252465
5937,1214,0.5316997383322034
4465,6010,0.4275727484907423
2140,765,0.43036407232284546
2590,3658,0.7335660255381039
4939,5883,0.9391085186174938
5937,3855,1.0324146736945425
3390,6514,0.6885996439627239
2278,3521,0.689998630966459
4216,4662,0.7598128180418696
3397,4407,0.6635852551886013
1748,5561,0.29497883149555754
3662,5847,0.3280426561832428
4313,835,0.3312341868877411
135,4750,0.5954305614743914
5937,3091,0.863444828952197
4903,6133,0.588070637945618
1287,5744,0.9467505887150764
5614,3297,0.7280352759574141
1501,1830,0.8448740862576025
1729,2636,0.761444764477866
2528,3089,0.33907100558280945
5719,1215,0.6890768171288073
1673,5759,0.7919461514268603
3241,1545,0.6983068627970559
68,4098,0.5022044735295432
5742,1153,0.6451971083879471
3972,6661,0.4716518223285675
5641,1894,0.947066321436848
2367,6909,0.4050585074084146
3390,5561,0.39651440509728025
2008,631,0.2917850613594055
2985,6412,0.5169818869658879
1318,1654,0.423664037670408
3971,5241,0.6586999818682671
4698,1483,0.7430413886904716
2391,1366,0.4346178812640054
1419,1461,0.49661824107170105
4721,6829,0.9531821695355964
5359,2622,0.649407263313021
4058,5356,0.4123862641198294
3599,4298,0.5410644710063934
4933,901,0.23302571262632096
423,2580,0.4757029414176941
607,1091,0.3679714969226292
1627,2809,0.44360823397125515
2755,688,0.9170514675123351
5564,1143,0.4237497534070696
1553,5835,0.29057158742632183
402,6914,0.574121002640043
1243,1420,0.5392816535064152
3696,6810,0.40569840584482464
1890,891,0.3298593078340803
585,4763,0.7279296663722822
2265,697,0.39801378761019024
4061,2993,0.6822093416537557
2587,5653,0.5820581380810056
1673,5561,0.3268688832010542
1809,701,0.7183671334226217
2831,891,0.37470878873552593
1277,5155,0.5118971722466605
1683,1287,0.8777068593273205
5481,716,0.5740888701485736
5937,1916,0.9241143763065338
493,3963,0.35303175875118803
5937,1184,0.8673045964512441
1401,6873,0.37737107276916504
2017,4393,0.876942307954388
1662,1952,0.8150735098336425
1920,4082,0.5170339133058276
1890,3195,0.6241269697036061
5774,3868,0.4944018317120416
1809,3424,0.807840611253466
1100,6557,0.43770880358559744
330,6602,0.5538240628583091
1501,6739,0.7628629835588592
95,5655,0.30776419809886385
1026,5608,1.008217348783676
2831,2428,0.5420276927096503
1210,3282,0.6159031050545829
1641,2161,0.2733944739614214
2295,3428,0.7152596670868141
3638,6094,0.5583523735404015
2227,2174,0.561813872307539
3551,2114,0.7593420432614428
2754,6099,0.6873494995691415
4249,3731,0.5895499464407165
5917,3796,0.37340190580912996
3531,6606,0.6053169816732407
